"Status","Year","Disability","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Outer London - West and North West","Heterosexual / straight","655","605","32450","31060"
"In post","2022","Declared disabled","Outer London - West and North West","LGBO","55","55","33910","31460"
"In post","2022","Declared disabled","Outer London - West and North West","Undeclared","115","100","32780","31060"
"In post","2022","Declared disabled","Outer London - West and North West","Unknown","50","45","29630","28810"
"In post","2022","Declared disabled","Overseas","Heterosexual / straight","170","170","48220","44140"
"In post","2022","Declared disabled","Overseas","LGBO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Shropshire and Staffordshire","Heterosexual / straight","915","835","29880","27570"
"In post","2022","Declared disabled","Shropshire and Staffordshire","LGBO","85","80","28360","26740"
"In post","2022","Declared disabled","Shropshire and Staffordshire","Undeclared","120","105","31050","27570"
"In post","2022","Declared disabled","Shropshire and Staffordshire","Unknown","50","50","30190","27570"
"In post","2022","Declared disabled","South Yorkshire","Heterosexual / straight","1005","900","30470","27570"
"In post","2022","Declared disabled","South Yorkshire","LGBO","115","110","31960","28590"
"In post","2022","Declared disabled","South Yorkshire","Undeclared","125","115","30600","27570"
"In post","2022","Declared disabled","South Yorkshire","Unknown","65","55","30320","27570"
"In post","2022","Declared disabled","Southern Scotland","Heterosexual / straight","400","355","29140","26820"
"In post","2022","Declared disabled","Southern Scotland","LGBO","40","35","30620","27570"
"In post","2022","Declared disabled","Southern Scotland","Undeclared","35","30","28600","27570"
"In post","2022","Declared disabled","Southern Scotland","Unknown","60","50","28810","26820"
"In post","2022","Declared disabled","Surrey, East and West Sussex","Heterosexual / straight","755","685","30190","27570"
"In post","2022","Declared disabled","Surrey, East and West Sussex","LGBO","110","105","29570","27570"
"In post","2022","Declared disabled","Surrey, East and West Sussex","Undeclared","110","95","29690","27570"
"In post","2022","Declared disabled","Surrey, East and West Sussex","Unknown","65","55","30230","27570"
"In post","2022","Declared disabled","Tees Valley and Durham","Heterosexual / straight","975","870","28560","27570"
"In post","2022","Declared disabled","Tees Valley and Durham","LGBO","70","65","27970","27570"
"In post","2022","Declared disabled","Tees Valley and Durham","Undeclared","110","95","27390","27120"
"In post","2022","Declared disabled","Tees Valley and Durham","Unknown","80","65","25320","26120"
"In post","2022","Declared disabled","Unknown","Heterosexual / straight","105","95","32150","27700"
"In post","2022","Declared disabled","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Central Scotland","Heterosexual / straight","1380","1245","29620","27570"
"In post","2022","Declared disabled","West Central Scotland","LGBO","195","190","29740","27230"
"In post","2022","Declared disabled","West Central Scotland","Undeclared","180","160","28390","27570"
"In post","2022","Declared disabled","West Central Scotland","Unknown","175","155","30480","27570"
"In post","2022","Declared disabled","West Midlands","Heterosexual / straight","1780","1625","30350","27570"
"In post","2022","Declared disabled","West Midlands","LGBO","195","185","30310","27570"
"In post","2022","Declared disabled","West Midlands","Undeclared","220","200","28710","27570"
"In post","2022","Declared disabled","West Midlands","Unknown","185","155","27390","26300"
"In post","2022","Declared disabled","West Wales and The Valleys","Heterosexual / straight","1375","1215","27120","26350"
"In post","2022","Declared disabled","West Wales and The Valleys","LGBO","125","120","27790","27130"
"In post","2022","Declared disabled","West Wales and The Valleys","Undeclared","355","290","24970","21840"
"In post","2022","Declared disabled","West Wales and The Valleys","Unknown","75","65","24440","24250"
"In post","2022","Declared disabled","West Yorkshire","Heterosexual / straight","1565","1425","31650","27570"
"In post","2022","Declared disabled","West Yorkshire","LGBO","180","170","32160","27570"
"In post","2022","Declared disabled","West Yorkshire","Undeclared","165","150","31560","27570"
"In post","2022","Declared disabled","West Yorkshire","Unknown","105","90","29190","27570"
"In post","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Heterosexual / straight","2570","2435","33500","29290"
"In post","2022","Declared non-disabled","Bedfordshire and Hertfordshire","LGBO","120","115","32660","29290"
"In post","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Undeclared","215","195","32840","29670"
"In post","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Unknown","250","215","33760","29540"
"In post","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","5225","4965","33400","29290"
"In post","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","LGBO","245","235","32520","29290"
"In post","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","425","405","33950","31580"
"In post","2022","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","410","370","33440","29530"
"In post","2022","Declared non-disabled","Cheshire","Heterosexual / straight","1965","1845","32020","27570"
"In post","2022","Declared non-disabled","Cheshire","LGBO","120","115","31000","27570"
"In post","2022","Declared non-disabled","Cheshire","Undeclared","175","160","31160","27570"
"In post","2022","Declared non-disabled","Cheshire","Unknown","240","205","27610","27000"
"In post","2022","Declared non-disabled","Cornwall and Isles of Scilly","Heterosexual / straight","965","890","28190","27570"
"In post","2022","Declared non-disabled","Cornwall and Isles of Scilly","LGBO","35","35","29330","27570"
"In post","2022","Declared non-disabled","Cornwall and Isles of Scilly","Undeclared","105","100","27590","26930"
"In post","2022","Declared non-disabled","Cornwall and Isles of Scilly","Unknown","145","130","25460","22010"
"In post","2022","Declared non-disabled","Cumbria","Heterosexual / straight","1150","1060","29800","26520"
"In post","2022","Declared non-disabled","Cumbria","LGBO","65","65","29710","26610"
"In post","2022","Declared non-disabled","Cumbria","Undeclared","100","90","30040","26610"
"In post","2022","Declared non-disabled","Cumbria","Unknown","480","430","24700","21300"
"In post","2022","Declared non-disabled","Derbyshire and Nottinghamshire","Heterosexual / straight","7000","6540","32940","27570"
"In post","2022","Declared non-disabled","Derbyshire and Nottinghamshire","LGBO","385","375","31770","27570"
"In post","2022","Declared non-disabled","Derbyshire and Nottinghamshire","Undeclared","585","530","32680","27570"
"In post","2022","Declared non-disabled","Derbyshire and Nottinghamshire","Unknown","920","805","30170","27570"
"In post","2022","Declared non-disabled","Devon","Heterosexual / straight","5255","4865","33410","28760"
"In post","2022","Declared non-disabled","Devon","LGBO","280","270","30640","27570"
"In post","2022","Declared non-disabled","Devon","Undeclared","670","610","35770","34290"
"In post","2022","Declared non-disabled","Devon","Unknown","555","465","27830","27130"
"In post","2022","Declared non-disabled","Dorset and Somerset","Heterosexual / straight","3005","2820","30780","27570"
"In post","2022","Declared non-disabled","Dorset and Somerset","LGBO","125","120","28930","27570"
"In post","2022","Declared non-disabled","Dorset and Somerset","Undeclared","270","250","30370","27570"
"In post","2022","Declared non-disabled","Dorset and Somerset","Unknown","275","235","28640","27570"
"In post","2022","Declared non-disabled","East Anglia","Heterosexual / straight","7060","6615","30530","27570"
"In post","2022","Declared non-disabled","East Anglia","LGBO","295","285","29180","27570"
"In post","2022","Declared non-disabled","East Anglia","Undeclared","665","615","30190","27570"
"In post","2022","Declared non-disabled","East Anglia","Unknown","760","675","29620","27570"
"In post","2022","Declared non-disabled","East Wales","Heterosexual / straight","11310","10665","35120","30710"
"In post","2022","Declared non-disabled","East Wales","LGBO","690","675","33120","29430"
"In post","2022","Declared non-disabled","East Wales","Undeclared","950","895","35130","29470"
"In post","2022","Declared non-disabled","East Wales","Unknown","1040","920","34220","28390"
"In post","2022","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","2765","2535","28790","27120"
"In post","2022","Declared non-disabled","East Yorkshire and Northern Lincolnshire","LGBO","125","120","26630","26640"
"In post","2022","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Undeclared","275","250","28540","27370"
"In post","2022","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Unknown","325","280","27980","27570"
"In post","2022","Declared non-disabled","Eastern Scotland","Heterosexual / straight","8690","8245","36610","31540"
"In post","2022","Declared non-disabled","Eastern Scotland","LGBO","570","555","35210","30840"
"In post","2022","Declared non-disabled","Eastern Scotland","Undeclared","580","545","36080","30790"
"In post","2022","Declared non-disabled","Eastern Scotland","Unknown","1350","1225","35270","27570"
"In post","2022","Declared non-disabled","Essex","Heterosexual / straight","2835","2630","31570","29290"
"In post","2022","Declared non-disabled","Essex","LGBO","130","125","30960","29290"
"In post","2022","Declared non-disabled","Essex","Undeclared","270","245","30920","28580"
"In post","2022","Declared non-disabled","Essex","Unknown","355","315","31560","29290"
"In post","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","16505","15735","36780","33300"
"In post","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","760","735","34000","30290"
"In post","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","1420","1330","37650","34530"
"In post","2022","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","2930","2760","38480","38070"
"In post","2022","Declared non-disabled","Greater Manchester","Heterosexual / straight","10955","10380","33000","27570"
"In post","2022","Declared non-disabled","Greater Manchester","LGBO","820","800","32540","27570"
"In post","2022","Declared non-disabled","Greater Manchester","Undeclared","865","800","31270","27570"
"In post","2022","Declared non-disabled","Greater Manchester","Unknown","1280","1130","29350","27570"
"In post","2022","Declared non-disabled","Hampshire and Isle of Wight","Heterosexual / straight","7690","7155","33020","29200"
"In post","2022","Declared non-disabled","Hampshire and Isle of Wight","LGBO","330","320","31490","28590"
"In post","2022","Declared non-disabled","Hampshire and Isle of Wight","Undeclared","735","680","33910","30820"
"In post","2022","Declared non-disabled","Hampshire and Isle of Wight","Unknown","1635","1520","39040","38070"
"In post","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","2340","2200","29320","26700"
"In post","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","LGBO","120","115","28550","25700"
"In post","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Undeclared","205","185","29190","27570"
"In post","2022","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","300","270","26850","25670"
"In post","2022","Declared non-disabled","Highlands and Islands","Heterosexual / straight","975","920","29640","27570"
"In post","2022","Declared non-disabled","Highlands and Islands","LGBO","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Highlands and Islands","Undeclared","90","80","30700","27570"
"In post","2022","Declared non-disabled","Highlands and Islands","Unknown","330","315","30890","27570"
"In post","2022","Declared non-disabled","Inner London - East","Heterosexual / straight","9115","8765","43210","37930"
"In post","2022","Declared non-disabled","Inner London - East","LGBO","620","605","45080","38120"
"In post","2022","Declared non-disabled","Inner London - East","Undeclared","865","820","42630","37620"
"In post","2022","Declared non-disabled","Inner London - East","Unknown","1315","1220","39860","31880"
"In post","2022","Declared non-disabled","Inner London - West","Heterosexual / straight","31270","30370","48710","44500"
"In post","2022","Declared non-disabled","Inner London - West","LGBO","2600","2565","48510","45320"
"In post","2022","Declared non-disabled","Inner London - West","Undeclared","2645","2555","47970","43920"
"In post","2022","Declared non-disabled","Inner London - West","Unknown","1805","1695","47270","41600"
"In post","2022","Declared non-disabled","Kent","Heterosexual / straight","4755","4465","29790","28140"
"In post","2022","Declared non-disabled","Kent","LGBO","235","230","31810","29290"
"In post","2022","Declared non-disabled","Kent","Undeclared","445","405","29920","28710"
"In post","2022","Declared non-disabled","Kent","Unknown","500","450","32860","29860"
"In post","2022","Declared non-disabled","Lancashire","Heterosexual / straight","7695","7080","30020","27570"
"In post","2022","Declared non-disabled","Lancashire","LGBO","350","335","28400","27120"
"In post","2022","Declared non-disabled","Lancashire","Undeclared","605","550","29640","27570"
"In post","2022","Declared non-disabled","Lancashire","Unknown","1590","1395","28130","27570"
"In post","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","3400","3140","28730","26850"
"In post","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","LGBO","165","160","28030","25830"
"In post","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Undeclared","320","290","28430","26720"
"In post","2022","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Unknown","405","345","27680","27570"
"In post","2022","Declared non-disabled","Lincolnshire","Heterosexual / straight","1770","1680","28920","26780"
"In post","2022","Declared non-disabled","Lincolnshire","LGBO","50","50","27920","26520"
"In post","2022","Declared non-disabled","Lincolnshire","Undeclared","150","135","29180","26780"
"In post","2022","Declared non-disabled","Lincolnshire","Unknown","125","105","28430","27570"
"In post","2022","Declared non-disabled","Merseyside","Heterosexual / straight","11570","10745","30080","26820"
"In post","2022","Declared non-disabled","Merseyside","LGBO","520","505","29250","26590"
"In post","2022","Declared non-disabled","Merseyside","Undeclared","845","765","28940","26410"
"In post","2022","Declared non-disabled","Merseyside","Unknown","1355","1155","28180","27130"
"In post","2022","Declared non-disabled","North Eastern Scotland","Heterosexual / straight","865","815","39810","31540"
"In post","2022","Declared non-disabled","North Eastern Scotland","LGBO","45","45","35010","28980"
"In post","2022","Declared non-disabled","North Eastern Scotland","Undeclared","80","80","39960","32010"
"In post","2022","Declared non-disabled","North Eastern Scotland","Unknown","130","115","33620","27690"
"In post","2022","Declared non-disabled","North Yorkshire","Heterosexual / straight","2620","2495","33470","30210"
"In post","2022","Declared non-disabled","North Yorkshire","LGBO","145","140","32490","29180"
"In post","2022","Declared non-disabled","North Yorkshire","Undeclared","225","210","32630","29670"
"In post","2022","Declared non-disabled","North Yorkshire","Unknown","235","220","30630","27570"
"In post","2022","Declared non-disabled","Northern Ireland","Heterosexual / straight","2260","2150","30300","26820"
"In post","2022","Declared non-disabled","Northern Ireland","LGBO","90","85","28890","26590"
"In post","2022","Declared non-disabled","Northern Ireland","Undeclared","110","105","29160","26220"
"In post","2022","Declared non-disabled","Northern Ireland","Unknown","110","95","29980","26820"
"In post","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Heterosexual / straight","12015","11000","31170","27570"
"In post","2022","Declared non-disabled","Northumberland, and Tyne and Wear","LGBO","655","635","30590","27570"
"In post","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Undeclared","790","710","29570","26780"
"In post","2022","Declared non-disabled","Northumberland, and Tyne and Wear","Unknown","1905","1615","27520","22080"
"In post","2022","Declared non-disabled","Outer London - East and North East","Heterosexual / straight","2135","2025","31980","31060"
"In post","2022","Declared non-disabled","Outer London - East and North East","LGBO","85","80","32260","31060"
"In post","2022","Declared non-disabled","Outer London - East and North East","Undeclared","185","165","30490","31060"
"In post","2022","Declared non-disabled","Outer London - East and North East","Unknown","415","360","30370","31060"
"In post","2022","Declared non-disabled","Outer London - South","Heterosexual / straight","6670","6335","39190","35070"
"In post","2022","Declared non-disabled","Outer London - South","LGBO","215","210","41980","37380"
"In post","2022","Declared non-disabled","Outer London - South","Undeclared","680","635","38330","34810"
"In post","2022","Declared non-disabled","Outer London - South","Unknown","385","350","37090","31880"
"In post","2022","Declared non-disabled","Outer London - West and North West","Heterosexual / straight","5120","4795","33370","31060"
"In post","2022","Declared non-disabled","Outer London - West and North West","LGBO","225","220","32920","31060"
"In post","2022","Declared non-disabled","Outer London - West and North West","Undeclared","600","545","33340","30890"
"In post","2022","Declared non-disabled","Outer London - West and North West","Unknown","420","375","32950","31060"
"In post","2022","Declared non-disabled","Overseas","Heterosexual / straight","1965","1955","49070","46600"
"In post","2022","Declared non-disabled","Overseas","LGBO","130","130","52510","52760"
"In post","2022","Declared non-disabled","Overseas","Undeclared","185","185","46310","41240"
"In post","2022","Declared non-disabled","Overseas","Unknown","70","70","50200","52400"
"In post","2022","Declared non-disabled","Shropshire and Staffordshire","Heterosexual / straight","4970","4675","31400","27570"
"In post","2022","Declared non-disabled","Shropshire and Staffordshire","LGBO","240","230","29260","26700"
"In post","2022","Declared non-disabled","Shropshire and Staffordshire","Undeclared","360","325","30840","27570"
"In post","2022","Declared non-disabled","Shropshire and Staffordshire","Unknown","480","420","29920","27570"
"In post","2022","Declared non-disabled","South Yorkshire","Heterosexual / straight","5850","5345","32460","27570"
"In post","2022","Declared non-disabled","South Yorkshire","LGBO","285","275","32470","28550"
"In post","2022","Declared non-disabled","South Yorkshire","Undeclared","480","440","31070","27570"
"In post","2022","Declared non-disabled","South Yorkshire","Unknown","640","545","32160","27570"
"In post","2022","Declared non-disabled","Southern Scotland","Heterosexual / straight","2920","2685","31430","27570"
"In post","2022","Declared non-disabled","Southern Scotland","LGBO","110","105","30670","27570"
"In post","2022","Declared non-disabled","Southern Scotland","Undeclared","165","145","29910","27570"
"In post","2022","Declared non-disabled","Southern Scotland","Unknown","540","470","28610","27360"
"In post","2022","Declared non-disabled","Surrey, East and West Sussex","Heterosexual / straight","4715","4345","31860","28350"
"In post","2022","Declared non-disabled","Surrey, East and West Sussex","LGBO","345","330","30480","27570"
"In post","2022","Declared non-disabled","Surrey, East and West Sussex","Undeclared","520","470","31980","28350"
"In post","2022","Declared non-disabled","Surrey, East and West Sussex","Unknown","495","430","29460","27570"
