"Status","Year","Age","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","10","10","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Tax","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","260","245","21750","21250"
"In post","2022","16-19","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","50","50","18480","16720"
"In post","2022","16-19","Unknown","Policy","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","45","45","17780","17140"
"In post","2022","16-19","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tax","35","35","21410","21250"
"In post","2022","16-19","Unknown","Unknown","50","50","23270","21260"
"In post","2022","16-19","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","5","5","[c]","[c]"
"In post","2022","16-19","White","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","16-19","White","Economics","15","15","[c]","[c]"
"In post","2022","16-19","White","Finance","20","20","[c]","[c]"
"In post","2022","16-19","White","Human Resources","10","10","[c]","[c]"
"In post","2022","16-19","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Operational Delivery","330","315","22220","21260"
"In post","2022","16-19","White","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Other","45","45","21500","21260"
"In post","2022","16-19","White","Policy","15","15","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","5","5","[c]","[c]"
"In post","2022","16-19","White","Property","20","20","[c]","[c]"
"In post","2022","16-19","White","Science and Engineering","65","65","18770","18030"
"In post","2022","16-19","White","Security","5","5","[c]","[c]"
"In post","2022","16-19","White","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Tax","20","20","[c]","[c]"
"In post","2022","16-19","White","Unknown","40","40","22340","21150"
"In post","2022","16-19","White","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","70","65","31750","30200"
"In post","2022","20-29","Asian","Communications","45","40","31490","32320"
"In post","2022","20-29","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","100","95","27130","27570"
"In post","2022","20-29","Asian","Digital, Data and Technology","245","245","33610","32760"
"In post","2022","20-29","Asian","Economics","130","130","36060","33570"
"In post","2022","20-29","Asian","Finance","180","175","34100","32530"
"In post","2022","20-29","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","95","95","32430","30200"
"In post","2022","20-29","Asian","Intelligence Analysis","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","10","10","[c]","[c]"
"In post","2022","20-29","Asian","International Trade","40","40","35990","34170"
"In post","2022","20-29","Asian","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Legal","115","115","36230","33370"
"In post","2022","20-29","Asian","Medicine","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Operational Delivery","3275","3175","26400","26820"
"In post","2022","20-29","Asian","Operational Research","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Other","310","305","28210","27510"
"In post","2022","20-29","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Policy","735","735","37180","34560"
"In post","2022","20-29","Asian","Project Delivery","150","150","34190","33570"
"In post","2022","20-29","Asian","Property","60","60","31280","29610"
"In post","2022","20-29","Asian","Psychology","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Science and Engineering","160","160","30470","28790"
"In post","2022","20-29","Asian","Security","35","35","29940","29300"
"In post","2022","20-29","Asian","Social Research","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Statistics","65","65","36520","37300"
"In post","2022","20-29","Asian","Tax","550","540","29900","26820"
"In post","2022","20-29","Asian","Unknown","430","425","32230","30750"
"In post","2022","20-29","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Commercial","30","30","[c]","[c]"
"In post","2022","20-29","Black","Communications","30","30","34850","33000"
"In post","2022","20-29","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Counter Fraud","25","25","[c]","[c]"
"In post","2022","20-29","Black","Digital, Data and Technology","75","75","33560","32000"
"In post","2022","20-29","Black","Economics","30","30","33690","32790"
"In post","2022","20-29","Black","Finance","35","35","31010","30510"
"In post","2022","20-29","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Human Resources","45","45","31120","28000"
"In post","2022","20-29","Black","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","20-29","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","International Trade","25","25","[c]","[c]"
"In post","2022","20-29","Black","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","20-29","Black","Legal","45","45","34070","31020"
"In post","2022","20-29","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Operational Delivery","1170","1150","28020","27570"
"In post","2022","20-29","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Other","115","115","28670","28670"
"In post","2022","20-29","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Policy","310","305","35550","33570"
"In post","2022","20-29","Black","Project Delivery","60","60","33980","34020"
"In post","2022","20-29","Black","Property","15","15","[c]","[c]"
"In post","2022","20-29","Black","Psychology","10","10","[c]","[c]"
"In post","2022","20-29","Black","Science and Engineering","50","45","30400","28610"
"In post","2022","20-29","Black","Security","15","15","[c]","[c]"
"In post","2022","20-29","Black","Social Research","10","10","[c]","[c]"
"In post","2022","20-29","Black","Statistics","15","15","[c]","[c]"
"In post","2022","20-29","Black","Tax","95","90","30060","27570"
"In post","2022","20-29","Black","Unknown","140","140","34260","30880"
"In post","2022","20-29","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Commercial","30","30","29530","26350"
"In post","2022","20-29","Mixed","Communications","35","35","35500","32790"
"In post","2022","20-29","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Counter Fraud","25","25","[c]","[c]"
"In post","2022","20-29","Mixed","Digital, Data and Technology","60","55","34050","33080"
"In post","2022","20-29","Mixed","Economics","60","60","38630","34710"
"In post","2022","20-29","Mixed","Finance","35","35","33700","29360"
"In post","2022","20-29","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Human Resources","65","65","32340","32000"
"In post","2022","20-29","Mixed","Intelligence Analysis","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","International Trade","20","20","[c]","[c]"
"In post","2022","20-29","Mixed","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","20-29","Mixed","Legal","40","40","37320","31040"
"In post","2022","20-29","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Operational Delivery","1075","1045","26780","26820"
"In post","2022","20-29","Mixed","Operational Research","10","10","[c]","[c]"
"In post","2022","20-29","Mixed","Other","100","100","28140","26950"
"In post","2022","20-29","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Policy","390","385","38850","35070"
"In post","2022","20-29","Mixed","Project Delivery","55","55","34930","34350"
"In post","2022","20-29","Mixed","Property","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","Psychology","20","20","[c]","[c]"
"In post","2022","20-29","Mixed","Science and Engineering","75","75","29200","28010"
"In post","2022","20-29","Mixed","Security","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","Social Research","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","Statistics","20","20","[c]","[c]"
"In post","2022","20-29","Mixed","Tax","75","70","31180","30750"
"In post","2022","20-29","Mixed","Unknown","175","175","34890","33330"
"In post","2022","20-29","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Communications","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Counter Fraud","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Economics","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Human Resources","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","International Trade","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Legal","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Operational Delivery","225","220","28040","27570"
"In post","2022","20-29","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Other","25","25","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Policy","95","95","38080","35800"
"In post","2022","20-29","Other ethnicity","Project Delivery","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Science and Engineering","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Statistics","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Tax","20","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","40","40","35370","34550"
"In post","2022","20-29","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data and Technology","80","80","33520","31560"
"In post","2022","20-29","Undeclared","Economics","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","35","35","36620","37000"
"In post","2022","20-29","Undeclared","Human Resources","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","International Trade","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Operational Delivery","575","560","27380","26880"
"In post","2022","20-29","Undeclared","Operational Research","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Other","50","50","27470","26950"
"In post","2022","20-29","Undeclared","Policy","160","155","39630","35700"
"In post","2022","20-29","Undeclared","Project Delivery","40","40","35450","33330"
"In post","2022","20-29","Undeclared","Property","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Science and Engineering","100","100","31570","29240"
"In post","2022","20-29","Undeclared","Security","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Statistics","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Tax","45","45","33500","33370"
"In post","2022","20-29","Undeclared","Unknown","80","80","36070","34550"
"In post","2022","20-29","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","225","225","33910","31090"
"In post","2022","20-29","Unknown","Communications","245","245","36040","34260"
"In post","2022","20-29","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Counter Fraud","75","75","28270","27570"
"In post","2022","20-29","Unknown","Digital, Data and Technology","765","765","34000","33080"
"In post","2022","20-29","Unknown","Economics","220","215","36430","33370"
"In post","2022","20-29","Unknown","Finance","320","315","32700","30820"
"In post","2022","20-29","Unknown","Geography","45","45","24310","21170"
"In post","2022","20-29","Unknown","Human Resources","200","195","30080","27270"
"In post","2022","20-29","Unknown","Intelligence Analysis","100","100","31410","28750"
"In post","2022","20-29","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","International Trade","155","155","39300","38160"
"In post","2022","20-29","Unknown","Knowledge and Information Management","55","55","32400","28730"
"In post","2022","20-29","Unknown","Legal","285","285","31970","30750"
"In post","2022","20-29","Unknown","Medicine","30","25","32980","31530"
"In post","2022","20-29","Unknown","Operational Delivery","9635","9445","25320","23880"
"In post","2022","20-29","Unknown","Operational Research","50","50","33570","33900"
"In post","2022","20-29","Unknown","Other","840","835","28130","27570"
"In post","2022","20-29","Unknown","Planning","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Policy","1515","1505","39010","35060"
"In post","2022","20-29","Unknown","Project Delivery","350","345","35780","34880"
"In post","2022","20-29","Unknown","Property","235","230","29540","26880"
"In post","2022","20-29","Unknown","Psychology","60","60","26450","26620"
"In post","2022","20-29","Unknown","Science and Engineering","310","310","28360","27540"
"In post","2022","20-29","Unknown","Security","320","320","27290","25680"
"In post","2022","20-29","Unknown","Social Research","85","85","34350","33650"
"In post","2022","20-29","Unknown","Statistics","145","145","32700","30710"
"In post","2022","20-29","Unknown","Tax","1485","1450","26420","26590"
"In post","2022","20-29","Unknown","Unknown","3490","3460","31480","29250"
"In post","2022","20-29","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Commercial","690","685","31980","30420"
"In post","2022","20-29","White","Communications","525","520","35090","33080"
"In post","2022","20-29","White","Corporate Finance","10","10","[c]","[c]"
"In post","2022","20-29","White","Counter Fraud","410","405","27080","27570"
"In post","2022","20-29","White","Digital, Data and Technology","1685","1680","33910","32800"
"In post","2022","20-29","White","Economics","705","705","39270","35060"
"In post","2022","20-29","White","Finance","1000","990","32880","30420"
"In post","2022","20-29","White","Geography","70","70","26250","26740"
"In post","2022","20-29","White","Human Resources","905","900","32110","30200"
"In post","2022","20-29","White","Intelligence Analysis","340","340","30760","29250"
"In post","2022","20-29","White","Internal Audit","25","25","[c]","[c]"
"In post","2022","20-29","White","International Trade","250","250","38660","38160"
"In post","2022","20-29","White","Knowledge and Information Management","195","195","30010","28040"
"In post","2022","20-29","White","Legal","825","820","36080","33370"
"In post","2022","20-29","White","Medicine","85","85","31980","31530"
"In post","2022","20-29","White","Operational Delivery","22465","22060","25900","24890"
"In post","2022","20-29","White","Operational Research","230","230","35630","34610"
"In post","2022","20-29","White","Other","2140","2100","26130","24750"
"In post","2022","20-29","White","Planning","25","25","[c]","[c]"
"In post","2022","20-29","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Policy","5435","5415","38980","35960"
"In post","2022","20-29","White","Project Delivery","1365","1355","33720","33000"
"In post","2022","20-29","White","Property","505","500","30030","28170"
"In post","2022","20-29","White","Psychology","290","285","27860","27700"
"In post","2022","20-29","White","Science and Engineering","2190","2175","29310","28680"
"In post","2022","20-29","White","Security","715","715","27490","26350"
"In post","2022","20-29","White","Social Research","425","420","36130","33710"
"In post","2022","20-29","White","Statistics","575","570","36280","33710"
"In post","2022","20-29","White","Tax","1930","1905","30140","26820"
"In post","2022","20-29","White","Unknown","3700","3670","32510","30750"
"In post","2022","20-29","White","Veterinarian","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Commercial","85","80","38380","35310"
"In post","2022","30-39","Asian","Communications","65","60","40280","38000"
"In post","2022","30-39","Asian","Corporate Finance","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Counter Fraud","100","95","28170","27570"
"In post","2022","30-39","Asian","Digital, Data and Technology","450","445","43040","40520"
"In post","2022","30-39","Asian","Economics","55","50","52670","54350"
"In post","2022","30-39","Asian","Finance","255","250","41540","39880"
"In post","2022","30-39","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Human Resources","160","155","35940","33970"
"In post","2022","30-39","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Intelligence Analysis","55","50","33050","29310"
"In post","2022","30-39","Asian","Internal Audit","20","20","[c]","[c]"
"In post","2022","30-39","Asian","International Trade","50","50","46820","47870"
"In post","2022","30-39","Asian","Knowledge and Information Management","35","35","34950","30720"
"In post","2022","30-39","Asian","Legal","310","295","46800","48450"
"In post","2022","30-39","Asian","Medicine","60","55","52250","43290"
"In post","2022","30-39","Asian","Operational Delivery","4495","4170","27950","27570"
"In post","2022","30-39","Asian","Operational Research","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Other","425","395","32080","28670"
"In post","2022","30-39","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Policy","700","685","46630","42890"
"In post","2022","30-39","Asian","Project Delivery","300","295","41500","40000"
"In post","2022","30-39","Asian","Property","60","60","40990","38400"
"In post","2022","30-39","Asian","Psychology","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Science and Engineering","180","175","37480","36330"
"In post","2022","30-39","Asian","Security","85","80","36550","34340"
"In post","2022","30-39","Asian","Social Research","20","20","[c]","[c]"
"In post","2022","30-39","Asian","Statistics","50","50","43220","40450"
"In post","2022","30-39","Asian","Tax","650","630","34610","33370"
"In post","2022","30-39","Asian","Unknown","515","505","40140","35560"
"In post","2022","30-39","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Commercial","40","40","36830","35780"
"In post","2022","30-39","Black","Communications","20","20","[c]","[c]"
"In post","2022","30-39","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Counter Fraud","45","45","29030","29290"
"In post","2022","30-39","Black","Digital, Data and Technology","155","155","39630","36610"
"In post","2022","30-39","Black","Economics","15","15","[c]","[c]"
"In post","2022","30-39","Black","Finance","85","85","38500","36500"
"In post","2022","30-39","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Human Resources","80","80","35850","34300"
"In post","2022","30-39","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
