"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Cabinet Office","SCS level","Heterosexual / straight","45","45","93250","79090"
"In post","2022","Declared disabled","Cabinet Office","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","SEO/HEO","Heterosexual / straight","235","230","36380","36460"
"In post","2022","Declared disabled","Cabinet Office","SEO/HEO","LGBO","50","50","36480","35110"
"In post","2022","Declared disabled","Cabinet Office","SEO/HEO","Undeclared","35","35","36100","35320"
"In post","2022","Declared disabled","Cabinet Office","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","90","80","21560","21220"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","145","135","26570","26080"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","LGBO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","245","235","57580","54300"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","35","35","58090","56450"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","430","410","37190","36260"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","85","80","37430","38620"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","50","45","36560","35980"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","45","45","55850","53350"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","50","50","35280","34020"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","EO","Heterosexual / straight","75","75","26480","26000"
"In post","2022","Declared disabled","Department for Education","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","G6/G7","Heterosexual / straight","180","175","55570","53420"
"In post","2022","Declared disabled","Department for Education","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","SEO/HEO","Heterosexual / straight","290","275","35350","36500"
"In post","2022","Declared disabled","Department for Education","SEO/HEO","LGBO","55","50","34680","36500"
"In post","2022","Declared disabled","Department for Education","SEO/HEO","Undeclared","45","40","35210","36500"
"In post","2022","Declared disabled","Department for Education","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","180","165","21970","21300"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","45","40","21530","21300"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","210","200","26350","25320"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","EO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","210","200","53700","52920"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","400","385","34520","34550"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","80","75","33800","32830"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","65","60","34960","35900"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","G6/G7","Heterosexual / straight","65","60","57940","56000"
"In post","2022","Declared disabled","Department for International Trade","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SEO/HEO","Heterosexual / straight","55","55","35740","35560"
"In post","2022","Declared disabled","Department for International Trade","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","45","45","28140","27850"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","Heterosexual / straight","100","95","55920","53130"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","Heterosexual / straight","140","135","35650","35680"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","LGBO","35","35","35210","34330"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","AA/AO","Heterosexual / straight","340","285","21270","21840"
"In post","2022","Declared disabled","Department for Transport","AA/AO","LGBO","35","35","22120","21840"
"In post","2022","Declared disabled","Department for Transport","AA/AO","Undeclared","190","145","20710","21840"
"In post","2022","Declared disabled","Department for Transport","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","EO","Heterosexual / straight","250","225","27780","26780"
"In post","2022","Declared disabled","Department for Transport","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","EO","Undeclared","100","85","27770","26780"
"In post","2022","Declared disabled","Department for Transport","EO","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","G6/G7","Heterosexual / straight","80","75","58820","54760"
"In post","2022","Declared disabled","Department for Transport","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","SEO/HEO","Heterosexual / straight","210","200","36900","35060"
"In post","2022","Declared disabled","Department for Transport","SEO/HEO","LGBO","30","30","35880","34710"
"In post","2022","Declared disabled","Department for Transport","SEO/HEO","Undeclared","50","45","36760","36110"
"In post","2022","Declared disabled","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","AA/AO","Heterosexual / straight","3745","3175","21400","21260"
"In post","2022","Declared disabled","Department for Work and Pensions","AA/AO","LGBO","370","345","21460","21260"
"In post","2022","Declared disabled","Department for Work and Pensions","AA/AO","Undeclared","645","545","21410","21260"
"In post","2022","Declared disabled","Department for Work and Pensions","AA/AO","Unknown","545","440","21290","21260"
"In post","2022","Declared disabled","Department for Work and Pensions","EO","Heterosexual / straight","6440","5695","28050","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","EO","LGBO","660","625","28120","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","EO","Undeclared","860","755","28050","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","EO","Unknown","640","545","28190","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","G6/G7","Heterosexual / straight","330","315","56310","54070"
"In post","2022","Declared disabled","Department for Work and Pensions","G6/G7","LGBO","35","35","56680","54770"
"In post","2022","Declared disabled","Department for Work and Pensions","G6/G7","Undeclared","40","40","56400","53430"
"In post","2022","Declared disabled","Department for Work and Pensions","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","SCS level","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","1340","1235","35630","34290"
