"Status","Year","Organisation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","South Yorkshire","45","40","45920","39050"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","West Yorkshire","20","15","40380","35590"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Essex","10","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Greater Manchester","50","50","33270","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Inner London - East","10","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Inner London - West","90","90","45510","36650"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Kent","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Lancashire","30","30","37750","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Merseyside","10","10","24130","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Northumberland, and Tyne and Wear","65","65","32810","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Outer London - South","10","10","28620","25110"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South Yorkshire","50","50","37450","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","15","15","43350","40330"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","West Central Scotland","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","West Midlands","30","25","25150","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","West Wales and The Valleys","20","20","24580","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","West Yorkshire","50","45","34750","27570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Commercial","Inner London - West","230","225","49230","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Commercial","Merseyside","20","20","42830","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Commercial","West Yorkshire","115","110","45470","40570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Communications","Inner London - West","290","280","45550","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Communications","West Yorkshire","40","40","55100","53740"
"In post","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Inner London - West","130","130","43900","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","West Yorkshire","30","30","41920","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Economics","Inner London - West","70","70","48360","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Economics","West Yorkshire","15","15","45260","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","Inner London - West","255","250","45550","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Finance","West Yorkshire","220","210","40950","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Inner London - West","170","165","40500","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Human Resources","West Yorkshire","75","70","34200","30320"
"In post","2022","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","Inner London - West","50","50","78570","73390"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Medicine","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","25","20","43370","39380"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Derbyshire and Nottinghamshire","35","30","52100","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Devon","15","15","49700","50480"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","East Anglia","30","30","44540","41280"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","55","55","45310","44780"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Greater Manchester","15","15","43620","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Inner London - East","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Inner London - West","425","400","48670","42700"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Lancashire","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Merseyside","20","20","41230","38070"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","North Yorkshire","30","30","45100","47090"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Northumberland, and Tyne and Wear","20","15","47680","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","West Midlands","40","40","43480","47090"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","West Yorkshire","60","55","44590","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Research","Inner London - West","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Operational Research","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","Inner London - West","25","25","50250","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Inner London - West","795","770","50410","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","Unknown","15","15","49620","50940"
"In post","2022","Department of Health and Social Care (excl. agencies)","Policy","West Yorkshire","260","250","43610","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","Inner London - West","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","Inner London - West","20","20","41660","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Property","West Yorkshire","15","15","41460","36930"
"In post","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","Inner London - West","20","20","65040","66230"
"In post","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Social Research","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","Inner London - West","20","20","48930","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Statistics","West Yorkshire","25","20","47110","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Inner London - West","140","140","49250","46000"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Lancashire","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","West Yorkshire","40","35","49540","49530"
"In post","2022","Disclosure Scotland","Unknown","West Central Scotland","355","335","29150","23230"
"In post","2022","Driver and Vehicle Licensing Agency","Commercial","West Wales and The Valleys","170","155","32390","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Communications","West Wales and The Valleys","70","65","29690","26780"
"In post","2022","Driver and Vehicle Licensing Agency","Counter Fraud","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","West Wales and The Valleys","805","790","40460","38870"
"In post","2022","Driver and Vehicle Licensing Agency","Finance","West Wales and The Valleys","140","130","33050","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Human Resources","West Wales and The Valleys","190","180","31790","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Medicine","West Wales and The Valleys","50","45","78170","86300"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Kent","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","West Midlands","120","110","23610","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","West Wales and The Valleys","4390","3765","21960","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Policy","West Wales and The Valleys","145","135","30820","28760"
"In post","2022","Driver and Vehicle Licensing Agency","Project Delivery","West Wales and The Valleys","95","90","34640","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Property","West Wales and The Valleys","65","60","30770","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Security","West Wales and The Valleys","65","65","25290","24720"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Commercial","Derbyshire and Nottinghamshire","10","10","35260","35540"
"In post","2022","Driver and Vehicle Standards Agency","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","36910","34040"
"In post","2022","Driver and Vehicle Standards Agency","Commercial","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Derbyshire and Nottinghamshire","20","20","36890","33350"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","33350","31380"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Derbyshire and Nottinghamshire","70","70","39980","38650"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","35480","31040"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
