"Status","Year","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Chancellor's other departments","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Female","65","65","42150","42500"
"In post","2022","Chancellor's other departments","SEO/HEO","Male","75","75","39860","39720"
"In post","2022","Charity Commission","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","Charity Commission","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Charity Commission","EO","Female","75","70","25080","24440"
"In post","2022","Charity Commission","EO","Male","40","40","25090","24440"
"In post","2022","Charity Commission","G6/G7","Female","50","45","53710","51070"
"In post","2022","Charity Commission","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Female","140","135","32310","29300"
"In post","2022","Charity Commission","SEO/HEO","Male","105","105","32810","29550"
"In post","2022","Competition and Markets Authority","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Female","35","35","27840","27920"
"In post","2022","Competition and Markets Authority","EO","Male","30","30","28570","28160"
"In post","2022","Competition and Markets Authority","G6/G7","Female","215","200","65550","62890"
"In post","2022","Competition and Markets Authority","G6/G7","Male","230","225","66080","63580"
"In post","2022","Competition and Markets Authority","SCS level","Female","50","50","104770","99060"
"In post","2022","Competition and Markets Authority","SCS level","Male","75","70","109700","100770"
"In post","2022","Competition and Markets Authority","SEO/HEO","Female","115","110","37420","35340"
"In post","2022","Competition and Markets Authority","SEO/HEO","Male","90","90","37660","35400"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Female","950","840","21620","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Male","550","535","21520","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Female","1110","1035","26240","25630"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Male","850","835","26810","26290"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Female","1780","1700","57030","55000"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Male","2235","2185","57910","57460"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS level","Female","180","170","86960","79620"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS level","Male","220","215","89000","81540"
"In post","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","3000","2855","37140","36930"
"In post","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","3200","3135","38400","39570"
"In post","2022","Department for Digital, Culture, Media and Sport","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","EO","Female","120","120","26910","26180"
"In post","2022","Department for Digital, Culture, Media and Sport","EO","Male","65","65","26570","26180"
"In post","2022","Department for Digital, Culture, Media and Sport","G6/G7","Female","475","465","56150","53380"
"In post","2022","Department for Digital, Culture, Media and Sport","G6/G7","Male","435","435","56320","54700"
"In post","2022","Department for Digital, Culture, Media and Sport","SCS level","Female","70","65","83490","75250"
"In post","2022","Department for Digital, Culture, Media and Sport","SCS level","Male","55","55","83710","77430"
"In post","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","425","420","35430","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","350","350","35420","34020"
"In post","2022","Department for Education","AA/AO","Female","90","80","21960","21250"
"In post","2022","Department for Education","AA/AO","Male","35","35","22030","21250"
"In post","2022","Department for Education","EO","Female","590","565","26270","25000"
"In post","2022","Department for Education","EO","Male","340","340","26370","25000"
"In post","2022","Department for Education","G6/G7","Female","1840","1745","55550","53420"
"In post","2022","Department for Education","G6/G7","Male","1410","1395","56340","53760"
"In post","2022","Department for Education","SCS level","Female","170","160","81420","74100"
"In post","2022","Department for Education","SCS level","Male","125","125","84650","75980"
"In post","2022","Department for Education","SEO/HEO","Female","2485","2355","35440","36500"
"In post","2022","Department for Education","SEO/HEO","Male","1605","1590","35550","36500"
"In post","2022","Department for Environment, Food and Rural Affairs","AA/AO","Female","1480","1315","21720","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","AA/AO","Male","920","890","21710","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","EO","Female","1375","1275","26070","25190"
"In post","2022","Department for Environment, Food and Rural Affairs","EO","Male","925","900","26220","25300"
"In post","2022","Department for Environment, Food and Rural Affairs","G6/G7","Female","1360","1290","54000","52290"
"In post","2022","Department for Environment, Food and Rural Affairs","G6/G7","Male","1335","1315","54610","53200"
"In post","2022","Department for Environment, Food and Rural Affairs","SCS level","Female","105","100","83430","76080"
"In post","2022","Department for Environment, Food and Rural Affairs","SCS level","Male","115","115","82920","77390"
"In post","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","2885","2720","34870","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","2255","2220","35080","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Department for International Trade","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Department for International Trade","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","EO","Female","155","155","27370","26510"
"In post","2022","Department for International Trade","EO","Male","115","115","27740","26510"
"In post","2022","Department for International Trade","G6/G7","Female","545","530","55840","51970"
"In post","2022","Department for International Trade","G6/G7","Male","620","615","56970","54600"
"In post","2022","Department for International Trade","SCS level","Female","80","75","82110","75570"
"In post","2022","Department for International Trade","SCS level","Male","95","95","90250","80010"
"In post","2022","Department for International Trade","SEO/HEO","Female","595","590","36070","35560"
"In post","2022","Department for International Trade","SEO/HEO","Male","650","645","36580","38160"
"In post","2022","Department for Levelling Up, Housing and Communities","AA/AO","Female","125","110","22280","22560"
"In post","2022","Department for Levelling Up, Housing and Communities","AA/AO","Male","90","90","22960","22560"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","Female","225","215","27610","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","Male","215","210","27680","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","Female","835","790","56180","53380"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","Male","900","870","56660","54080"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS level","Female","95","90","84090","76160"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS level","Male","85","85","88200","79850"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","835","805","35720","34860"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","745","735","36230","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","AA/AO","Female","3340","2720","21130","21840"
"In post","2022","Department for Transport","AA/AO","Male","2380","2265","23230","21840"
"In post","2022","Department for Transport","EO","Female","1590","1460","27260","26780"
"In post","2022","Department for Transport","EO","Male","2680","2555","28210","26780"
"In post","2022","Department for Transport","G6/G7","Female","790","755","58320","54760"
"In post","2022","Department for Transport","G6/G7","Male","1260","1240","61030","57930"
"In post","2022","Department for Transport","SCS level","Female","120","115","84560","78000"
"In post","2022","Department for Transport","SCS level","Male","135","130","91380","82840"
"In post","2022","Department for Transport","SEO/HEO","Female","1655","1590","36560","35060"
"In post","2022","Department for Transport","SEO/HEO","Male","2445","2410","38370","37660"
"In post","2022","Department for Work and Pensions","AA/AO","Female","19545","15975","21410","21260"
"In post","2022","Department for Work and Pensions","AA/AO","Male","9780","9310","21420","21260"
"In post","2022","Department for Work and Pensions","EO","Female","31915","27925","28100","27570"
"In post","2022","Department for Work and Pensions","EO","Male","16475","15835","28130","27570"
"In post","2022","Department for Work and Pensions","G6/G7","Female","1885","1790","55510","53430"
"In post","2022","Department for Work and Pensions","G6/G7","Male","2210","2160","58890","57230"
"In post","2022","Department for Work and Pensions","SCS level","Female","155","150","85250","78180"
"In post","2022","Department for Work and Pensions","SCS level","Male","145","145","90890","84230"
"In post","2022","Department for Work and Pensions","SEO/HEO","Female","6905","6385","35210","34290"
"In post","2022","Department for Work and Pensions","SEO/HEO","Male","5140","4985","37240","35310"
"In post","2022","Department of Health and Social Care","AA/AO","Female","590","500","21670","21820"
"In post","2022","Department of Health and Social Care","AA/AO","Male","235","220","21560","21820"
"In post","2022","Department of Health and Social Care","EO","Female","1110","1035","26530","26880"
"In post","2022","Department of Health and Social Care","EO","Male","450","430","26460","27010"
"In post","2022","Department of Health and Social Care","G6/G7","Female","2330","2215","57730","53830"
"In post","2022","Department of Health and Social Care","G6/G7","Male","1505","1475","58680","54410"
"In post","2022","Department of Health and Social Care","SCS level","Female","445","410","94960","91310"
"In post","2022","Department of Health and Social Care","SCS level","Male","370","350","98270","93000"
"In post","2022","Department of Health and Social Care","SEO/HEO","Female","3185","2995","36190","36330"
"In post","2022","Department of Health and Social Care","SEO/HEO","Male","1590","1560","36350","36650"
"In post","2022","Estyn","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","Female","15","15","[c]","[c]"
"In post","2022","Estyn","EO","Male","10","10","[c]","[c]"
"In post","2022","Estyn","G6/G7","Female","35","30","73370","75480"
"In post","2022","Estyn","G6/G7","Male","35","35","74380","75480"
"In post","2022","Estyn","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Female","95","90","26820","26750"
"In post","2022","Food Standards Agency","EO","Male","335","320","27270","26750"
"In post","2022","Food Standards Agency","G6/G7","Female","125","125","55730","55300"
"In post","2022","Food Standards Agency","G6/G7","Male","135","130","56040","55300"
"In post","2022","Food Standards Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","SCS level","Male","15","10","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Female","405","395","35470","37350"
"In post","2022","Food Standards Agency","SEO/HEO","Male","325","320","36030","37350"
"In post","2022","Foreign, Commonwealth and Development Office","AA/AO","Female","285","270","25550","25000"
"In post","2022","Foreign, Commonwealth and Development Office","AA/AO","Male","235","235","26130","25000"
"In post","2022","Foreign, Commonwealth and Development Office","EO","Female","490","465","29520","29300"
"In post","2022","Foreign, Commonwealth and Development Office","EO","Male","365","365","29630","29300"
"In post","2022","Foreign, Commonwealth and Development Office","G6/G7","Female","1570","1510","58970","57430"
"In post","2022","Foreign, Commonwealth and Development Office","G6/G7","Male","1660","1635","60260","58470"
"In post","2022","Foreign, Commonwealth and Development Office","SCS level","Female","230","225","84720","77700"
"In post","2022","Foreign, Commonwealth and Development Office","SCS level","Male","310","310","87360","78010"
"In post","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Female","1435","1400","37690","37560"
"In post","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Male","1590","1575","38400","37560"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Male","55","55","21200","21600"
"In post","2022","HM Land Registry","AA/AO","Female","1090","1005","22690","22600"
"In post","2022","HM Land Registry","AA/AO","Male","655","635","22690","22600"
"In post","2022","HM Land Registry","EO","Female","1560","1335","27360","27130"
"In post","2022","HM Land Registry","EO","Male","805","770","27670","27130"
"In post","2022","HM Land Registry","G6/G7","Female","175","165","61720","60520"
"In post","2022","HM Land Registry","G6/G7","Male","130","125","62570","60520"
"In post","2022","HM Land Registry","SCS level","Female","10","10","[c]","[c]"
"In post","2022","HM Land Registry","SCS level","Male","15","15","[c]","[c]"
"In post","2022","HM Land Registry","SEO/HEO","Female","1175","1040","36760","33840"
"In post","2022","HM Land Registry","SEO/HEO","Male","1020","940","37980","38450"
"In post","2022","HM Revenue and Customs","AA/AO","Female","11990","9860","21760","21250"
"In post","2022","HM Revenue and Customs","AA/AO","Male","8310","7860","21620","21250"
"In post","2022","HM Revenue and Customs","EO","Female","8975","8100","27470","26820"
"In post","2022","HM Revenue and Customs","EO","Male","7785","7535","27370","26820"
"In post","2022","HM Revenue and Customs","G6/G7","Female","3885","3710","59710","55210"
"In post","2022","HM Revenue and Customs","G6/G7","Male","4860","4730","60120","56120"
"In post","2022","HM Revenue and Customs","SCS level","Female","240","235","84760","78420"
"In post","2022","HM Revenue and Customs","SCS level","Male","275","270","86710","79930"
"In post","2022","HM Revenue and Customs","SEO/HEO","Female","12260","11565","36460","33430"
"In post","2022","HM Revenue and Customs","SEO/HEO","Male","12790","12455","36630","33600"
"In post","2022","HM Treasury","AA/AO","Female","35","35","22430","22750"
"In post","2022","HM Treasury","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","HM Treasury","EO","Female","170","165","27140","26750"
"In post","2022","HM Treasury","EO","Male","75","75","26450","25500"
"In post","2022","HM Treasury","G6/G7","Female","510","485","58040","55500"
"In post","2022","HM Treasury","G6/G7","Male","680","670","59260","57020"
"In post","2022","HM Treasury","SCS level","Female","95","90","84390","77730"
"In post","2022","HM Treasury","SCS level","Male","100","95","90910","80140"
"In post","2022","HM Treasury","SEO/HEO","Female","545","525","36020","34090"
"In post","2022","HM Treasury","SEO/HEO","Male","535","525","36120","34170"
"In post","2022","Home Office","AA/AO","Female","4300","3645","22270","21680"
"In post","2022","Home Office","AA/AO","Male","3070","2920","22110","21680"
"In post","2022","Home Office","EO","Female","7445","6730","26780","25560"
"In post","2022","Home Office","EO","Male","7475","7075","27050","25810"
"In post","2022","Home Office","G6/G7","Female","1855","1790","60080","57680"
"In post","2022","Home Office","G6/G7","Male","2030","2010","60860","57680"
"In post","2022","Home Office","SCS level","Female","135","135","87680","80800"
"In post","2022","Home Office","SCS level","Male","170","165","91790","83790"
"In post","2022","Home Office","SEO/HEO","Female","5050","4825","36420","35200"
"In post","2022","Home Office","SEO/HEO","Male","4785","4715","36460","35200"
"In post","2022","Home Office","Unknown","Female","85","85","[c]","[c]"
"In post","2022","Home Office","Unknown","Male","135","130","[c]","[c]"
"In post","2022","Ministry of Defence","AA/AO","Female","6535","6090","21840","21170"
"In post","2022","Ministry of Defence","AA/AO","Male","8760","8595","24190","21170"
"In post","2022","Ministry of Defence","EO","Female","4445","4195","26610","26670"
"In post","2022","Ministry of Defence","EO","Male","5650","5555","27500","26670"
"In post","2022","Ministry of Defence","G6/G7","Female","2370","2230","58250","55550"
"In post","2022","Ministry of Defence","G6/G7","Male","4400","4290","57780","56210"
"In post","2022","Ministry of Defence","SCS level","Female","165","160","88220","81670"
"In post","2022","Ministry of Defence","SCS level","Male","310","300","96290","89780"
"In post","2022","Ministry of Defence","SEO/HEO","Female","8700","8270","36420","35290"
"In post","2022","Ministry of Defence","SEO/HEO","Male","12605","12385","37580","37640"
"In post","2022","Ministry of Defence","Unknown","Female","795","765","36640","33490"
"In post","2022","Ministry of Defence","Unknown","Male","3085","3070","39700","36670"
"In post","2022","Ministry of Justice","AA/AO","Female","20070","18035","23530","21860"
"In post","2022","Ministry of Justice","AA/AO","Male","19640","18800","26330","25700"
"In post","2022","Ministry of Justice","EO","Female","5450","5155","27880","27070"
"In post","2022","Ministry of Justice","EO","Male","5300","5105","30410","30220"
"In post","2022","Ministry of Justice","G6/G7","Female","1795","1735","61360","59290"
"In post","2022","Ministry of Justice","G6/G7","Male","1575","1555","63210","60830"
"In post","2022","Ministry of Justice","SCS level","Female","170","160","87320","82790"
"In post","2022","Ministry of Justice","SCS level","Male","160","160","90640","87230"
"In post","2022","Ministry of Justice","SEO/HEO","Female","7590","7255","37960","36170"
"In post","2022","Ministry of Justice","SEO/HEO","Male","5910","5700","40210","38160"
"In post","2022","Ministry of Justice","Unknown","Female","14520","13365","29780","28200"
"In post","2022","Ministry of Justice","Unknown","Male","4720","4455","31170","28200"
"In post","2022","National Crime Agency","AA/AO","Female","185","165","23840","24470"
"In post","2022","National Crime Agency","AA/AO","Male","85","85","24470","24470"
"In post","2022","National Crime Agency","EO","Female","1255","1205","33620","32770"
"In post","2022","National Crime Agency","EO","Male","1235","1220","34880","35650"
"In post","2022","National Crime Agency","G6/G7","Female","140","135","62680","60960"
"In post","2022","National Crime Agency","G6/G7","Male","245","245","66680","65940"
"In post","2022","National Crime Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","Male","20","20","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Female","905","865","43000","43630"
"In post","2022","National Crime Agency","SEO/HEO","Male","1470","1455","45370","44910"
"In post","2022","Northern Ireland Office","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Female","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Male","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","Female","30","25","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","Female","50","50","36920","36720"
"In post","2022","Northern Ireland Office","SEO/HEO","Male","40","40","37910","36720"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","140","120","21310","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","65","65","21000","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Female","120","115","26210","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Male","80","75","26520","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","380","370","72500","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","250","245","73340","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","580","555","44640","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","190","190","39700","39850"
"In post","2022","Office of Gas and Electricity Markets","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","AA/AO","Male","30","30","19770","19750"
"In post","2022","Office of Gas and Electricity Markets","EO","Female","170","165","26510","25750"
"In post","2022","Office of Gas and Electricity Markets","EO","Male","175","175","25650","25750"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","Female","210","200","57460","55080"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","Male","265","260","60380","59920"
"In post","2022","Office of Gas and Electricity Markets","SCS level","Female","25","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","SCS level","Male","35","35","99720","91520"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","Female","195","190","36110","35050"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","Male","220","220","36100","35000"
"In post","2022","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","EO","Female","20","20","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","EO","Male","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","Female","60","60","52820","48680"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","Male","50","50","53330","48890"
"In post","2022","Office of Qualifications and Examinations Regulation","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","85","80","35750","36540"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","50","45","36370","38000"
"In post","2022","Office of Rail and Road","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","EO","Female","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","EO","Male","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","Female","70","65","61170","60010"
"In post","2022","Office of Rail and Road","G6/G7","Male","120","120","62120","62150"
"In post","2022","Office of Rail and Road","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","Female","50","45","38940","38650"
"In post","2022","Office of Rail and Road","SEO/HEO","Male","45","45","41060","42690"
"In post","2022","Office of the Secretary of State for Scotland","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","EO","Female","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","EO","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","G6/G7","Female","30","25","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","EO","Female","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","EO","Male","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Scottish Government","AA/AO","Female","3780","3445","23350","23230"
"In post","2022","Scottish Government","AA/AO","Male","3055","2955","24250","23330"
"In post","2022","Scottish Government","EO","Female","3075","2910","29850","30040"
"In post","2022","Scottish Government","EO","Male","3115","2990","31850","31060"
"In post","2022","Scottish Government","G6/G7","Female","2085","1970","63200","62170"
"In post","2022","Scottish Government","G6/G7","Male","1600","1575","64070","62170"
"In post","2022","Scottish Government","SCS level","Female","130","125","88130","83230"
"In post","2022","Scottish Government","SCS level","Male","155","155","88650","83230"
"In post","2022","Scottish Government","SEO/HEO","Female","4525","4285","39490","39600"
"In post","2022","Scottish Government","SEO/HEO","Male","3805","3675","40510","39660"
"In post","2022","The National Archives","AA/AO","Female","40","35","21820","20900"
"In post","2022","The National Archives","AA/AO","Male","60","50","21380","20900"
"In post","2022","The National Archives","EO","Female","40","35","25000","24270"
"In post","2022","The National Archives","EO","Male","35","35","25270","24630"
"In post","2022","The National Archives","G6/G7","Female","50","50","51320","50000"
"In post","2022","The National Archives","G6/G7","Male","45","45","54140","52250"
"In post","2022","The National Archives","SCS level","Female","5","5","[c]","[c]"
"In post","2022","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","SEO/HEO","Female","170","160","34880","34290"
"In post","2022","The National Archives","SEO/HEO","Male","130","130","37290","35530"
"In post","2022","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","EO","Female","40","40","29400","29000"
"In post","2022","UK Export Finance","EO","Male","20","20","[c]","[c]"
"In post","2022","UK Export Finance","G6/G7","Female","60","60","66140","65630"
"In post","2022","UK Export Finance","G6/G7","Male","110","105","65950","63300"
"In post","2022","UK Export Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2022","UK Export Finance","SCS level","Male","20","20","[c]","[c]"
"In post","2022","UK Export Finance","SEO/HEO","Female","105","105","40860","41000"
"In post","2022","UK Export Finance","SEO/HEO","Male","125","125","42340","41400"
"In post","2022","UK Statistics Authority","AA/AO","Female","895","630","20240","19860"
"In post","2022","UK Statistics Authority","AA/AO","Male","625","455","20480","20350"
"In post","2022","UK Statistics Authority","EO","Female","470","435","24590","23880"
