"Status","Year","Age","Disability","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Science and Engineering","South West (England)","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","South East (England)","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","South West (England)","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Economics","London","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","South West (England)","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","East Midlands (England)","30","30","22650","23140"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","East of England","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","London","25","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","North East (England)","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","North West (England)","65","65","21880","21260"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","Scotland","30","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","South East (England)","35","35","24120","23460"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","South West (England)","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","Wales","45","40","20300","19540"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","West Midlands (England)","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","Yorkshire and The Humber","35","35","22320","21260"
"In post","2022","16-19","Declared non-disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","Scotland","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","South East (England)","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","South West (England)","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","Wales","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","London","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","South East (England)","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","South West (England)","45","45","19260","18030"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","Wales","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","North West (England)","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","Scotland","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Scotland","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","East of England","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","London","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","North East (England)","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","North West (England)","40","40","21270","21250"
"In post","2022","16-19","Unknown","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Scotland","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","South East (England)","45","45","22940","21790"
"In post","2022","16-19","Unknown","Operational Delivery","South West (England)","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Wales","50","45","19530","18310"
"In post","2022","16-19","Unknown","Operational Delivery","West Midlands (England)","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Yorkshire and The Humber","30","30","21780","21250"
"In post","2022","16-19","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Scotland","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Policy","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","North West (England)","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
