"Status","Year","Ethnicity","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Inspector of Education and Training","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Female","Heterosexual / straight","90","85","31180","29170"
"In post","2022","Asian","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Male","Heterosexual / straight","75","75","33930","29250"
"In post","2022","Asian","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Female","Heterosexual / straight","40","35","44250","43250"
"In post","2022","Asian","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Male","Heterosexual / straight","35","35","50300","49850"
"In post","2022","Asian","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","Female","Heterosexual / straight","60","60","44850","38230"
"In post","2022","Asian","International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","International Trade","Male","Heterosexual / straight","55","55","44330","38540"
"In post","2022","Asian","International Trade","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Female","Heterosexual / straight","75","70","33830","32890"
"In post","2022","Asian","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Male","Heterosexual / straight","30","30","36440","33630"
"In post","2022","Asian","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Female","Heterosexual / straight","570","535","49270","50500"
"In post","2022","Asian","Legal","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Legal","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Legal","Female","Unknown","75","65","51310","51470"
"In post","2022","Asian","Legal","Male","Heterosexual / straight","290","285","46790","48080"
"In post","2022","Asian","Legal","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Asian","Legal","Male","Undeclared","20","15","[c]","[c]"
"In post","2022","Asian","Legal","Male","Unknown","40","40","48540","47590"
"In post","2022","Asian","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","Female","Heterosexual / straight","90","85","60490","53830"
"In post","2022","Asian","Medicine","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Medicine","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","Medicine","Male","Heterosexual / straight","55","50","79690","78970"
"In post","2022","Asian","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Delivery","Female","Heterosexual / straight","8125","7255","28090","27570"
"In post","2022","Asian","Operational Delivery","Female","LGBO","165","145","27260","26400"
"In post","2022","Asian","Operational Delivery","Female","Undeclared","695","595","27050","25630"
"In post","2022","Asian","Operational Delivery","Female","Unknown","1105","890","26870","26600"
"In post","2022","Asian","Operational Delivery","Male","Heterosexual / straight","6200","5980","28800","27570"
"In post","2022","Asian","Operational Delivery","Male","LGBO","145","135","27810","26820"
"In post","2022","Asian","Operational Delivery","Male","Undeclared","360","340","27900","27570"
"In post","2022","Asian","Operational Delivery","Male","Unknown","630","595","28110","26880"
"In post","2022","Asian","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","Female","Heterosexual / straight","830","755","30790","27570"
"In post","2022","Asian","Other","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Asian","Other","Female","Undeclared","60","50","31040","27570"
"In post","2022","Asian","Other","Female","Unknown","95","80","29140","26610"
"In post","2022","Asian","Other","Male","Heterosexual / straight","565","550","29520","27570"
"In post","2022","Asian","Other","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Asian","Other","Male","Undeclared","35","35","27790","25630"
"In post","2022","Asian","Other","Male","Unknown","55","55","33140","27570"
"In post","2022","Asian","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Female","Heterosexual / straight","1290","1250","43710","40050"
"In post","2022","Asian","Policy","Female","LGBO","35","35","45140","41450"
"In post","2022","Asian","Policy","Female","Undeclared","70","65","42450","40270"
"In post","2022","Asian","Policy","Female","Unknown","50","50","47200","42500"
"In post","2022","Asian","Policy","Male","Heterosexual / straight","845","840","43390","39600"
"In post","2022","Asian","Policy","Male","LGBO","45","40","45520","40050"
"In post","2022","Asian","Policy","Male","Undeclared","50","50","43200","38750"
"In post","2022","Asian","Policy","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Female","Heterosexual / straight","440","425","41290","37610"
"In post","2022","Asian","Project Delivery","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Asian","Project Delivery","Female","Unknown","55","45","35320","33470"
"In post","2022","Asian","Project Delivery","Male","Heterosexual / straight","385","380","42180","40050"
"In post","2022","Asian","Project Delivery","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Female","Heterosexual / straight","125","120","38240","34260"
"In post","2022","Asian","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Property","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Property","Male","Heterosexual / straight","145","145","39500","35970"
"In post","2022","Asian","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Property","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Female","Heterosexual / straight","30","30","32210","30810"
"In post","2022","Asian","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Female","Heterosexual / straight","220","215","37170","33350"
"In post","2022","Asian","Science and Engineering","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Female","Unknown","55","55","43860","40460"
"In post","2022","Asian","Science and Engineering","Male","Heterosexual / straight","230","225","36630","34830"
"In post","2022","Asian","Science and Engineering","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Male","Unknown","40","40","42340","41350"
"In post","2022","Asian","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Female","Heterosexual / straight","95","90","35080","32260"
"In post","2022","Asian","Security","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Security","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Security","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Security","Male","Heterosexual / straight","200","200","30820","28450"
"In post","2022","Asian","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Security","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Female","Heterosexual / straight","35","35","41910","38340"
"In post","2022","Asian","Social Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
