"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","70","65","38660","36500"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland, and Tyne and Wear","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","Heterosexual / straight","80","75","39620","36500"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","North East (England)","Tees Valley and Durham","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cumbria","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Greater Manchester","Heterosexual / straight","170","165","40640","36780"
"In post","2022","Commercial","North West (England)","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","North West (England)","Greater Manchester","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","North West (England)","Greater Manchester","Unknown","45","40","36050","36050"
"In post","2022","Commercial","North West (England)","Lancashire","Heterosexual / straight","45","45","38260","34290"
"In post","2022","Commercial","North West (England)","Lancashire","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","North West (England)","Lancashire","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","North West (England)","Lancashire","Unknown","10","5","[c]","[c]"
"In post","2022","Commercial","North West (England)","Merseyside","Heterosexual / straight","195","190","35280","32000"
"In post","2022","Commercial","North West (England)","Merseyside","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","North West (England)","Merseyside","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","North West (England)","Merseyside","Unknown","50","50","32620","30940"
"In post","2022","Commercial","Northern Ireland","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Heterosexual / straight","35","35","49380","42130"
"In post","2022","Commercial","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Eastern Scotland","Heterosexual / straight","55","50","39470","37710"
"In post","2022","Commercial","Scotland","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Eastern Scotland","Unknown","45","45","29560","26900"
"In post","2022","Commercial","Scotland","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","North Eastern Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Southern Scotland","Heterosexual / straight","30","30","40840","40100"
"In post","2022","Commercial","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Southern Scotland","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Scotland","West Central Scotland","Heterosexual / straight","95","95","34470","33000"
"In post","2022","Commercial","Scotland","West Central Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Scotland","West Central Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Scotland","West Central Scotland","Unknown","20","15","[c]","[c]"
"In post","2022","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","150","145","38770","37240"
"In post","2022","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","170","160","36110","34800"
"In post","2022","Commercial","South East (England)","Hampshire and Isle of Wight","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","South East (England)","Hampshire and Isle of Wight","Undeclared","25","25","[c]","[c]"
"In post","2022","Commercial","South East (England)","Hampshire and Isle of Wight","Unknown","40","40","32440","29530"
"In post","2022","Commercial","South East (England)","Kent","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","30","30","42450","38700"
"In post","2022","Commercial","South East (England)","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Devon","Heterosexual / straight","195","185","43860","45150"
"In post","2022","Commercial","South West (England)","Devon","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","South West (England)","Devon","Undeclared","25","25","[c]","[c]"
"In post","2022","Commercial","South West (England)","Devon","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","South West (England)","Dorset and Somerset","Heterosexual / straight","90","85","42210","42510"
"In post","2022","Commercial","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Dorset and Somerset","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","South West (England)","Dorset and Somerset","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","1125","1080","39170","37400"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","45","45","34040","32050"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","155","150","41790","38240"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","160","155","36430","34550"
"In post","2022","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","East Wales","Heterosexual / straight","120","120","37380","31990"
"In post","2022","Commercial","Wales","East Wales","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Wales","East Wales","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","Wales","East Wales","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Wales","West Wales and The Valleys","Heterosexual / straight","140","135","34320","31040"
"In post","2022","Commercial","Wales","West Wales and The Valleys","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Wales","West Wales and The Valleys","Undeclared","40","35","29950","26780"
"In post","2022","Commercial","Wales","West Wales and The Valleys","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","80","75","39300","35980"
"In post","2022","Commercial","West Midlands (England)","Shropshire and Staffordshire","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Shropshire and Staffordshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Shropshire and Staffordshire","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","West Midlands","Heterosexual / straight","105","100","38060","36500"
"In post","2022","Commercial","West Midlands (England)","West Midlands","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","West Midlands","Unknown","30","30","38990","36930"
"In post","2022","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","45","45","37830","37350"
"In post","2022","Commercial","Yorkshire and The Humber","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","185","175","35740","33380"
"In post","2022","Commercial","Yorkshire and The Humber","South Yorkshire","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","South Yorkshire","Undeclared","20","15","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","South Yorkshire","Unknown","40","35","35460","33180"
"In post","2022","Commercial","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","205","195","42120","36820"
"In post","2022","Commercial","Yorkshire and The Humber","West Yorkshire","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","West Yorkshire","Undeclared","50","45","40280","36820"
"In post","2022","Commercial","Yorkshire and The Humber","West Yorkshire","Unknown","35","30","41310","37300"
"In post","2022","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","55","55","41250","40520"
"In post","2022","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Lincolnshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","East Anglia","Heterosexual / straight","35","35","34580","31200"
"In post","2022","Communications","East of England","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","East Anglia","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","East of England","Essex","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","East of England","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Inner London - East","Heterosexual / straight","155","150","48280","42630"
"In post","2022","Communications","London","Inner London - East","LGBO","25","25","[c]","[c]"
"In post","2022","Communications","London","Inner London - East","Undeclared","20","20","[c]","[c]"
"In post","2022","Communications","London","Inner London - East","Unknown","40","40","46020","42670"
"In post","2022","Communications","London","Inner London - West","Heterosexual / straight","1145","1115","47700","44500"
"In post","2022","Communications","London","Inner London - West","LGBO","120","120","45500","43810"
"In post","2022","Communications","London","Inner London - West","Undeclared","240","235","46100","42470"
"In post","2022","Communications","London","Inner London - West","Unknown","375","370","45930","42470"
"In post","2022","Communications","London","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Outer London - South","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Communications","London","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Outer London - South","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","London","Outer London - West and North West","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","London","Outer London - West and North West","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","London","Outer London - West and North West","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","London","Outer London - West and North West","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","50","45","39190","34010"
"In post","2022","Communications","North East (England)","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Northumberland, and Tyne and Wear","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","North East (England)","Tees Valley and Durham","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Communications","North East (England)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Tees Valley and Durham","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","North West (England)","Cheshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Greater Manchester","Heterosexual / straight","75","70","35960","32590"
"In post","2022","Communications","North West (England)","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","North West (England)","Greater Manchester","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","North West (England)","Greater Manchester","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","North West (England)","Lancashire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Communications","North West (England)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Merseyside","Heterosexual / straight","55","55","41280","39380"
"In post","2022","Communications","North West (England)","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Merseyside","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","North West (England)","Merseyside","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Northern Ireland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Eastern Scotland","Heterosexual / straight","30","30","39830","37710"
"In post","2022","Communications","Scotland","Eastern Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","Eastern Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","West Central Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","Scotland","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","65","60","34300","33000"
"In post","2022","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","125","120","33670","33000"
"In post","2022","Communications","South East (England)","Hampshire and Isle of Wight","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","South East (England)","Hampshire and Isle of Wight","Undeclared","15","15","[c]","[c]"
"In post","2022","Communications","South East (England)","Hampshire and Isle of Wight","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","South East (England)","Kent","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","South East (England)","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Devon","Heterosexual / straight","40","40","38950","37810"
"In post","2022","Communications","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Dorset and Somerset","Heterosexual / straight","35","35","37230","33300"
"In post","2022","Communications","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Dorset and Somerset","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","South West (England)","Dorset and Somerset","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","140","130","36650","35900"
"In post","2022","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","20","15","[c]","[c]"
"In post","2022","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30","30","37540","30530"
"In post","2022","Communications","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
