"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AO","5","5","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","HEO","15","15","32090","33000"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO","10","10","[c]","[c]"
"In post","2022","Commercial","Cheshire","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Cheshire East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Cheshire East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Warrington","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Warrington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Warrington","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","Warrington","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Cheshire","Warrington","SEO","10","5","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","West Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","West Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","West Cumbria","Unknown","15","15","41220","38240"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","East Derbyshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Nottingham","EO","10","10","26580","26590"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Nottingham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Nottingham","G7","10","10","51030","50400"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Nottingham","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Nottingham","SEO","15","15","39340","38550"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","G7","5","5","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Devon CC","EO","15","10","25490","25630"
"In post","2022","Commercial","Devon","Devon CC","G6","30","30","60330","60490"
"In post","2022","Commercial","Devon","Devon CC","G7","75","75","47930","47960"
"In post","2022","Commercial","Devon","Devon CC","HEO","30","30","32540","32000"
"In post","2022","Commercial","Devon","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Devon CC","SEO","50","50","38210","38120"
"In post","2022","Commercial","Devon","Plymouth","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Plymouth","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Plymouth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Plymouth","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Plymouth","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Devon","Plymouth","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Devon","Torbay","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Bournemouth, Christchurch and Poole","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Bournemouth, Christchurch and Poole","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Dorset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Dorset","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Dorset","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Somerset CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Somerset CC","EO","15","15","26160","26740"
"In post","2022","Commercial","Dorset and Somerset","Somerset CC","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Somerset CC","G7","15","15","54770","53720"
"In post","2022","Commercial","Dorset and Somerset","Somerset CC","HEO","40","35","33050","33290"
"In post","2022","Commercial","Dorset and Somerset","Somerset CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Somerset CC","SEO","40","40","42290","42510"
"In post","2022","Commercial","East Anglia","Breckland and South Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Cambridgeshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Cambridgeshire CC","EO","10","10","26520","26670"
"In post","2022","Commercial","East Anglia","Cambridgeshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Cambridgeshire CC","HEO","20","20","33840","33300"
"In post","2022","Commercial","East Anglia","Cambridgeshire CC","SEO","15","15","42280","42080"
"In post","2022","Commercial","East Anglia","North and West Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","North and West Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Norwich and East Norfolk","HEO","30","30","31000","30940"
"In post","2022","Commercial","East Anglia","Norwich and East Norfolk","SEO","35","35","39680","39360"
"In post","2022","Commercial","East Anglia","Peterborough","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Peterborough","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Peterborough","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Peterborough","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","East Anglia","Peterborough","SEO","15","15","42850","42430"
"In post","2022","Commercial","East Anglia","Suffolk CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Suffolk CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Suffolk CC","G7","5","5","[c]","[c]"
"In post","2022","Commercial","East Anglia","Suffolk CC","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","East Anglia","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Suffolk CC","SEO","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","EO","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","G6","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","G7","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","HEO","15","15","33020","31990"
"In post","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","SEO","10","10","[c]","[c]"
"In post","2022","Commercial","East Wales","Flintshire and Wrexham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Flintshire and Wrexham","EO","10","10","29510","29470"
"In post","2022","Commercial","East Wales","Flintshire and Wrexham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Flintshire and Wrexham","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Monmouthshire and Newport","EO","15","15","25650","25520"
"In post","2022","Commercial","East Wales","Monmouthshire and Newport","G7","15","15","53440","51210"
"In post","2022","Commercial","East Wales","Monmouthshire and Newport","HEO","40","35","30890","30940"
"In post","2022","Commercial","East Wales","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Monmouthshire and Newport","SEO","30","30","38610","38980"
"In post","2022","Commercial","East Wales","Powys","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Powys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Powys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Powys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Angus and Dundee City","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","City of Edinburgh","AA","5","5","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","City of Edinburgh","AO","10","5","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","City of Edinburgh","EO","10","10","29620","29550"
"In post","2022","Commercial","Eastern Scotland","City of Edinburgh","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","City of Edinburgh","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","City of Edinburgh","HEO","10","10","36150","37030"
"In post","2022","Commercial","Eastern Scotland","City of Edinburgh","SEO","10","10","45010","46100"
"In post","2022","Commercial","Eastern Scotland","Clackmannanshire and Fife","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Clackmannanshire and Fife","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Clackmannanshire and Fife","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Clackmannanshire and Fife","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Clackmannanshire and Fife","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Falkirk","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Falkirk","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","AO","5","5","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","West Lothian","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","West Lothian","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","West Lothian","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","West Lothian","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","West Lothian","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Heart of Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","West Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","AO","5","5","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","150","145","24170","24000"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","70","65","69800","68320"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","140","135","52960","53500"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","340","330","31330","32890"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","20","15","105120","103620"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","340","325","40170","40580"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","130","125","40540","37500"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","HEO","20","15","31330","31040"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO","35","35","39430","39280"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AO","20","20","20820","21170"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","EO","50","45","26280","26350"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G7","15","15","50760","50780"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","HEO","55","50","33480","34500"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SEO","60","60","40790","41500"
"In post","2022","Commercial","Greater Manchester","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Greater Manchester North West","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Greater Manchester South West","AO","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Greater Manchester South West","EO","15","10","27200","26820"
"In post","2022","Commercial","Greater Manchester","Greater Manchester South West","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Greater Manchester South West","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Greater Manchester South West","HEO","15","10","32390","33080"
"In post","2022","Commercial","Greater Manchester","Greater Manchester South West","SEO","35","35","42970","40520"
"In post","2022","Commercial","Greater Manchester","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Manchester","EO","15","15","25870","25880"
"In post","2022","Commercial","Greater Manchester","Manchester","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Manchester","G7","25","25","51370","50130"
"In post","2022","Commercial","Greater Manchester","Manchester","HEO","40","40","31310","30200"
"In post","2022","Commercial","Greater Manchester","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Manchester","SEO","60","55","38180","36780"
"In post","2022","Commercial","Greater Manchester","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Central Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Central Hampshire","EO","40","40","25990","26350"
"In post","2022","Commercial","Hampshire and Isle of Wight","Central Hampshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Central Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Central Hampshire","HEO","40","40","33720","33770"
"In post","2022","Commercial","Hampshire and Isle of Wight","Central Hampshire","SEO","50","50","41100","41500"
"In post","2022","Commercial","Hampshire and Isle of Wight","Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","North Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","North Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Portsmouth","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Portsmouth","EO","15","15","26510","26670"
"In post","2022","Commercial","Hampshire and Isle of Wight","Portsmouth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Portsmouth","HEO","15","15","34010","34500"
"In post","2022","Commercial","Hampshire and Isle of Wight","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Portsmouth","SEO","20","20","41310","40700"
"In post","2022","Commercial","Hampshire and Isle of Wight","South Hampshire","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","South Hampshire","HEO","10","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","South Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Southampton","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Southampton","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Southampton","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Southampton","G7","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Southampton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Southampton","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Southampton","SEO","15","15","40200","39470"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
