"Status","Year","Disability","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","South East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Wales","30","25","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","North West (England)","10","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","South East (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","East of England","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","South East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","London","30","30","43210","41340"
"In post","2022","Declared disabled","Analysis","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","South East (England)","30","25","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Wales","35","30","37570","38340"
"In post","2022","Declared disabled","Analysis","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","East of England","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","London","75","70","45120","41180"
"In post","2022","Declared disabled","Analysis","Statistics","North East (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","North West (England)","20","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","South East (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","South West (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Wales","45","40","39120","38340"
"In post","2022","Declared disabled","Analysis","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tax","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","East of England","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","London","60","60","40580","40650"
"In post","2022","Declared disabled","Commercial","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","North West (England)","40","40","33970","31100"
"In post","2022","Declared disabled","Commercial","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","Scotland","25","25","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","South East (England)","30","30","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","South West (England)","95","90","39900","40000"
"In post","2022","Declared disabled","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","Wales","30","30","32170","30840"
"In post","2022","Declared disabled","Commercial","Commercial","West Midlands (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","Yorkshire and The Humber","30","30","40630","36500"
"In post","2022","Declared disabled","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","North West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","South West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Project Delivery","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","East of England","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","North West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","East Midlands (England)","15","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","East of England","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","London","115","110","42590","39600"
"In post","2022","Declared disabled","Communications","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","North West (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","South East (England)","35","30","34990","33000"
"In post","2022","Declared disabled","Communications","Communications","South West (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","Wales","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","Yorkshire and The Humber","15","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Delivery","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Delivery","North East (England)","55","50","26280","26590"
"In post","2022","Declared disabled","Communications","Operational Delivery","North West (England)","15","15","[c]","[c]"
