"Status","Year","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","745","[c]","31590","27570"
"Leaver CS","2022","Undeclared","Male","1040","[c]","35700","31520"
"Leaver CS","2022","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","4645","[c]","30850","26350"
"Leaver CS","2022","Unknown","Male","4640","[c]","33650","28000"
"Leaver CS","2022","White","Female","15125","[c]","31960","27570"
"Leaver CS","2022","White","Male","12995","[c]","35120","29190"
"Leaver CS","2022","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","1400","[c]","36590","31060"
"Leaver Dept.","2022","Asian","Male","1030","[c]","36080","31060"
"Leaver Dept.","2022","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","865","[c]","35350","31060"
"Leaver Dept.","2022","Black","Male","375","[c]","38140","32330"
"Leaver Dept.","2022","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","400","[c]","36020","32330"
"Leaver Dept.","2022","Mixed","Male","240","[c]","39280","34640"
"Leaver Dept.","2022","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","120","[c]","38470","32560"
"Leaver Dept.","2022","Other ethnicity","Male","75","[c]","44930","36830"
"Leaver Dept.","2022","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","555","[c]","40790","36330"
"Leaver Dept.","2022","Undeclared","Male","520","[c]","41910","36740"
"Leaver Dept.","2022","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","2335","[c]","36270","32000"
"Leaver Dept.","2022","Unknown","Male","1975","[c]","38060","32000"
"Leaver Dept.","2022","White","Female","8270","[c]","38270","32790"
"Leaver Dept.","2022","White","Male","5495","[c]","40970","34710"
"Leaver Dept.","2022","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","2730","[c]","29500","27570"
"New entrant CS","2022","Asian","Male","2385","[c]","29980","27570"
"New entrant CS","2022","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","1700","[c]","29860","27980"
"New entrant CS","2022","Black","Male","1015","[c]","30900","29010"
"New entrant CS","2022","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","1020","[c]","29590","27570"
"New entrant CS","2022","Mixed","Male","610","[c]","30090","27570"
"New entrant CS","2022","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","245","[c]","29060","27270"
"New entrant CS","2022","Other ethnicity","Male","180","[c]","31070","28650"
"New entrant CS","2022","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","415","[c]","30650","27570"
"New entrant CS","2022","Undeclared","Male","570","[c]","33190","29360"
"New entrant CS","2022","Unknown","Female","11905","[c]","28400","25480"
"New entrant CS","2022","Unknown","Male","9695","[c]","29830","26590"
"New entrant CS","2022","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Female","21400","[c]","29200","26590"
"New entrant CS","2022","White","Male","15525","[c]","30790","27430"
"New entrant CS","2022","White","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
