"Status","Year","Disability","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","International Trade","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","International Trade","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Female","50","45","51650","50460"
"In post","2022","Declared disabled","Asian","Legal","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Delivery","Female","1095","955","28130","27570"
"In post","2022","Declared disabled","Asian","Operational Delivery","Male","725","680","27970","27570"
"In post","2022","Declared disabled","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Other","Female","90","75","29100","27570"
"In post","2022","Declared disabled","Asian","Other","Male","60","60","29570","27570"
"In post","2022","Declared disabled","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Policy","Female","145","140","41940","37320"
"In post","2022","Declared disabled","Asian","Policy","Male","85","85","41330","36650"
"In post","2022","Declared disabled","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Female","50","45","40420","36760"
"In post","2022","Declared disabled","Asian","Project Delivery","Male","40","40","39080","35980"
"In post","2022","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Science and Engineering","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Science and Engineering","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Statistics","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Statistics","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tax","Female","45","40","33660","33020"
"In post","2022","Declared disabled","Asian","Tax","Male","70","70","36170","33370"
"In post","2022","Declared disabled","Asian","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Female","80","80","39380","35590"
"In post","2022","Declared disabled","Asian","Unknown","Male","65","60","37850","33370"
"In post","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Counter Fraud","Female","50","40","28440","27570"
"In post","2022","Declared disabled","Black","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data and Technology","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","Female","35","35","40560","40170"
"In post","2022","Declared disabled","Black","Human Resources","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","International Trade","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Legal","Female","40","35","49610","53050"
"In post","2022","Declared disabled","Black","Legal","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Medicine","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Delivery","Female","955","880","29830","28850"
"In post","2022","Declared disabled","Black","Operational Delivery","Male","310","305","30300","29080"
"In post","2022","Declared disabled","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Other","Female","65","60","30470","31060"
"In post","2022","Declared disabled","Black","Other","Male","30","30","[c]","[c]"
"In post","2022","Declared disabled","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Policy","Female","110","105","38530","35070"
"In post","2022","Declared disabled","Black","Policy","Male","55","55","39740","35070"
"In post","2022","Declared disabled","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Project Delivery","Female","40","35","39550","35070"
"In post","2022","Declared disabled","Black","Project Delivery","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Statistics","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Tax","Female","35","35","33850","33440"
"In post","2022","Declared disabled","Black","Tax","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Female","50","45","38970","34550"
"In post","2022","Declared disabled","Black","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Economics","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","Female","35","30","41830","35700"
"In post","2022","Declared disabled","Mixed","Human Resources","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Legal","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Legal","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Operational Delivery","Female","495","450","28730","27570"
"In post","2022","Declared disabled","Mixed","Operational Delivery","Male","255","240","29280","27570"
"In post","2022","Declared disabled","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Other","Female","45","40","28280","24610"
"In post","2022","Declared disabled","Mixed","Other","Male","30","30","28770","27570"
"In post","2022","Declared disabled","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Policy","Female","90","85","41610","38930"
"In post","2022","Declared disabled","Mixed","Policy","Male","45","40","42740","40200"
"In post","2022","Declared disabled","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Project Delivery","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Property","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Science and Engineering","Male","10","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Tax","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Tax","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","Female","60","55","38210","34550"
"In post","2022","Declared disabled","Mixed","Unknown","Male","30","30","42800","34550"
"In post","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
