"Status","Year","Function_of_post","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","London","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","London","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Outside London","Female","280","260","32880","30020"
"In post","2022","Analysis","Science and Engineering","Outside London","Male","380","370","38320","36580"
"In post","2022","Analysis","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","London","Female","265","255","46250","42010"
"In post","2022","Analysis","Social Research","London","Male","110","110","48040","43570"
"In post","2022","Analysis","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Outside London","Female","495","460","39030","38340"
"In post","2022","Analysis","Social Research","Outside London","Male","215","215","39680","38340"
"In post","2022","Analysis","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","London","Female","365","345","49080","45950"
"In post","2022","Analysis","Statistics","London","Male","475","465","46930","42890"
"In post","2022","Analysis","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Outside London","Female","575","540","41040","38340"
"In post","2022","Analysis","Statistics","Outside London","Male","640","630","41620","38340"
"In post","2022","Analysis","Statistics","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Unknown","London","Female","35","35","47510","43430"
"In post","2022","Analysis","Unknown","London","Male","45","45","43990","43430"
"In post","2022","Analysis","Unknown","Outside London","Female","30","30","37140","35590"
"In post","2022","Analysis","Unknown","Outside London","Male","40","40","35840","27080"
"In post","2022","Analysis","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Commercial","London","Female","370","365","45060","41750"
"In post","2022","Commercial","Commercial","London","Male","360","350","48210","45110"
"In post","2022","Commercial","Commercial","Outside London","Female","1830","1730","36850","35640"
"In post","2022","Commercial","Commercial","Outside London","Male","1470","1450","39010","36970"
"In post","2022","Commercial","Commercial","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Commercial","Overseas","Male","30","30","[c]","[c]"
"In post","2022","Commercial","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Finance","London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Finance","London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Finance","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Finance","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Human Resources","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","London","Female","85","85","45160","42540"
"In post","2022","Commercial","Operational Delivery","London","Male","130","130","57960","52300"
"In post","2022","Commercial","Operational Delivery","Outside London","Female","100","90","31460","28890"
"In post","2022","Commercial","Operational Delivery","Outside London","Male","90","85","32140","29460"
"In post","2022","Commercial","Other","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other","Outside London","Female","50","45","37750","35000"
"In post","2022","Commercial","Other","Outside London","Male","40","35","47050","40790"
"In post","2022","Commercial","Policy","London","Female","20","15","[c]","[c]"
"In post","2022","Commercial","Policy","London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Policy","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Project Delivery","London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Project Delivery","London","Male","10","5","[c]","[c]"
"In post","2022","Commercial","Project Delivery","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Project Delivery","Outside London","Male","55","55","47510","43950"
"In post","2022","Commercial","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Outside London","Male","100","100","43030","42100"
"In post","2022","Commercial","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","London","Female","390","385","68110","64500"
"In post","2022","Commercial","Unknown","London","Male","430","430","78030","67600"
"In post","2022","Commercial","Unknown","Outside London","Female","395","385","62840","61710"
"In post","2022","Commercial","Unknown","Outside London","Male","400","395","68530","65000"
"In post","2022","Commercial","Unknown","Unknown","Female","30","30","47970","49700"
"In post","2022","Commercial","Unknown","Unknown","Male","30","30","58590","53320"
"In post","2022","Commercial","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","London","Female","5","5","[c]","[c]"
"In post","2022","Communications","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","London","Female","1105","1065","46390","42890"
"In post","2022","Communications","Communications","London","Male","750","750","47610","42890"
"In post","2022","Communications","Communications","Outside London","Female","910","855","37440","35220"
"In post","2022","Communications","Communications","Outside London","Male","655","645","36620","33350"
"In post","2022","Communications","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Communications","Communications","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Communications","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","London","Female","5","5","[c]","[c]"
"In post","2022","Communications","Finance","London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Human Resources","London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","London","Female","45","40","40120","39100"
"In post","2022","Communications","Knowledge and Information Management","London","Male","25","25","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Operational Delivery","London","Female","30","30","[c]","[c]"
"In post","2022","Communications","Operational Delivery","London","Male","20","20","[c]","[c]"
"In post","2022","Communications","Operational Delivery","Outside London","Female","895","840","29810","26820"
"In post","2022","Communications","Operational Delivery","Outside London","Male","870","855","29590","26820"
"In post","2022","Communications","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Other","London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Other","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Communications","Other","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Policy","London","Female","15","15","[c]","[c]"
"In post","2022","Communications","Policy","London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","Outside London","Female","1135","1070","28930","26820"
"In post","2022","Communications","Tax","Outside London","Male","1360","1345","29020","26820"
"In post","2022","Communications","Unknown","London","Female","230","225","49790","54700"
"In post","2022","Communications","Unknown","London","Male","130","130","50560","41900"
"In post","2022","Communications","Unknown","Outside London","Female","105","100","34060","33080"
"In post","2022","Communications","Unknown","Outside London","Male","85","85","32300","27020"
"In post","2022","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Counter Fraud","London","Female","690","610","31880","31060"
"In post","2022","Counter Fraud","Counter Fraud","London","Male","535","515","36970","31880"
"In post","2022","Counter Fraud","Counter Fraud","Outside London","Female","3085","2685","27630","27570"
"In post","2022","Counter Fraud","Counter Fraud","Outside London","Male","2075","1935","28860","27570"
"In post","2022","Counter Fraud","Counter Fraud","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Economics","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","London","Female","40","40","42240","37930"
"In post","2022","Counter Fraud","Intelligence Analysis","London","Male","50","50","44420","37930"
"In post","2022","Counter Fraud","Intelligence Analysis","Outside London","Female","80","75","35330","33370"
"In post","2022","Counter Fraud","Intelligence Analysis","Outside London","Male","85","85","36700","33370"
"In post","2022","Counter Fraud","Knowledge and Information Management","London","Female","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","London","Male","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Legal","London","Female","365","345","36910","37610"
"In post","2022","Counter Fraud","Legal","London","Male","600","590","39530","37930"
"In post","2022","Counter Fraud","Legal","Outside London","Female","1090","1000","30950","28920"
"In post","2022","Counter Fraud","Legal","Outside London","Male","1350","1310","32580","33080"
"In post","2022","Counter Fraud","Operational Delivery","London","Female","345","305","34090","31020"
"In post","2022","Counter Fraud","Operational Delivery","London","Male","220","210","36780","33370"
"In post","2022","Counter Fraud","Operational Delivery","Outside London","Female","1885","1670","29410","27570"
"In post","2022","Counter Fraud","Operational Delivery","Outside London","Male","1445","1395","30600","27570"
"In post","2022","Counter Fraud","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Other","London","Female","40","35","40560","33440"
"In post","2022","Counter Fraud","Other","London","Male","35","35","43700","38390"
"In post","2022","Counter Fraud","Other","Outside London","Female","135","115","40090","35330"
"In post","2022","Counter Fraud","Other","Outside London","Male","115","110","43810","40520"
"In post","2022","Counter Fraud","Tax","London","Female","165","155","44100","38020"
"In post","2022","Counter Fraud","Tax","London","Male","195","190","48200","43810"
"In post","2022","Counter Fraud","Tax","Outside London","Female","660","600","39050","33370"
"In post","2022","Counter Fraud","Tax","Outside London","Male","890","855","42200","40180"
"In post","2022","Counter Fraud","Unknown","London","Female","150","145","39560","36440"
"In post","2022","Counter Fraud","Unknown","London","Male","155","155","40310","37610"
"In post","2022","Counter Fraud","Unknown","Outside London","Female","235","230","29610","26590"
"In post","2022","Counter Fraud","Unknown","Outside London","Male","240","240","29500","26590"
"In post","2022","Counter Fraud","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Operational Delivery","London","Female","265","225","28450","26400"
"In post","2022","Debt","Operational Delivery","London","Male","180","170","31980","26400"
"In post","2022","Debt","Operational Delivery","Outside London","Female","1710","1460","24240","22080"
"In post","2022","Debt","Operational Delivery","Outside London","Male","1185","1135","24220","21250"
"In post","2022","Debt","Other","London","Female","5","5","[c]","[c]"
"In post","2022","Debt","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Other","Outside London","Female","1640","1330","22530","21260"
"In post","2022","Debt","Other","Outside London","Male","785","735","22480","21260"
"In post","2022","Debt","Other","Unknown","Female","55","45","25610","25110"
"In post","2022","Debt","Other","Unknown","Male","15","10","[c]","[c]"
"In post","2022","Debt","Tax","London","Female","20","20","[c]","[c]"
"In post","2022","Debt","Tax","London","Male","15","15","[c]","[c]"
"In post","2022","Debt","Tax","Outside London","Female","415","395","22130","21250"
"In post","2022","Debt","Tax","Outside London","Male","405","395","21830","21250"
"In post","2022","Debt","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","London","Male","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","Outside London","Female","55","50","25380","21250"
"In post","2022","Debt","Unknown","Outside London","Male","50","45","24320","21250"
"In post","2022","Digital, Data & Technology","Commercial","London","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","London","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","London","Male","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","London","Female","1100","1070","47210","42640"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","London","Male","1700","1685","49170","45000"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","Female","5000","4740","38750","35730"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","Male","9525","9365","40750","37570"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Overseas","Male","35","35","32460","33300"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","London","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","London","Female","80","75","36300","33830"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","London","Male","105","105","40360","37640"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Outside London","Female","375","355","30000","26970"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Outside London","Male","345","340","32970","29980"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","London","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","London","Female","55","55","43020","41010"
"In post","2022","Digital, Data & Technology","Operational Delivery","London","Male","35","35","52080","48950"
"In post","2022","Digital, Data & Technology","Operational Delivery","Outside London","Female","225","210","35370","33370"
"In post","2022","Digital, Data & Technology","Operational Delivery","Outside London","Male","235","230","37170","33370"
"In post","2022","Digital, Data & Technology","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Outside London","Male","20","20","[c]","[c]"
