"Status","Year","Age","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Female","Heterosexual / straight","200","195","22060","21260"
"In post","2022","16-19","Operational Delivery","Female","LGBO","25","25","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Female","Unknown","140","130","21860","21250"
"In post","2022","16-19","Operational Delivery","Male","Heterosexual / straight","150","140","22270","21260"
"In post","2022","16-19","Operational Delivery","Male","LGBO","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Male","Unknown","125","115","21600","21250"
"In post","2022","16-19","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Female","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","16-19","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Female","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Other","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Male","Unknown","35","35","18240","16720"
"In post","2022","16-19","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Female","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Policy","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Male","Unknown","10","5","[c]","[c]"
"In post","2022","16-19","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Male","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Male","Heterosexual / straight","45","45","18910","18030"
"In post","2022","16-19","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Male","Unknown","50","50","17950","17140"
"In post","2022","16-19","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Tax","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Female","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","Tax","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Tax","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Male","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Female","Unknown","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Male","Unknown","30","25","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Female","Heterosexual / straight","385","380","32130","30130"
"In post","2022","20-29","Commercial","Female","LGBO","55","55","32490","31790"
"In post","2022","20-29","Commercial","Female","Undeclared","45","45","36940","36820"
"In post","2022","20-29","Commercial","Female","Unknown","100","100","31100","30420"
"In post","2022","20-29","Commercial","Male","Heterosexual / straight","295","295","31460","30420"
"In post","2022","20-29","Commercial","Male","LGBO","30","30","33310","31100"
"In post","2022","20-29","Commercial","Male","Undeclared","45","45","39490","36820"
"In post","2022","20-29","Commercial","Male","Unknown","100","100","31610","28940"
"In post","2022","20-29","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Female","Heterosexual / straight","355","350","35150","33120"
"In post","2022","20-29","Communications","Female","LGBO","50","50","35790","33830"
"In post","2022","20-29","Communications","Female","Undeclared","65","65","33740","30560"
"In post","2022","20-29","Communications","Female","Unknown","130","130","35020","34260"
"In post","2022","20-29","Communications","Male","Heterosexual / straight","155","150","34530","33190"
"In post","2022","20-29","Communications","Male","LGBO","40","40","35960","33100"
"In post","2022","20-29","Communications","Male","Undeclared","35","35","36100","32790"
"In post","2022","20-29","Communications","Male","Unknown","65","65","37660","35950"
"In post","2022","20-29","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Female","Heterosexual / straight","290","285","27220","27570"
"In post","2022","20-29","Counter Fraud","Female","LGBO","35","30","27860","27570"
"In post","2022","20-29","Counter Fraud","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Female","Unknown","40","40","29070","27570"
"In post","2022","20-29","Counter Fraud","Male","Heterosexual / straight","205","205","26830","27570"
"In post","2022","20-29","Counter Fraud","Male","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Male","Unknown","40","40","28340","27570"
"In post","2022","20-29","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Female","Heterosexual / straight","590","585","34220","33000"
"In post","2022","20-29","Digital, Data and Technology","Female","LGBO","120","120","32670","30740"
"In post","2022","20-29","Digital, Data and Technology","Female","Undeclared","70","70","34620","32790"
"In post","2022","20-29","Digital, Data and Technology","Female","Unknown","260","255","34800","33370"
"In post","2022","20-29","Digital, Data and Technology","Male","Heterosexual / straight","1075","1070","33700","32790"
"In post","2022","20-29","Digital, Data and Technology","Male","LGBO","120","120","34480","32450"
"In post","2022","20-29","Digital, Data and Technology","Male","Undeclared","135","135","33820","32790"
"In post","2022","20-29","Digital, Data and Technology","Male","Unknown","560","555","33600","33000"
"In post","2022","20-29","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","Female","Heterosexual / straight","275","270","38480","34710"
"In post","2022","20-29","Economics","Female","LGBO","35","35","38540","34710"
"In post","2022","20-29","Economics","Female","Undeclared","30","30","36870","32790"
"In post","2022","20-29","Economics","Female","Unknown","65","65","35430","32560"
"In post","2022","20-29","Economics","Male","Heterosexual / straight","500","500","38900","34980"
"In post","2022","20-29","Economics","Male","LGBO","55","55","39360","34850"
"In post","2022","20-29","Economics","Male","Undeclared","55","55","38320","34710"
"In post","2022","20-29","Economics","Male","Unknown","150","150","36420","33470"
"In post","2022","20-29","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Female","Heterosexual / straight","590","585","32940","30420"
"In post","2022","20-29","Finance","Female","LGBO","40","40","31670","30890"
"In post","2022","20-29","Finance","Female","Undeclared","75","75","33350","31080"
"In post","2022","20-29","Finance","Female","Unknown","125","120","31160","29400"
"In post","2022","20-29","Finance","Male","Heterosexual / straight","485","485","33310","30720"
"In post","2022","20-29","Finance","Male","LGBO","55","55","35340","31990"
"In post","2022","20-29","Finance","Male","Undeclared","75","75","35590","32790"
"In post","2022","20-29","Finance","Male","Unknown","165","165","32320","30600"
"In post","2022","20-29","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Geography","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Geography","Female","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Geography","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Geography","Female","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Geography","Male","Heterosexual / straight","45","45","26810","26740"
"In post","2022","20-29","Geography","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Geography","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Geography","Male","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Geography","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Geography","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Female","Heterosexual / straight","680","675","32370","30360"
"In post","2022","20-29","Human Resources","Female","LGBO","80","80","30960","28920"
"In post","2022","20-29","Human Resources","Female","Undeclared","75","75","30620","28000"
"In post","2022","20-29","Human Resources","Female","Unknown","145","140","29910","28310"
"In post","2022","20-29","Human Resources","Male","Heterosexual / straight","225","225","30920","29490"
"In post","2022","20-29","Human Resources","Male","LGBO","65","65","35730","32000"
"In post","2022","20-29","Human Resources","Male","Undeclared","30","30","[c]","[c]"
"In post","2022","20-29","Human Resources","Male","Unknown","50","50","30770","26590"
"In post","2022","20-29","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Female","Heterosexual / straight","180","180","30350","29250"
"In post","2022","20-29","Intelligence Analysis","Female","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Female","Undeclared","20","15","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Female","Unknown","50","50","30290","28670"
"In post","2022","20-29","Intelligence Analysis","Male","Heterosexual / straight","150","150","31550","29250"
"In post","2022","20-29","Intelligence Analysis","Male","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Male","Unknown","65","65","32890","33000"
