"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","EO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport","AA/AO","Female","50","40","19140","18310"
"In post","2022","16-19","Department for Transport","AA/AO","Male","40","35","19600","18310"
"In post","2022","16-19","Department for Transport","EO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","AA/AO","Female","60","60","21740","21260"
"In post","2022","16-19","Department for Work and Pensions","AA/AO","Male","55","55","21460","21260"
"In post","2022","16-19","Department for Work and Pensions","EO","Female","20","20","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","EO","Male","15","15","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Unknown","Female","5","5","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Unknown","Male","20","20","[c]","[c]"
"In post","2022","16-19","HM Land Registry","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","AA/AO","Female","85","85","21300","21250"
"In post","2022","16-19","HM Revenue and Customs","AA/AO","Male","95","90","21440","21250"
"In post","2022","16-19","HM Revenue and Customs","EO","Female","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","EO","Male","20","20","[c]","[c]"
"In post","2022","16-19","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","EO","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Treasury","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","16-19","Home Office","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","16-19","Home Office","EO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Home Office","EO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","AA/AO","Male","35","35","19490","19810"
"In post","2022","16-19","Ministry of Defence","EO","Female","25","25","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","EO","Male","85","85","18520","18030"
"In post","2022","16-19","Ministry of Defence","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Unknown","Male","40","40","18110","17140"
"In post","2022","16-19","Ministry of Justice","AA/AO","Female","120","120","22950","23140"
"In post","2022","16-19","Ministry of Justice","AA/AO","Male","70","70","22910","23140"
"In post","2022","16-19","Ministry of Justice","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","AA/AO","Female","40","35","21500","21050"
"In post","2022","16-19","Scottish Government","AA/AO","Male","40","40","21730","21050"
"In post","2022","16-19","Scottish Government","EO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","AA/AO","Female","350","345","22490","22200"
"In post","2022","20-29","Attorney General's Departments","AA/AO","Male","135","135","22520","22200"
"In post","2022","20-29","Attorney General's Departments","EO","Female","390","390","26960","26950"
"In post","2022","20-29","Attorney General's Departments","EO","Male","150","150","27200","26950"
"In post","2022","20-29","Attorney General's Departments","G6/G7","Female","120","120","50810","50500"
"In post","2022","20-29","Attorney General's Departments","G6/G7","Male","60","60","51550","50500"
"In post","2022","20-29","Attorney General's Departments","SEO/HEO","Female","185","180","36540","38000"
"In post","2022","20-29","Attorney General's Departments","SEO/HEO","Male","85","85","36130","35290"
"In post","2022","20-29","Cabinet Office","AA/AO","Female","95","90","21860","21050"
"In post","2022","20-29","Cabinet Office","AA/AO","Male","65","65","21590","21050"
"In post","2022","20-29","Cabinet Office","EO","Female","270","270","26450","27500"
"In post","2022","20-29","Cabinet Office","EO","Male","205","205","26510","27500"
"In post","2022","20-29","Cabinet Office","G6/G7","Female","255","255","56360","54700"
"In post","2022","20-29","Cabinet Office","G6/G7","Male","230","230","56530","54700"
"In post","2022","20-29","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","SEO/HEO","Female","1415","1415","31760","32000"
"In post","2022","20-29","Cabinet Office","SEO/HEO","Male","1020","1020","32260","32000"
"In post","2022","20-29","Chancellor's other departments","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","EO","Female","5","5","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","EO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","20-29","Charity Commission","AA/AO","Female","10","5","[c]","[c]"
"In post","2022","20-29","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","EO","Female","20","20","[c]","[c]"
"In post","2022","20-29","Charity Commission","EO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","20-29","Charity Commission","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","EO","Female","15","15","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","EO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","SEO/HEO","Female","35","35","35510","33610"
"In post","2022","20-29","Competition and Markets Authority","SEO/HEO","Male","30","30","35140","33360"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","Female","215","210","21140","21130"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","Male","155","155","20780","21130"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","EO","Female","295","290","26250","24650"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","EO","Male","270","270","26550","25490"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","Female","280","280","55020","53380"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","Male","305","305","55790","53380"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","860","860","36220","33880"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","795","795","36740","35600"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","EO","Female","75","70","26700","26180"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","EO","Male","40","40","26430","26180"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Female","110","110","53250","51730"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Male","100","100","54160","52840"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","245","245","35040","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","200","200","35010","34020"
"In post","2022","20-29","Department for Education","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","20-29","Department for Education","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","20-29","Department for Education","EO","Female","255","255","26050","25000"
"In post","2022","20-29","Department for Education","EO","Male","165","165","26110","25000"
"In post","2022","20-29","Department for Education","G6/G7","Female","185","185","53020","53420"
"In post","2022","20-29","Department for Education","G6/G7","Male","95","95","52700","53420"
"In post","2022","20-29","Department for Education","SEO/HEO","Female","660","655","34820","33610"
"In post","2022","20-29","Department for Education","SEO/HEO","Male","390","390","34670","36300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","AA/AO","Female","325","320","21780","21300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","AA/AO","Male","250","245","21710","21300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","EO","Female","355","355","25790","25010"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","EO","Male","230","230","26020","25100"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","G6/G7","Female","105","105","52890","52290"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","G6/G7","Male","80","75","52290","52290"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","675","670","33790","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","500","500","33420","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","EO","Female","75","75","26920","26250"
"In post","2022","20-29","Department for International Trade","EO","Male","70","70","27120","26250"
"In post","2022","20-29","Department for International Trade","G6/G7","Female","125","125","52500","51710"
"In post","2022","20-29","Department for International Trade","G6/G7","Male","110","110","53360","51970"
"In post","2022","20-29","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","SEO/HEO","Female","330","330","34930","32330"
"In post","2022","20-29","Department for International Trade","SEO/HEO","Male","315","315","35340","34980"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","AA/AO","Female","35","35","21480","21270"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","EO","Female","85","85","27310","27850"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","EO","Male","95","95","26930","27850"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","G6/G7","Female","120","115","53000","53130"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","G6/G7","Male","115","110","53650","53130"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","300","300","34940","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","265","265","34970","33210"
"In post","2022","20-29","Department for Transport","AA/AO","Female","470","435","21450","21840"
"In post","2022","20-29","Department for Transport","AA/AO","Male","405","400","22040","21840"
"In post","2022","20-29","Department for Transport","EO","Female","210","210","27370","26350"
"In post","2022","20-29","Department for Transport","EO","Male","215","210","27660","26350"
"In post","2022","20-29","Department for Transport","G6/G7","Female","100","95","55430","54110"
"In post","2022","20-29","Department for Transport","G6/G7","Male","105","105","55800","54110"
"In post","2022","20-29","Department for Transport","SEO/HEO","Female","350","350","36030","34710"
"In post","2022","20-29","Department for Transport","SEO/HEO","Male","405","405","36500","34710"
"In post","2022","20-29","Department for Work and Pensions","AA/AO","Female","2070","1980","21680","21260"
"In post","2022","20-29","Department for Work and Pensions","AA/AO","Male","1775","1760","21560","21260"
"In post","2022","20-29","Department for Work and Pensions","EO","Female","3655","3580","28400","27570"
"In post","2022","20-29","Department for Work and Pensions","EO","Male","2365","2355","28240","27570"
"In post","2022","20-29","Department for Work and Pensions","G6/G7","Female","65","65","53650","54070"
"In post","2022","20-29","Department for Work and Pensions","G6/G7","Male","85","85","55670","54430"
"In post","2022","20-29","Department for Work and Pensions","SEO/HEO","Female","520","520","34760","35000"
"In post","2022","20-29","Department for Work and Pensions","SEO/HEO","Male","500","500","35250","35310"
"In post","2022","20-29","Department of Health and Social Care","AA/AO","Female","220","200","21350","20400"
"In post","2022","20-29","Department of Health and Social Care","AA/AO","Male","115","105","21290","20400"
"In post","2022","20-29","Department of Health and Social Care","EO","Female","450","430","26100","26880"
"In post","2022","20-29","Department of Health and Social Care","EO","Male","220","210","26210","26880"
"In post","2022","20-29","Department of Health and Social Care","G6/G7","Female","265","265","54300","53360"
"In post","2022","20-29","Department of Health and Social Care","G6/G7","Male","160","160","54900","53360"
"In post","2022","20-29","Department of Health and Social Care","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","SEO/HEO","Female","965","950","34490","32790"
"In post","2022","20-29","Department of Health and Social Care","SEO/HEO","Male","475","470","34160","32790"
"In post","2022","20-29","Estyn","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","EO","Female","20","20","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","EO","Male","15","15","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","SEO/HEO","Female","70","70","34780","32350"
"In post","2022","20-29","Food Standards Agency","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","AA/AO","Female","80","80","25580","25000"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","AA/AO","Male","65","65","25460","25000"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","EO","Female","115","115","28650","29300"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","EO","Male","105","105","28650","28670"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","G6/G7","Female","65","65","51480","51500"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","G6/G7","Male","45","45","53480","54240"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","Female","435","435","36090","35700"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","Male","310","310","35580","35700"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Unknown","Female","10","10","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Unknown","Male","30","30","22710","22670"
"In post","2022","20-29","HM Land Registry","AA/AO","Female","335","325","22700","22600"
"In post","2022","20-29","HM Land Registry","AA/AO","Male","235","235","22610","22600"
"In post","2022","20-29","HM Land Registry","EO","Female","255","255","27370","27130"
"In post","2022","20-29","HM Land Registry","EO","Male","175","175","27910","27130"
"In post","2022","20-29","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Land Registry","SEO/HEO","Female","55","55","35720","33840"
"In post","2022","20-29","HM Land Registry","SEO/HEO","Male","65","65","36940","33840"
"In post","2022","20-29","HM Revenue and Customs","AA/AO","Female","2145","2025","21390","21250"
"In post","2022","20-29","HM Revenue and Customs","AA/AO","Male","2120","2065","21370","21250"
"In post","2022","20-29","HM Revenue and Customs","EO","Female","1830","1805","26920","26590"
"In post","2022","20-29","HM Revenue and Customs","EO","Male","1910","1900","26950","26820"
"In post","2022","20-29","HM Revenue and Customs","G6/G7","Female","240","240","57830","55210"
"In post","2022","20-29","HM Revenue and Customs","G6/G7","Male","290","290","57770","55210"
"In post","2022","20-29","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs","SEO/HEO","Female","1725","1715","35210","33370"
"In post","2022","20-29","HM Revenue and Customs","SEO/HEO","Male","1895","1890","35220","33370"
"In post","2022","20-29","HM Treasury","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","20-29","HM Treasury","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","20-29","HM Treasury","EO","Female","70","65","26200","26750"
"In post","2022","20-29","HM Treasury","EO","Male","40","40","25330","24300"
"In post","2022","20-29","HM Treasury","G6/G7","Female","150","145","53900","52500"
"In post","2022","20-29","HM Treasury","G6/G7","Male","170","170","54230","52530"
"In post","2022","20-29","HM Treasury","SEO/HEO","Female","280","275","33270","32320"
"In post","2022","20-29","HM Treasury","SEO/HEO","Male","310","310","33600","32320"
"In post","2022","20-29","Home Office","AA/AO","Female","755","720","22000","21680"
"In post","2022","20-29","Home Office","AA/AO","Male","685","665","21960","21680"
"In post","2022","20-29","Home Office","EO","Female","1320","1300","26250","24890"
"In post","2022","20-29","Home Office","EO","Male","1065","1065","26030","24890"
"In post","2022","20-29","Home Office","G6/G7","Female","165","165","58240","57430"
"In post","2022","20-29","Home Office","G6/G7","Male","115","115","58570","57430"
"In post","2022","20-29","Home Office","SEO/HEO","Female","790","785","36500","35050"
"In post","2022","20-29","Home Office","SEO/HEO","Male","645","640","36660","35050"
"In post","2022","20-29","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Home Office","Unknown","Male","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","AA/AO","Female","615","605","21870","21170"
"In post","2022","20-29","Ministry of Defence","AA/AO","Male","1040","1035","23660","22630"
"In post","2022","20-29","Ministry of Defence","EO","Female","875","865","25470","26350"
"In post","2022","20-29","Ministry of Defence","EO","Male","1080","1080","25120","26350"
"In post","2022","20-29","Ministry of Defence","G6/G7","Female","60","60","56420","58550"
"In post","2022","20-29","Ministry of Defence","G6/G7","Male","55","55","57230","58550"
"In post","2022","20-29","Ministry of Defence","SEO/HEO","Female","1295","1285","33950","33000"
"In post","2022","20-29","Ministry of Defence","SEO/HEO","Male","1840","1835","33660","33000"
"In post","2022","20-29","Ministry of Defence","Unknown","Female","180","180","27810","28680"
"In post","2022","20-29","Ministry of Defence","Unknown","Male","645","645","28540","28050"
"In post","2022","20-29","Ministry of Justice","AA/AO","Female","4955","4835","24050","23140"
"In post","2022","20-29","Ministry of Justice","AA/AO","Male","4150","4130","25300","24730"
"In post","2022","20-29","Ministry of Justice","EO","Female","985","975","27710","27070"
"In post","2022","20-29","Ministry of Justice","EO","Male","520","520","28790","28310"
"In post","2022","20-29","Ministry of Justice","G6/G7","Female","110","110","56400","54700"
"In post","2022","20-29","Ministry of Justice","G6/G7","Male","70","70","56530","54850"
"In post","2022","20-29","Ministry of Justice","SEO/HEO","Female","1115","1105","34380","34260"
"In post","2022","20-29","Ministry of Justice","SEO/HEO","Male","470","465","35440","34260"
"In post","2022","20-29","Ministry of Justice","Unknown","Female","2875","2820","25520","24090"
"In post","2022","20-29","Ministry of Justice","Unknown","Male","495","485","24910","24090"
"In post","2022","20-29","National Crime Agency","AA/AO","Female","60","55","22250","21050"
"In post","2022","20-29","National Crime Agency","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","20-29","National Crime Agency","EO","Female","400","400","33360","32770"
"In post","2022","20-29","National Crime Agency","EO","Male","245","245","33520","32770"
"In post","2022","20-29","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","SEO/HEO","Female","85","85","40130","40170"
"In post","2022","20-29","National Crime Agency","SEO/HEO","Male","50","50","41270","40170"
