"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","Female","110","105","40970","48080"
"In post","2022","Attorney General's Departments","South West (England)","Bristol, City of","Male","65","60","44920","48450"
"In post","2022","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Devon CC","Female","60","55","38760","34480"
"In post","2022","Attorney General's Departments","South West (England)","Devon CC","Male","45","45","41320","38090"
"In post","2022","Attorney General's Departments","South West (England)","Dorset","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Swindon","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South West (England)","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","Female","150","140","37400","32370"
"In post","2022","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","Male","75","75","46280","48080"
"In post","2022","Attorney General's Departments","Wales","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Flintshire and Wrexham","Female","55","50","39020","37890"
"In post","2022","Attorney General's Departments","Wales","Flintshire and Wrexham","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wales","Swansea","Female","55","50","39120","38000"
"In post","2022","Attorney General's Departments","Wales","Swansea","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Birmingham","Female","345","320","38890","34480"
"In post","2022","Attorney General's Departments","West Midlands (England)","Birmingham","Male","155","155","43560","48080"
"In post","2022","Attorney General's Departments","West Midlands (England)","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","Female","45","45","40850","38180"
"In post","2022","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Worcestershire CC","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Calderdale and Kirklees","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","Female","55","50","39590","33310"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","Male","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Leeds","Female","315","285","41260","41080"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Leeds","Male","145","145","46290","48830"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Sheffield","Female","100","90","33360","28430"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Sheffield","Male","40","35","39870","31460"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Wakefield","Female","40","40","34140","30130"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","Wakefield","Male","30","30","38330","30130"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","York","Female","100","95","39500","33310"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","York","Male","70","70","45160","38540"
"In post","2022","Cabinet Office","East Midlands (England)","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","Nottingham","Female","25","25","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","Nottingham","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Cambridgeshire CC","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Cambridgeshire CC","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Norwich and East Norfolk","Female","110","100","42930","39030"
"In post","2022","Cabinet Office","East of England","Norwich and East Norfolk","Male","115","110","41010","37300"
"In post","2022","Cabinet Office","East of England","Peterborough","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Peterborough","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Brent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Camden and City of London","Female","25","20","[c]","[c]"
"In post","2022","Cabinet Office","London","Camden and City of London","Male","50","50","57010","56340"
"In post","2022","Cabinet Office","London","Croydon","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","London","Croydon","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","London","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Lewisham and Southwark","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","London","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","London","Tower Hamlets","Female","550","535","49990","54700"
"In post","2022","Cabinet Office","London","Tower Hamlets","Male","535","530","54340","54700"
"In post","2022","Cabinet Office","London","Westminster","Female","2890","2835","46890","40600"
"In post","2022","Cabinet Office","London","Westminster","Male","2515","2505","52690","49700"
"In post","2022","Cabinet Office","North East (England)","Darlington","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","Darlington","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","Tyneside","Female","290","265","28030","24100"
"In post","2022","Cabinet Office","North East (England)","Tyneside","Male","175","170","31850","26570"
"In post","2022","Cabinet Office","North West (England)","Blackpool","Female","25","20","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Blackpool","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
