"Status","Year","Age","Disability","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Female","Heterosexual / straight","3785","3470","33120","29290"
"In post","2022","30-39","Declared disabled","Female","LGBO","780","750","33610","30360"
"In post","2022","30-39","Declared disabled","Female","Undeclared","395","370","34320","31060"
"In post","2022","30-39","Declared disabled","Female","Unknown","220","200","32280","27570"
"In post","2022","30-39","Declared disabled","Male","Heterosexual / straight","2705","2670","34030","30350"
"In post","2022","30-39","Declared disabled","Male","LGBO","555","545","35170","31060"
"In post","2022","30-39","Declared disabled","Male","Undeclared","315","305","33280","29360"
"In post","2022","30-39","Declared disabled","Male","Unknown","155","155","33730","30200"
"In post","2022","30-39","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Female","Heterosexual / straight","33090","30350","34710","30920"
"In post","2022","30-39","Declared non-disabled","Female","LGBO","2130","2080","34830","31180"
"In post","2022","30-39","Declared non-disabled","Female","Undeclared","1985","1830","35040","31420"
"In post","2022","30-39","Declared non-disabled","Female","Unknown","2780","2375","31340","27570"
"In post","2022","30-39","Declared non-disabled","Male","Heterosexual / straight","27165","26930","35880","32010"
"In post","2022","30-39","Declared non-disabled","Male","LGBO","2240","2220","37940","33300"
"In post","2022","30-39","Declared non-disabled","Male","Undeclared","1795","1775","36380","33000"
"In post","2022","30-39","Declared non-disabled","Male","Unknown","2210","2185","34650","31650"
"In post","2022","30-39","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Female","Heterosexual / straight","1375","1265","33400","29400"
"In post","2022","30-39","Undeclared","Female","LGBO","190","185","33670","31060"
"In post","2022","30-39","Undeclared","Female","Undeclared","745","695","35770","31990"
"In post","2022","30-39","Undeclared","Female","Unknown","245","210","29430","27570"
"In post","2022","30-39","Undeclared","Male","Heterosexual / straight","1100","1090","34310","30960"
"In post","2022","30-39","Undeclared","Male","LGBO","140","140","35950","31060"
"In post","2022","30-39","Undeclared","Male","Undeclared","1155","1145","37140","33370"
"In post","2022","30-39","Undeclared","Male","Unknown","210","205","33610","31650"
"In post","2022","30-39","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Female","Heterosexual / straight","2925","2730","37670","35000"
"In post","2022","30-39","Unknown","Female","LGBO","220","220","37230","33370"
"In post","2022","30-39","Unknown","Female","Undeclared","460","440","43540","40650"
"In post","2022","30-39","Unknown","Female","Unknown","8485","7910","33940","29550"
"In post","2022","30-39","Unknown","Male","Heterosexual / straight","2540","2520","38120","36200"
"In post","2022","30-39","Unknown","Male","LGBO","255","255","38940","36410"
"In post","2022","30-39","Unknown","Male","Undeclared","415","415","43190","40610"
"In post","2022","30-39","Unknown","Male","Unknown","8755","8670","34990","31540"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Female","Heterosexual / straight","6035","5425","33300","28200"
"In post","2022","40-49","Declared disabled","Female","LGBO","490","460","35890","31290"
"In post","2022","40-49","Declared disabled","Female","Undeclared","685","615","32050","27570"
"In post","2022","40-49","Declared disabled","Female","Unknown","475","400","30610","27570"
"In post","2022","40-49","Declared disabled","Male","Heterosexual / straight","3395","3325","34910","30730"
"In post","2022","40-49","Declared disabled","Male","LGBO","550","535","36030","31540"
"In post","2022","40-49","Declared disabled","Male","Undeclared","530","515","33480","29230"
"In post","2022","40-49","Declared disabled","Male","Unknown","315","305","32440","27570"
"In post","2022","40-49","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Female","Heterosexual / straight","35790","32395","36770","31630"
"In post","2022","40-49","Declared non-disabled","Female","LGBO","1275","1220","38110","32870"
"In post","2022","40-49","Declared non-disabled","Female","Undeclared","2960","2640","34660","29080"
"In post","2022","40-49","Declared non-disabled","Female","Unknown","4965","4150","32130","27570"
"In post","2022","40-49","Declared non-disabled","Male","Heterosexual / straight","27000","26725","39350","33520"
"In post","2022","40-49","Declared non-disabled","Male","LGBO","1520","1500","42200","35310"
"In post","2022","40-49","Declared non-disabled","Male","Undeclared","2335","2300","38070","33370"
"In post","2022","40-49","Declared non-disabled","Male","Unknown","3415","3355","36950","31990"
"In post","2022","40-49","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Female","Heterosexual / straight","1575","1430","34340","30210"
"In post","2022","40-49","Undeclared","Female","LGBO","110","105","36570","31650"
"In post","2022","40-49","Undeclared","Female","Undeclared","975","895","35620","32030"
"In post","2022","40-49","Undeclared","Female","Unknown","400","345","31400","27570"
"In post","2022","40-49","Undeclared","Male","Heterosexual / straight","1345","1335","35490","31900"
"In post","2022","40-49","Undeclared","Male","LGBO","120","120","37300","33350"
"In post","2022","40-49","Undeclared","Male","Undeclared","1510","1490","38330","33370"
"In post","2022","40-49","Undeclared","Male","Unknown","415","405","33210","31650"
"In post","2022","40-49","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Female","Heterosexual / straight","2535","2340","40340","36500"
"In post","2022","40-49","Unknown","Female","LGBO","100","100","40690","35000"
"In post","2022","40-49","Unknown","Female","Undeclared","465","425","44930","40650"
"In post","2022","40-49","Unknown","Female","Unknown","6475","5915","36920","30840"
"In post","2022","40-49","Unknown","Male","Heterosexual / straight","2255","2230","42140","39070"
"In post","2022","40-49","Unknown","Male","LGBO","120","120","41080","37500"
"In post","2022","40-49","Unknown","Male","Undeclared","415","410","45850","41070"
"In post","2022","40-49","Unknown","Male","Unknown","5940","5850","39280","33370"
"In post","2022","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Female","Heterosexual / straight","9285","8410","31760","27570"
"In post","2022","50-59","Declared disabled","Female","LGBO","385","360","32960","28260"
"In post","2022","50-59","Declared disabled","Female","Undeclared","1285","1145","30970","27570"
"In post","2022","50-59","Declared disabled","Female","Unknown","875","760","29650","27570"
"In post","2022","50-59","Declared disabled","Male","Heterosexual / straight","5500","5315","34490","30330"
"In post","2022","50-59","Declared disabled","Male","LGBO","555","535","35690","30980"
"In post","2022","50-59","Declared disabled","Male","Undeclared","910","875","34740","30780"
"In post","2022","50-59","Declared disabled","Male","Unknown","600","575","32250","28920"
"In post","2022","50-59","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Female","Heterosexual / straight","40660","37385","34130","28650"
"In post","2022","50-59","Declared non-disabled","Female","LGBO","975","920","36080","31020"
"In post","2022","50-59","Declared non-disabled","Female","Undeclared","4650","4205","32460","27570"
"In post","2022","50-59","Declared non-disabled","Female","Unknown","6845","5920","30530","27570"
"In post","2022","50-59","Declared non-disabled","Male","Heterosexual / straight","32670","32010","38890","33390"
"In post","2022","50-59","Declared non-disabled","Male","LGBO","1330","1300","39070","33080"
"In post","2022","50-59","Declared non-disabled","Male","Undeclared","3650","3555","37520","32660"
"In post","2022","50-59","Declared non-disabled","Male","Unknown","4885","4720","36570","31650"
"In post","2022","50-59","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Female","Heterosexual / straight","2105","1945","31280","27570"
"In post","2022","50-59","Undeclared","Female","LGBO","75","75","33110","31650"
"In post","2022","50-59","Undeclared","Female","Undeclared","1570","1450","33530","29300"
"In post","2022","50-59","Undeclared","Female","Unknown","505","455","30160","27570"
"In post","2022","50-59","Undeclared","Male","Heterosexual / straight","2155","2095","35110","31650"
"In post","2022","50-59","Undeclared","Male","LGBO","115","115","36630","31650"
"In post","2022","50-59","Undeclared","Male","Undeclared","2415","2350","37450","33440"
"In post","2022","50-59","Undeclared","Male","Unknown","840","795","33290","31650"
"In post","2022","50-59","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Female","Heterosexual / straight","2270","2105","38440","33300"
"In post","2022","50-59","Unknown","Female","LGBO","50","50","36190","30250"
"In post","2022","50-59","Unknown","Female","Undeclared","460","430","42940","38070"
"In post","2022","50-59","Unknown","Female","Unknown","5720","5200","35110","28310"
"In post","2022","50-59","Unknown","Male","Heterosexual / straight","2730","2655","40580","36500"
"In post","2022","50-59","Unknown","Male","LGBO","100","95","41400","35000"
"In post","2022","50-59","Unknown","Male","Undeclared","480","470","43840","40040"
"In post","2022","50-59","Unknown","Male","Unknown","6375","6150","38690","33680"
"In post","2022","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Female","Heterosexual / straight","2820","2240","28610","27570"
"In post","2022","60-64","Declared disabled","Female","LGBO","75","60","32640","27840"
"In post","2022","60-64","Declared disabled","Female","Undeclared","460","360","27500","26800"
"In post","2022","60-64","Declared disabled","Female","Unknown","285","215","26990","26400"
"In post","2022","60-64","Declared disabled","Male","Heterosexual / straight","1825","1560","32390","27960"
"In post","2022","60-64","Declared disabled","Male","LGBO","125","110","32280","27570"
"In post","2022","60-64","Declared disabled","Male","Undeclared","300","255","32660","28150"
"In post","2022","60-64","Declared disabled","Male","Unknown","230","185","31480","27570"
"In post","2022","60-64","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Female","Heterosexual / straight","10815","8750","30300","27570"
"In post","2022","60-64","Declared non-disabled","Female","LGBO","190","155","32170","27570"
"In post","2022","60-64","Declared non-disabled","Female","Undeclared","1470","1145","28790","26780"
"In post","2022","60-64","Declared non-disabled","Female","Unknown","2175","1635","28070","26820"
"In post","2022","60-64","Declared non-disabled","Male","Heterosexual / straight","9365","8225","35630","31020"
"In post","2022","60-64","Declared non-disabled","Male","LGBO","285","250","35190","29200"
"In post","2022","60-64","Declared non-disabled","Male","Undeclared","1140","965","35470","31490"
"In post","2022","60-64","Declared non-disabled","Male","Unknown","1495","1235","35460","30100"
"In post","2022","60-64","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Female","Heterosexual / straight","595","495","27770","25710"
"In post","2022","60-64","Undeclared","Female","LGBO","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Female","Undeclared","470","385","30830","27570"
"In post","2022","60-64","Undeclared","Female","Unknown","125","95","27820","26810"
"In post","2022","60-64","Undeclared","Male","Heterosexual / straight","650","550","32870","30720"
"In post","2022","60-64","Undeclared","Male","LGBO","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Male","Undeclared","625","530","35320","32570"
"In post","2022","60-64","Undeclared","Male","Unknown","280","205","31650","31650"
"In post","2022","60-64","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Female","Heterosexual / straight","525","425","31140","26820"
"In post","2022","60-64","Unknown","Female","LGBO","10","5","[c]","[c]"
"In post","2022","60-64","Unknown","Female","Undeclared","110","95","39740","33120"
"In post","2022","60-64","Unknown","Female","Unknown","1475","1200","30680","25330"
"In post","2022","60-64","Unknown","Male","Heterosexual / straight","715","620","37280","35000"
"In post","2022","60-64","Unknown","Male","LGBO","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","Male","Undeclared","130","120","42810","35980"
"In post","2022","60-64","Unknown","Male","Unknown","1730","1500","35930","32230"
"In post","2022","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Female","Heterosexual / straight","755","565","27910","26120"
"In post","2022","65+","Declared disabled","Female","LGBO","20","15","[c]","[c]"
"In post","2022","65+","Declared disabled","Female","Undeclared","125","85","26630","24730"
"In post","2022","65+","Declared disabled","Female","Unknown","95","65","26530","25110"
"In post","2022","65+","Declared disabled","Male","Heterosexual / straight","665","515","31140","27570"
"In post","2022","65+","Declared disabled","Male","LGBO","30","25","[c]","[c]"
"In post","2022","65+","Declared disabled","Male","Undeclared","100","85","29240","27570"
"In post","2022","65+","Declared disabled","Male","Unknown","80","60","31120","27200"
"In post","2022","65+","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Female","Heterosexual / straight","2870","2160","28250","25480"
"In post","2022","65+","Declared non-disabled","Female","LGBO","55","40","28190","25120"
"In post","2022","65+","Declared non-disabled","Female","Undeclared","440","325","28740","26400"
"In post","2022","65+","Declared non-disabled","Female","Unknown","620","440","27460","25670"
"In post","2022","65+","Declared non-disabled","Male","Heterosexual / straight","3265","2645","33890","28920"
"In post","2022","65+","Declared non-disabled","Male","LGBO","90","70","31670","27570"
"In post","2022","65+","Declared non-disabled","Male","Undeclared","455","350","34370","28780"
"In post","2022","65+","Declared non-disabled","Male","Unknown","580","430","34400","27870"
"In post","2022","65+","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Female","Heterosexual / straight","145","110","27190","26000"
"In post","2022","65+","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Female","Undeclared","120","85","28620","25110"
"In post","2022","65+","Undeclared","Female","Unknown","45","30","26160","24310"
"In post","2022","65+","Undeclared","Male","Heterosexual / straight","225","185","31330","27050"
"In post","2022","65+","Undeclared","Male","LGBO","10","5","[c]","[c]"
"In post","2022","65+","Undeclared","Male","Undeclared","185","150","35360","32700"
"In post","2022","65+","Undeclared","Male","Unknown","120","85","27730","26820"
"In post","2022","65+","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Female","Heterosexual / straight","160","125","32160","27460"
"In post","2022","65+","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Female","Undeclared","35","30","35050","27830"
"In post","2022","65+","Unknown","Female","Unknown","420","310","33120","26400"
"In post","2022","65+","Unknown","Male","Heterosexual / straight","235","190","32820","27140"
"In post","2022","65+","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Male","Undeclared","55","45","47930","39070"
"In post","2022","65+","Unknown","Male","Unknown","585","450","34680","29950"
"In post","2022","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
