"Status","Year","Age","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Tax","Outside London","10","5","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","London","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Outside London","240","230","21440","21250"
"In post","2022","16-19","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Policy","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","Outside London","45","45","17780","17140"
"In post","2022","16-19","Unknown","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tax","Outside London","35","35","21410","21250"
"In post","2022","16-19","Unknown","Unknown","London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Outside London","40","40","22450","21250"
"In post","2022","16-19","White","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","White","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","White","Economics","London","10","10","[c]","[c]"
"In post","2022","16-19","White","Economics","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","White","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Operational Delivery","London","20","20","[c]","[c]"
"In post","2022","16-19","White","Operational Delivery","Outside London","310","295","22060","21260"
"In post","2022","16-19","White","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Other","Outside London","40","40","21250","21260"
"In post","2022","16-19","White","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Policy","London","5","5","[c]","[c]"
"In post","2022","16-19","White","Policy","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","White","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Property","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","Science and Engineering","Outside London","65","65","18770","18030"
"In post","2022","16-19","White","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Security","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","White","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Tax","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Outside London","35","35","22050","21050"
"In post","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","London","35","35","34030","34360"
"In post","2022","20-29","Asian","Commercial","Outside London","35","35","29480","29360"
"In post","2022","20-29","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","London","35","35","32180","33210"
"In post","2022","20-29","Asian","Communications","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","London","50","50","27490","25110"
"In post","2022","20-29","Asian","Counter Fraud","Outside London","45","45","26720","27570"
"In post","2022","20-29","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data and Technology","London","110","110","36680","35050"
"In post","2022","20-29","Asian","Digital, Data and Technology","Outside London","135","130","31020","30210"
"In post","2022","20-29","Asian","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Economics","London","105","105","37220","34040"
"In post","2022","20-29","Asian","Economics","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","London","85","85","38070","36020"
"In post","2022","20-29","Asian","Finance","Outside London","90","90","30290","29360"
"In post","2022","20-29","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","London","60","60","34430","32790"
"In post","2022","20-29","Asian","Human Resources","Outside London","35","35","29300","27570"
"In post","2022","20-29","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Intelligence Analysis","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","International Trade","London","35","35","36480","34170"
"In post","2022","20-29","Asian","International Trade","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Knowledge and Information Management","London","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Legal","London","55","55","39630","37930"
"In post","2022","20-29","Asian","Legal","Outside London","65","65","33410","30450"
"In post","2022","20-29","Asian","Medicine","London","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Operational Delivery","London","940","920","30280","31060"
"In post","2022","20-29","Asian","Operational Delivery","Outside London","2315","2240","24800","24430"
"In post","2022","20-29","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Operational Delivery","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Operational Research","London","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Other","London","185","185","31050","31060"
"In post","2022","20-29","Asian","Other","Outside London","125","125","24060","21260"
"In post","2022","20-29","Asian","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Policy","London","595","595","38420","35050"
"In post","2022","20-29","Asian","Policy","Outside London","120","120","31370","30090"
"In post","2022","20-29","Asian","Policy","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Project Delivery","London","95","95","35350","34260"
"In post","2022","20-29","Asian","Project Delivery","Outside London","55","50","32090","30730"
"In post","2022","20-29","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Property","London","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Property","Outside London","40","40","29640","29360"
"In post","2022","20-29","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Psychology","London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Psychology","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Science and Engineering","London","55","55","33480","32650"
"In post","2022","20-29","Asian","Science and Engineering","Outside London","105","105","28870","28170"
"In post","2022","20-29","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Security","London","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Security","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Social Research","London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Social Research","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Statistics","London","40","40","37570","37930"
"In post","2022","20-29","Asian","Statistics","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Tax","London","105","105","40420","37610"
"In post","2022","20-29","Asian","Tax","Outside London","445","435","27400","26590"
"In post","2022","20-29","Asian","Unknown","London","215","215","37250","34550"
"In post","2022","20-29","Asian","Unknown","Outside London","210","205","26990","26590"
"In post","2022","20-29","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Commercial","London","15","15","[c]","[c]"
"In post","2022","20-29","Black","Commercial","Outside London","15","15","[c]","[c]"
"In post","2022","20-29","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Communications","London","25","25","[c]","[c]"
"In post","2022","20-29","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Counter Fraud","London","15","15","[c]","[c]"
"In post","2022","20-29","Black","Counter Fraud","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Digital, Data and Technology","London","45","45","34480","33760"
"In post","2022","20-29","Black","Digital, Data and Technology","Outside London","30","30","32140","31470"
"In post","2022","20-29","Black","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
