"Status","Year","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Unknown","South West (England)","110","100","34120","29080"
"In post","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Wales","55","45","30760","27130"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","75","70","29750","27570"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","65","60","30650","26780"
"In post","2022","Declared disabled","White","East Midlands (England)","2405","2205","29460","27570"
"In post","2022","Declared disabled","White","East of England","2245","2050","30280","27570"
"In post","2022","Declared disabled","White","London","5855","5610","44240","39000"
"In post","2022","Declared disabled","White","North East (England)","3510","3105","28200","26820"
"In post","2022","Declared disabled","White","North West (England)","6670","6035","29340","27570"
"In post","2022","Declared disabled","White","Northern Ireland","320","300","29240","26820"
"In post","2022","Declared disabled","White","Overseas","185","185","48400","51500"
"In post","2022","Declared disabled","White","Scotland","4300","3935","31350","27570"
"In post","2022","Declared disabled","White","South East (England)","4045","3710","30690","27570"
"In post","2022","Declared disabled","White","South West (England)","4400","4070","32420","28420"
"In post","2022","Declared disabled","White","Unknown","95","90","33070","27570"
"In post","2022","Declared disabled","White","Wales","3515","3155","29390","26820"
"In post","2022","Declared disabled","White","West Midlands (England)","3005","2735","30160","27570"
"In post","2022","Declared disabled","White","Yorkshire and The Humber","3710","3360","30980","27570"
"In post","2022","Declared non-disabled","Asian","East Midlands (England)","1530","1400","28320","26820"
"In post","2022","Declared non-disabled","Asian","East of England","925","845","30400","27570"
"In post","2022","Declared non-disabled","Asian","London","11505","10905","38010","33400"
"In post","2022","Declared non-disabled","Asian","North East (England)","475","440","29740","26820"
"In post","2022","Declared non-disabled","Asian","North West (England)","2530","2355","28750","26820"
"In post","2022","Declared non-disabled","Asian","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","115","115","44590","38450"
"In post","2022","Declared non-disabled","Asian","Scotland","565","535","32500","27570"
"In post","2022","Declared non-disabled","Asian","South East (England)","1190","1100","30560","28350"
"In post","2022","Declared non-disabled","Asian","South West (England)","725","690","34840","32010"
"In post","2022","Declared non-disabled","Asian","Unknown","130","115","28650","27570"
"In post","2022","Declared non-disabled","Asian","Wales","470","450","31100","26820"
"In post","2022","Declared non-disabled","Asian","West Midlands (England)","3810","3570","28600","27130"
"In post","2022","Declared non-disabled","Asian","Yorkshire and The Humber","2330","2160","28880","27570"
"In post","2022","Declared non-disabled","Black","East Midlands (England)","470","445","28220","26780"
"In post","2022","Declared non-disabled","Black","East of England","490","470","30560","29290"
"In post","2022","Declared non-disabled","Black","London","7985","7730","35210","31170"
"In post","2022","Declared non-disabled","Black","North East (England)","140","130","28810","26820"
"In post","2022","Declared non-disabled","Black","North West (England)","755","725","29230","27570"
"In post","2022","Declared non-disabled","Black","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Overseas","50","50","43650","38570"
"In post","2022","Declared non-disabled","Black","Scotland","250","240","30510","27230"
"In post","2022","Declared non-disabled","Black","South East (England)","735","705","30870","29290"
"In post","2022","Declared non-disabled","Black","South West (England)","465","450","32740","31350"
"In post","2022","Declared non-disabled","Black","Unknown","45","45","33730","31060"
"In post","2022","Declared non-disabled","Black","Wales","190","180","30150","27570"
"In post","2022","Declared non-disabled","Black","West Midlands (England)","1075","1015","28580","27570"
"In post","2022","Declared non-disabled","Black","Yorkshire and The Humber","480","460","29240","27570"
"In post","2022","Declared non-disabled","Mixed","East Midlands (England)","290","270","30560","27120"
"In post","2022","Declared non-disabled","Mixed","East of England","320","305","31190","28550"
"In post","2022","Declared non-disabled","Mixed","London","2620","2540","41850","37100"
"In post","2022","Declared non-disabled","Mixed","North East (England)","185","170","29440","27130"
"In post","2022","Declared non-disabled","Mixed","North West (England)","625","590","30570","26820"
"In post","2022","Declared non-disabled","Mixed","Northern Ireland","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Overseas","85","85","49450","49370"
"In post","2022","Declared non-disabled","Mixed","Scotland","225","215","35370","28980"
"In post","2022","Declared non-disabled","Mixed","South East (England)","540","520","31560","28330"
"In post","2022","Declared non-disabled","Mixed","South West (England)","495","465","33520","29730"
"In post","2022","Declared non-disabled","Mixed","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Wales","300","285","32040","27570"
"In post","2022","Declared non-disabled","Mixed","West Midlands (England)","480","455","29790","27570"
"In post","2022","Declared non-disabled","Mixed","Yorkshire and The Humber","405","380","31780","27570"
"In post","2022","Declared non-disabled","Other ethnicity","East Midlands (England)","50","50","32430","27570"
"In post","2022","Declared non-disabled","Other ethnicity","East of England","80","75","31010","27570"
"In post","2022","Declared non-disabled","Other ethnicity","London","945","905","40450","35050"
"In post","2022","Declared non-disabled","Other ethnicity","North East (England)","35","30","32120","24090"
"In post","2022","Declared non-disabled","Other ethnicity","North West (England)","125","115","30680","27570"
"In post","2022","Declared non-disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Overseas","30","30","47480","41350"
"In post","2022","Declared non-disabled","Other ethnicity","Scotland","75","70","33670","27570"
"In post","2022","Declared non-disabled","Other ethnicity","South East (England)","135","130","31690","28000"
"In post","2022","Declared non-disabled","Other ethnicity","South West (England)","120","115","33020","29000"
"In post","2022","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Wales","80","80","32640","29430"
"In post","2022","Declared non-disabled","Other ethnicity","West Midlands (England)","125","120","30170","26610"
"In post","2022","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","85","80","33170","27570"
"In post","2022","Declared non-disabled","Undeclared","East Midlands (England)","405","370","30040","27570"
"In post","2022","Declared non-disabled","Undeclared","East of England","480","435","30350","28200"
"In post","2022","Declared non-disabled","Undeclared","London","2070","1955","40790","35200"
"In post","2022","Declared non-disabled","Undeclared","North East (England)","415","380","29870","27130"
"In post","2022","Declared non-disabled","Undeclared","North West (England)","970","875","30270","27570"
"In post","2022","Declared non-disabled","Undeclared","Northern Ireland","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Overseas","70","70","44280","39970"
"In post","2022","Declared non-disabled","Undeclared","Scotland","615","565","32850","27570"
"In post","2022","Declared non-disabled","Undeclared","South East (England)","1015","930","34290","30830"
"In post","2022","Declared non-disabled","Undeclared","South West (England)","1125","1055","36580","35070"
"In post","2022","Declared non-disabled","Undeclared","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Wales","525","480","31630","27570"
"In post","2022","Declared non-disabled","Undeclared","West Midlands (England)","630","560","29290","27570"
"In post","2022","Declared non-disabled","Undeclared","Yorkshire and The Humber","685","630","31260","27570"
"In post","2022","Declared non-disabled","Unknown","East Midlands (England)","445","400","30590","27570"
"In post","2022","Declared non-disabled","Unknown","East of England","405","370","31120","28100"
"In post","2022","Declared non-disabled","Unknown","London","1495","1425","43510","36650"
"In post","2022","Declared non-disabled","Unknown","North East (England)","665","600","27910","24920"
"In post","2022","Declared non-disabled","Unknown","North West (England)","1385","1270","28030","25700"
"In post","2022","Declared non-disabled","Unknown","Northern Ireland","35","35","29650","28840"
"In post","2022","Declared non-disabled","Unknown","Overseas","50","50","49100","52870"
"In post","2022","Declared non-disabled","Unknown","Scotland","725","660","28690","23740"
"In post","2022","Declared non-disabled","Unknown","South East (England)","785","725","32110","29230"
"In post","2022","Declared non-disabled","Unknown","South West (England)","1110","1040","32300","29170"
"In post","2022","Declared non-disabled","Unknown","Unknown","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Wales","615","560","32550","27570"
"In post","2022","Declared non-disabled","Unknown","West Midlands (England)","725","670","30140","27570"
"In post","2022","Declared non-disabled","Unknown","Yorkshire and The Humber","700","645","32430","27570"
"In post","2022","Declared non-disabled","White","East Midlands (England)","12080","11220","31440","27570"
"In post","2022","Declared non-disabled","White","East of England","12830","11955","31390","28700"
"In post","2022","Declared non-disabled","White","London","40750","39240","48310","43560"
"In post","2022","Declared non-disabled","White","North East (England)","20095","18255","30270","27570"
"In post","2022","Declared non-disabled","White","North West (England)","36350","33685","30980","27570"
"In post","2022","Declared non-disabled","White","Northern Ireland","2465","2340","30170","26820"
"In post","2022","Declared non-disabled","White","Overseas","1950","1940","49660","49370"
"In post","2022","Declared non-disabled","White","Scotland","26995","25245","33880","27570"
"In post","2022","Declared non-disabled","White","South East (England)","24310","22675","32680","29260"
"In post","2022","Declared non-disabled","White","South West (England)","29260","27525","35260","32010"
"In post","2022","Declared non-disabled","White","Unknown","605","580","34320","30490"
"In post","2022","Declared non-disabled","White","Wales","24130","22350","32590","27570"
"In post","2022","Declared non-disabled","White","West Midlands (England)","15320","14210","32070","27570"
"In post","2022","Declared non-disabled","White","Yorkshire and The Humber","21390","19735","32720","27570"
"In post","2022","Undeclared","Asian","East Midlands (England)","75","65","29620","27570"
"In post","2022","Undeclared","Asian","East of England","35","30","27800","27550"
"In post","2022","Undeclared","Asian","London","600","570","38230","33570"
"In post","2022","Undeclared","Asian","North East (England)","20","20","[c]","[c]"
"In post","2022","Undeclared","Asian","North West (England)","155","145","29060","27570"
"In post","2022","Undeclared","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Scotland","20","20","[c]","[c]"
"In post","2022","Undeclared","Asian","South East (England)","80","70","30920","28130"
"In post","2022","Undeclared","Asian","South West (England)","40","40","33850","31390"
"In post","2022","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Wales","15","15","[c]","[c]"
"In post","2022","Undeclared","Asian","West Midlands (England)","195","185","27480","27570"
"In post","2022","Undeclared","Asian","Yorkshire and The Humber","120","110","28910","27570"
"In post","2022","Undeclared","Black","East Midlands (England)","30","30","28380","27570"
"In post","2022","Undeclared","Black","East of England","25","25","[c]","[c]"
"In post","2022","Undeclared","Black","London","500","475","34470","32000"
"In post","2022","Undeclared","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","North West (England)","35","30","28670","27570"
"In post","2022","Undeclared","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Scotland","5","5","[c]","[c]"
"In post","2022","Undeclared","Black","South East (England)","50","45","30780","29290"
"In post","2022","Undeclared","Black","South West (England)","20","20","[c]","[c]"
"In post","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Wales","5","5","[c]","[c]"
"In post","2022","Undeclared","Black","West Midlands (England)","60","60","30110","27570"
"In post","2022","Undeclared","Black","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","Undeclared","Mixed","East Midlands (England)","25","20","[c]","[c]"
"In post","2022","Undeclared","Mixed","East of England","25","25","[c]","[c]"
"In post","2022","Undeclared","Mixed","London","160","150","41290","35090"
"In post","2022","Undeclared","Mixed","North East (England)","15","15","[c]","[c]"
"In post","2022","Undeclared","Mixed","North West (England)","45","45","27660","25640"
"In post","2022","Undeclared","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","Mixed","Scotland","15","10","[c]","[c]"
"In post","2022","Undeclared","Mixed","South East (England)","50","45","32090","29290"
"In post","2022","Undeclared","Mixed","South West (England)","35","35","37120","36970"
"In post","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Wales","15","15","[c]","[c]"
"In post","2022","Undeclared","Mixed","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","Undeclared","Mixed","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","East of England","10","10","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","London","50","45","38110","34500"
"In post","2022","Undeclared","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","North West (England)","10","10","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","South East (England)","15","15","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","South West (England)","10","10","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Wales","10","10","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2022","Undeclared","Undeclared","East Midlands (England)","350","330","33170","31650"
"In post","2022","Undeclared","Undeclared","East of England","395","375","32830","31220"
"In post","2022","Undeclared","Undeclared","London","1545","1495","44910","40600"
"In post","2022","Undeclared","Undeclared","North East (England)","445","410","32320","27570"
"In post","2022","Undeclared","Undeclared","North West (England)","810","760","33710","30860"
"In post","2022","Undeclared","Undeclared","Northern Ireland","45","45","30490","28920"
"In post","2022","Undeclared","Undeclared","Overseas","75","75","46400","41900"
"In post","2022","Undeclared","Undeclared","Scotland","400","370","34400","28760"
"In post","2022","Undeclared","Undeclared","South East (England)","800","755","33590","31650"
"In post","2022","Undeclared","Undeclared","South West (England)","795","760","37430","34400"
"In post","2022","Undeclared","Undeclared","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Wales","460","435","34710","30900"
"In post","2022","Undeclared","Undeclared","West Midlands (England)","410","380","33480","28920"
"In post","2022","Undeclared","Undeclared","Yorkshire and The Humber","520","490","33150","30820"
"In post","2022","Undeclared","Unknown","East Midlands (England)","75","65","29960","29700"
"In post","2022","Undeclared","Unknown","East of England","60","55","31010","29290"
"In post","2022","Undeclared","Unknown","London","245","235","40500","36710"
"In post","2022","Undeclared","Unknown","North East (England)","80","70","29280","27570"
"In post","2022","Undeclared","Unknown","North West (England)","170","155","30500","28920"
"In post","2022","Undeclared","Unknown","Northern Ireland","10","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Overseas","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scotland","45","40","31120","27570"
"In post","2022","Undeclared","Unknown","South East (England)","110","100","33270","31650"
"In post","2022","Undeclared","Unknown","South West (England)","105","95","32590","31650"
"In post","2022","Undeclared","Unknown","Wales","55","50","29420","26260"
"In post","2022","Undeclared","Unknown","West Midlands (England)","80","75","30450","27570"
"In post","2022","Undeclared","Unknown","Yorkshire and The Humber","75","70","31360","28920"
"In post","2022","Undeclared","White","East Midlands (England)","960","890","30150","27570"
"In post","2022","Undeclared","White","East of England","1035","950","31280","30200"
"In post","2022","Undeclared","White","London","2245","2170","44880","40050"
"In post","2022","Undeclared","White","North East (England)","1250","1130","30050","27570"
"In post","2022","Undeclared","White","North West (England)","2265","2085","29790","27570"
"In post","2022","Undeclared","White","Northern Ireland","160","155","29510","26820"
"In post","2022","Undeclared","White","Overseas","65","65","46880","42130"
"In post","2022","Undeclared","White","Scotland","1050","980","31100","27570"
"In post","2022","Undeclared","White","South East (England)","1970","1820","31470","30700"
"In post","2022","Undeclared","White","South West (England)","1600","1490","33520","31610"
"In post","2022","Undeclared","White","Unknown","30","30","38130","30170"
"In post","2022","Undeclared","White","Wales","1345","1230","29440","27480"
"In post","2022","Undeclared","White","West Midlands (England)","1165","1080","30330","27570"
"In post","2022","Undeclared","White","Yorkshire and The Humber","1475","1355","31740","30870"
"In post","2022","Unknown","Asian","East Midlands (England)","125","115","30730","26850"
"In post","2022","Unknown","Asian","East of England","90","90","44210","37000"
"In post","2022","Unknown","Asian","London","1305","1260","41650","37700"
"In post","2022","Unknown","Asian","North East (England)","45","45","31690","27220"
"In post","2022","Unknown","Asian","North West (England)","245","235","32120","29360"
"In post","2022","Unknown","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Overseas","40","35","[c]","[c]"
"In post","2022","Unknown","Asian","Scotland","90","85","34710","31390"
"In post","2022","Unknown","Asian","South East (England)","150","140","32030","27570"
"In post","2022","Unknown","Asian","South West (England)","65","65","38530","33370"
"In post","2022","Unknown","Asian","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Wales","65","60","31230","26820"
"In post","2022","Unknown","Asian","West Midlands (England)","375","360","32560","28840"
"In post","2022","Unknown","Asian","Yorkshire and The Humber","235","225","30740","26820"
"In post","2022","Unknown","Black","East Midlands (England)","35","30","31890","26820"
"In post","2022","Unknown","Black","East of England","30","30","38270","29660"
"In post","2022","Unknown","Black","London","665","650","38660","35010"
"In post","2022","Unknown","Black","North East (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Black","North West (England)","75","75","33670","30820"
"In post","2022","Unknown","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Scotland","35","30","38240","35540"
"In post","2022","Unknown","Black","South East (England)","50","45","29560","26820"
"In post","2022","Unknown","Black","South West (England)","40","35","36010","33000"
"In post","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Wales","20","20","[c]","[c]"
"In post","2022","Unknown","Black","West Midlands (England)","90","90","35330","28840"
"In post","2022","Unknown","Black","Yorkshire and The Humber","50","45","33520","27240"
"In post","2022","Unknown","Mixed","East Midlands (England)","25","25","[c]","[c]"
"In post","2022","Unknown","Mixed","East of England","30","30","33730","32540"
"In post","2022","Unknown","Mixed","London","325","315","43570","40050"
"In post","2022","Unknown","Mixed","North East (England)","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","North West (England)","50","50","31670","28200"
"In post","2022","Unknown","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Overseas","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Scotland","40","35","37660","34460"
"In post","2022","Unknown","Mixed","South East (England)","50","50","34560","31720"
"In post","2022","Unknown","Mixed","South West (England)","45","45","34660","32540"
"In post","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Wales","45","45","35850","36470"
"In post","2022","Unknown","Mixed","West Midlands (England)","50","50","32340","30660"
"In post","2022","Unknown","Mixed","Yorkshire and The Humber","35","30","33860","28200"
"In post","2022","Unknown","Other ethnicity","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","East of England","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","London","140","135","44910","40170"
"In post","2022","Unknown","Other ethnicity","North East (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","North West (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Scotland","15","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","South East (England)","15","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","South West (England)","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Wales","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Midlands (England)","70","65","37230","33080"
"In post","2022","Unknown","Undeclared","East of England","80","75","40420","34520"
"In post","2022","Unknown","Undeclared","London","400","380","46250","40810"
"In post","2022","Unknown","Undeclared","North East (England)","80","75","33130","28060"
"In post","2022","Unknown","Undeclared","North West (England)","165","155","33730","32070"
"In post","2022","Unknown","Undeclared","Northern Ireland","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Overseas","80","80","53620","53470"
"In post","2022","Unknown","Undeclared","Scotland","430","395","36090","35000"
"In post","2022","Unknown","Undeclared","South East (England)","145","135","37540","34520"
"In post","2022","Unknown","Undeclared","South West (England)","170","160","41510","38710"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wales","165","160","37300","33370"
"In post","2022","Unknown","Undeclared","West Midlands (England)","95","90","36900","29360"
"In post","2022","Unknown","Undeclared","Yorkshire and The Humber","90","80","33920","29790"
"In post","2022","Unknown","Unknown","East Midlands (England)","2290","2180","28290","26470"
"In post","2022","Unknown","Unknown","East of England","1785","1690","29460","26350"
"In post","2022","Unknown","Unknown","London","14780","14475","43250","37610"
"In post","2022","Unknown","Unknown","North East (England)","3765","3515","28040","24880"
"In post","2022","Unknown","Unknown","North West (England)","6850","6540","29300","26590"
"In post","2022","Unknown","Unknown","Northern Ireland","760","730","27610","24880"
"In post","2022","Unknown","Unknown","Overseas","455","455","49250","46600"
"In post","2022","Unknown","Unknown","Scotland","9725","9185","31550","27230"
"In post","2022","Unknown","Unknown","South East (England)","3575","3340","30490","26840"
"In post","2022","Unknown","Unknown","South West (England)","3060","2920","32030","27130"
"In post","2022","Unknown","Unknown","Unknown","2195","2180","37120","32700"
