"Status","Year","Function_of_post","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AO","Male","15","10","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","60","55","25210","25010"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","45","45","25390","25010"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G7","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G7","Male","45","45","49100","48080"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","HEO","Female","70","65","29830","29750"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","HEO","Male","65","65","29880","29750"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO","Female","55","50","36870","36580"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO","Male","60","55","37410","36580"
"In post","2022","Analysis","Companies House","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Companies House","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","SEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","G6","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","G6","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","G7","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","G7","Male","30","30","57000","56360"
"In post","2022","Analysis","Competition and Markets Authority","HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Defence Electronics and Components Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Electronics and Components Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","AO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","G7","Female","45","40","48580","47010"
"In post","2022","Analysis","Defence Science and Technology Laboratory","G7","Male","160","155","50910","47060"
"In post","2022","Analysis","Defence Science and Technology Laboratory","HEO","Female","55","50","30240","29230"
"In post","2022","Analysis","Defence Science and Technology Laboratory","HEO","Male","85","80","30120","29230"
"In post","2022","Analysis","Defence Science and Technology Laboratory","SEO","Female","50","45","39210","38070"
"In post","2022","Analysis","Defence Science and Technology Laboratory","SEO","Male","100","100","39280","38070"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Male","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Female","35","35","35470","33880"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Male","85","85","35900","34690"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","G6","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","G6","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","G7","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","G7","Male","45","45","55950","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","HEO","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","HEO","Male","35","35","37650","38020"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","G6","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","G6","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","G7","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","G7","Male","30","30","51900","50630"
"In post","2022","Analysis","Department for Education (excl. agencies)","HEO","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","HEO","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","SEO","Female","45","40","42690","42220"
"In post","2022","Analysis","Department for Education (excl. agencies)","SEO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","EO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","EO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","G6","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","G6","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","G7","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","G7","Male","60","60","53300","51970"
"In post","2022","Analysis","Department for International Trade","HEO","Female","35","35","31780","31800"
"In post","2022","Analysis","Department for International Trade","HEO","Male","50","50","32290","31800"
"In post","2022","Analysis","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","SEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","SEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","Female","30","30","54140","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","Male","55","55","54660","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","Male","35","35","32240","33210"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","AO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","EO","Male","20","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","G6","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","G6","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","G7","Female","50","50","54840","54650"
"In post","2022","Analysis","Department for Transport (excl. agencies)","G7","Male","70","70","55320","54760"
"In post","2022","Analysis","Department for Transport (excl. agencies)","HEO","Female","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","HEO","Male","45","45","33790","34710"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SEO","Female","30","30","42280","42470"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SEO","Male","30","30","42860","42470"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","AO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","AO","Male","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","EO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","EO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G6","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G6","Male","25","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G7","Female","75","65","55690","52150"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G7","Male","75","70","56930","57230"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","HEO","Female","100","100","35150","35000"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","HEO","Male","105","105","34530","35000"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO","Female","65","60","38990","37490"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO","Male","60","60","38790","37420"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6","Female","45","45","66910","66230"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6","Male","30","30","66910","66230"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G7","Female","95","90","53790","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G7","Male","85","85","53480","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","HEO","Female","30","30","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","HEO","Male","30","30","31800","32790"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO","Female","30","30","39950","40650"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO","Male","15","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AO","Female","15","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","HEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","SEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","HEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","SEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","SEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G7","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","AO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","G6","Female","40","35","84620","78140"
"In post","2022","Analysis","Government Actuary's Department","G6","Male","55","50","98190","90170"
"In post","2022","Analysis","Government Actuary's Department","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","G7","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","HEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","HEO","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","SEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","G7","Female","10","10","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","HEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","SEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","SEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","AO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","EO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","EO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","G6","Female","15","15","[c]","[c]"
