"Status","Year","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","London","Male","4310","[c]","43790","36660"
"Leaver CS","2022","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Female","1525","[c]","27710","22160"
"Leaver CS","2022","North East (England)","Male","1030","[c]","28260","21720"
"Leaver CS","2022","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Female","2555","[c]","28160","25040"
"Leaver CS","2022","North West (England)","Male","2075","[c]","30160","26130"
"Leaver CS","2022","Northern Ireland","Female","115","[c]","27510","22580"
"Leaver CS","2022","Northern Ireland","Male","140","[c]","28300","23500"
"Leaver CS","2022","Overseas","Female","60","[c]","42810","40830"
"Leaver CS","2022","Overseas","Male","80","[c]","52240","46600"
"Leaver CS","2022","Scotland","Female","1895","[c]","30180","27230"
"Leaver CS","2022","Scotland","Male","1845","[c]","33640","27810"
"Leaver CS","2022","South East (England)","Female","2260","[c]","29310","27370"
"Leaver CS","2022","South East (England)","Male","2305","[c]","31540","27570"
"Leaver CS","2022","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Female","1900","[c]","30650","27570"
"Leaver CS","2022","South West (England)","Male","2170","[c]","33870","31500"
"Leaver CS","2022","Unknown","Female","620","[c]","27360","21840"
"Leaver CS","2022","Unknown","Male","610","[c]","34420","30730"
"Leaver CS","2022","Wales","Female","1130","[c]","28610","23830"
"Leaver CS","2022","Wales","Male","1075","[c]","33150","27570"
"Leaver CS","2022","West Midlands (England)","Female","1510","[c]","30290","27570"
"Leaver CS","2022","West Midlands (England)","Male","1215","[c]","31310","27570"
"Leaver CS","2022","Yorkshire and The Humber","Female","1865","[c]","29100","27370"
"Leaver CS","2022","Yorkshire and The Humber","Male","1635","[c]","31940","27570"
"Leaver Dept.","2022","East Midlands (England)","Female","405","[c]","32130","27570"
"Leaver Dept.","2022","East Midlands (England)","Male","230","[c]","32280","27570"
"Leaver Dept.","2022","East of England","Female","410","[c]","36850","31060"
"Leaver Dept.","2022","East of England","Male","255","[c]","39260","29290"
"Leaver Dept.","2022","London","Female","6080","[c]","42960","37190"
"Leaver Dept.","2022","London","Male","4195","[c]","45510","40070"
"Leaver Dept.","2022","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","600","[c]","31000","27570"
"Leaver Dept.","2022","North East (England)","Male","395","[c]","32820","27570"
"Leaver Dept.","2022","North West (England)","Female","1215","[c]","31210","27570"
"Leaver Dept.","2022","North West (England)","Male","850","[c]","33560","27570"
"Leaver Dept.","2022","Northern Ireland","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Female","750","[c]","29810","27570"
"Leaver Dept.","2022","Scotland","Male","500","[c]","30110","27570"
"Leaver Dept.","2022","South East (England)","Female","625","[c]","38870","31990"
"Leaver Dept.","2022","South East (England)","Male","445","[c]","40200","35590"
"Leaver Dept.","2022","South West (England)","Female","1260","[c]","35130","30220"
"Leaver Dept.","2022","South West (England)","Male","875","[c]","39220","35610"
"Leaver Dept.","2022","Unknown","Female","425","[c]","36370","32000"
"Leaver Dept.","2022","Unknown","Male","320","[c]","38570","32000"
"Leaver Dept.","2022","Wales","Female","410","[c]","32360","27570"
"Leaver Dept.","2022","Wales","Male","330","[c]","34870","29780"
"Leaver Dept.","2022","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Female","795","[c]","33220","27570"
"Leaver Dept.","2022","West Midlands (England)","Male","510","[c]","33140","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Female","930","[c]","35740","31370"
"Leaver Dept.","2022","Yorkshire and The Humber","Male","745","[c]","37540","31990"
"New entrant CS","2022","East Midlands (England)","Female","2140","[c]","26260","23390"
"New entrant CS","2022","East Midlands (England)","Male","1495","[c]","26910","25000"
"New entrant CS","2022","East of England","Female","1895","[c]","27210","24920"
"New entrant CS","2022","East of England","Male","1385","[c]","28240","26140"
"New entrant CS","2022","London","Female","7980","[c]","35460","31060"
"New entrant CS","2022","London","Male","5780","[c]","37480","32560"
"New entrant CS","2022","North East (England)","Female","2515","[c]","25880","23170"
"New entrant CS","2022","North East (England)","Male","1700","[c]","27260","24880"
"New entrant CS","2022","North West (England)","Female","5095","[c]","26580","24570"
"New entrant CS","2022","North West (England)","Male","3735","[c]","28090","25000"
"New entrant CS","2022","Northern Ireland","Female","305","[c]","27850","26590"
"New entrant CS","2022","Northern Ireland","Male","300","[c]","28220","26590"
"New entrant CS","2022","Overseas","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Female","4290","[c]","28570","27230"
"New entrant CS","2022","Scotland","Male","3295","[c]","29120","26590"
"New entrant CS","2022","South East (England)","Female","3105","[c]","27810","25770"
"New entrant CS","2022","South East (England)","Male","2410","[c]","29400","26350"
"New entrant CS","2022","South West (England)","Female","2935","[c]","28340","24920"
"New entrant CS","2022","South West (England)","Male","2765","[c]","30520","26740"
"New entrant CS","2022","Unknown","Female","475","[c]","29730","28000"
"New entrant CS","2022","Unknown","Male","400","[c]","29200","27270"
"New entrant CS","2022","Wales","Female","2315","[c]","26500","23170"
"New entrant CS","2022","Wales","Male","1910","[c]","28030","24570"
"New entrant CS","2022","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Female","3095","[c]","27510","24880"
"New entrant CS","2022","West Midlands (England)","Male","2150","[c]","29080","26590"
"New entrant CS","2022","Yorkshire and The Humber","Female","3245","[c]","28280","25000"
"New entrant CS","2022","Yorkshire and The Humber","Male","2630","[c]","29630","26590"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
