"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","EO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","AO","Female","60","55","21780","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","AO","Male","55","55","21460","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","EO","Female","20","20","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","EO","Male","15","15","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Disclosure Scotland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Disclosure Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","AA","Female","30","25","18310","18310"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","AA","Male","25","20","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","AO","Male","10","5","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","Unknown","Female","5","5","[c]","[c]"
"In post","2022","16-19","FCDO Services","Unknown","Male","20","20","[c]","[c]"
"In post","2022","16-19","Food Standards Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Food Standards Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","AA","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","AO","Female","15","15","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","AA","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","AA","Female","30","30","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","AA","Male","25","25","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","AO","Female","70","70","24540","23140"
"In post","2022","16-19","HM Prison and Probation Service","AO","Male","35","35","24660","23140"
"In post","2022","16-19","HM Prison and Probation Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","AO","Female","85","85","21300","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","AO","Male","95","85","21420","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","EO","Female","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","EO","Male","10","10","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","EO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","AO","Female","20","20","[c]","[c]"
"In post","2022","16-19","Home Office","AO","Male","15","15","[c]","[c]"
"In post","2022","16-19","Home Office","EO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Home Office","EO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Intellectual Property Office","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Intellectual Property Office","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Maritime and Coastguard Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Maritime and Coastguard Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","AA","Male","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Savings and Investments","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Savings and Investments","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Budget Responsibility","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Budget Responsibility","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of the Public Guardian","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of the Public Guardian","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","AA","Female","15","15","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","AA","Male","10","5","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","AA","Female","5","5","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","AA","Male","10","10","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Unknown","Male","15","15","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","AA","Female","5","5","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AA","Male","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AO","Female","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","EO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","AO","Female","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","EO","Female","35","35","24490","24250"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","EO","Male","25","25","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","HEO","Female","15","15","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","AO","Female","140","135","22280","21300"
"In post","2022","20-29","Animal and Plant Health Agency","AO","Male","90","85","22370","21300"
"In post","2022","20-29","Animal and Plant Health Agency","EO","Female","145","140","25890","24920"
"In post","2022","20-29","Animal and Plant Health Agency","EO","Male","65","65","26310","25010"
"In post","2022","20-29","Animal and Plant Health Agency","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","HEO","Female","45","45","30830","29960"
"In post","2022","20-29","Animal and Plant Health Agency","HEO","Male","25","25","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","SEO","Female","15","15","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","SEO","Male","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","AO","Female","90","85","21950","21050"
"In post","2022","20-29","Cabinet Office (excl. agencies)","AO","Male","55","55","21830","21050"
"In post","2022","20-29","Cabinet Office (excl. agencies)","EO","Female","245","240","26550","27500"
"In post","2022","20-29","Cabinet Office (excl. agencies)","EO","Male","180","180","26660","27500"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G6","Female","30","30","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G6","Male","25","25","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G7","Female","220","220","55230","54700"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G7","Male","195","195","55420","54700"
"In post","2022","20-29","Cabinet Office (excl. agencies)","HEO","Female","1200","1195","30600","29250"
"In post","2022","20-29","Cabinet Office (excl. agencies)","HEO","Male","830","830","30870","29250"
"In post","2022","20-29","Cabinet Office (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","SEO","Female","155","155","40060","40600"
"In post","2022","20-29","Cabinet Office (excl. agencies)","SEO","Male","135","135","40240","40600"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","AO","Female","15","15","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","AO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","25","25","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","25","25","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","HEO","Female","20","20","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","HEO","Male","20","20","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","SEO","Female","[c]","[c]","[c]","[c]"
