"Status","Year","Organisation","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Female","475","445","37880","33250"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Male","400","390","39250","33300"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Female","235","215","32560","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Male","245","240","36270","34330"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Female","80","75","30990","29510"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Male","85","80","35630","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","London","Female","55","50","43990","37910"
"In post","2022","Charity Commission","London","Male","30","30","[c]","[c]"
"In post","2022","Charity Commission","North West (England)","Female","210","190","31660","29160"
"In post","2022","Charity Commission","North West (England)","Male","135","135","32130","29160"
"In post","2022","Charity Commission","South West (England)","Female","20","15","[c]","[c]"
"In post","2022","Charity Commission","South West (England)","Male","15","15","[c]","[c]"
"In post","2022","Charity Commission","Wales","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Male","15","15","[c]","[c]"
"In post","2022","Companies House","Scotland","Female","20","20","[c]","[c]"
"In post","2022","Companies House","Scotland","Male","25","25","[c]","[c]"
"In post","2022","Companies House","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Wales","Female","615","545","29670","24500"
"In post","2022","Companies House","Wales","Male","465","455","33180","30660"
"In post","2022","Companies House","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","Female","395","375","58500","55860"
"In post","2022","Competition and Markets Authority","London","Male","400","395","64440","59450"
"In post","2022","Competition and Markets Authority","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Scotland","Female","30","30","57610","55860"
"In post","2022","Competition and Markets Authority","Scotland","Male","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","Female","175","155","28140","25120"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","Male","145","140","26970","25120"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","Female","75","70","38240","38330"
"In post","2022","Crown Commercial Service","East of England","Male","85","85","39660","34680"
"In post","2022","Crown Commercial Service","London","Female","35","35","52380","43130"
"In post","2022","Crown Commercial Service","London","Male","40","40","55740","56160"
"In post","2022","Crown Commercial Service","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","Female","225","220","37310","38330"
"In post","2022","Crown Commercial Service","North West (England)","Male","165","165","39060","38650"
"In post","2022","Crown Commercial Service","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","Female","60","60","36230","31620"
"In post","2022","Crown Commercial Service","Wales","Male","55","55","36350","31250"
"In post","2022","Crown Commercial Service","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","Female","1675","1550","36040","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","Male","680","660","38350","33070"
"In post","2022","Crown Prosecution Service","East Midlands (England)","Female","330","300","38250","33900"
"In post","2022","Crown Prosecution Service","East Midlands (England)","Male","155","150","41380","48080"
"In post","2022","Crown Prosecution Service","East of England","Female","370","325","39160","30110"
"In post","2022","Crown Prosecution Service","East of England","Male","145","145","47380","53050"
"In post","2022","Crown Prosecution Service","London","Female","1175","1090","43220","39750"
"In post","2022","Crown Prosecution Service","London","Male","610","600","46360","40530"
"In post","2022","Crown Prosecution Service","North East (England)","Female","235","210","36900","28430"
"In post","2022","Crown Prosecution Service","North East (England)","Male","120","115","43820","48080"
"In post","2022","Crown Prosecution Service","North West (England)","Female","675","615","37310","30130"
"In post","2022","Crown Prosecution Service","North West (England)","Male","335","325","43380","48080"
"In post","2022","Crown Prosecution Service","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Female","500","455","40890","32460"
"In post","2022","Crown Prosecution Service","South East (England)","Male","240","230","45930","53050"
"In post","2022","Crown Prosecution Service","South West (England)","Female","205","185","39370","34480"
"In post","2022","Crown Prosecution Service","South West (England)","Male","120","120","43230","48080"
"In post","2022","Crown Prosecution Service","Wales","Female","265","245","38220","34480"
"In post","2022","Crown Prosecution Service","Wales","Male","130","120","46300","48080"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Female","415","380","39430","38000"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Male","175","175","44240","48080"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Female","560","505","37920","32050"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Male","275","270","42770","38540"
"In post","2022","Defence Electronics and Components Agency","Wales","Female","65","65","29970","27260"
"In post","2022","Defence Electronics and Components Agency","Wales","Male","315","305","29850","29470"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Male","50","50","26230","26210"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Female","65","65","34170","33530"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Male","145","140","37180","36450"
"In post","2022","Defence Equipment and Support","East of England","Female","50","50","30960","28630"
"In post","2022","Defence Equipment and Support","East of England","Male","145","140","36210","34350"
"In post","2022","Defence Equipment and Support","London","Female","40","40","27260","23010"
"In post","2022","Defence Equipment and Support","London","Male","145","145","25110","21780"
"In post","2022","Defence Equipment and Support","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","Female","30","30","27080","23350"
"In post","2022","Defence Equipment and Support","North West (England)","Male","115","110","31180","28120"
"In post","2022","Defence Equipment and Support","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Male","55","55","42710","41450"
"In post","2022","Defence Equipment and Support","Scotland","Female","85","80","27590","23690"
"In post","2022","Defence Equipment and Support","Scotland","Male","415","405","30130","26610"
"In post","2022","Defence Equipment and Support","South East (England)","Female","130","120","29540","27020"
"In post","2022","Defence Equipment and Support","South East (England)","Male","315","310","29970","27410"
"In post","2022","Defence Equipment and Support","South West (England)","Female","3235","3010","35240","32750"
"In post","2022","Defence Equipment and Support","South West (England)","Male","5510","5410","39820","38150"
"In post","2022","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wales","Male","15","15","[c]","[c]"
"In post","2022","Defence Equipment and Support","West Midlands (England)","Female","55","50","24900","23250"
"In post","2022","Defence Equipment and Support","West Midlands (England)","Male","140","140","27660","24100"
"In post","2022","Defence Equipment and Support","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East of England","Male","10","10","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","Female","510","470","38850","38070"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","Male","1200","1165","43330","47010"
"In post","2022","Defence Science and Technology Laboratory","South West (England)","Female","1145","1080","38670","38070"
"In post","2022","Defence Science and Technology Laboratory","South West (England)","Male","1780","1750","41700","38460"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Female","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","2590","2510","48700","46190"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","2645","2620","50620","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Male","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Female","115","115","38540","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Male","130","125","43470","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Female","65","60","46180","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Male","50","50","57150","65500"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Female","55","55","32410","27070"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Male","35","35","37920","31890"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Female","125","120","42830","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Male","115","115","42180","37890"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Female","985","960","47130","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Male","800","795","48360","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Female","60","60","40000","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Male","65","60","42710","34960"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Female","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Midlands (England)","Female","180","170","40640","36780"
"In post","2022","Department for Education (excl. agencies)","East Midlands (England)","Male","110","105","43340","38370"
"In post","2022","Department for Education (excl. agencies)","East of England","Female","45","45","47610","49860"
"In post","2022","Department for Education (excl. agencies)","East of England","Male","30","30","48940","50630"
"In post","2022","Department for Education (excl. agencies)","London","Female","1335","1265","49600","53420"
"In post","2022","Department for Education (excl. agencies)","London","Male","755","745","51400","53420"
"In post","2022","Department for Education (excl. agencies)","North East (England)","Female","450","425","37300","36500"
"In post","2022","Department for Education (excl. agencies)","North East (England)","Male","260","260","40990","36960"
"In post","2022","Department for Education (excl. agencies)","North West (England)","Female","580","560","40930","36720"
"In post","2022","Department for Education (excl. agencies)","North West (England)","Male","435","430","41040","36500"
"In post","2022","Department for Education (excl. agencies)","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","South East (England)","Female","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","South East (England)","Male","20","20","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","South West (England)","Female","145","140","44430","41990"
"In post","2022","Department for Education (excl. agencies)","South West (England)","Male","85","85","48880","49860"
"In post","2022","Department for Education (excl. agencies)","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","West Midlands (England)","Female","335","320","38310","36500"
"In post","2022","Department for Education (excl. agencies)","West Midlands (England)","Male","255","255","42460","36780"
"In post","2022","Department for Education (excl. agencies)","Yorkshire and The Humber","Female","700","650","40570","36780"
"In post","2022","Department for Education (excl. agencies)","Yorkshire and The Humber","Male","555","550","42020","36960"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Female","80","75","37510","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Male","50","50","37930","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Female","115","105","37400","36220"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Male","90","90","38540","36650"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","1520","1455","44310","38900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","1270","1255","44930","39680"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Female","150","140","37430","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Male","140","140","41420","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Female","230","215","39080","36520"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Male","185","185","41210","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Female","20","20","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Male","20","20","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Female","185","170","40400","36590"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Male","180","180","45100","44680"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Female","690","645","38490","36030"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Male","485","475","42820","40020"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Female","25","25","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Male","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Female","175","160","39300","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Male","110","110","43930","38060"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Female","405","385","39350","36520"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Male","345","340","40250","36970"
"In post","2022","Department for International Trade","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Department for International Trade","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","East of England","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","London","Female","1230","1215","45220","39840"
"In post","2022","Department for International Trade","London","Male","1270","1265","47370","41950"
"In post","2022","Department for International Trade","North East (England)","Female","30","30","41690","40300"
"In post","2022","Department for International Trade","North East (England)","Male","15","15","[c]","[c]"
"In post","2022","Department for International Trade","North West (England)","Female","10","10","[c]","[c]"
