"Status","Year","Age","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Department for Work and Pensions","South West (England)","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Wales","10","10","25670","27570"
"In post","2022","16-19","Department for Work and Pensions","West Midlands (England)","10","10","21260","21260"
"In post","2022","16-19","Department for Work and Pensions","Yorkshire and The Humber","25","25","22820","21260"
"In post","2022","16-19","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","London","10","5","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","South West (England)","5","5","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","South East (England)","25","25","19180","19110"
"In post","2022","16-19","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","South West (England)","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","East Midlands (England)","10","10","22140","21250"
"In post","2022","16-19","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","London","10","10","27930","27470"
"In post","2022","16-19","HM Revenue and Customs","North East (England)","35","35","21940","21250"
"In post","2022","16-19","HM Revenue and Customs","North West (England)","60","55","21990","21250"
"In post","2022","16-19","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Scotland","25","20","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Wales","15","15","21580","21250"
"In post","2022","16-19","HM Revenue and Customs","West Midlands (England)","10","10","22510","21250"
"In post","2022","16-19","HM Revenue and Customs","Yorkshire and The Humber","35","35","21790","21250"
"In post","2022","16-19","HM Treasury","London","10","10","24000","24300"
"In post","2022","16-19","Home Office","East of England","10","10","22220","21680"
"In post","2022","16-19","Home Office","London","10","10","[c]","[c]"
"In post","2022","16-19","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South East (England)","20","20","22970","21680"
"In post","2022","16-19","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Scotland","10","10","18640","18030"
"In post","2022","16-19","Ministry of Defence","South East (England)","15","15","20000","20820"
"In post","2022","16-19","Ministry of Defence","South West (England)","130","130","18860","18030"
"In post","2022","16-19","Ministry of Defence","Unknown","35","35","17940","16450"
"In post","2022","16-19","Ministry of Defence","Wales","10","10","17820","17450"
"In post","2022","16-19","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","East Midlands (England)","25","25","22420","23140"
"In post","2022","16-19","Ministry of Justice","East of England","20","20","23250","23140"
"In post","2022","16-19","Ministry of Justice","London","15","15","26070","24080"
"In post","2022","16-19","Ministry of Justice","North East (England)","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","North West (England)","25","25","21530","20970"
"In post","2022","16-19","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","South East (England)","40","40","24450","23140"
"In post","2022","16-19","Ministry of Justice","South West (England)","15","15","22700","23140"
"In post","2022","16-19","Ministry of Justice","Wales","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","West Midlands (England)","20","15","22310","23140"
"In post","2022","16-19","Ministry of Justice","Yorkshire and The Humber","25","25","21820","20890"
"In post","2022","16-19","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Scotland","85","85","22100","21050"
"In post","2022","16-19","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","South East (England)","10","10","20220","19860"
"In post","2022","16-19","UK Statistics Authority","Wales","10","10","21780","21870"
"In post","2022","16-19","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","East Midlands (England)","80","75","26370","25480"
"In post","2022","20-29","Attorney General's Departments","East of England","75","75","28250","25480"
"In post","2022","20-29","Attorney General's Departments","London","710","700","32890","27440"
"In post","2022","20-29","Attorney General's Departments","North East (England)","35","35","32190","25650"
"In post","2022","20-29","Attorney General's Departments","North West (England)","145","145","27590","25480"
"In post","2022","20-29","Attorney General's Departments","South East (England)","130","130","27420","24590"
"In post","2022","20-29","Attorney General's Departments","South West (England)","60","55","26790","25480"
"In post","2022","20-29","Attorney General's Departments","Wales","35","35","27450","23720"
"In post","2022","20-29","Attorney General's Departments","West Midlands (England)","65","65","27620","25480"
"In post","2022","20-29","Attorney General's Departments","Yorkshire and The Humber","140","140","27600","25480"
"In post","2022","20-29","Cabinet Office","East Midlands (England)","15","15","29400","29250"
"In post","2022","20-29","Cabinet Office","East of England","35","35","30720","30420"
"In post","2022","20-29","Cabinet Office","London","2425","2425","35960","32000"
"In post","2022","20-29","Cabinet Office","North East (England)","115","110","24840","24100"
"In post","2022","20-29","Cabinet Office","North West (England)","190","190","31740","29840"
"In post","2022","20-29","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Scotland","90","90","32540","32000"
"In post","2022","20-29","Cabinet Office","South East (England)","40","40","27820","28000"
"In post","2022","20-29","Cabinet Office","South West (England)","50","50","31530","29250"
"In post","2022","20-29","Cabinet Office","Unknown","280","280","31440","29250"
"In post","2022","20-29","Cabinet Office","Wales","55","55","30820","30420"
"In post","2022","20-29","Cabinet Office","West Midlands (England)","75","75","33020","29250"
"In post","2022","20-29","Cabinet Office","Yorkshire and The Humber","200","200","29730","28000"
"In post","2022","20-29","Chancellor's other departments","London","70","70","37460","35980"
"In post","2022","20-29","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","London","15","15","33370","29160"
"In post","2022","20-29","Charity Commission","North West (England)","55","50","24330","24440"
"In post","2022","20-29","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","London","140","140","38380","33610"
"In post","2022","20-29","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","East Midlands (England)","40","40","26280","24250"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","East of England","25","25","24980","21430"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","London","1955","1955","41520","40050"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","North East (England)","20","20","26890","24250"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","North West (England)","130","130","31380","30360"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Northern Ireland","5","5","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Overseas","20","20","32680","31260"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Scotland","45","45","29550","30360"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","South East (England)","40","40","28210","30510"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","South West (England)","265","265","27780","26000"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Wales","500","490","27890","24500"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","West Midlands (England)","100","100","27170","24570"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","25","25","24460","21430"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","London","680","675","39180","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","North East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","North West (England)","45","45","34860","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","South West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Department for Education","East Midlands (England)","65","60","31900","30000"
"In post","2022","20-29","Department for Education","East of England","10","10","[c]","[c]"
"In post","2022","20-29","Department for Education","London","620","620","40460","40230"
"In post","2022","20-29","Department for Education","North East (England)","130","130","30950","29360"
"In post","2022","20-29","Department for Education","North West (England)","315","315","32750","29360"
"In post","2022","20-29","Department for Education","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education","South West (England)","85","80","34350","32870"
"In post","2022","20-29","Department for Education","West Midlands (England)","285","285","32180","29520"
"In post","2022","20-29","Department for Education","Yorkshire and The Humber","285","285","32960","29360"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","East Midlands (England)","55","50","26850","24920"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","East of England","155","150","26970","25460"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","London","935","930","36360","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","North East (England)","160","160","25210","21300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","North West (England)","250","250","24560","21300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Scotland","25","25","26730","24920"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","South East (England)","250","245","28810","27960"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","South West (England)","340","335","29460","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Wales","50","50","23370","21300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","West Midlands (England)","105","100","25440","24920"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","205","200","27440","24920"
"In post","2022","20-29","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","London","955","955","38190","38160"
"In post","2022","20-29","Department for International Trade","North East (England)","15","15","30930","28070"
"In post","2022","20-29","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Overseas","30","30","42730","38540"
"In post","2022","20-29","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","South East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","London","750","745","39290","34550"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","North East (England)","15","15","31840","30190"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","North West (England)","45","45","31310","30190"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","South West (England)","95","90","27650","26050"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","West Midlands (England)","80","80","31990","30190"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","25","25","35520","36340"
"In post","2022","20-29","Department for Transport","East Midlands (England)","60","60","29410","27930"
"In post","2022","20-29","Department for Transport","East of England","10","10","28370","27930"
"In post","2022","20-29","Department for Transport","London","820","815","40230","35060"
"In post","2022","20-29","Department for Transport","North East (England)","30","25","24960","21840"
"In post","2022","20-29","Department for Transport","North West (England)","15","15","24890","25180"
"In post","2022","20-29","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport","Scotland","25","25","29450","26840"
"In post","2022","20-29","Department for Transport","South East (England)","170","170","28470","26840"
"In post","2022","20-29","Department for Transport","South West (England)","70","65","27720","26130"
"In post","2022","20-29","Department for Transport","Wales","840","805","23280","21840"
"In post","2022","20-29","Department for Transport","West Midlands (England)","120","120","27100","26130"
"In post","2022","20-29","Department for Transport","Yorkshire and The Humber","100","100","29140","26840"
"In post","2022","20-29","Department for Work and Pensions","East Midlands (England)","525","510","24980","27570"
"In post","2022","20-29","Department for Work and Pensions","East of England","465","460","27100","27570"
"In post","2022","20-29","Department for Work and Pensions","London","1795","1775","32480","31060"
"In post","2022","20-29","Department for Work and Pensions","North East (England)","1240","1220","26060","27570"
"In post","2022","20-29","Department for Work and Pensions","North West (England)","2235","2210","25930","27570"
"In post","2022","20-29","Department for Work and Pensions","Scotland","755","735","24200","21260"
"In post","2022","20-29","Department for Work and Pensions","South East (England)","685","670","26570","27570"
"In post","2022","20-29","Department for Work and Pensions","South West (England)","525","510","25140","27570"
"In post","2022","20-29","Department for Work and Pensions","Unknown","85","85","28950","27570"
"In post","2022","20-29","Department for Work and Pensions","Wales","655","640","25050","27570"
"In post","2022","20-29","Department for Work and Pensions","West Midlands (England)","800","775","25800","27570"
"In post","2022","20-29","Department for Work and Pensions","Yorkshire and The Humber","1275","1255","26940","27570"
"In post","2022","20-29","Department of Health and Social Care","East Midlands (England)","40","40","28430","28590"
"In post","2022","20-29","Department of Health and Social Care","East of England","95","85","28540","27140"
"In post","2022","20-29","Department of Health and Social Care","London","1800","1765","36760","32790"
"In post","2022","20-29","Department of Health and Social Care","North East (England)","20","20","27260","23690"
"In post","2022","20-29","Department of Health and Social Care","North West (England)","115","110","24730","23390"
"In post","2022","20-29","Department of Health and Social Care","Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","South East (England)","55","55","29430","28590"
"In post","2022","20-29","Department of Health and Social Care","South West (England)","255","245","26160","23730"
"In post","2022","20-29","Department of Health and Social Care","Unknown","15","15","33570","32790"
"In post","2022","20-29","Department of Health and Social Care","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","West Midlands (England)","75","70","24870","23390"
"In post","2022","20-29","Department of Health and Social Care","Yorkshire and The Humber","375","370","33910","29130"
"In post","2022","20-29","Estyn","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","London","40","40","35350","32350"
"In post","2022","20-29","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","North West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","Northern Ireland","10","10","28070","30350"
"In post","2022","20-29","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","South East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","South West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","Wales","10","10","30850","30350"
"In post","2022","20-29","Food Standards Agency","West Midlands (England)","15","15","29330","30350"
"In post","2022","20-29","Food Standards Agency","Yorkshire and The Humber","20","20","31870","30350"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","London","745","745","36830","35700"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Overseas","205","205","35130","33230"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Scotland","95","95","32380","33930"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","South East (England)","210","210","26500","25000"
"In post","2022","20-29","HM Land Registry","East Midlands (England)","165","165","25900","22600"
"In post","2022","20-29","HM Land Registry","East of England","35","30","25830","22600"
"In post","2022","20-29","HM Land Registry","London","65","65","32970","30600"
"In post","2022","20-29","HM Land Registry","North East (England)","165","160","25150","22600"
"In post","2022","20-29","HM Land Registry","North West (England)","150","150","25120","22600"
"In post","2022","20-29","HM Land Registry","South West (England)","250","240","26740","27130"
"In post","2022","20-29","HM Land Registry","Wales","125","125","25310","22600"
"In post","2022","20-29","HM Land Registry","West Midlands (England)","100","100","25270","22600"
"In post","2022","20-29","HM Land Registry","Yorkshire and The Humber","70","65","25270","22600"
"In post","2022","20-29","HM Revenue and Customs","East Midlands (England)","800","790","29210","26820"
"In post","2022","20-29","HM Revenue and Customs","East of England","115","110","28980","26820"
"In post","2022","20-29","HM Revenue and Customs","London","1515","1510","39130","37610"
"In post","2022","20-29","HM Revenue and Customs","North East (England)","1665","1625","26840","26590"
"In post","2022","20-29","HM Revenue and Customs","North West (England)","2660","2615","27540","26590"
"In post","2022","20-29","HM Revenue and Customs","Northern Ireland","420","410","25320","21250"
"In post","2022","20-29","HM Revenue and Customs","Scotland","1230","1190","25690","21250"
"In post","2022","20-29","HM Revenue and Customs","South East (England)","185","180","27560","26700"
"In post","2022","20-29","HM Revenue and Customs","South West (England)","370","365","31060","26820"
"In post","2022","20-29","HM Revenue and Customs","Wales","975","960","26730","26590"
"In post","2022","20-29","HM Revenue and Customs","West Midlands (England)","920","905","28260","26590"
"In post","2022","20-29","HM Revenue and Customs","Yorkshire and The Humber","1300","1270","27150","26590"
"In post","2022","20-29","HM Treasury","East of England","15","15","24030","24000"
"In post","2022","20-29","HM Treasury","London","995","990","38830","33210"
"In post","2022","20-29","HM Treasury","North East (England)","35","35","37360","29320"
"In post","2022","20-29","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Treasury","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Home Office","East Midlands (England)","35","35","23970","24880"
"In post","2022","20-29","Home Office","East of England","250","245","23320","21680"
"In post","2022","20-29","Home Office","London","2115","2105","36650","35050"
"In post","2022","20-29","Home Office","North East (England)","190","175","24200","24880"
"In post","2022","20-29","Home Office","North West (England)","1245","1215","25250","24880"
"In post","2022","20-29","Home Office","Northern Ireland","70","65","24160","24880"
"In post","2022","20-29","Home Office","Overseas","15","15","28690","25330"
"In post","2022","20-29","Home Office","Scotland","185","180","24490","24880"
"In post","2022","20-29","Home Office","South East (England)","525","520","24200","24880"
"In post","2022","20-29","Home Office","South West (England)","45","45","25110","24890"
"In post","2022","20-29","Home Office","Wales","85","85","25160","24880"
"In post","2022","20-29","Home Office","West Midlands (England)","155","155","25330","24880"
"In post","2022","20-29","Home Office","Yorkshire and The Humber","625","615","25750","24880"
"In post","2022","20-29","Ministry of Defence","East Midlands (England)","130","130","24400","21450"
"In post","2022","20-29","Ministry of Defence","East of England","345","340","29350","26670"
"In post","2022","20-29","Ministry of Defence","London","750","745","38050","37000"
"In post","2022","20-29","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","North West (England)","200","200","25820","26210"
"In post","2022","20-29","Ministry of Defence","Northern Ireland","25","25","21630","20560"
"In post","2022","20-29","Ministry of Defence","Overseas","50","50","35030","33780"
"In post","2022","20-29","Ministry of Defence","Scotland","435","435","25790","23600"
"In post","2022","20-29","Ministry of Defence","South East (England)","1245","1235","29130","27680"
"In post","2022","20-29","Ministry of Defence","South West (England)","3790","3765","28310","27540"
"In post","2022","20-29","Ministry of Defence","Unknown","390","390","28220","28980"
"In post","2022","20-29","Ministry of Defence","Wales","50","45","22560","21170"
"In post","2022","20-29","Ministry of Defence","West Midlands (England)","185","185","26280","26350"
"In post","2022","20-29","Ministry of Defence","Yorkshire and The Humber","90","90","26170","25340"
"In post","2022","20-29","Ministry of Justice","East Midlands (England)","1440","1420","24370","23170"
"In post","2022","20-29","Ministry of Justice","East of England","1375","1360","25970","25700"
