"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","AA/AO","Heterosexual / straight","135","110","21810","21260"
"In post","2022","Declared disabled","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","AA/AO","Undeclared","20","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","EO","Heterosexual / straight","155","145","26980","26820"
"In post","2022","Declared disabled","Finance","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","G6/G7","Heterosexual / straight","175","170","57850","57110"
"In post","2022","Declared disabled","Finance","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","SEO/HEO","Heterosexual / straight","395","370","36730","35980"
"In post","2022","Declared disabled","Finance","SEO/HEO","LGBO","35","35","34530","33080"
"In post","2022","Declared disabled","Finance","SEO/HEO","Undeclared","45","40","36370","35980"
"In post","2022","Declared disabled","Finance","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","AA/AO","Heterosexual / straight","50","45","21260","21300"
"In post","2022","Declared disabled","Grants Management","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","AA/AO","Unknown","35","30","21300","21300"
"In post","2022","Declared disabled","Grants Management","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AA/AO","Heterosexual / straight","150","135","21620","21260"
"In post","2022","Declared disabled","Human Resources","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","EO","Heterosexual / straight","275","250","27570","27570"
"In post","2022","Declared disabled","Human Resources","EO","LGBO","35","35","27110","27570"
"In post","2022","Declared disabled","Human Resources","EO","Undeclared","35","35","27850","27570"
"In post","2022","Declared disabled","Human Resources","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G6/G7","Heterosexual / straight","250","245","57260","55210"
"In post","2022","Declared disabled","Human Resources","G6/G7","LGBO","40","40","57730","54960"
"In post","2022","Declared disabled","Human Resources","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SCS level","Heterosexual / straight","35","30","87480","77900"
"In post","2022","Declared disabled","Human Resources","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SEO/HEO","Heterosexual / straight","530","505","36960","36650"
"In post","2022","Declared disabled","Human Resources","SEO/HEO","LGBO","85","85","34970","33930"
"In post","2022","Declared disabled","Human Resources","SEO/HEO","Undeclared","45","45","36270","35310"
"In post","2022","Declared disabled","Human Resources","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO/HEO","Heterosexual / straight","40","40","39390","39120"
"In post","2022","Declared disabled","Internal Audit","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA/AO","Heterosexual / straight","155","140","22830","22200"
"In post","2022","Declared disabled","Legal","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","EO","Heterosexual / straight","180","160","28220","28430"
"In post","2022","Declared disabled","Legal","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","EO","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","G6/G7","Heterosexual / straight","380","350","59320","56250"
"In post","2022","Declared disabled","Legal","G6/G7","LGBO","50","45","58170","55610"
"In post","2022","Declared disabled","Legal","G6/G7","Undeclared","45","40","63070","63260"
"In post","2022","Declared disabled","Legal","G6/G7","Unknown","50","45","58990","56560"
"In post","2022","Declared disabled","Legal","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","SEO/HEO","Heterosexual / straight","170","160","39320","38490"
"In post","2022","Declared disabled","Legal","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","No function","AA/AO","Heterosexual / straight","8115","7070","22460","21260"
"In post","2022","Declared disabled","No function","AA/AO","LGBO","925","870","22980","21260"
"In post","2022","Declared disabled","No function","AA/AO","Undeclared","1260","1070","22150","21260"
"In post","2022","Declared disabled","No function","AA/AO","Unknown","985","810","22320","21260"
"In post","2022","Declared disabled","No function","EO","Heterosexual / straight","8115","7280","28120","27570"
"In post","2022","Declared disabled","No function","EO","LGBO","875","835","28040","27570"
"In post","2022","Declared disabled","No function","EO","Undeclared","1090","965","28180","27570"
"In post","2022","Declared disabled","No function","EO","Unknown","855","745","28890","27570"
"In post","2022","Declared disabled","No function","G6/G7","Heterosexual / straight","1385","1340","58040","55210"
"In post","2022","Declared disabled","No function","G6/G7","LGBO","215","215","57330","54910"
"In post","2022","Declared disabled","No function","G6/G7","Undeclared","175","170","58660","55420"
"In post","2022","Declared disabled","No function","G6/G7","Unknown","100","95","56960","55740"
"In post","2022","Declared disabled","No function","SCS level","Heterosexual / straight","160","155","91090","79770"
"In post","2022","Declared disabled","No function","SCS level","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","No function","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","No function","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","No function","SEO/HEO","Heterosexual / straight","3985","3785","36990","35590"
"In post","2022","Declared disabled","No function","SEO/HEO","LGBO","600","585","36050","34550"
"In post","2022","Declared disabled","No function","SEO/HEO","Undeclared","495","475","37040","35910"
"In post","2022","Declared disabled","No function","SEO/HEO","Unknown","280","260","37160","37100"
"In post","2022","Declared disabled","No function","Unknown","Heterosexual / straight","2685","2490","30710","28290"
"In post","2022","Declared disabled","No function","Unknown","LGBO","300","290","29900","27520"
"In post","2022","Declared disabled","No function","Unknown","Undeclared","265","245","31980","32090"
"In post","2022","Declared disabled","No function","Unknown","Unknown","45","40","32340","31150"
"In post","2022","Declared disabled","Project Delivery","AA/AO","Heterosexual / straight","85","75","22240","21260"
"In post","2022","Declared disabled","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","EO","Heterosexual / straight","310","285","25070","25970"
"In post","2022","Declared disabled","Project Delivery","EO","LGBO","30","30","26130","26470"
"In post","2022","Declared disabled","Project Delivery","EO","Undeclared","40","35","25010","26320"
"In post","2022","Declared disabled","Project Delivery","EO","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","G6/G7","Heterosexual / straight","445","435","58140","55210"
"In post","2022","Declared disabled","Project Delivery","G6/G7","LGBO","50","50","57510","55210"
"In post","2022","Declared disabled","Project Delivery","G6/G7","Undeclared","50","50","56600","55210"
"In post","2022","Declared disabled","Project Delivery","G6/G7","Unknown","30","30","60540","60940"
"In post","2022","Declared disabled","Project Delivery","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","SEO/HEO","Heterosexual / straight","995","950","36420","36460"
"In post","2022","Declared disabled","Project Delivery","SEO/HEO","LGBO","105","100","35310","34870"
"In post","2022","Declared disabled","Project Delivery","SEO/HEO","Undeclared","145","135","37800","38380"
"In post","2022","Declared disabled","Project Delivery","SEO/HEO","Unknown","80","70","36710","36950"
"In post","2022","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","125","125","39980","37400"
"In post","2022","Declared disabled","Project Delivery","Unknown","LGBO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","AA/AO","Heterosexual / straight","105","95","21380","22010"
"In post","2022","Declared disabled","Property","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Property","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Property","EO","Heterosexual / straight","130","125","26500","26670"
"In post","2022","Declared disabled","Property","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Property","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","G6/G7","Heterosexual / straight","105","105","57920","56260"
"In post","2022","Declared disabled","Property","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Property","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Property","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","SEO/HEO","Heterosexual / straight","245","230","36870","34610"
"In post","2022","Declared disabled","Property","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Property","SEO/HEO","Undeclared","30","25","[c]","[c]"
