"Status","Year","Age","Function_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Digital, Data & Technology","HM Revenue and Customs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","UK Statistics Authority","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department of Health and Social Care","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","HM Revenue and Customs","West Central Scotland","10","5","[c]","[c]"
"In post","2022","16-19","Finance","HM Revenue and Customs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","19730","19460"
"In post","2022","16-19","Finance","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Cabinet Office","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Cabinet Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Cabinet Office","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Department for Levelling Up, Housing and Communities","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Inner London - West","10","10","22560","21850"
"In post","2022","16-19","Legal","Attorney General's Departments","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","HM Revenue and Customs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cabinet Office","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cabinet Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Education","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs","Inner London - West","10","10","25170","25170"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Levelling Up, Housing and Communities","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Levelling Up, Housing and Communities","West Midlands","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Transport","Inner London - West","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Transport","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Transport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Transport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Transport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Transport","West Wales and The Valleys","75","60","19130","18310"
"In post","2022","16-19","No function","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","East Anglia","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Greater Manchester","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Lancashire","15","15","22750","21260"
"In post","2022","16-19","No function","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Merseyside","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Northumberland, and Tyne and Wear","10","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","West Central Scotland","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","West Midlands","10","10","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions","West Yorkshire","10","10","23320","21260"
"In post","2022","16-19","No function","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department of Health and Social Care","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department of Health and Social Care","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department of Health and Social Care","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department of Health and Social Care","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department of Health and Social Care","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Foreign, Commonwealth and Development Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Land Registry","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Land Registry","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Land Registry","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","East Wales","10","10","21730","21250"
"In post","2022","16-19","No function","HM Revenue and Customs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","Greater Manchester","10","10","21250","21250"
"In post","2022","16-19","No function","HM Revenue and Customs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","Merseyside","30","30","21430","21250"
"In post","2022","16-19","No function","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","Northumberland, and Tyne and Wear","20","20","21250","21250"
"In post","2022","16-19","No function","HM Revenue and Customs","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","West Yorkshire","20","20","21250","21250"
"In post","2022","16-19","No function","HM Treasury","Inner London - West","5","5","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Defence","East Wales","10","10","17820","17450"
"In post","2022","16-19","No function","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","18340","17650"
"In post","2022","16-19","No function","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","15","15","23290","21790"
"In post","2022","16-19","No function","Ministry of Justice","Cheshire","5","5","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","East Anglia","10","10","23610","23140"
"In post","2022","16-19","No function","Ministry of Justice","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","22400","20930"
"In post","2022","16-19","No function","Ministry of Justice","Greater Manchester","10","10","21920","23140"
"In post","2022","16-19","No function","Ministry of Justice","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Inner London - East","5","5","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Kent","15","15","24640","26140"
"In post","2022","16-19","No function","Ministry of Justice","Lancashire","5","5","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","15","15","21920","20970"
"In post","2022","16-19","No function","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","South Yorkshire","10","10","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","West Midlands","5","5","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","West Yorkshire","10","10","[c]","[c]"
"In post","2022","16-19","No function","National Crime Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","National Crime Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Scottish Government","Eastern Scotland","10","10","21770","21340"
"In post","2022","16-19","No function","Scottish Government","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Scottish Government","Southern Scotland","5","5","[c]","[c]"
"In post","2022","16-19","No function","Scottish Government","West Central Scotland","10","5","[c]","[c]"
"In post","2022","16-19","No function","The National Archives","Outer London - West and North West","[c]","[c]","[c]","[c]"
