"Status","Year","Organisation","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Glasgow City","250","245","42310","33130"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South West","245","240","43730","37300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Leeds","220","215","47420","40460"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Lewisham and Southwark","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Liverpool","85","85","50630","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Manchester","135","135","47610","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Milton Keynes","90","85","34410","33300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Monmouthshire and Newport","30","30","39700","29250"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North Hampshire","25","25","45390","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire CC","15","15","45630","45150"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Norwich and East Norfolk","65","60","51020","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Nottingham","35","35","50910","35910"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Peterborough","10","10","63300","68150"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Plymouth","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Portsmouth","15","15","44500","33300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Sheffield","85","80","50450","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South Hampshire","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South Lanarkshire","10","10","70310","64860"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Telford and Wrekin","20","20","69660","64500"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Tower Hamlets","1015","995","51990","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Tyneside","460","435","29460","25550"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Cumbria","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Surrey","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Westminster","5300","5240","49530","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Wiltshire","60","60","66690","63750"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Wolverhampton","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","York","545","520","32540","32000"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Dorset","150","145","33820","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Suffolk CC","480","455","34470","30220"
"In post","2022","Charity Commission","Charity Commission","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Sefton","345","325","31850","29160"
"In post","2022","Charity Commission","Charity Commission","Somerset CC","35","35","31780","29540"
"In post","2022","Charity Commission","Charity Commission","Westminster","80","80","44120","37910"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Belfast","25","20","24750","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","1080","995","31180","25460"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","City of Edinburgh","40","40","24820","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Westminster","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Belfast","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","City of Edinburgh","55","55","58200","55860"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Tower Hamlets","795","770","61480","57060"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Glasgow City","320","295","27620","25120"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Birmingham","30","30","32010","30420"
"In post","2022","Crown Commercial Service","Cabinet Office","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Gloucestershire CC","[c]","[c]","[c]","[c]"
