"Status","Year","Age","Disability","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared non-disabled","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","No function","55","50","22720","21260"
"In post","2022","16-19","Declared non-disabled","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","No function","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Grants Management","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","No function","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Analysis","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Communications","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Counter Fraud","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Debt","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Digital, Data & Technology","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Finance","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Human Resources","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Legal","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","No function","310","300","21960","21260"
"In post","2022","16-19","Declared non-disabled","White","Project Delivery","45","45","19400","18030"
"In post","2022","16-19","Declared non-disabled","White","Property","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Security","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","White","Unknown","30","30","22190","21170"
"In post","2022","16-19","Undeclared","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Asian","Communications","[c]","[c]","[c]","[c]"
