"Status","Year","Disability","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Female","Heterosexual / straight","375","350","33180","31060"
"In post","2022","Declared non-disabled","Unknown","Female","LGBO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Female","Undeclared","35","30","31420","29290"
"In post","2022","Declared non-disabled","Unknown","Female","Unknown","45","40","27590","27570"
"In post","2022","Declared non-disabled","Unknown","Male","Heterosexual / straight","305","300","34610","30650"
"In post","2022","Declared non-disabled","Unknown","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Female","Heterosexual / straight","1290","1225","40970","35900"
"In post","2022","Undeclared","London","Female","LGBO","120","120","41040","36820"
"In post","2022","Undeclared","London","Female","Undeclared","865","820","42330","37560"
"In post","2022","Undeclared","London","Female","Unknown","240","215","35950","31160"
"In post","2022","Undeclared","London","Male","Heterosexual / straight","1080","1060","43470","37900"
"In post","2022","Undeclared","London","Male","LGBO","140","135","44840","39620"
"In post","2022","Undeclared","London","Male","Undeclared","1305","1275","46380","42020"
"In post","2022","Undeclared","London","Male","Unknown","310","295","39310","35900"
"In post","2022","Undeclared","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outside London","Female","Heterosexual / straight","5165","4665","29670","27570"
"In post","2022","Undeclared","Outside London","Female","LGBO","460","445","29830","27570"
"In post","2022","Undeclared","Outside London","Female","Undeclared","3280","2945","31430","27570"
"In post","2022","Undeclared","Outside London","Female","Unknown","1105","945","28620","27570"
"In post","2022","Undeclared","Outside London","Male","Heterosexual / straight","4955","4750","32090","30120"
"In post","2022","Undeclared","Outside London","Male","LGBO","410","395","31690","27570"
"In post","2022","Undeclared","Outside London","Male","Undeclared","4970","4765","34360","31850"
"In post","2022","Undeclared","Outside London","Male","Unknown","1585","1435","31290","31650"
"In post","2022","Undeclared","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Male","Heterosexual / straight","35","35","44620","40500"
"In post","2022","Undeclared","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Male","Undeclared","70","70","48520","44010"
"In post","2022","Undeclared","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Female","Heterosexual / straight","2735","2635","43510","40060"
"In post","2022","Unknown","London","Female","LGBO","220","220","42730","40050"
"In post","2022","Unknown","London","Female","Undeclared","915","885","45710","40650"
"In post","2022","Unknown","London","Female","Unknown","8105","7835","42280","36500"
"In post","2022","Unknown","London","Male","Heterosexual / straight","2070","2050","46200","40650"
"In post","2022","Unknown","London","Male","LGBO","225","220","45530","41160"
"In post","2022","Unknown","London","Male","Undeclared","665","655","49890","47610"
"In post","2022","Unknown","London","Male","Unknown","7240","7140","44670","38160"
"In post","2022","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Female","Heterosexual / straight","8235","7615","34080","30350"
"In post","2022","Unknown","Outside London","Female","LGBO","505","495","31540","29360"
"In post","2022","Unknown","Outside London","Female","Undeclared","1130","1040","37110","33190"
"In post","2022","Unknown","Outside London","Female","Unknown","24465","22490","29470","26470"
"In post","2022","Unknown","Outside London","Male","Heterosexual / straight","7995","7745","35990","33700"
"In post","2022","Unknown","Outside London","Male","LGBO","520","510","33690","30040"
"In post","2022","Unknown","Outside London","Male","Undeclared","1160","1130","38280","35800"
"In post","2022","Unknown","Outside London","Male","Unknown","23890","23150","31300","26900"
"In post","2022","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Female","Heterosexual / straight","125","125","54800","54150"
"In post","2022","Unknown","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Overseas","Female","Unknown","295","290","49550","46600"
"In post","2022","Unknown","Overseas","Male","Heterosexual / straight","180","175","55400","53740"
"In post","2022","Unknown","Overseas","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Overseas","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","Overseas","Male","Unknown","280","280","51290","52430"
"In post","2022","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Unknown","395","390","33700","30630"
"In post","2022","Unknown","Unknown","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","Unknown","1790","1785","37820","33570"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Female","Heterosexual / straight","300","[c]","36450","31060"
"Leaver CS","2022","Declared disabled","London","Female","LGBO","70","[c]","31690","30200"
"Leaver CS","2022","Declared disabled","London","Female","Undeclared","70","[c]","32730","30560"
"Leaver CS","2022","Declared disabled","London","Female","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Male","Heterosexual / straight","175","[c]","40080","32420"
"Leaver CS","2022","Declared disabled","London","Male","LGBO","55","[c]","44030","36120"
"Leaver CS","2022","Declared disabled","London","Male","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","Female","Heterosexual / straight","1370","[c]","28290","27130"
"Leaver CS","2022","Declared disabled","Outside London","Female","LGBO","175","[c]","26700","27010"
"Leaver CS","2022","Declared disabled","Outside London","Female","Undeclared","165","[c]","26240","26120"
"Leaver CS","2022","Declared disabled","Outside London","Female","Unknown","305","[c]","26850","26120"
"Leaver CS","2022","Declared disabled","Outside London","Male","Heterosexual / straight","1045","[c]","29460","26670"
"Leaver CS","2022","Declared disabled","Outside London","Male","LGBO","140","[c]","29370","26350"
"Leaver CS","2022","Declared disabled","Outside London","Male","Undeclared","155","[c]","31630","27570"
"Leaver CS","2022","Declared disabled","Outside London","Male","Unknown","250","[c]","31490","27570"
"Leaver CS","2022","Declared disabled","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","Female","Heterosexual / straight","2340","[c]","40580","34020"
"Leaver CS","2022","Declared non-disabled","London","Female","LGBO","145","[c]","36670","32390"
"Leaver CS","2022","Declared non-disabled","London","Female","Undeclared","230","[c]","38480","32330"
"Leaver CS","2022","Declared non-disabled","London","Female","Unknown","330","[c]","42550","31880"
"Leaver CS","2022","Declared non-disabled","London","Male","Heterosexual / straight","1775","[c]","43800","36650"
"Leaver CS","2022","Declared non-disabled","London","Male","LGBO","170","[c]","43330","37230"
"Leaver CS","2022","Declared non-disabled","London","Male","Undeclared","190","[c]","43920","36310"
"Leaver CS","2022","Declared non-disabled","London","Male","Unknown","320","[c]","50810","46250"
"Leaver CS","2022","Declared non-disabled","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","Female","Heterosexual / straight","7485","[c]","29660","27550"
"Leaver CS","2022","Declared non-disabled","Outside London","Female","LGBO","465","[c]","28620","25560"
"Leaver CS","2022","Declared non-disabled","Outside London","Female","Undeclared","730","[c]","29070","26130"
"Leaver CS","2022","Declared non-disabled","Outside London","Female","Unknown","2235","[c]","28220","26030"
"Leaver CS","2022","Declared non-disabled","Outside London","Male","Heterosexual / straight","6745","[c]","32480","27570"
"Leaver CS","2022","Declared non-disabled","Outside London","Male","LGBO","400","[c]","29380","27570"
"Leaver CS","2022","Declared non-disabled","Outside London","Male","Undeclared","550","[c]","33120","27660"
"Leaver CS","2022","Declared non-disabled","Outside London","Male","Unknown","1635","[c]","33100","27570"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Male","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","Heterosexual / straight","175","[c]","26440","21840"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","Undeclared","50","[c]","22560","21590"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","Heterosexual / straight","135","[c]","32280","26410"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Female","Heterosexual / straight","85","[c]","39550","35200"
"Leaver CS","2022","Undeclared","London","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Female","Undeclared","75","[c]","41080","36300"
"Leaver CS","2022","Undeclared","London","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Male","Heterosexual / straight","70","[c]","37510","31060"
"Leaver CS","2022","Undeclared","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Male","Undeclared","85","[c]","47140","44720"
"Leaver CS","2022","Undeclared","London","Male","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","Female","Heterosexual / straight","365","[c]","27450","23780"
"Leaver CS","2022","Undeclared","Outside London","Female","LGBO","45","[c]","28200","27090"
"Leaver CS","2022","Undeclared","Outside London","Female","Undeclared","175","[c]","30020","26890"
"Leaver CS","2022","Undeclared","Outside London","Female","Unknown","200","[c]","27870","26950"
"Leaver CS","2022","Undeclared","Outside London","Male","Heterosexual / straight","390","[c]","29060","26670"
"Leaver CS","2022","Undeclared","Outside London","Male","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","Male","Undeclared","305","[c]","34160","32620"
"Leaver CS","2022","Undeclared","Outside London","Male","Unknown","255","[c]","32390","27570"
"Leaver CS","2022","Undeclared","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
