"Status","Year","Age","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Other","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","Policy","London","Female","5","5","[c]","[c]"
"In post","2022","16-19","Policy","London","Male","15","15","[c]","[c]"
"In post","2022","16-19","Policy","Outside London","Female","10","10","[c]","[c]"
"In post","2022","16-19","Policy","Outside London","Male","10","10","[c]","[c]"
"In post","2022","16-19","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Outside London","Female","5","5","[c]","[c]"
"In post","2022","16-19","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Outside London","Female","5","5","[c]","[c]"
"In post","2022","16-19","Property","Outside London","Male","25","25","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Outside London","Female","15","15","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Outside London","Male","100","100","18400","17450"
"In post","2022","16-19","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Outside London","Male","5","5","[c]","[c]"
"In post","2022","16-19","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Outside London","Female","35","35","21720","21250"
"In post","2022","16-19","Tax","Outside London","Male","30","30","[c]","[c]"
"In post","2022","16-19","Unknown","London","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","London","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Outside London","Female","40","40","22440","21150"
"In post","2022","16-19","Unknown","Outside London","Male","40","40","22100","21250"
"In post","2022","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","London","Female","155","155","38510","36820"
"In post","2022","20-29","Commercial","London","Male","110","110","40340","40360"
"In post","2022","20-29","Commercial","Outside London","Female","435","430","30190","29360"
"In post","2022","20-29","Commercial","Outside London","Male","355","355","29710","29360"
"In post","2022","20-29","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Overseas","Male","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","London","Female","420","415","36840","34710"
"In post","2022","20-29","Communications","London","Male","225","220","37720","35810"
"In post","2022","20-29","Communications","Outside London","Female","180","175","30610","30420"
"In post","2022","20-29","Communications","Outside London","Male","70","70","29130","26670"
"In post","2022","20-29","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2022","20-29","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Outside London","Female","5","5","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","London","Female","85","85","29200","26380"
"In post","2022","20-29","Counter Fraud","London","Male","60","60","30030","26090"
"In post","2022","20-29","Counter Fraud","Outside London","Female","290","285","26990","27570"
"In post","2022","20-29","Counter Fraud","Outside London","Male","205","205","26260","27570"
"In post","2022","20-29","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","London","Female","330","330","39140","37930"
"In post","2022","20-29","Digital, Data and Technology","London","Male","405","405","38500","36550"
"In post","2022","20-29","Digital, Data and Technology","Outside London","Female","710","700","31930","30840"
"In post","2022","20-29","Digital, Data and Technology","Outside London","Male","1480","1475","32420","31200"
"In post","2022","20-29","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","London","Female","330","325","39050","34710"
"In post","2022","20-29","Economics","London","Male","610","610","39790","35050"
"In post","2022","20-29","Economics","Outside London","Female","80","80","32960","31000"
"In post","2022","20-29","Economics","Outside London","Male","145","145","32640","30710"
"In post","2022","20-29","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","London","Female","235","235","40180","40230"
"In post","2022","20-29","Finance","London","Male","235","235","40750","38600"
"In post","2022","20-29","Finance","Outside London","Female","590","575","29680","27570"
"In post","2022","20-29","Finance","Outside London","Male","540","535","30280","28930"
"In post","2022","20-29","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Female","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Geography","Outside London","Female","35","35","25090","26740"
"In post","2022","20-29","Geography","Outside London","Male","75","75","25740","26740"
"In post","2022","20-29","Human Resources","London","Female","375","370","36460","32790"
"In post","2022","20-29","Human Resources","London","Male","155","150","36390","33210"
"In post","2022","20-29","Human Resources","Outside London","Female","590","585","28760","27630"
"In post","2022","20-29","Human Resources","Outside London","Male","215","215","28660","26590"
"In post","2022","20-29","Human Resources","Overseas","Female","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","London","Female","115","110","33930","32580"
"In post","2022","20-29","Intelligence Analysis","London","Male","135","135","35050","35500"
"In post","2022","20-29","Intelligence Analysis","Outside London","Female","140","135","27190","26350"
"In post","2022","20-29","Intelligence Analysis","Outside London","Male","100","100","27780","26350"
"In post","2022","20-29","Intelligence Analysis","Overseas","Female","5","5","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","London","Female","10","10","[c]","[c]"
"In post","2022","20-29","Internal Audit","London","Male","10","10","[c]","[c]"
"In post","2022","20-29","Internal Audit","Outside London","Female","20","20","[c]","[c]"
"In post","2022","20-29","Internal Audit","Outside London","Male","10","10","[c]","[c]"
"In post","2022","20-29","International Trade","London","Female","225","225","38550","38160"
"In post","2022","20-29","International Trade","London","Male","215","215","39180","38160"
"In post","2022","20-29","International Trade","Outside London","Female","20","20","[c]","[c]"
"In post","2022","20-29","International Trade","Outside London","Male","20","20","[c]","[c]"
"In post","2022","20-29","International Trade","Overseas","Female","10","10","[c]","[c]"
"In post","2022","20-29","International Trade","Overseas","Male","15","15","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","London","Female","65","60","36360","33290"
"In post","2022","20-29","Knowledge and Information Management","London","Male","45","45","37190","34660"
"In post","2022","20-29","Knowledge and Information Management","Outside London","Female","100","100","27990","26670"
"In post","2022","20-29","Knowledge and Information Management","Outside London","Male","75","75","26790","26670"
"In post","2022","20-29","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","London","Female","295","295","38950","37610"
"In post","2022","20-29","Legal","London","Male","215","215","38170","34260"
"In post","2022","20-29","Legal","Outside London","Female","540","535","33600","30450"
"In post","2022","20-29","Legal","Outside London","Male","290","290","32090","28920"
"In post","2022","20-29","Medicine","London","Female","15","15","[c]","[c]"
"In post","2022","20-29","Medicine","London","Male","5","5","[c]","[c]"
"In post","2022","20-29","Medicine","Outside London","Female","80","75","30710","31470"
"In post","2022","20-29","Medicine","Outside London","Male","25","25","[c]","[c]"
"In post","2022","20-29","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","London","Female","3715","3650","30970","31040"
"In post","2022","20-29","Operational Delivery","London","Male","2065","2050","31820","31060"
"In post","2022","20-29","Operational Delivery","Outside London","Female","19145","18590","24890","24090"
"In post","2022","20-29","Operational Delivery","Outside London","Male","13385","13260","25060","24730"
"In post","2022","20-29","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","Overseas","Female","10","10","[c]","[c]"
"In post","2022","20-29","Operational Delivery","Overseas","Male","10","10","[c]","[c]"
"In post","2022","20-29","Operational Delivery","Unknown","Female","50","50","27700","27570"
"In post","2022","20-29","Operational Delivery","Unknown","Male","40","40","26040","27570"
"In post","2022","20-29","Operational Research","London","Female","60","60","39480","36590"
"In post","2022","20-29","Operational Research","London","Male","65","65","40290","37880"
"In post","2022","20-29","Operational Research","Outside London","Female","85","85","32770","32630"
"In post","2022","20-29","Operational Research","Outside London","Male","110","110","32150","30920"
"In post","2022","20-29","Other","London","Female","545","540","32010","31060"
"In post","2022","20-29","Other","London","Male","350","350","32540","31000"
"In post","2022","20-29","Other","Outside London","Female","1275","1240","24730","22000"
"In post","2022","20-29","Other","Outside London","Male","1015","1010","24520","21830"
"In post","2022","20-29","Other","Overseas","Female","10","10","[c]","[c]"
"In post","2022","20-29","Other","Overseas","Male","5","5","[c]","[c]"
"In post","2022","20-29","Other","Unknown","Female","65","65","25570","26670"
"In post","2022","20-29","Other","Unknown","Male","310","310","28750","28980"
"In post","2022","20-29","Planning","London","Female","10","10","[c]","[c]"
"In post","2022","20-29","Planning","London","Male","15","15","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","Female","5","5","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","Male","5","5","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","London","Female","3785","3765","40210","37790"
"In post","2022","20-29","Policy","London","Male","2965","2955","40550","37640"
"In post","2022","20-29","Policy","Outside London","Female","1030","1020","32400","30360"
"In post","2022","20-29","Policy","Outside London","Male","675","670","32730","30360"
"In post","2022","20-29","Policy","Overseas","Female","100","100","35040","33230"
"In post","2022","20-29","Policy","Overseas","Male","80","80","35500","33230"
"In post","2022","20-29","Policy","Unknown","Female","5","5","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","London","Female","370","370","38780","35070"
"In post","2022","20-29","Project Delivery","London","Male","265","265","39310","35060"
"In post","2022","20-29","Project Delivery","Outside London","Female","720","715","32120","31600"
"In post","2022","20-29","Project Delivery","Outside London","Male","665","660","31870","31600"
"In post","2022","20-29","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Overseas","Male","5","5","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","London","Female","65","65","35280","32280"
"In post","2022","20-29","Property","London","Male","115","115","33940","31130"
"In post","2022","20-29","Property","Outside London","Female","325","320","29240","26520"
"In post","2022","20-29","Property","Outside London","Male","335","330","28620","26350"
"In post","2022","20-29","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","London","Female","30","30","29250","29060"
"In post","2022","20-29","Psychology","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","Outside London","Female","340","335","27570","27700"
"In post","2022","20-29","Psychology","Outside London","Male","20","20","[c]","[c]"
"In post","2022","20-29","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","London","Female","175","175","34370","32330"
"In post","2022","20-29","Science and Engineering","London","Male","80","80","33760","32330"
"In post","2022","20-29","Science and Engineering","Outside London","Female","860","845","28790","28100"
"In post","2022","20-29","Science and Engineering","Outside London","Male","1755","1755","28870","28590"
"In post","2022","20-29","Science and Engineering","Overseas","Female","15","15","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Overseas","Male","10","10","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","London","Female","90","90","34820","33960"
"In post","2022","20-29","Security","London","Male","85","85","32940","31510"
"In post","2022","20-29","Security","Outside London","Female","235","235","26650","25830"
"In post","2022","20-29","Security","Outside London","Male","705","705","26550","25680"
"In post","2022","20-29","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Unknown","Male","5","5","[c]","[c]"
"In post","2022","20-29","Social Research","London","Female","170","170","37840","35000"
"In post","2022","20-29","Social Research","London","Male","60","60","39570","37490"
"In post","2022","20-29","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Social Research","Outside London","Female","240","235","34370","30710"
"In post","2022","20-29","Social Research","Outside London","Male","85","85","33520","30710"
"In post","2022","20-29","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Statistics","London","Female","190","190","38240","36790"
"In post","2022","20-29","Statistics","London","Male","220","215","37060","37020"
"In post","2022","20-29","Statistics","Outside London","Female","210","210","34020","33000"
"In post","2022","20-29","Statistics","Outside London","Male","210","210","33540","31990"
"In post","2022","20-29","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Tax","London","Female","160","160","38750","37610"
"In post","2022","20-29","Tax","London","Male","170","170","41790","37610"
"In post","2022","20-29","Tax","Outside London","Female","1890","1835","27770","26590"
"In post","2022","20-29","Tax","Outside London","Male","1980","1955","27940","26590"
"In post","2022","20-29","Unknown","London","Female","1725","1720","36170","32000"
"In post","2022","20-29","Unknown","London","Male","1315","1315","37530","33410"
"In post","2022","20-29","Unknown","Outside London","Female","2665","2620","29470","27570"
"In post","2022","20-29","Unknown","Outside London","Male","2065","2050","29020","27230"
"In post","2022","20-29","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Female","150","150","31590","29250"
"In post","2022","20-29","Unknown","Unknown","Male","135","135","31300","29250"
"In post","2022","20-29","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinarian","Outside London","Female","10","10","[c]","[c]"
"In post","2022","20-29","Veterinarian","Outside London","Male","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","London","Female","140","135","45300","41970"
"In post","2022","30-39","Commercial","London","Male","115","110","49630","53200"
"In post","2022","30-39","Commercial","Outside London","Female","710","660","36330","35310"
"In post","2022","30-39","Commercial","Outside London","Male","555","555","38000","37400"
"In post","2022","30-39","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Overseas","Male","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","London","Female","410","390","48820","47000"
"In post","2022","30-39","Communications","London","Male","270","270","49270","45250"
"In post","2022","30-39","Communications","Outside London","Female","330","310","37220","36150"
"In post","2022","30-39","Communications","Outside London","Male","180","180","36350","34060"
"In post","2022","30-39","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2022","30-39","Corporate Finance","London","Male","10","10","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Outside London","Female","15","15","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Outside London","Male","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","London","Female","80","70","34610","31060"
"In post","2022","30-39","Counter Fraud","London","Male","85","85","36550","33100"
"In post","2022","30-39","Counter Fraud","Outside London","Female","465","415","27400","27570"
"In post","2022","30-39","Counter Fraud","Outside London","Male","255","255","27800","27570"
"In post","2022","30-39","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","London","Female","420","405","49700","52720"
"In post","2022","30-39","Digital, Data and Technology","London","Male","585","585","50420","49370"
"In post","2022","30-39","Digital, Data and Technology","Outside London","Female","1270","1210","38440","36300"
"In post","2022","30-39","Digital, Data and Technology","Outside London","Male","2360","2350","40110","37720"
"In post","2022","30-39","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Overseas","Male","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","London","Female","160","150","59350","58030"
"In post","2022","30-39","Economics","London","Male","250","245","57950","57840"
"In post","2022","30-39","Economics","Outside London","Female","35","35","45070","44000"
"In post","2022","30-39","Economics","Outside London","Male","45","40","49290","51210"
"In post","2022","30-39","Economics","Overseas","Female","5","5","[c]","[c]"
"In post","2022","30-39","Economics","Overseas","Male","10","10","[c]","[c]"
"In post","2022","30-39","Finance","London","Female","325","310","49720","48540"
"In post","2022","30-39","Finance","London","Male","345","345","51810","53380"
"In post","2022","30-39","Finance","Outside London","Female","1045","975","36660","33300"
"In post","2022","30-39","Finance","Outside London","Male","740","735","39260","36820"
"In post","2022","30-39","Finance","Overseas","Female","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Overseas","Male","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Geography","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Geography","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Geography","Outside London","Female","40","40","32280","33290"
"In post","2022","30-39","Geography","Outside London","Male","70","70","32650","33290"
"In post","2022","30-39","Geography","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Geography","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","London","Female","430","415","45750","41750"
"In post","2022","30-39","Human Resources","London","Male","185","185","45800","41750"
"In post","2022","30-39","Human Resources","Outside London","Female","1070","990","34480","31560"
"In post","2022","30-39","Human Resources","Outside London","Male","450","450","35360","32010"
"In post","2022","30-39","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Overseas","Male","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Inspector of Education and Training","London","Female","10","10","[c]","[c]"
"In post","2022","30-39","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Inspector of Education and Training","Outside London","Female","65","65","53420","51360"
"In post","2022","30-39","Inspector of Education and Training","Outside London","Male","25","25","[c]","[c]"
"In post","2022","30-39","Intelligence Analysis","London","Female","125","120","38310","35500"
"In post","2022","30-39","Intelligence Analysis","London","Male","165","165","39690","37580"
"In post","2022","30-39","Intelligence Analysis","Outside London","Female","270","250","29860","27380"
"In post","2022","30-39","Intelligence Analysis","Outside London","Male","235","235","31210","30830"
"In post","2022","30-39","Intelligence Analysis","Overseas","Female","15","15","[c]","[c]"
"In post","2022","30-39","Intelligence Analysis","Overseas","Male","20","20","[c]","[c]"
"In post","2022","30-39","Internal Audit","London","Female","20","20","[c]","[c]"
"In post","2022","30-39","Internal Audit","London","Male","20","20","[c]","[c]"
"In post","2022","30-39","Internal Audit","Outside London","Female","60","55","39130","39200"
"In post","2022","30-39","Internal Audit","Outside London","Male","35","35","41680","40550"
"In post","2022","30-39","International Trade","London","Female","185","180","49510","51710"
"In post","2022","30-39","International Trade","London","Male","205","205","51140","51970"
"In post","2022","30-39","International Trade","Outside London","Female","35","30","43450","40180"
"In post","2022","30-39","International Trade","Outside London","Male","35","35","40730","34430"
"In post","2022","30-39","International Trade","Overseas","Female","15","15","[c]","[c]"
"In post","2022","30-39","International Trade","Overseas","Male","50","50","50780","52400"
"In post","2022","30-39","Knowledge and Information Management","London","Female","75","75","43210","41350"
"In post","2022","30-39","Knowledge and Information Management","London","Male","65","65","44250","41850"
"In post","2022","30-39","Knowledge and Information Management","Outside London","Female","165","150","31560","27980"
"In post","2022","30-39","Knowledge and Information Management","Outside London","Male","135","135","33580","31990"
"In post","2022","30-39","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
