"Status","Year","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Tax","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Heterosexual / straight","100","100","40480","37040"
"In post","2022","Analysis","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","Commercial","Heterosexual / straight","2890","2800","39870","37620"
"In post","2022","Commercial","Commercial","LGBO","160","160","37890","35910"
"In post","2022","Commercial","Commercial","Undeclared","425","410","40590","39650"
"In post","2022","Commercial","Commercial","Unknown","590","570","37400","34900"
"In post","2022","Commercial","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","Heterosexual / straight","35","35","40280","34260"
"In post","2022","Commercial","Finance","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","Heterosexual / straight","300","290","43910","39320"
"In post","2022","Commercial","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","Undeclared","35","30","38610","33000"
"In post","2022","Commercial","Operational Delivery","Unknown","55","55","42970","34360"
"In post","2022","Commercial","Other","Heterosexual / straight","70","70","42240","40110"
"In post","2022","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Policy","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Project Delivery","Heterosexual / straight","70","70","46010","41000"
"In post","2022","Commercial","Project Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Project Delivery","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Heterosexual / straight","100","100","40800","40680"
"In post","2022","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Tax","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Heterosexual / straight","330","320","67450","57710"
"In post","2022","Commercial","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","Unknown","Undeclared","35","35","59370","54700"
"In post","2022","Commercial","Unknown","Unknown","1300","1285","69720","64500"
"In post","2022","Commercial","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Heterosexual / straight","2255","2175","42450","38750"
"In post","2022","Communications","Communications","LGBO","205","200","40750","37910"
"In post","2022","Communications","Communications","Undeclared","380","365","42270","37640"
"In post","2022","Communications","Communications","Unknown","600","585","42860","38930"
"In post","2022","Communications","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Heterosexual / straight","60","55","41920","40930"
"In post","2022","Communications","Knowledge and Information Management","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Knowledge and Information Management","Unknown","30","25","[c]","[c]"
"In post","2022","Communications","Operational Delivery","Heterosexual / straight","1090","1045","31230","26820"
"In post","2022","Communications","Operational Delivery","LGBO","80","75","30640","32970"
"In post","2022","Communications","Operational Delivery","Undeclared","90","85","30700","26820"
"In post","2022","Communications","Operational Delivery","Unknown","555","535","28630","26820"
"In post","2022","Communications","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Communications","Other","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Tax","Heterosexual / straight","1350","1305","29340","26820"
"In post","2022","Communications","Tax","LGBO","120","115","29110","26820"
"In post","2022","Communications","Tax","Undeclared","95","90","29220","26820"
"In post","2022","Communications","Tax","Unknown","930","905","28410","26820"
"In post","2022","Communications","Unknown","Heterosexual / straight","300","295","45870","40600"
"In post","2022","Communications","Unknown","LGBO","40","40","42260","35260"
"In post","2022","Communications","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","190","185","43120","38890"
"In post","2022","Counter Fraud","Counter Fraud","Heterosexual / straight","4205","3820","29300","27570"
"In post","2022","Counter Fraud","Counter Fraud","LGBO","220","210","29080","27570"
"In post","2022","Counter Fraud","Counter Fraud","Undeclared","585","520","28650","27570"
"In post","2022","Counter Fraud","Counter Fraud","Unknown","1385","1210","29470","27570"
"In post","2022","Counter Fraud","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","Heterosexual / straight","150","145","39680","35980"
"In post","2022","Counter Fraud","Intelligence Analysis","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","Undeclared","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","Unknown","65","60","36070","35490"
"In post","2022","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Unknown","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Heterosexual / straight","2000","1910","33880","33080"
"In post","2022","Counter Fraud","Legal","LGBO","110","105","33920","33080"
"In post","2022","Counter Fraud","Legal","Undeclared","325","305","35450","33370"
"In post","2022","Counter Fraud","Legal","Unknown","970","930","32890","33080"
"In post","2022","Counter Fraud","Operational Delivery","Heterosexual / straight","2485","2285","31570","28920"
"In post","2022","Counter Fraud","Operational Delivery","LGBO","140","135","29390","26820"
"In post","2022","Counter Fraud","Operational Delivery","Undeclared","340","310","30030","27570"
"In post","2022","Counter Fraud","Operational Delivery","Unknown","930","850","28730","26820"
"In post","2022","Counter Fraud","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Other","Heterosexual / straight","190","175","43440","40520"
"In post","2022","Counter Fraud","Other","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Other","Undeclared","40","35","43690","40180"
"In post","2022","Counter Fraud","Other","Unknown","75","70","37700","33370"
"In post","2022","Counter Fraud","Tax","Heterosexual / straight","1195","1120","42620","40180"
"In post","2022","Counter Fraud","Tax","LGBO","70","65","43400","37930"
"In post","2022","Counter Fraud","Tax","Undeclared","200","185","45660","40520"
"In post","2022","Counter Fraud","Tax","Unknown","450","425","38090","33370"
"In post","2022","Counter Fraud","Unknown","Heterosexual / straight","465","460","34680","30750"
"In post","2022","Counter Fraud","Unknown","LGBO","35","35","35850","30750"
"In post","2022","Counter Fraud","Unknown","Undeclared","40","40","32720","30750"
"In post","2022","Counter Fraud","Unknown","Unknown","245","245","31800","30750"
"In post","2022","Debt","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Operational Delivery","Heterosexual / straight","1820","1625","25360","22080"
"In post","2022","Debt","Operational Delivery","LGBO","125","120","24960","21250"
"In post","2022","Debt","Operational Delivery","Undeclared","260","225","24920","22080"
"In post","2022","Debt","Operational Delivery","Unknown","1135","1015","24390","21680"
"In post","2022","Debt","Other","Heterosexual / straight","1725","1460","22670","21260"
"In post","2022","Debt","Other","LGBO","105","100","22930","21260"
"In post","2022","Debt","Other","Undeclared","215","185","22260","21260"
"In post","2022","Debt","Other","Unknown","455","385","22450","21260"
"In post","2022","Debt","Tax","Heterosexual / straight","395","380","22240","21250"
"In post","2022","Debt","Tax","LGBO","55","55","22150","21250"
"In post","2022","Debt","Tax","Undeclared","15","15","[c]","[c]"
"In post","2022","Debt","Tax","Unknown","390","370","22090","21250"
"In post","2022","Debt","Unknown","Heterosexual / straight","70","70","27230","21250"
"In post","2022","Debt","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Unknown","40","35","25180","21250"
"In post","2022","Digital, Data & Technology","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","11575","11245","41590","38330"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","LGBO","735","725","40160","36340"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Undeclared","1750","1705","41010","38000"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","3325","3245","41150","37700"
"In post","2022","Digital, Data & Technology","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","650","635","32630","29250"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","LGBO","35","35","30970","31770"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Undeclared","145","140","34010","32410"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","80","80","33310","29200"
"In post","2022","Digital, Data & Technology","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","365","350","38610","35110"
"In post","2022","Digital, Data & Technology","Operational Delivery","LGBO","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","Undeclared","40","35","38950","35980"
"In post","2022","Digital, Data & Technology","Operational Delivery","Unknown","120","115","35830","33370"
"In post","2022","Digital, Data & Technology","Operational Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Heterosexual / straight","35","35","38830","33090"
"In post","2022","Digital, Data & Technology","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Heterosexual / straight","155","150","44410","40230"
"In post","2022","Digital, Data & Technology","Policy","LGBO","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Undeclared","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Unknown","60","55","44300","40230"
"In post","2022","Digital, Data & Technology","Project Delivery","Heterosexual / straight","140","135","40590","37710"
"In post","2022","Digital, Data & Technology","Project Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Undeclared","20","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Heterosexual / straight","720","680","39000","39650"
"In post","2022","Digital, Data & Technology","Science and Engineering","LGBO","60","55","35320","37420"
"In post","2022","Digital, Data & Technology","Science and Engineering","Undeclared","190","175","39750","39650"
"In post","2022","Digital, Data & Technology","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Heterosexual / straight","55","50","40700","40180"
"In post","2022","Digital, Data & Technology","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Unknown","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","995","980","49940","54700"
"In post","2022","Digital, Data & Technology","Unknown","LGBO","115","115","48660","54700"
"In post","2022","Digital, Data & Technology","Unknown","Undeclared","135","130","50500","54700"
"In post","2022","Digital, Data & Technology","Unknown","Unknown","290","285","48070","43810"
"In post","2022","Finance","Commercial","Heterosexual / straight","425","395","37030","34290"
"In post","2022","Finance","Commercial","LGBO","30","30","32350","31530"
"In post","2022","Finance","Commercial","Undeclared","60","55","37070","33730"
"In post","2022","Finance","Commercial","Unknown","110","105","37900","34800"
"In post","2022","Finance","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Heterosexual / straight","55","55","48830","42870"
"In post","2022","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Unknown","55","50","41720","38460"
"In post","2022","Finance","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Heterosexual / straight","135","135","39360","36500"
"In post","2022","Finance","Digital, Data and Technology","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Undeclared","25","25","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Unknown","65","60","38040","36730"
"In post","2022","Finance","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Economics","LGBO","[c]","[c]","[c]","[c]"
