"Status","Year","Ethnicity","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","South East (England)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","South West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Yorkshire and The Humber","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Outside London","95","[c]","28080","26240"
"Leaver CS","2022","Undeclared","East of England","Outside London","110","[c]","32090","27920"
"Leaver CS","2022","Undeclared","London","London","410","[c]","42870","37640"
"Leaver CS","2022","Undeclared","North East (England)","Outside London","80","[c]","32020","22040"
"Leaver CS","2022","Undeclared","North West (England)","Outside London","170","[c]","30480","26120"
"Leaver CS","2022","Undeclared","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Outside London","115","[c]","31390","27570"
"Leaver CS","2022","Undeclared","South East (England)","Outside London","225","[c]","30900","27570"
"Leaver CS","2022","Undeclared","South West (England)","Outside London","205","[c]","34920","33300"
"Leaver CS","2022","Undeclared","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Outside London","125","[c]","28620","25100"
"Leaver CS","2022","Undeclared","West Midlands (England)","Outside London","90","[c]","29570","27570"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Outside London","125","[c]","30720","27570"
"Leaver CS","2022","Unknown","East Midlands (England)","Outside London","455","[c]","24950","21260"
"Leaver CS","2022","Unknown","East of England","Outside London","375","[c]","28550","26130"
"Leaver CS","2022","Unknown","London","London","2265","[c]","39990","32360"
"Leaver CS","2022","Unknown","North East (England)","Outside London","520","[c]","26630","21800"
"Leaver CS","2022","Unknown","North West (England)","Outside London","845","[c]","28090","24880"
"Leaver CS","2022","Unknown","Northern Ireland","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Overseas","35","[c]","44220","41600"
"Leaver CS","2022","Unknown","Scotland","Outside London","1045","[c]","31250","27230"
"Leaver CS","2022","Unknown","South East (England)","Outside London","715","[c]","28540","25000"
"Leaver CS","2022","Unknown","South West (England)","Outside London","665","[c]","29310","26000"
"Leaver CS","2022","Unknown","Unknown","Unknown","690","[c]","35340","31990"
"Leaver CS","2022","Unknown","Wales","Outside London","375","[c]","28290","24370"
"Leaver CS","2022","Unknown","West Midlands (England)","Outside London","520","[c]","26840","22460"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","Outside London","740","[c]","30320","25200"
"Leaver CS","2022","White","East Midlands (England)","Outside London","1465","[c]","29480","27570"
"Leaver CS","2022","White","East of England","Outside London","1935","[c]","31470","27570"
"Leaver CS","2022","White","London","London","4485","[c]","44710","38600"
"Leaver CS","2022","White","North East (England)","Outside London","1845","[c]","28060","22200"
"Leaver CS","2022","White","North West (England)","Outside London","3290","[c]","29190","26120"
"Leaver CS","2022","White","Northern Ireland","Outside London","200","[c]","28020","22580"
"Leaver CS","2022","White","Overseas","Overseas","90","[c]","51570","45840"
"Leaver CS","2022","White","Scotland","Outside London","2505","[c]","32280","27570"
"Leaver CS","2022","White","South East (England)","Outside London","3270","[c]","30710","27570"
"Leaver CS","2022","White","South West (England)","Outside London","2955","[c]","32940","28050"
"Leaver CS","2022","White","Unknown","Unknown","460","[c]","27650","21840"
"Leaver CS","2022","White","Wales","Outside London","1600","[c]","31660","27130"
"Leaver CS","2022","White","West Midlands (England)","Outside London","1730","[c]","32240","27570"
"Leaver CS","2022","White","Yorkshire and The Humber","Outside London","2290","[c]","30770","27570"
"Leaver Dept.","2022","Asian","East Midlands (England)","Outside London","65","[c]","29540","24350"
"Leaver Dept.","2022","Asian","East of England","Outside London","60","[c]","42610","29290"
"Leaver Dept.","2022","Asian","London","London","1345","[c]","40170","33880"
"Leaver Dept.","2022","Asian","North East (England)","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Outside London","195","[c]","28260","27570"
"Leaver Dept.","2022","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Outside London","75","[c]","36190","31040"
"Leaver Dept.","2022","Asian","South West (England)","Outside London","105","[c]","36290","29000"
"Leaver Dept.","2022","Asian","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Outside London","300","[c]","29010","26000"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Outside London","165","[c]","31860","27570"
"Leaver Dept.","2022","Black","East Midlands (England)","Outside London","40","[c]","30340","27570"
"Leaver Dept.","2022","Black","East of England","Outside London","45","[c]","37840","30460"
"Leaver Dept.","2022","Black","London","London","775","[c]","37490","32640"
"Leaver Dept.","2022","Black","North East (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Outside London","80","[c]","31120","27570"
"Leaver Dept.","2022","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South West (England)","Outside London","65","[c]","37220","35000"
"Leaver Dept.","2022","Black","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","West Midlands (England)","Outside London","105","[c]","33240","27570"
"Leaver Dept.","2022","Black","Yorkshire and The Humber","Outside London","45","[c]","34770","31860"
"Leaver Dept.","2022","Mixed","East Midlands (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","East of England","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","London","370","[c]","40820","36750"
"Leaver Dept.","2022","Mixed","North East (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","North West (England)","Outside London","45","[c]","29500","27570"
"Leaver Dept.","2022","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","South East (England)","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","South West (England)","Outside London","55","[c]","33940","32310"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Wales","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","West Midlands (England)","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Yorkshire and The Humber","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","London","London","110","[c]","43940","37810"
"Leaver Dept.","2022","Other ethnicity","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","South West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","West Midlands (England)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East Midlands (England)","Outside London","35","[c]","40140","36330"
"Leaver Dept.","2022","Undeclared","East of England","Outside London","60","[c]","39680","34530"
"Leaver Dept.","2022","Undeclared","London","London","455","[c]","45970","40940"
"Leaver Dept.","2022","Undeclared","North East (England)","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North West (England)","Outside London","80","[c]","36500","33760"
"Leaver Dept.","2022","Undeclared","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scotland","Outside London","35","[c]","29300","27570"
"Leaver Dept.","2022","Undeclared","South East (England)","Outside London","85","[c]","40190","35750"
"Leaver Dept.","2022","Undeclared","South West (England)","Outside London","115","[c]","41520","38150"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Wales","Outside London","70","[c]","32590","29540"
"Leaver Dept.","2022","Undeclared","West Midlands (England)","Outside London","50","[c]","39290","29470"
"Leaver Dept.","2022","Undeclared","Yorkshire and The Humber","Outside London","50","[c]","39240","36330"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Outside London","90","[c]","28890","25160"
"Leaver Dept.","2022","Unknown","East of England","Outside London","45","[c]","29580","28940"
"Leaver Dept.","2022","Unknown","London","London","2240","[c]","41530","34550"
"Leaver Dept.","2022","Unknown","North East (England)","Outside London","160","[c]","30090","27120"
"Leaver Dept.","2022","Unknown","North West (England)","Outside London","255","[c]","29910","27570"
"Leaver Dept.","2022","Unknown","Northern Ireland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Outside London","210","[c]","32530","27570"
"Leaver Dept.","2022","Unknown","South East (England)","Outside London","75","[c]","35140","29290"
"Leaver Dept.","2022","Unknown","South West (England)","Outside London","110","[c]","32870","29230"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","385","[c]","36470","32000"
"Leaver Dept.","2022","Unknown","Wales","Outside London","100","[c]","31580","27570"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Outside London","170","[c]","28680","25120"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Outside London","440","[c]","33160","28000"
"Leaver Dept.","2022","White","East Midlands (England)","Outside London","385","[c]","32560","27570"
"Leaver Dept.","2022","White","East of England","Outside London","430","[c]","37710","30760"
"Leaver Dept.","2022","White","London","London","4980","[c]","46890","40600"
"Leaver Dept.","2022","White","North East (England)","Outside London","745","[c]","31610","27570"
"Leaver Dept.","2022","White","North West (England)","Outside London","1405","[c]","32910","27570"
"Leaver Dept.","2022","White","Northern Ireland","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Overseas","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Scotland","Outside London","925","[c]","29680","27570"
"Leaver Dept.","2022","White","South East (England)","Outside London","775","[c]","40250","34740"
"Leaver Dept.","2022","White","South West (England)","Outside London","1675","[c]","36840","32170"
"Leaver Dept.","2022","White","Unknown","Unknown","290","[c]","38050","32180"
"Leaver Dept.","2022","White","Wales","Outside London","525","[c]","34120","28560"
"Leaver Dept.","2022","White","West Midlands (England)","Outside London","635","[c]","35820","29510"
"Leaver Dept.","2022","White","Yorkshire and The Humber","Outside London","930","[c]","37820","32790"
"New entrant CS","2022","Asian","East Midlands (England)","Outside London","315","[c]","25550","23140"
"New entrant CS","2022","Asian","East of England","Outside London","160","[c]","28670","27570"
"New entrant CS","2022","Asian","London","London","1690","[c]","34560","31060"
"New entrant CS","2022","Asian","North East (England)","Outside London","140","[c]","27420","26590"
"New entrant CS","2022","Asian","North West (England)","Outside London","595","[c]","26880","26370"
"New entrant CS","2022","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scotland","Outside London","205","[c]","28580","27230"
"New entrant CS","2022","Asian","South East (England)","Outside London","220","[c]","29460","27570"
"New entrant CS","2022","Asian","South West (England)","Outside London","160","[c]","30640","27540"
"New entrant CS","2022","Asian","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Wales","Outside London","135","[c]","27470","26130"
"New entrant CS","2022","Asian","West Midlands (England)","Outside London","845","[c]","27420","26590"
"New entrant CS","2022","Asian","Yorkshire and The Humber","Outside London","615","[c]","26150","24880"
"New entrant CS","2022","Black","East Midlands (England)","Outside London","130","[c]","26340","25480"
"New entrant CS","2022","Black","East of England","Outside London","125","[c]","27210","27570"
"New entrant CS","2022","Black","London","London","1335","[c]","32870","31060"
"New entrant CS","2022","Black","North East (England)","Outside London","40","[c]","26050","21300"
"New entrant CS","2022","Black","North West (England)","Outside London","230","[c]","27060","25950"
"New entrant CS","2022","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scotland","Outside London","110","[c]","26950","23920"
"New entrant CS","2022","Black","South East (England)","Outside London","170","[c]","27680","27570"
"New entrant CS","2022","Black","South West (England)","Outside London","85","[c]","30570","29390"
"New entrant CS","2022","Black","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wales","Outside London","50","[c]","29870","27570"
"New entrant CS","2022","Black","West Midlands (England)","Outside London","285","[c]","27550","27570"
"New entrant CS","2022","Black","Yorkshire and The Humber","Outside London","135","[c]","28430","27380"
"New entrant CS","2022","Mixed","East Midlands (England)","Outside London","105","[c]","24590","23170"
"New entrant CS","2022","Mixed","East of England","Outside London","95","[c]","28110","27120"
"New entrant CS","2022","Mixed","London","London","555","[c]","34540","31800"
"New entrant CS","2022","Mixed","North East (England)","Outside London","50","[c]","25980","23800"
"New entrant CS","2022","Mixed","North West (England)","Outside London","170","[c]","26710","23170"
"New entrant CS","2022","Mixed","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scotland","Outside London","80","[c]","29880","27230"
"New entrant CS","2022","Mixed","South East (England)","Outside London","140","[c]","27570","26590"
"New entrant CS","2022","Mixed","South West (England)","Outside London","105","[c]","27320","26140"
"New entrant CS","2022","Mixed","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wales","Outside London","70","[c]","27350","23170"
"New entrant CS","2022","Mixed","West Midlands (England)","Outside London","145","[c]","26660","25000"
"New entrant CS","2022","Mixed","Yorkshire and The Humber","Outside London","105","[c]","29470","26590"
"New entrant CS","2022","Other ethnicity","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East of England","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","London","London","190","[c]","33120","31060"
"New entrant CS","2022","Other ethnicity","North East (England)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North West (England)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scotland","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South East (England)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South West (England)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Wales","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Midlands (England)","Outside London","40","[c]","26990","24440"
"New entrant CS","2022","Other ethnicity","Yorkshire and The Humber","Outside London","30","[c]","[c]","[c]"
