"Status","Year","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","5230","[c]","35940","35530"
"Leaver Dept.","2022","SEO/HEO","LGBO","525","[c]","35740","35060"
"Leaver Dept.","2022","SEO/HEO","Undeclared","1110","[c]","36250","36330"
"Leaver Dept.","2022","SEO/HEO","Unknown","2205","[c]","35110","33880"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","155","[c]","40750","38150"
"Leaver Dept.","2022","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","95","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Heterosexual / straight","13245","[c]","22060","21260"
"New entrant CS","2022","AA/AO","LGBO","1495","[c]","21910","21260"
"New entrant CS","2022","AA/AO","Undeclared","805","[c]","21840","21260"
"New entrant CS","2022","AA/AO","Unknown","8590","[c]","22040","21260"
"New entrant CS","2022","EO","Heterosexual / straight","9620","[c]","27240","27570"
"New entrant CS","2022","EO","LGBO","1055","[c]","27010","27230"
"New entrant CS","2022","EO","Undeclared","805","[c]","26990","27270"
"New entrant CS","2022","EO","Unknown","4740","[c]","26920","26590"
"New entrant CS","2022","G6/G7","Heterosexual / straight","2760","[c]","55970","53480"
"New entrant CS","2022","G6/G7","LGBO","225","[c]","56160","53480"
"New entrant CS","2022","G6/G7","Undeclared","340","[c]","55420","53360"
"New entrant CS","2022","G6/G7","Unknown","1230","[c]","59050","56540"
"New entrant CS","2022","SCS level","Heterosexual / straight","195","[c]","95330","88890"
"New entrant CS","2022","SCS level","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","SCS level","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","SCS level","Unknown","130","[c]","102120","87210"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","8655","[c]","35400","33900"
"New entrant CS","2022","SEO/HEO","LGBO","1015","[c]","34670","33210"
"New entrant CS","2022","SEO/HEO","Undeclared","1050","[c]","35260","34020"
"New entrant CS","2022","SEO/HEO","Unknown","4140","[c]","34110","33080"
"New entrant CS","2022","Unknown","Heterosexual / straight","5070","[c]","29020","26310"
"New entrant CS","2022","Unknown","LGBO","430","[c]","28640","24800"
"New entrant CS","2022","Unknown","Undeclared","335","[c]","30700","28200"
"New entrant CS","2022","Unknown","Unknown","3425","[c]","27730","26310"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
