"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Counter Fraud","Tax","160","155","37820","33520"
"In post","2022","Asian","Counter Fraud","Unknown","65","65","33410","30750"
"In post","2022","Asian","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Operational Delivery","345","300","24620","22080"
"In post","2022","Asian","Debt","Other","310","260","22760","21260"
"In post","2022","Asian","Debt","Tax","90","85","21940","21250"
"In post","2022","Asian","Debt","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","1080","1070","41840","37930"
"In post","2022","Asian","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","35","35","31070","30730"
"In post","2022","Asian","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Medicine","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Operational Delivery","45","45","37750","34860"
"In post","2022","Asian","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Policy","30","30","40430","36870"
"In post","2022","Asian","Digital, Data & Technology","Project Delivery","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Science and Engineering","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Tax","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","155","155","47440","52080"
"In post","2022","Asian","Finance","Commercial","50","50","36930","36570"
"In post","2022","Asian","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Corporate Finance","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Digital, Data and Technology","35","30","37540","36780"
"In post","2022","Asian","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Finance","800","780","40360","36820"
"In post","2022","Asian","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Operational Delivery","125","115","27460","22080"
"In post","2022","Asian","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Policy","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Property","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Security","25","25","[c]","[c]"
"In post","2022","Asian","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Tax","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","40","40","42370","39230"
"In post","2022","Asian","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Operational Delivery","40","35","24480","21300"
"In post","2022","Asian","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Human Resources","450","435","37890","34160"
"In post","2022","Asian","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Operational Delivery","95","90","31360","29290"
"In post","2022","Asian","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Project Delivery","5","5","[c]","[c]"
"In post","2022","Asian","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Tax","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","90","90","38230","35590"
"In post","2022","Asian","Internal Audit","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Internal Audit","80","80","48030","44180"
"In post","2022","Asian","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Other","5","5","[c]","[c]"
"In post","2022","Asian","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Finance","10","10","[c]","[c]"
"In post","2022","Asian","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Asian","Legal","Legal","715","670","53780","53050"
"In post","2022","Asian","Legal","Operational Delivery","335","305","26360","24590"
"In post","2022","Asian","Legal","Other","75","70","30280","27070"
"In post","2022","Asian","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Tax","20","20","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","No function","Commercial","35","35","37560","33710"
"In post","2022","Asian","No function","Communications","20","20","[c]","[c]"
"In post","2022","Asian","No function","Corporate Finance","5","5","[c]","[c]"
"In post","2022","Asian","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2022","Asian","No function","Economics","50","50","43630","38030"
"In post","2022","Asian","No function","Finance","15","15","[c]","[c]"
"In post","2022","Asian","No function","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","Human Resources","5","5","[c]","[c]"
"In post","2022","Asian","No function","Inspector of Education and Training","25","25","[c]","[c]"
"In post","2022","Asian","No function","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","Asian","No function","Internal Audit","5","5","[c]","[c]"
"In post","2022","Asian","No function","International Trade","140","135","45050","38540"
"In post","2022","Asian","No function","Knowledge and Information Management","55","50","35070","32690"
"In post","2022","Asian","No function","Legal","145","135","42310","41810"
"In post","2022","Asian","No function","Medicine","105","95","87110","86060"
"In post","2022","Asian","No function","Operational Delivery","12575","11480","28060","27570"
"In post","2022","Asian","No function","Operational Research","10","10","[c]","[c]"
"In post","2022","Asian","No function","Other","595","570","32200","31060"
"In post","2022","Asian","No function","Planning","5","5","[c]","[c]"
"In post","2022","Asian","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","Policy","1745","1710","43090","39370"
"In post","2022","Asian","No function","Project Delivery","40","40","40750","35410"
"In post","2022","Asian","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","Psychology","40","40","34550","31180"
"In post","2022","Asian","No function","Science and Engineering","385","370","38360","35720"
"In post","2022","Asian","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","Tax","1300","1245","34790","33370"
"In post","2022","Asian","No function","Unknown","590","575","36760","33080"
"In post","2022","Asian","No function","Veterinarian","5","5","[c]","[c]"
"In post","2022","Asian","Project Delivery","Commercial","15","15","[c]","[c]"
"In post","2022","Asian","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Economics","5","5","[c]","[c]"
"In post","2022","Asian","Project Delivery","Finance","10","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Medicine","5","5","[c]","[c]"
"In post","2022","Asian","Project Delivery","Operational Delivery","55","50","34580","33370"
"In post","2022","Asian","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Other","60","55","38070","33620"
"In post","2022","Asian","Project Delivery","Policy","160","155","51220","51500"
"In post","2022","Asian","Project Delivery","Project Delivery","695","670","41240","37930"
"In post","2022","Asian","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Science and Engineering","135","135","36700","33340"
"In post","2022","Asian","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Tax","60","60","36510","33370"
"In post","2022","Asian","Project Delivery","Unknown","40","40","51970","46750"
"In post","2022","Asian","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Finance","15","15","[c]","[c]"
"In post","2022","Asian","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Operational Delivery","55","55","31330","26800"
"In post","2022","Asian","Property","Other","50","45","22840","20250"
"In post","2022","Asian","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Project Delivery","5","5","[c]","[c]"
"In post","2022","Asian","Property","Property","320","305","38060","34040"
"In post","2022","Asian","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Intelligence Analysis","35","30","40170","34770"
"In post","2022","Asian","Security","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Asian","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Security","245","240","32000","30130"
"In post","2022","Asian","Security","Unknown","35","30","38230","34550"
"In post","2022","Asian","Unknown","Commercial","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Communications","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Counter Fraud","15","15","[c]","[c]"
"In post","2022","Asian","Unknown","Digital, Data and Technology","240","235","48720","44970"
"In post","2022","Asian","Unknown","Economics","20","20","[c]","[c]"
"In post","2022","Asian","Unknown","Finance","130","125","41440","38200"
"In post","2022","Asian","Unknown","Human Resources","95","90","37880","35050"
"In post","2022","Asian","Unknown","Intelligence Analysis","135","130","29460","28850"
"In post","2022","Asian","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Medicine","75","65","50940","40870"
"In post","2022","Asian","Unknown","Operational Delivery","3145","2880","28400","28650"
"In post","2022","Asian","Unknown","Operational Research","5","5","[c]","[c]"
"In post","2022","Asian","Unknown","Other","485","460","29760","28650"
"In post","2022","Asian","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Policy","400","390","43790","41950"
"In post","2022","Asian","Unknown","Project Delivery","195","190","41550","41950"
"In post","2022","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Science and Engineering","50","50","41300","41630"
"In post","2022","Asian","Unknown","Security","80","75","28240","25630"
"In post","2022","Asian","Unknown","Social Research","5","5","[c]","[c]"
"In post","2022","Asian","Unknown","Statistics","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","290","280","35120","31540"
"In post","2022","Asian","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Economics","45","45","40210","34240"
"In post","2022","Black","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Operational Delivery","25","25","[c]","[c]"
"In post","2022","Black","Analysis","Operational Research","10","10","[c]","[c]"
"In post","2022","Black","Analysis","Other","15","15","[c]","[c]"
"In post","2022","Black","Analysis","Policy","10","10","[c]","[c]"
"In post","2022","Black","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Black","Analysis","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Social Research","25","25","[c]","[c]"
"In post","2022","Black","Analysis","Statistics","55","55","40360","39580"
"In post","2022","Black","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Commercial","Commercial","115","115","37890","36500"
"In post","2022","Black","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Operational Delivery","20","20","[c]","[c]"
"In post","2022","Black","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","15","15","[c]","[c]"
"In post","2022","Black","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Communications","95","90","37600","34240"
"In post","2022","Black","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Black","Communications","Operational Delivery","50","50","28440","26820"
"In post","2022","Black","Communications","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Tax","70","70","27830","26820"
"In post","2022","Black","Communications","Unknown","20","20","[c]","[c]"
"In post","2022","Black","Counter Fraud","Counter Fraud","310","285","29190","27570"
"In post","2022","Black","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Legal","90","85","34300","31590"
"In post","2022","Black","Counter Fraud","Operational Delivery","125","115","29900","29830"
"In post","2022","Black","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Other","10","10","[c]","[c]"
"In post","2022","Black","Counter Fraud","Tax","50","50","36940","33440"
"In post","2022","Black","Counter Fraud","Unknown","30","30","33570","31530"
"In post","2022","Black","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Operational Delivery","120","110","26440","25880"
"In post","2022","Black","Debt","Other","55","50","22700","21260"
"In post","2022","Black","Debt","Tax","35","35","23230","21250"
"In post","2022","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Digital, Data and Technology","480","480","38930","36330"
"In post","2022","Black","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Operational Delivery","20","20","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Policy","15","15","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Unknown","90","85","46370","40770"
"In post","2022","Black","Finance","Commercial","15","15","[c]","[c]"
"In post","2022","Black","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Corporate Finance","5","5","[c]","[c]"
"In post","2022","Black","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Finance","360","355","40070","37640"
"In post","2022","Black","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Operational Delivery","25","20","[c]","[c]"
"In post","2022","Black","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Security","10","10","[c]","[c]"
"In post","2022","Black","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","20","20","[c]","[c]"
"In post","2022","Black","Grants Management","Finance","[c]","[c]","[c]","[c]"
