"Status","Year","Function_of_post","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","105","105","49130","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","London","Heterosexual / straight","50","45","48520","45940"
"In post","2022","Analysis","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Outside London","Heterosexual / straight","100","95","42880","41990"
"In post","2022","Analysis","Department for Education","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","195","185","33810","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","30","30","34420","34330"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Outside London","Unknown","280","270","34140","30220"
"In post","2022","Analysis","Department for International Trade","London","Heterosexual / straight","175","170","45200","42220"
"In post","2022","Analysis","Department for International Trade","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Unknown","50","50","41150","32730"
"In post","2022","Analysis","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","165","160","48500","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","London","Heterosexual / straight","205","200","48990","54110"
"In post","2022","Analysis","Department for Transport","London","LGBO","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Transport","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Transport","London","Unknown","60","60","43530","39670"
"In post","2022","Analysis","Department for Transport","Outside London","Heterosexual / straight","60","55","33740","31860"
"In post","2022","Analysis","Department for Transport","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","London","Heterosexual / straight","195","185","46490","39000"
"In post","2022","Analysis","Department for Work and Pensions","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","London","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Outside London","Heterosexual / straight","305","285","41310","36330"
"In post","2022","Analysis","Department for Work and Pensions","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Outside London","Undeclared","35","30","41930","35590"
"In post","2022","Analysis","Department for Work and Pensions","Outside London","Unknown","60","55","41370","37590"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","London","Heterosexual / straight","210","200","52510","53360"
"In post","2022","Analysis","Department of Health and Social Care","London","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","London","Undeclared","115","110","51280","53360"
"In post","2022","Analysis","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Outside London","Heterosexual / straight","70","65","48590","50620"
"In post","2022","Analysis","Department of Health and Social Care","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","40","35","60740","62470"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","London","Heterosexual / straight","280","270","51020","43810"
"In post","2022","Analysis","HM Revenue and Customs","London","LGBO","40","40","49340","43430"
"In post","2022","Analysis","HM Revenue and Customs","London","Undeclared","30","30","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","London","Unknown","55","50","44080","37930"
"In post","2022","Analysis","HM Revenue and Customs","Outside London","Heterosexual / straight","275","265","43270","40520"
"In post","2022","Analysis","HM Revenue and Customs","Outside London","LGBO","35","35","38410","33370"
"In post","2022","Analysis","HM Revenue and Customs","Outside London","Undeclared","30","30","41560","40520"
"In post","2022","Analysis","HM Revenue and Customs","Outside London","Unknown","55","55","38750","40160"
"In post","2022","Analysis","HM Treasury","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","HM Treasury","London","Unknown","30","25","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","London","Heterosexual / straight","80","80","45740","45200"
"In post","2022","Analysis","Ministry of Defence","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Outside London","Heterosexual / straight","255","245","37690","36300"
"In post","2022","Analysis","Ministry of Defence","Outside London","LGBO","30","30","37500","38070"
"In post","2022","Analysis","Ministry of Defence","Outside London","Undeclared","30","30","36570","36030"
"In post","2022","Analysis","Ministry of Defence","Outside London","Unknown","385","370","41030","38110"
"In post","2022","Analysis","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","London","Heterosexual / straight","310","295","49590","44690"
"In post","2022","Analysis","Ministry of Justice","London","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","London","Undeclared","40","40","51220","47590"
"In post","2022","Analysis","Ministry of Justice","London","Unknown","90","90","43690","41750"
"In post","2022","Analysis","Ministry of Justice","Outside London","Heterosexual / straight","60","60","38040","36300"
"In post","2022","Analysis","Ministry of Justice","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","80","75","40390","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Heterosexual / straight","75","75","45510","37000"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Unknown","30","25","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","35","35","37970","32750"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","London","Heterosexual / straight","150","145","43520","36770"
"In post","2022","Analysis","UK Statistics Authority","London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","London","Unknown","40","35","46220","41340"
"In post","2022","Analysis","UK Statistics Authority","Outside London","Heterosexual / straight","1175","1120","37890","36840"
"In post","2022","Analysis","UK Statistics Authority","Outside London","LGBO","125","125","35180","31320"
"In post","2022","Analysis","UK Statistics Authority","Outside London","Undeclared","85","80","34550","30710"
"In post","2022","Analysis","UK Statistics Authority","Outside London","Unknown","385","365","37540","36840"
"In post","2022","Analysis","Water Services Regulation Authority","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Government","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","London","Heterosexual / straight","185","180","74630","64500"
"In post","2022","Commercial","Cabinet Office","London","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","London","Unknown","625","620","72790","65640"
"In post","2022","Commercial","Cabinet Office","Outside London","Heterosexual / straight","350","340","44590","38420"
"In post","2022","Commercial","Cabinet Office","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Outside London","Unknown","710","705","64160","63360"
"In post","2022","Commercial","Cabinet Office","Unknown","Heterosexual / straight","35","35","47280","49700"
"In post","2022","Commercial","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","200","190","44160","45150"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","London","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education","Outside London","Heterosexual / straight","200","195","38070","36500"
"In post","2022","Commercial","Department for Education","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Education","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Education","Outside London","Unknown","30","25","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","150","145","35260","35900"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Outside London","Unknown","30","30","41020","37280"
"In post","2022","Commercial","Department for International Trade","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Commercial","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Transport","London","Heterosexual / straight","95","95","51720","54110"
"In post","2022","Commercial","Department for Transport","London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Transport","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Transport","London","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Department for Transport","Outside London","Heterosexual / straight","185","175","34440","31040"
"In post","2022","Commercial","Department for Transport","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Transport","Outside London","Undeclared","60","55","32230","30730"
"In post","2022","Commercial","Department for Transport","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","Outside London","Heterosexual / straight","40","35","40880","39330"
