"Status","Year","Age","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Competition and Markets Authority","AA/AO","15","15","22580","22520"
"In post","2022","20-29","Competition and Markets Authority","EO","25","25","27410","26750"
"In post","2022","20-29","Competition and Markets Authority","G6/G7","45","45","56420","54320"
"In post","2022","20-29","Competition and Markets Authority","SEO/HEO","65","65","35330","33610"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","370","365","20990","21130"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","EO","565","565","26400","24890"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","585","585","55420","53380"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","1660","1650","36470","34570"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","EO","115","110","26610","26180"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","G6/G7","205","205","53680","51730"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","445","445","35030","34020"
"In post","2022","20-29","Department for Education","AA/AO","40","40","21920","21250"
"In post","2022","20-29","Department for Education","EO","420","420","26070","25000"
"In post","2022","20-29","Department for Education","G6/G7","280","280","52910","53420"
"In post","2022","20-29","Department for Education","SEO/HEO","1050","1045","34760","34010"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","AA/AO","580","565","21750","21300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","EO","585","580","25880","25010"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","G6/G7","180","180","52630","52290"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","1175","1170","33640","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","EO","145","145","27020","26250"
"In post","2022","20-29","Department for International Trade","G6/G7","240","240","52910","51710"
"In post","2022","20-29","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","SEO/HEO","640","640","35130","33640"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","AA/AO","60","55","21800","21270"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","EO","180","180","27110","27850"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","G6/G7","230","230","53320","53130"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","565","565","34950","33210"
"In post","2022","20-29","Department for Transport","AA/AO","875","835","21720","21840"
"In post","2022","20-29","Department for Transport","EO","425","420","27520","26350"
"In post","2022","20-29","Department for Transport","G6/G7","200","200","55620","54110"
"In post","2022","20-29","Department for Transport","SEO/HEO","760","755","36280","34710"
"In post","2022","20-29","Department for Work and Pensions","AA/AO","3850","3740","21620","21260"
"In post","2022","20-29","Department for Work and Pensions","EO","6020","5930","28340","27570"
"In post","2022","20-29","Department for Work and Pensions","G6/G7","150","150","54770","54070"
"In post","2022","20-29","Department for Work and Pensions","SEO/HEO","1020","1015","35000","35310"
"In post","2022","20-29","Department of Health and Social Care","AA/AO","335","305","21330","20400"
"In post","2022","20-29","Department of Health and Social Care","EO","665","640","26130","26880"
"In post","2022","20-29","Department of Health and Social Care","G6/G7","425","425","54530","53360"
"In post","2022","20-29","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","SEO/HEO","1435","1415","34380","32790"
"In post","2022","20-29","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","EO","30","30","26290","26750"
"In post","2022","20-29","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","SEO/HEO","95","95","34550","32350"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","AA/AO","145","145","25520","25000"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","EO","220","220","28650","29300"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","G6/G7","110","110","52290","52990"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","745","745","35880","35700"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Unknown","40","40","23070","21750"
"In post","2022","20-29","HM Land Registry","AA/AO","570","555","22660","22600"
"In post","2022","20-29","HM Land Registry","EO","435","430","27590","27130"
"In post","2022","20-29","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Land Registry","SEO/HEO","120","120","36360","33840"
"In post","2022","20-29","HM Revenue and Customs","AA/AO","4265","4090","21380","21250"
"In post","2022","20-29","HM Revenue and Customs","EO","3740","3705","26940","26820"
"In post","2022","20-29","HM Revenue and Customs","G6/G7","530","530","57800","55210"
"In post","2022","20-29","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","HM Revenue and Customs","SEO/HEO","3620","3605","35220","33370"
"In post","2022","20-29","HM Treasury","AA/AO","35","35","22460","22750"
"In post","2022","20-29","HM Treasury","EO","110","110","25870","24300"
"In post","2022","20-29","HM Treasury","G6/G7","320","315","54080","52500"
"In post","2022","20-29","HM Treasury","SEO/HEO","590","590","33440","32320"
"In post","2022","20-29","Home Office","AA/AO","1435","1380","21980","21680"
"In post","2022","20-29","Home Office","EO","2385","2360","26150","24890"
"In post","2022","20-29","Home Office","G6/G7","280","280","58380","57430"
"In post","2022","20-29","Home Office","SEO/HEO","1435","1425","36570","35050"
"In post","2022","20-29","Home Office","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","AA/AO","1655","1640","23000","21170"
"In post","2022","20-29","Ministry of Defence","EO","1955","1940","25280","26350"
"In post","2022","20-29","Ministry of Defence","G6/G7","120","115","56800","58550"
"In post","2022","20-29","Ministry of Defence","SEO/HEO","3135","3120","33780","33000"
"In post","2022","20-29","Ministry of Defence","Unknown","825","825","28380","28050"
"In post","2022","20-29","Ministry of Justice","AA/AO","9105","8965","24620","23720"
"In post","2022","20-29","Ministry of Justice","EO","1505","1490","28090","28310"
"In post","2022","20-29","Ministry of Justice","G6/G7","180","180","56450","54730"
"In post","2022","20-29","Ministry of Justice","SEO/HEO","1585","1575","34690","34260"
"In post","2022","20-29","Ministry of Justice","Unknown","3370","3305","25430","24090"
"In post","2022","20-29","National Crime Agency","AA/AO","85","85","22490","21050"
"In post","2022","20-29","National Crime Agency","EO","645","645","33420","32770"
"In post","2022","20-29","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","SEO/HEO","140","140","40550","40170"
"In post","2022","20-29","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","EO","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","SEO/HEO","25","25","38550","36720"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","AA/AO","40","40","20190","21410"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","EO","45","45","26700","25880"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","45","45","35780","35010"
"In post","2022","20-29","Office of Gas and Electricity Markets","AA/AO","35","35","19710","19750"
"In post","2022","20-29","Office of Gas and Electricity Markets","EO","175","175","25730","25750"
"In post","2022","20-29","Office of Gas and Electricity Markets","G6/G7","40","40","49520","46360"
"In post","2022","20-29","Office of Gas and Electricity Markets","SEO/HEO","130","130","34350","33400"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","20","20","33740","31000"
"In post","2022","20-29","Office of Rail and Road","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","SEO/HEO","15","15","36980","37240"
"In post","2022","20-29","Office of the Secretary of State for Scotland","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","SEO/HEO","15","15","36440","34260"
"In post","2022","20-29","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Scottish Government","AA/AO","1890","1840","22890","22480"
"In post","2022","20-29","Scottish Government","EO","1215","1205","28880","27230"
"In post","2022","20-29","Scottish Government","G6/G7","85","85","52350","49860"
"In post","2022","20-29","Scottish Government","SEO/HEO","1170","1160","35860","34600"
"In post","2022","20-29","The National Archives","AA/AO","30","30","21020","20590"
"In post","2022","20-29","The National Archives","EO","25","25","23900","23240"
"In post","2022","20-29","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The National Archives","SEO/HEO","35","35","31870","30000"
"In post","2022","20-29","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Export Finance","EO","35","35","29190","29000"
"In post","2022","20-29","UK Export Finance","G6/G7","10","10","55550","52500"
"In post","2022","20-29","UK Export Finance","SEO/HEO","60","60","37610","36000"
"In post","2022","20-29","UK Statistics Authority","AA/AO","210","190","19950","19860"
"In post","2022","20-29","UK Statistics Authority","EO","185","180","24110","23880"
"In post","2022","20-29","UK Statistics Authority","G6/G7","75","75","51680","50210"
"In post","2022","20-29","UK Statistics Authority","SEO/HEO","815","810","33320","30710"
"In post","2022","20-29","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","EO","25","25","28790","28000"
"In post","2022","20-29","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","SEO/HEO","15","15","41100","37500"
"In post","2022","20-29","Welsh Government","AA/AO","230","225","23820","24630"
"In post","2022","20-29","Welsh Government","EO","185","185","27620","26820"
"In post","2022","20-29","Welsh Government","G6/G7","15","15","55000","54280"
"In post","2022","20-29","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government","SEO/HEO","130","125","34810","33190"
"In post","2022","30-39","Attorney General's Departments","AA/AO","195","175","22760","22200"
"In post","2022","30-39","Attorney General's Departments","EO","315","295","27180","26970"
"In post","2022","30-39","Attorney General's Departments","G6/G7","1280","1220","54500","51830"
"In post","2022","30-39","Attorney General's Departments","SCS level","15","10","76380","72800"
"In post","2022","30-39","Attorney General's Departments","SEO/HEO","360","350","36560","38000"
"In post","2022","30-39","Cabinet Office","AA/AO","80","75","21560","21050"
"In post","2022","30-39","Cabinet Office","EO","200","190","26300","26570"
"In post","2022","30-39","Cabinet Office","G6/G7","1405","1385","59050","56050"
"In post","2022","30-39","Cabinet Office","SCS level","140","135","81320","75510"
"In post","2022","30-39","Cabinet Office","SEO/HEO","1015","1000","35710","35250"
"In post","2022","30-39","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Chancellor's other departments","EO","5","5","[c]","[c]"
"In post","2022","30-39","Chancellor's other departments","G6/G7","55","55","73340","65470"
"In post","2022","30-39","Chancellor's other departments","SEO/HEO","45","45","39680","38690"
"In post","2022","30-39","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Charity Commission","EO","30","30","25460","24440"
"In post","2022","30-39","Charity Commission","G6/G7","20","20","53790","51070"
"In post","2022","30-39","Charity Commission","SEO/HEO","65","60","32730","30190"
"In post","2022","30-39","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","EO","20","15","28120","27960"
"In post","2022","30-39","Competition and Markets Authority","G6/G7","195","190","65170","60600"
"In post","2022","30-39","Competition and Markets Authority","SCS level","25","25","98440","97750"
"In post","2022","30-39","Competition and Markets Authority","SEO/HEO","60","60","37440","34870"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","AA/AO","285","265","21390","21130"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","EO","440","420","26000","24570"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","G6/G7","1275","1240","57120","54700"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","SCS level","75","70","81980","76430"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","SEO/HEO","1620","1570","37600","38220"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","EO","30","30","27060","26180"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","G6/G7","425","420","55930","53730"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","SCS level","50","45","78010","73500"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","SEO/HEO","210","210","35730","34020"
"In post","2022","30-39","Department for Education","AA/AO","25","25","21260","21250"
"In post","2022","30-39","Department for Education","EO","170","165","26000","25000"
"In post","2022","30-39","Department for Education","G6/G7","995","955","54830","53420"
"In post","2022","30-39","Department for Education","SCS level","60","60","75950","74100"
"In post","2022","30-39","Department for Education","SEO/HEO","1145","1105","35440","36500"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","AA/AO","435","400","21600","21300"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","EO","415","395","25840","25100"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","G6/G7","700","670","53020","52290"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","SCS level","30","30","76900","73180"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","SEO/HEO","1315","1265","34960","35900"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Department for International Trade","EO","35","35","27260","26370"
"In post","2022","30-39","Department for International Trade","G6/G7","470","465","56410","53990"
"In post","2022","30-39","Department for International Trade","SCS level","50","50","77540","73440"
"In post","2022","30-39","Department for International Trade","SEO/HEO","270","270","37410","38160"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","AA/AO","40","35","22220","22560"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","EO","60","55","26950","27530"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","G6/G7","570","550","55800","53130"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","SCS level","40","40","76120","72000"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","SEO/HEO","400","390","35970","36340"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Department for Transport","AA/AO","1365","1190","21720","21840"
"In post","2022","30-39","Department for Transport","EO","775","750","27530","26470"
"In post","2022","30-39","Department for Transport","G6/G7","600","590","58240","54760"
"In post","2022","30-39","Department for Transport","SCS level","50","50","77190","74000"
"In post","2022","30-39","Department for Transport","SEO/HEO","990","975","37640","37880"
"In post","2022","30-39","Department for Work and Pensions","AA/AO","4240","3715","21440","21260"
"In post","2022","30-39","Department for Work and Pensions","EO","8625","8060","28150","27570"
"In post","2022","30-39","Department for Work and Pensions","G6/G7","645","630","56780","54070"
"In post","2022","30-39","Department for Work and Pensions","SCS level","30","30","77600","73400"
"In post","2022","30-39","Department for Work and Pensions","SEO/HEO","1870","1805","35690","35120"
"In post","2022","30-39","Department of Health and Social Care","AA/AO","155","130","21800","21820"
"In post","2022","30-39","Department of Health and Social Care","EO","285","265","26060","26880"
"In post","2022","30-39","Department of Health and Social Care","G6/G7","1050","1010","57250","53360"
"In post","2022","30-39","Department of Health and Social Care","SCS level","120","115","80850","75030"
"In post","2022","30-39","Department of Health and Social Care","SEO/HEO","1340","1285","36450","36820"
"In post","2022","30-39","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Estyn","EO","10","5","[c]","[c]"
"In post","2022","30-39","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","EO","45","45","26350","26750"
"In post","2022","30-39","Food Standards Agency","G6/G7","55","55","55150","55300"
"In post","2022","30-39","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Food Standards Agency","SEO/HEO","220","215","35600","37350"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","AA/AO","70","70","24530","23950"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","EO","145","140","29190","29260"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","G6/G7","1105","1090","56710","55360"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","SCS level","40","40","75700","74290"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","SEO/HEO","810","800","37670","37560"
"In post","2022","30-39","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Land Registry","AA/AO","425","400","22690","22600"
"In post","2022","30-39","HM Land Registry","EO","350","330","27410","27130"
"In post","2022","30-39","HM Land Registry","G6/G7","60","60","60190","60520"
"In post","2022","30-39","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","HM Land Registry","SEO/HEO","225","215","38010","38450"
"In post","2022","30-39","HM Revenue and Customs","AA/AO","3560","3205","21400","21250"
"In post","2022","30-39","HM Revenue and Customs","EO","3975","3835","26880","26820"
"In post","2022","30-39","HM Revenue and Customs","G6/G7","2080","2030","58880","55210"
"In post","2022","30-39","HM Revenue and Customs","SCS level","65","60","80790","78000"
"In post","2022","30-39","HM Revenue and Customs","SEO/HEO","6610","6465","35660","33370"
"In post","2022","30-39","HM Treasury","AA/AO","10","10","[c]","[c]"
"In post","2022","30-39","HM Treasury","EO","35","30","26980","26750"
"In post","2022","30-39","HM Treasury","G6/G7","515","505","59400","58460"
"In post","2022","30-39","HM Treasury","SCS level","70","65","77390","76610"
"In post","2022","30-39","HM Treasury","SEO/HEO","170","165","36590","37900"
"In post","2022","30-39","Home Office","AA/AO","1515","1335","22030","21680"
"In post","2022","30-39","Home Office","EO","3520","3345","26090","25040"
"In post","2022","30-39","Home Office","G6/G7","1080","1065","59990","57460"
"In post","2022","30-39","Home Office","SCS level","40","40","80850","76330"
"In post","2022","30-39","Home Office","SEO/HEO","2510","2445","35850","35070"
"In post","2022","30-39","Home Office","Unknown","60","60","[c]","[c]"
"In post","2022","30-39","Ministry of Defence","AA/AO","2150","2060","24750","21170"
"In post","2022","30-39","Ministry of Defence","EO","1495","1410","26830","26670"
"In post","2022","30-39","Ministry of Defence","G6/G7","1385","1350","55320","54540"
"In post","2022","30-39","Ministry of Defence","SCS level","40","35","82990","76480"
"In post","2022","30-39","Ministry of Defence","SEO/HEO","4845","4690","37010","37400"
"In post","2022","30-39","Ministry of Defence","Unknown","865","855","38070","36970"
"In post","2022","30-39","Ministry of Justice","AA/AO","8880","8365","25270","24690"
"In post","2022","30-39","Ministry of Justice","EO","2675","2590","29060","28310"
"In post","2022","30-39","Ministry of Justice","G6/G7","760","740","59060","58060"
"In post","2022","30-39","Ministry of Justice","SCS level","55","55","80730","76520"
"In post","2022","30-39","Ministry of Justice","SEO/HEO","3420","3330","37340","36050"
"In post","2022","30-39","Ministry of Justice","Unknown","4385","4060","29060","27980"
"In post","2022","30-39","National Crime Agency","AA/AO","45","40","23340","22850"
"In post","2022","30-39","National Crime Agency","EO","705","690","33810","32770"
"In post","2022","30-39","National Crime Agency","G6/G7","65","65","61400","59180"
"In post","2022","30-39","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","SEO/HEO","525","515","43060","43630"
"In post","2022","30-39","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","G6/G7","25","25","56620","54850"
"In post","2022","30-39","Northern Ireland Office","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","SEO/HEO","30","30","37600","36720"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","AA/AO","45","40","21390","21410"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","EO","50","50","26080","25880"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","G6/G7","90","90","67830","70500"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","SEO/HEO","210","205","39990","39850"
