"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","Male","115","115","24890","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","Female","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","Female","305","275","34330","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","Male","200","190","35540","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","EO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","AA/AO","Female","450","405","21630","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","AA/AO","Male","225","215","21730","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","EO","Female","370","350","25920","25100"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","EO","Male","275","265","26410","25530"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","G6/G7","Female","45","40","52700","51470"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","G6/G7","Male","30","30","54100","50780"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","Female","280","260","33220","32160"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","Male","240","235","33510","32320"
"In post","2022","Animal and Plant Health Agency","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","AA/AO","Female","110","105","23530","24370"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","AA/AO","Male","65","65","23770","24370"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","EO","Female","105","95","27580","27960"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","EO","Male","45","45","27790","27960"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","G6/G7","Male","30","30","56040","53870"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","Female","110","105","35180","33580"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","Male","80","75","36760","35830"
"In post","2022","Animal and Plant Health Agency","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","EO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","EO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","G6/G7","Female","45","40","53370","54350"
"In post","2022","Animal and Plant Health Agency","Veterinarian","G6/G7","Male","50","50","55520","54730"
"In post","2022","Animal and Plant Health Agency","Veterinarian","SEO/HEO","Female","135","125","39480","37240"
"In post","2022","Animal and Plant Health Agency","Veterinarian","SEO/HEO","Male","90","85","40680","37530"
"In post","2022","Attorney General's Office","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","G6/G7","Female","10","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","AA/AO","Female","270","245","21770","21050"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","AA/AO","Male","190","185","21910","21170"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","EO","Female","555","530","26640","27500"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","EO","Male","355","350","26720","27500"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","G6/G7","Female","1815","1765","59630","56340"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","G6/G7","Male","1810","1800","60810","57920"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","SCS level","Female","305","300","94270","85000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","SCS level","Male","420","420","105050","95000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Female","2355","2315","33680","32960"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Male","1790","1780","33940","33300"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","EO","Male","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
