"Status","Year","Disability","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","G6/G7","Female","LGBO","260","250","56970","54700"
"In post","2022","Declared disabled","G6/G7","Female","Undeclared","260","250","58900","56080"
"In post","2022","Declared disabled","G6/G7","Female","Unknown","150","140","57800","55610"
"In post","2022","Declared disabled","G6/G7","Male","Heterosexual / straight","1710","1670","59240","57370"
"In post","2022","Declared disabled","G6/G7","Male","LGBO","330","325","58590","57190"
"In post","2022","Declared disabled","G6/G7","Male","Undeclared","255","250","59810","57740"
"In post","2022","Declared disabled","G6/G7","Male","Unknown","130","125","58810","58070"
"In post","2022","Declared disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS level","Female","Heterosexual / straight","195","185","86870","79280"
"In post","2022","Declared disabled","SCS level","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","SCS level","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","SCS level","Male","Heterosexual / straight","180","180","93010","82320"
"In post","2022","Declared disabled","SCS level","Male","LGBO","30","30","87570","77410"
"In post","2022","Declared disabled","SCS level","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SEO/HEO","Female","Heterosexual / straight","5670","5335","36610","35380"
"In post","2022","Declared disabled","SEO/HEO","Female","LGBO","745","720","35770","34600"
"In post","2022","Declared disabled","SEO/HEO","Female","Undeclared","675","640","36740","35650"
"In post","2022","Declared disabled","SEO/HEO","Female","Unknown","330","305","36240","35710"
"In post","2022","Declared disabled","SEO/HEO","Male","Heterosexual / straight","4215","4080","37610","36530"
"In post","2022","Declared disabled","SEO/HEO","Male","LGBO","625","615","36360","35310"
"In post","2022","Declared disabled","SEO/HEO","Male","Undeclared","625","605","37540","36480"
"In post","2022","Declared disabled","SEO/HEO","Male","Unknown","335","315","37780","37770"
"In post","2022","Declared disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Female","Heterosexual / straight","2190","2025","30560","28200"
"In post","2022","Declared disabled","Unknown","Female","LGBO","230","220","30130","27540"
"In post","2022","Declared disabled","Unknown","Female","Undeclared","190","175","31750","30750"
"In post","2022","Declared disabled","Unknown","Female","Unknown","40","35","33260","30210"
"In post","2022","Declared disabled","Unknown","Male","Heterosexual / straight","675","640","33320","31420"
"In post","2022","Declared disabled","Unknown","Male","LGBO","85","85","30010","28200"
"In post","2022","Declared disabled","Unknown","Male","Undeclared","100","95","34260","37060"
"In post","2022","Declared disabled","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","AA/AO","Female","Heterosexual / straight","37815","32795","22180","21260"
"In post","2022","Declared non-disabled","AA/AO","Female","LGBO","2025","1930","23470","21680"
"In post","2022","Declared non-disabled","AA/AO","Female","Undeclared","4010","3350","22070","21300"
"In post","2022","Declared non-disabled","AA/AO","Female","Unknown","6670","5225","21950","21260"
"In post","2022","Declared non-disabled","AA/AO","Male","Heterosexual / straight","28665","27675","23830","21680"
"In post","2022","Declared non-disabled","AA/AO","Male","LGBO","1535","1490","22740","21260"
"In post","2022","Declared non-disabled","AA/AO","Male","Undeclared","2305","2175","23470","21490"
"In post","2022","Declared non-disabled","AA/AO","Male","Unknown","3870","3610","23550","21300"
"In post","2022","Declared non-disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","EO","Female","Heterosexual / straight","39375","35645","27610","27570"
"In post","2022","Declared non-disabled","EO","Female","LGBO","1705","1640","27760","27570"
"In post","2022","Declared non-disabled","EO","Female","Undeclared","3560","3150","27770","27570"
"In post","2022","Declared non-disabled","EO","Female","Unknown","6295","5270","27910","27570"
"In post","2022","Declared non-disabled","EO","Male","Heterosexual / straight","28200","27355","27980","27570"
"In post","2022","Declared non-disabled","EO","Male","LGBO","1805","1765","27620","27570"
"In post","2022","Declared non-disabled","EO","Male","Undeclared","2795","2645","28230","27570"
"In post","2022","Declared non-disabled","EO","Male","Unknown","3505","3310","28350","27570"
"In post","2022","Declared non-disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","G6/G7","Female","Heterosexual / straight","19020","18030","58690","56560"
"In post","2022","Declared non-disabled","G6/G7","Female","LGBO","890","870","58000","55210"
"In post","2022","Declared non-disabled","G6/G7","Female","Undeclared","1405","1340","59250","57430"
"In post","2022","Declared non-disabled","G6/G7","Female","Unknown","1765","1620","57260","55610"
"In post","2022","Declared non-disabled","G6/G7","Male","Heterosexual / straight","19045","18700","59730","57620"
"In post","2022","Declared non-disabled","G6/G7","Male","LGBO","1465","1450","59060","57400"
"In post","2022","Declared non-disabled","G6/G7","Male","Undeclared","1640","1595","60180","58470"
"In post","2022","Declared non-disabled","G6/G7","Male","Unknown","2470","2385","57450","57400"
"In post","2022","Declared non-disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SCS level","Female","Heterosexual / straight","2065","1965","87240","80000"
"In post","2022","Declared non-disabled","SCS level","Female","LGBO","80","80","86770","77740"
"In post","2022","Declared non-disabled","SCS level","Female","Undeclared","120","115","84670","79760"
"In post","2022","Declared non-disabled","SCS level","Female","Unknown","105","100","86040","82530"
"In post","2022","Declared non-disabled","SCS level","Male","Heterosexual / straight","2215","2175","91560","83430"
"In post","2022","Declared non-disabled","SCS level","Male","LGBO","195","195","86810","79940"
"In post","2022","Declared non-disabled","SCS level","Male","Undeclared","145","140","92440","83820"
"In post","2022","Declared non-disabled","SCS level","Male","Unknown","160","155","98190","85140"
"In post","2022","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SEO/HEO","Female","Heterosexual / straight","40385","38220","36800","35900"
"In post","2022","Declared non-disabled","SEO/HEO","Female","LGBO","1940","1900","36630","35630"
"In post","2022","Declared non-disabled","SEO/HEO","Female","Undeclared","3300","3095","37470","36650"
"In post","2022","Declared non-disabled","SEO/HEO","Female","Unknown","3445","3200","36490","35900"
"In post","2022","Declared non-disabled","SEO/HEO","Male","Heterosexual / straight","36140","35415","37760","36910"
"In post","2022","Declared non-disabled","SEO/HEO","Male","LGBO","2260","2230","36750","35900"
"In post","2022","Declared non-disabled","SEO/HEO","Male","Undeclared","3250","3155","38310","37630"
"In post","2022","Declared non-disabled","SEO/HEO","Male","Unknown","3705","3580","37150","36970"
"In post","2022","Declared non-disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Female","Heterosexual / straight","8335","7700","30470","28200"
"In post","2022","Declared non-disabled","Unknown","Female","LGBO","425","410","29440","26310"
"In post","2022","Declared non-disabled","Unknown","Female","Undeclared","455","415","32040","31420"
"In post","2022","Declared non-disabled","Unknown","Female","Unknown","210","180","33210","34340"
"In post","2022","Declared non-disabled","Unknown","Male","Heterosexual / straight","3360","3255","34460","31420"
"In post","2022","Declared non-disabled","Unknown","Male","LGBO","210","205","30660","27060"
"In post","2022","Declared non-disabled","Unknown","Male","Undeclared","240","225","37560","37170"
"In post","2022","Declared non-disabled","Unknown","Male","Unknown","110","105","32990","36090"
"In post","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AA/AO","Female","Heterosexual / straight","2085","1800","22660","21300"
"In post","2022","Undeclared","AA/AO","Female","LGBO","170","160","23330","21300"
"In post","2022","Undeclared","AA/AO","Female","Undeclared","1160","990","22660","21680"
"In post","2022","Undeclared","AA/AO","Female","Unknown","690","570","24930","22080"
"In post","2022","Undeclared","AA/AO","Male","Heterosexual / straight","2040","1920","25260","22080"
"In post","2022","Undeclared","AA/AO","Male","LGBO","150","145","24980","21380"
"In post","2022","Undeclared","AA/AO","Male","Undeclared","1450","1380","24950","21960"
"In post","2022","Undeclared","AA/AO","Male","Unknown","1045","920","28380","31650"
"In post","2022","Undeclared","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","EO","Female","Heterosexual / straight","1700","1545","27850","27570"
"In post","2022","Undeclared","EO","Female","LGBO","150","145","27900","27570"
"In post","2022","Undeclared","EO","Female","Undeclared","1030","930","27980","27570"
"In post","2022","Undeclared","EO","Female","Unknown","390","345","28920","27570"
"In post","2022","Undeclared","EO","Male","Heterosexual / straight","1540","1490","28930","27570"
"In post","2022","Undeclared","EO","Male","LGBO","145","140","28140","27570"
"In post","2022","Undeclared","EO","Male","Undeclared","1470","1405","28870","27570"
"In post","2022","Undeclared","EO","Male","Unknown","435","410","30850","31060"
"In post","2022","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G6/G7","Female","Heterosexual / straight","615","590","57790","55410"
"In post","2022","Undeclared","G6/G7","Female","LGBO","50","50","57470","54700"
"In post","2022","Undeclared","G6/G7","Female","Undeclared","485","465","59440","57460"
"In post","2022","Undeclared","G6/G7","Female","Unknown","65","60","61710","59810"
"In post","2022","Undeclared","G6/G7","Male","Heterosexual / straight","610","600","60190","57770"
"In post","2022","Undeclared","G6/G7","Male","LGBO","80","80","59470","57270"
"In post","2022","Undeclared","G6/G7","Male","Undeclared","980","960","60200","57680"
"In post","2022","Undeclared","G6/G7","Male","Unknown","80","80","62430","60230"
"In post","2022","Undeclared","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS level","Female","Heterosexual / straight","55","55","80410","77420"
"In post","2022","Undeclared","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","SCS level","Female","Undeclared","40","40","83750","80490"
"In post","2022","Undeclared","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS level","Male","Heterosexual / straight","55","55","96100","91260"
"In post","2022","Undeclared","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","SCS level","Male","Undeclared","80","75","85010","80930"
"In post","2022","Undeclared","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SEO/HEO","Female","Heterosexual / straight","1675","1600","36870","35980"
"In post","2022","Undeclared","SEO/HEO","Female","LGBO","165","165","36460","34320"
"In post","2022","Undeclared","SEO/HEO","Female","Undeclared","1285","1210","37170","36410"
"In post","2022","Undeclared","SEO/HEO","Female","Unknown","195","180","38870","38160"
"In post","2022","Undeclared","SEO/HEO","Male","Heterosexual / straight","1680","1640","38430","37450"
"In post","2022","Undeclared","SEO/HEO","Male","LGBO","145","145","36960","36050"
"In post","2022","Undeclared","SEO/HEO","Male","Undeclared","2220","2160","38240","37560"
"In post","2022","Undeclared","SEO/HEO","Male","Unknown","320","310","40080","38160"
"In post","2022","Undeclared","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","Heterosexual / straight","355","330","31180","28200"
"In post","2022","Undeclared","Unknown","Female","LGBO","45","40","28690","27060"
"In post","2022","Undeclared","Unknown","Female","Undeclared","170","160","32680","32710"
"In post","2022","Undeclared","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","Heterosexual / straight","160","155","34240","31420"
"In post","2022","Undeclared","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","Undeclared","150","145","37240","35160"
"In post","2022","Undeclared","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Female","Heterosexual / straight","2270","1985","22400","21940"
"In post","2022","Unknown","AA/AO","Female","LGBO","155","150","23300","22200"
"In post","2022","Unknown","AA/AO","Female","Undeclared","245","210","22480","22080"
"In post","2022","Unknown","AA/AO","Female","Unknown","10815","9685","22390","21640"
"In post","2022","Unknown","AA/AO","Male","Heterosexual / straight","2075","1975","24350","22080"
"In post","2022","Unknown","AA/AO","Male","LGBO","145","140","23530","22080"
"In post","2022","Unknown","AA/AO","Male","Undeclared","245","240","24800","22080"
"In post","2022","Unknown","AA/AO","Male","Unknown","9790","9465","23360","21680"
"In post","2022","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Female","Heterosexual / straight","2805","2660","28990","27570"
"In post","2022","Unknown","EO","Female","LGBO","210","205","28960","27570"
"In post","2022","Unknown","EO","Female","Undeclared","405","385","28060","27270"
"In post","2022","Unknown","EO","Female","Unknown","7095","6680","27810","27130"
"In post","2022","Unknown","EO","Male","Heterosexual / straight","2620","2555","30400","29550"
"In post","2022","Unknown","EO","Male","LGBO","180","175","28930","27270"
"In post","2022","Unknown","EO","Male","Undeclared","310","305","29230","27370"
"In post","2022","Unknown","EO","Male","Unknown","7270","7050","28320","27130"
"In post","2022","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Female","Heterosexual / straight","1950","1855","57910","54810"
"In post","2022","Unknown","G6/G7","Female","LGBO","105","105","56670","53460"
"In post","2022","Unknown","G6/G7","Female","Undeclared","555","525","57910","54250"
"In post","2022","Unknown","G6/G7","Female","Unknown","4065","3885","59420","57430"
"In post","2022","Unknown","G6/G7","Male","Heterosexual / straight","1775","1750","59070","56490"
"In post","2022","Unknown","G6/G7","Male","LGBO","145","145","58250","55210"
"In post","2022","Unknown","G6/G7","Male","Undeclared","500","485","59180","55740"
"In post","2022","Unknown","G6/G7","Male","Unknown","4295","4240","60470","57920"
"In post","2022","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Female","Heterosexual / straight","175","170","92880","84430"
"In post","2022","Unknown","SCS level","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","SCS level","Female","Undeclared","75","70","90990","87850"
"In post","2022","Unknown","SCS level","Female","Unknown","425","405","95180","83620"
"In post","2022","Unknown","SCS level","Male","Heterosexual / straight","170","165","99050","93000"
"In post","2022","Unknown","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","SCS level","Male","Undeclared","60","60","99740","93000"
"In post","2022","Unknown","SCS level","Male","Unknown","470","460","99580","93000"
"In post","2022","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Female","Heterosexual / straight","3680","3505","37480","36840"
"In post","2022","Unknown","SEO/HEO","Female","LGBO","250","245","36250","35490"
"In post","2022","Unknown","SEO/HEO","Female","Undeclared","760","730","36730","36660"
"In post","2022","Unknown","SEO/HEO","Female","Unknown","8350","8060","35950","34550"
"In post","2022","Unknown","SEO/HEO","Male","Heterosexual / straight","3425","3355","38890","38550"
"In post","2022","Unknown","SEO/HEO","Male","LGBO","265","260","37120","36840"
"In post","2022","Unknown","SEO/HEO","Male","Undeclared","695","685","37910","37500"
"In post","2022","Unknown","SEO/HEO","Male","Unknown","8745","8600","36670","35380"
"In post","2022","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Heterosexual / straight","240","220","28520","24800"
"In post","2022","Unknown","Unknown","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Undeclared","35","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Unknown","2510","2285","27830","25480"
"In post","2022","Unknown","Unknown","Male","Heterosexual / straight","200","200","38550","33950"
"In post","2022","Unknown","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","Undeclared","45","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","Unknown","2630","2530","34700","32550"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Female","Heterosexual / straight","615","[c]","21350","21260"
"Leaver CS","2022","Declared disabled","AA/AO","Female","LGBO","90","[c]","21580","21260"
"Leaver CS","2022","Declared disabled","AA/AO","Female","Undeclared","100","[c]","21580","21260"
"Leaver CS","2022","Declared disabled","AA/AO","Female","Unknown","205","[c]","21730","21260"
"Leaver CS","2022","Declared disabled","AA/AO","Male","Heterosexual / straight","525","[c]","21660","21260"
"Leaver CS","2022","Declared disabled","AA/AO","Male","LGBO","70","[c]","21710","21260"
"Leaver CS","2022","Declared disabled","AA/AO","Male","Undeclared","65","[c]","21700","21260"
"Leaver CS","2022","Declared disabled","AA/AO","Male","Unknown","130","[c]","22650","21650"
"Leaver CS","2022","Declared disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Female","Heterosexual / straight","515","[c]","27640","27570"
"Leaver CS","2022","Declared disabled","EO","Female","LGBO","85","[c]","27530","27570"
"Leaver CS","2022","Declared disabled","EO","Female","Undeclared","85","[c]","27920","27570"
"Leaver CS","2022","Declared disabled","EO","Female","Unknown","75","[c]","27280","27570"
"Leaver CS","2022","Declared disabled","EO","Male","Heterosexual / straight","335","[c]","27710","27570"
"Leaver CS","2022","Declared disabled","EO","Male","LGBO","60","[c]","27270","27570"
"Leaver CS","2022","Declared disabled","EO","Male","Undeclared","55","[c]","27810","27570"
"Leaver CS","2022","Declared disabled","EO","Male","Unknown","70","[c]","30550","30560"
"Leaver CS","2022","Declared disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Female","Heterosexual / straight","100","[c]","58560","55610"
"Leaver CS","2022","Declared disabled","G6/G7","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Male","Heterosexual / straight","85","[c]","59670","58010"
"Leaver CS","2022","Declared disabled","G6/G7","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO/HEO","Female","Heterosexual / straight","305","[c]","37100","35870"
"Leaver CS","2022","Declared disabled","SEO/HEO","Female","LGBO","45","[c]","36000","34600"
