"Status","Year","Disability","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","AA/AO","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Companies House","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Companies House","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","EO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","EO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","Male","10","5","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","EO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","EO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","EO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","Female","35","35","22250","23230"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","Male","20","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","EO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","Female","35","35","44170","41750"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","AA/AO","Female","125","110","22730","22200"
"In post","2022","Declared disabled","Crown Prosecution Service","AA/AO","Male","55","55","22450","22200"
"In post","2022","Declared disabled","Crown Prosecution Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","EO","Female","130","115","27910","28430"
"In post","2022","Declared disabled","Crown Prosecution Service","EO","Male","35","35","28490","28430"
"In post","2022","Declared disabled","Crown Prosecution Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","G6/G7","Female","225","200","57780","55610"
"In post","2022","Declared disabled","Crown Prosecution Service","G6/G7","Male","125","120","59970","56560"
"In post","2022","Declared disabled","Crown Prosecution Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","SEO/HEO","Female","80","75","36300","35630"
"In post","2022","Declared disabled","Crown Prosecution Service","SEO/HEO","Male","40","40","35940","35020"
"In post","2022","Declared disabled","Crown Prosecution Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","EO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","EO","Female","120","105","23240","23070"
"In post","2022","Declared disabled","Defence Equipment and Support","EO","Male","145","145","22880","22230"
"In post","2022","Declared disabled","Defence Equipment and Support","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","G6/G7","Female","55","55","55160","54340"
"In post","2022","Declared disabled","Defence Equipment and Support","G6/G7","Male","85","85","55400","54720"
"In post","2022","Declared disabled","Defence Equipment and Support","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","SEO/HEO","Female","255","240","33770","33050"
"In post","2022","Declared disabled","Defence Equipment and Support","SEO/HEO","Male","390","380","36640","37310"
"In post","2022","Declared disabled","Defence Equipment and Support","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","EO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","EO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","G6/G7","Female","45","40","50460","47010"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","G6/G7","Male","50","50","51130","47060"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","SEO/HEO","Female","50","50","34160","34010"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","SEO/HEO","Male","75","75","34820","38070"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Female","125","120","58060","53910"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Male","105","100","57740","54200"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Female","145","145","37240","36740"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Male","105","105","37900","37850"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Female","40","40","55740","52590"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","45","45","34710","34020"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","25","25","[c]","[c]"
