"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","East Anglia","HEO","Male","50","50","29940","29750"
"In post","2022","Analysis","East Anglia","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","SEO","Female","45","40","36880","36580"
"In post","2022","Analysis","East Anglia","SEO","Male","50","50","37470","36580"
"In post","2022","Analysis","East Wales","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","AO","Female","30","25","[c]","[c]"
"In post","2022","Analysis","East Wales","AO","Male","30","30","[c]","[c]"
"In post","2022","Analysis","East Wales","EO","Female","90","75","25110","24250"
"In post","2022","Analysis","East Wales","EO","Male","60","60","24810","23880"
"In post","2022","Analysis","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","G6","Female","15","15","[c]","[c]"
"In post","2022","Analysis","East Wales","G6","Male","35","35","62490","60990"
"In post","2022","Analysis","East Wales","G7","Female","120","115","51110","50210"
"In post","2022","Analysis","East Wales","G7","Male","95","95","51930","50500"
"In post","2022","Analysis","East Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","HEO","Female","235","225","31030","30710"
"In post","2022","Analysis","East Wales","HEO","Male","190","185","30970","30710"
"In post","2022","Analysis","East Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Analysis","East Wales","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Analysis","East Wales","SEO","Female","215","205","38440","38340"
"In post","2022","Analysis","East Wales","SEO","Male","160","160","38440","38340"
"In post","2022","Analysis","East Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","G6","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","SEO","Female","15","10","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Essex","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","SEO","Female","10","5","[c]","[c]"
"In post","2022","Analysis","Essex","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Male","45","45","53100","51040"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Female","45","40","31660","32010"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Male","60","60","32540","32010"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Female","60","55","40210","39850"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Male","45","45","40090","39850"
"In post","2022","Analysis","Greater Manchester","AO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","AO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","G6","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","G6","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","G7","Female","30","25","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","G7","Male","35","30","54500","55210"
"In post","2022","Analysis","Greater Manchester","HEO","Female","55","55","33120","33080"
"In post","2022","Analysis","Greater Manchester","HEO","Male","75","75","33110","33370"
"In post","2022","Analysis","Greater Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","SEO","Female","35","30","40210","40520"
"In post","2022","Analysis","Greater Manchester","SEO","Male","40","40","40010","40520"
"In post","2022","Analysis","Hampshire and Isle of Wight","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","AO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","AO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","EO","Female","40","35","25420","24250"
"In post","2022","Analysis","Hampshire and Isle of Wight","EO","Male","30","30","25010","23880"
"In post","2022","Analysis","Hampshire and Isle of Wight","G6","Female","15","10","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","G6","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","G7","Female","95","90","50130","50210"
"In post","2022","Analysis","Hampshire and Isle of Wight","G7","Male","170","165","51260","49720"
"In post","2022","Analysis","Hampshire and Isle of Wight","HEO","Female","150","140","30870","30710"
"In post","2022","Analysis","Hampshire and Isle of Wight","HEO","Male","150","145","30830","30710"
"In post","2022","Analysis","Hampshire and Isle of Wight","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","SEO","Female","120","110","38570","38340"
"In post","2022","Analysis","Hampshire and Isle of Wight","SEO","Male","145","140","39010","38110"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","EO","Female","45","45","28680","28410"
"In post","2022","Analysis","Inner London - East","EO","Male","40","40","29080","29530"
"In post","2022","Analysis","Inner London - East","G6","Female","40","35","72090","70870"
"In post","2022","Analysis","Inner London - East","G6","Male","45","45","73750","73990"
"In post","2022","Analysis","Inner London - East","G7","Female","135","125","58930","59420"
"In post","2022","Analysis","Inner London - East","G7","Male","155","155","58920","60280"
"In post","2022","Analysis","Inner London - East","HEO","Female","80","80","35340","34610"
"In post","2022","Analysis","Inner London - East","HEO","Male","125","120","35900","36270"
"In post","2022","Analysis","Inner London - East","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Inner London - East","SCS level","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Inner London - East","SEO","Female","75","75","42770","42010"
"In post","2022","Analysis","Inner London - East","SEO","Male","100","100","43740","43430"
"In post","2022","Analysis","Inner London - West","AO","Female","30","30","[c]","[c]"
"In post","2022","Analysis","Inner London - West","AO","Male","30","30","[c]","[c]"
"In post","2022","Analysis","Inner London - West","EO","Female","105","100","28630","27850"
"In post","2022","Analysis","Inner London - West","EO","Male","105","105","28910","28230"
"In post","2022","Analysis","Inner London - West","G6","Female","170","155","71980","66440"
"In post","2022","Analysis","Inner London - West","G6","Male","205","200","77960","72360"
"In post","2022","Analysis","Inner London - West","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - West","G7","Female","355","330","56390","54760"
"In post","2022","Analysis","Inner London - West","G7","Male","485","480","56650","55730"
"In post","2022","Analysis","Inner London - West","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - West","HEO","Female","350","345","35300","34710"
"In post","2022","Analysis","Inner London - West","HEO","Male","470","465","35470","35000"
"In post","2022","Analysis","Inner London - West","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - West","SCS level","Female","45","45","84460","78680"
"In post","2022","Analysis","Inner London - West","SCS level","Male","55","50","95170","81030"
"In post","2022","Analysis","Inner London - West","SEO","Female","195","190","43390","42470"
"In post","2022","Analysis","Inner London - West","SEO","Male","195","190","43780","42980"
"In post","2022","Analysis","Kent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","AO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Merseyside","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Merseyside","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","G7","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Merseyside","G7","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Merseyside","HEO","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Merseyside","HEO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Merseyside","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","SEO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Merseyside","SEO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","G7","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","G7","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","HEO","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","HEO","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","SEO","Female","20","15","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","SEO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","G6","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Outer London - South","G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Outer London - South","G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Outer London - South","HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Outer London - South","HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Outer London - South","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","SEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Outer London - South","SEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","EO","Female","[c]","[c]","[c]","[c]"
