"Status","Year","Age","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","EO","Male","15","15","[c]","[c]"
"In post","2022","16-19","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Unknown","Male","10","10","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AA","Male","15","15","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AO","Male","15","15","[c]","[c]"
"In post","2022","16-19","Science and Engineering","EO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Science and Engineering","EO","Male","55","55","18120","17140"
"In post","2022","16-19","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Unknown","Male","15","15","[c]","[c]"
"In post","2022","16-19","Security","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","AO","Female","30","30","21250","21250"
"In post","2022","16-19","Tax","AO","Male","25","25","[c]","[c]"
"In post","2022","16-19","Tax","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA","Female","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","AA","Male","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","AO","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","AO","Male","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","EO","Female","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","EO","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","AA","Male","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","AO","Female","25","25","[c]","[c]"
"In post","2022","20-29","Commercial","AO","Male","35","35","21530","21260"
"In post","2022","20-29","Commercial","EO","Female","180","175","25700","26350"
"In post","2022","20-29","Commercial","EO","Male","125","125","25390","26070"
"In post","2022","20-29","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","G6","Male","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","G7","Female","40","40","52820","53360"
"In post","2022","20-29","Commercial","G7","Male","25","25","[c]","[c]"
"In post","2022","20-29","Commercial","HEO","Female","200","195","31270","31660"
"In post","2022","20-29","Commercial","HEO","Male","155","155","31950","32150"
"In post","2022","20-29","Commercial","SEO","Female","120","120","39520","40000"
"In post","2022","20-29","Commercial","SEO","Male","105","105","39260","40000"
"In post","2022","20-29","Commercial","Unknown","Female","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","Male","15","15","[c]","[c]"
"In post","2022","20-29","Communications","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","AO","Female","40","40","22700","21890"
"In post","2022","20-29","Communications","AO","Male","20","20","[c]","[c]"
"In post","2022","20-29","Communications","EO","Female","135","135","27380","27270"
"In post","2022","20-29","Communications","EO","Male","70","70","27140","27270"
"In post","2022","20-29","Communications","G6","Female","5","5","[c]","[c]"
"In post","2022","20-29","Communications","G6","Male","5","5","[c]","[c]"
"In post","2022","20-29","Communications","G7","Female","55","55","54010","53360"
"In post","2022","20-29","Communications","G7","Male","25","25","[c]","[c]"
"In post","2022","20-29","Communications","HEO","Female","255","250","34020","33210"
"In post","2022","20-29","Communications","HEO","Male","110","110","34310","33510"
"In post","2022","20-29","Communications","SEO","Female","105","105","41230","40650"
"In post","2022","20-29","Communications","SEO","Male","55","55","42300","42470"
"In post","2022","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","HEO","Female","5","5","[c]","[c]"
"In post","2022","20-29","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","AO","Female","95","90","23020","24230"
"In post","2022","20-29","Counter Fraud","AO","Male","95","95","22740","21260"
"In post","2022","20-29","Counter Fraud","EO","Female","230","225","27830","27570"
"In post","2022","20-29","Counter Fraud","EO","Male","130","130","27830","27570"
"In post","2022","20-29","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","HEO","Female","45","45","32430","31990"
"In post","2022","20-29","Counter Fraud","HEO","Male","30","30","33240","31990"
"In post","2022","20-29","Counter Fraud","SEO","Female","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","SEO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","AA","Female","20","20","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","AA","Male","30","30","18900","18750"
"In post","2022","20-29","Digital, Data and Technology","AO","Female","40","40","22120","21260"
"In post","2022","20-29","Digital, Data and Technology","AO","Male","90","90","21880","21280"
"In post","2022","20-29","Digital, Data and Technology","EO","Female","285","285","27020","26820"
"In post","2022","20-29","Digital, Data and Technology","EO","Male","620","615","27170","26820"
"In post","2022","20-29","Digital, Data and Technology","G6","Female","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","G6","Male","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","G7","Female","80","80","53680","53360"
"In post","2022","20-29","Digital, Data and Technology","G7","Male","150","150","53960","53360"
"In post","2022","20-29","Digital, Data and Technology","HEO","Female","365","365","33080","33080"
"In post","2022","20-29","Digital, Data and Technology","HEO","Male","600","595","33070","33080"
"In post","2022","20-29","Digital, Data and Technology","SEO","Female","240","235","40540","40230"
"In post","2022","20-29","Digital, Data and Technology","SEO","Male","385","385","40610","40210"
"In post","2022","20-29","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","AO","Female","25","25","[c]","[c]"
"In post","2022","20-29","Economics","AO","Male","45","45","21680","19860"
"In post","2022","20-29","Economics","EO","Female","50","50","26940","27270"
"In post","2022","20-29","Economics","EO","Male","55","55","26950","27340"
"In post","2022","20-29","Economics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","G6","Male","5","5","[c]","[c]"
"In post","2022","20-29","Economics","G7","Female","90","90","54500","53530"
"In post","2022","20-29","Economics","G7","Male","170","170","55590","54650"
"In post","2022","20-29","Economics","HEO","Female","195","190","33830","33290"
"In post","2022","20-29","Economics","HEO","Male","425","425","33980","33650"
"In post","2022","20-29","Economics","SEO","Female","45","45","39910","40650"
"In post","2022","20-29","Economics","SEO","Male","60","60","41180","42470"
"In post","2022","20-29","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","AA","Female","5","5","[c]","[c]"
"In post","2022","20-29","Finance","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","AO","Female","90","85","21990","21250"
"In post","2022","20-29","Finance","AO","Male","80","75","22010","21250"
"In post","2022","20-29","Finance","EO","Female","275","270","25900","26350"
"In post","2022","20-29","Finance","EO","Male","235","235","25680","26130"
"In post","2022","20-29","Finance","G6","Female","10","10","[c]","[c]"
"In post","2022","20-29","Finance","G6","Male","15","15","[c]","[c]"
"In post","2022","20-29","Finance","G7","Female","80","80","53050","53360"
"In post","2022","20-29","Finance","G7","Male","70","70","54920","54370"
"In post","2022","20-29","Finance","HEO","Female","240","240","32690","32940"
"In post","2022","20-29","Finance","HEO","Male","240","240","33050","32820"
"In post","2022","20-29","Finance","SEO","Female","125","125","40600","40650"
"In post","2022","20-29","Finance","SEO","Male","135","135","40460","40530"
"In post","2022","20-29","Finance","Unknown","Female","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Male","10","10","[c]","[c]"
"In post","2022","20-29","Geography","AO","Female","15","15","[c]","[c]"
"In post","2022","20-29","Geography","AO","Male","30","30","20450","20420"
"In post","2022","20-29","Geography","EO","Female","15","15","[c]","[c]"
"In post","2022","20-29","Geography","EO","Male","30","30","[c]","[c]"
"In post","2022","20-29","Geography","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Geography","HEO","Male","20","20","[c]","[c]"
"In post","2022","20-29","Geography","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Geography","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","AA","Female","15","15","[c]","[c]"
"In post","2022","20-29","Human Resources","AA","Male","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","AO","Female","145","140","22070","21250"
"In post","2022","20-29","Human Resources","AO","Male","65","65","22190","21260"
"In post","2022","20-29","Human Resources","EO","Female","270","265","26540","26670"
"In post","2022","20-29","Human Resources","EO","Male","105","100","26760","26820"
"In post","2022","20-29","Human Resources","G6","Female","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","G6","Male","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","G7","Female","85","85","53970","53360"
"In post","2022","20-29","Human Resources","G7","Male","35","35","52880","53360"
"In post","2022","20-29","Human Resources","HEO","Female","350","345","31810","32000"
"In post","2022","20-29","Human Resources","HEO","Male","115","115","32970","32790"
"In post","2022","20-29","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","SEO","Female","105","105","39250","40050"
"In post","2022","20-29","Human Resources","SEO","Male","35","35","40680","40520"
"In post","2022","20-29","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","AO","Female","15","15","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","EO","Female","150","145","27230","26590"
"In post","2022","20-29","Intelligence Analysis","EO","Male","125","125","27520","27520"
"In post","2022","20-29","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","HEO","Female","85","85","34420","33640"
"In post","2022","20-29","Intelligence Analysis","HEO","Male","85","85","35170","37000"
"In post","2022","20-29","Intelligence Analysis","SEO","Female","10","10","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","SEO","Male","25","25","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","EO","Male","5","5","[c]","[c]"
"In post","2022","20-29","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","HEO","Female","15","15","[c]","[c]"
"In post","2022","20-29","Internal Audit","HEO","Male","15","15","[c]","[c]"
"In post","2022","20-29","Internal Audit","SEO","Female","10","10","[c]","[c]"
"In post","2022","20-29","Internal Audit","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","International Trade","EO","Female","25","25","[c]","[c]"
"In post","2022","20-29","International Trade","EO","Male","30","30","[c]","[c]"
"In post","2022","20-29","International Trade","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","International Trade","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","International Trade","G7","Female","55","55","51890","51710"
"In post","2022","20-29","International Trade","G7","Male","55","55","53430","51970"
"In post","2022","20-29","International Trade","HEO","Female","110","105","32650","31800"
"In post","2022","20-29","International Trade","HEO","Male","85","80","32290","31800"
"In post","2022","20-29","International Trade","SEO","Female","65","65","39130","38160"
"In post","2022","20-29","International Trade","SEO","Male","85","85","38600","38160"
"In post","2022","20-29","Knowledge and Information Management","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","AO","Female","30","30","22280","21170"
"In post","2022","20-29","Knowledge and Information Management","AO","Male","25","25","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","EO","Female","55","55","27290","27380"
"In post","2022","20-29","Knowledge and Information Management","EO","Male","35","35","26090","26670"
"In post","2022","20-29","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","G7","Female","15","15","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","G7","Male","5","5","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","HEO","Female","45","45","32530","33000"
"In post","2022","20-29","Knowledge and Information Management","HEO","Male","40","40","32370","33080"
"In post","2022","20-29","Knowledge and Information Management","SEO","Female","15","15","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","SEO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Knowledge and Information Management","Unknown","Male","5","5","[c]","[c]"
"In post","2022","20-29","Legal","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","AO","Female","20","20","[c]","[c]"
"In post","2022","20-29","Legal","AO","Male","15","15","[c]","[c]"
"In post","2022","20-29","Legal","EO","Female","320","320","28070","26970"
"In post","2022","20-29","Legal","EO","Male","235","235","28360","26820"
"In post","2022","20-29","Legal","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","G7","Female","130","130","50920","50500"
"In post","2022","20-29","Legal","G7","Male","70","70","52080","50500"
"In post","2022","20-29","Legal","HEO","Female","265","265","35420","34260"
"In post","2022","20-29","Legal","HEO","Male","140","140","35210","34260"
"In post","2022","20-29","Legal","SEO","Female","95","95","41670","41750"
"In post","2022","20-29","Legal","SEO","Male","45","45","41490","41750"
"In post","2022","20-29","Medicine","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","AO","Female","25","20","[c]","[c]"
"In post","2022","20-29","Medicine","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","EO","Female","30","25","[c]","[c]"
"In post","2022","20-29","Medicine","EO","Male","15","15","[c]","[c]"
"In post","2022","20-29","Medicine","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Medicine","G7","Female","10","10","[c]","[c]"
"In post","2022","20-29","Medicine","G7","Male","5","5","[c]","[c]"
"In post","2022","20-29","Medicine","HEO","Female","35","35","33970","34170"
"In post","2022","20-29","Medicine","HEO","Male","10","10","[c]","[c]"
"In post","2022","20-29","Medicine","SEO","Female","10","10","[c]","[c]"
"In post","2022","20-29","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","AA","Female","1040","990","20710","20890"
"In post","2022","20-29","Operational Delivery","AA","Male","715","705","20650","20890"
"In post","2022","20-29","Operational Delivery","AO","Female","9825","9470","23030","21680"
"In post","2022","20-29","Operational Delivery","AO","Male","8155","8060","23650","21840"
"In post","2022","20-29","Operational Delivery","EO","Female","7005","6870","27810","27570"
"In post","2022","20-29","Operational Delivery","EO","Male","4655","4635","27740","27570"
"In post","2022","20-29","Operational Delivery","G6","Female","15","15","[c]","[c]"
"In post","2022","20-29","Operational Delivery","G6","Male","10","10","[c]","[c]"
"In post","2022","20-29","Operational Delivery","G7","Female","140","140","53190","53360"
"In post","2022","20-29","Operational Delivery","G7","Male","120","120","53280","53360"
"In post","2022","20-29","Operational Delivery","HEO","Female","1525","1510","32580","32790"
"In post","2022","20-29","Operational Delivery","HEO","Male","1010","1005","32850","33080"
"In post","2022","20-29","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","SEO","Female","465","460","39580","40070"
"In post","2022","20-29","Operational Delivery","SEO","Male","315","315","39640","40180"
"In post","2022","20-29","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Delivery","Unknown","Female","2895","2840","25500","24090"
"In post","2022","20-29","Operational Delivery","Unknown","Male","515","505","24850","23850"
"In post","2022","20-29","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","AO","Male","5","5","[c]","[c]"
"In post","2022","20-29","Operational Research","EO","Female","15","15","[c]","[c]"
"In post","2022","20-29","Operational Research","EO","Male","15","15","[c]","[c]"
"In post","2022","20-29","Operational Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","G7","Female","10","10","[c]","[c]"
"In post","2022","20-29","Operational Research","G7","Male","10","10","[c]","[c]"
"In post","2022","20-29","Operational Research","HEO","Female","90","90","33080","33180"
"In post","2022","20-29","Operational Research","HEO","Male","105","105","32860","32710"
"In post","2022","20-29","Operational Research","SEO","Female","25","25","[c]","[c]"
"In post","2022","20-29","Operational Research","SEO","Male","30","30","39870","38070"
"In post","2022","20-29","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","AA","Female","75","70","20200","19810"
"In post","2022","20-29","Other","AA","Male","70","70","19400","19010"
"In post","2022","20-29","Other","AO","Female","585","560","21760","21260"
"In post","2022","20-29","Other","AO","Male","435","430","21850","21260"
"In post","2022","20-29","Other","EO","Female","775","760","26960","27570"
"In post","2022","20-29","Other","EO","Male","535","530","26060","27570"
