"Status","Year","Organisation","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Lancashire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Lancashire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","Female","90","80","29230","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","Male","50","50","31020","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","Female","50","45","30420","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","Male","40","40","33000","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","Female","50","45","30810","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","Female","35","35","31380","31040"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","Male","35","30","31550","30950"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Female","30","30","31000","29180"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","Outside London","Female","105","95","25400","21300"
"In post","2022","Animal and Plant Health Agency","Cumbria","Outside London","Male","55","55","25180","21300"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","Outside London","Female","130","120","26840","21300"
"In post","2022","Animal and Plant Health Agency","Devon","Outside London","Male","80","75","29810","25090"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","Outside London","Female","45","45","29900","26520"
"In post","2022","Animal and Plant Health Agency","East Anglia","Outside London","Male","45","40","32960","32160"
"In post","2022","Animal and Plant Health Agency","East Wales","Outside London","Female","75","70","27430","24920"
"In post","2022","Animal and Plant Health Agency","East Wales","Outside London","Male","40","40","32100","30430"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Outside London","Female","30","30","34100","27850"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","75","70","28410","25100"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","60","60","27680","24920"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","100","90","28550","26520"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","70","65","32360","29660"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","London","Female","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","London","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Kent","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Kent","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lancashire","Outside London","Female","70","65","27770","24920"
"In post","2022","Animal and Plant Health Agency","Lancashire","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","Outside London","Female","100","90","27020","24920"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","Outside London","Male","105","100","30740","25730"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","Female","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","Male","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","London","Female","40","35","33030","31570"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","London","Male","45","45","34020","31970"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","Female","70","65","27390","24920"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","Male","45","45","31570","29180"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Outside London","Female","40","35","28810","24920"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","Female","400","380","32370","28430"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","Male","270","260","34820","32560"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","Female","145","130","27130","24920"
"In post","2022","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","Male","70","65","29540","26300"
"In post","2022","Animal and Plant Health Agency","West Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Inner London - West","London","Female","30","25","[c]","[c]"
"In post","2022","Attorney General's Office","Inner London - West","London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","75","70","34950","32000"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","65","60","39810","33300"
"In post","2022","Cabinet Office (excl. agencies)","Cheshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cheshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Devon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Devon","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Dorset and Somerset","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Outside London","Female","45","45","51900","51190"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Outside London","Male","45","45","51330","49700"
"In post","2022","Cabinet Office (excl. agencies)","East Wales","Outside London","Female","45","45","37770","32000"
"In post","2022","Cabinet Office (excl. agencies)","East Wales","Outside London","Male","35","35","47340","49700"
"In post","2022","Cabinet Office (excl. agencies)","East Yorkshire and Northern Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Yorkshire and Northern Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Eastern Scotland","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Eastern Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","110","105","52220","49700"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","115","115","58250","53190"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","Female","230","225","44060","37580"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","Male","155","155","46460","40390"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","Female","45","45","47770","40590"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","Male","45","45","61480","64350"
"In post","2022","Cabinet Office (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - East","London","Female","520","505","50100","54700"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - East","London","Male","505","500","54930","54700"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - West","London","Female","2875","2825","46890","40600"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - West","London","Male","2495","2485","52750","50490"
"In post","2022","Cabinet Office (excl. agencies)","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Lancashire","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Lancashire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Merseyside","Outside London","Female","50","50","50370","49700"
"In post","2022","Cabinet Office (excl. agencies)","Merseyside","Outside London","Male","45","45","53200","49700"
"In post","2022","Cabinet Office (excl. agencies)","North Yorkshire","Outside London","Female","305","285","32060","26930"
"In post","2022","Cabinet Office (excl. agencies)","North Yorkshire","Outside London","Male","255","250","33910","32000"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","Female","290","265","28030","24100"
"In post","2022","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","Male","175","170","32040","27290"
"In post","2022","Cabinet Office (excl. agencies)","Outer London - South","London","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Outer London - South","London","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South Yorkshire","Outside London","Female","50","45","48380","49700"
"In post","2022","Cabinet Office (excl. agencies)","South Yorkshire","Outside London","Male","35","35","53270","49700"
"In post","2022","Cabinet Office (excl. agencies)","Southern Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Southern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Tees Valley and Durham","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Tees Valley and Durham","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","Female","245","240","36570","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","Male","230","230","38310","32000"
"In post","2022","Cabinet Office (excl. agencies)","West Central Scotland","Outside London","Female","140","135","41470","34280"
"In post","2022","Cabinet Office (excl. agencies)","West Central Scotland","Outside London","Male","115","115","43840","32280"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands","Outside London","Female","60","60","50670","37300"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands","Outside London","Male","65","65","62610","61710"
"In post","2022","Cabinet Office (excl. agencies)","West Wales and The Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Wales and The Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Yorkshire","Outside London","Female","120","115","48050","42550"
"In post","2022","Cabinet Office (excl. agencies)","West Yorkshire","Outside London","Male","105","105","46710","40460"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Devon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Devon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Outside London","Female","75","70","31260","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Outside London","Male","75","75","36320","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Outside London","Female","235","215","32560","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Outside London","Male","245","240","36270","34330"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Charity Commission","East Wales","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","East Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","London","Female","55","50","43990","37910"
"In post","2022","Charity Commission","Inner London - West","London","Male","30","30","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Outside London","Female","210","190","31660","29160"
"In post","2022","Charity Commission","Merseyside","Outside London","Male","135","135","32130","29160"
"In post","2022","Companies House","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Cheshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Cheshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Devon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Devon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","East Wales","Outside London","Female","615","540","29670","24500"
"In post","2022","Companies House","East Wales","Outside London","Male","465","455","33180","30660"
"In post","2022","Companies House","Eastern Scotland","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Companies House","Eastern Scotland","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Companies House","Greater Manchester","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Greater Manchester","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Inner London - East","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Inner London - East","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Inner London - West","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Inner London - West","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Companies House","Northumberland, and Tyne and Wear","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northumberland, and Tyne and Wear","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outer London - South","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outer London - South","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Central Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Central Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Wales and The Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Wales and The Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","East Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","East Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","Outside London","Female","30","30","57610","55860"
"In post","2022","Competition and Markets Authority","Eastern Scotland","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Inner London - East","London","Female","395","375","58500","55860"
"In post","2022","Competition and Markets Authority","Inner London - East","London","Male","400","395","64440","59450"
"In post","2022","Competition and Markets Authority","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Northern Ireland","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","West Central Scotland","Outside London","Female","175","155","28140","25120"
"In post","2022","Criminal Injuries Compensation Authority","West Central Scotland","Outside London","Male","145","140","26970","25120"
"In post","2022","Crown Commercial Service","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cheshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cheshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Derbyshire and Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Derbyshire and Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Dorset and Somerset","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Anglia","Outside London","Female","75","70","38240","38330"
