"Status","Year","Organisation","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","Heterosexual / straight","175","165","36980","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","Undeclared","40","40","37520","36800"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Female","Heterosexual / straight","420","385","21970","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Female","Undeclared","55","50","21810","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","Female","Unknown","70","65","22390","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","Male","Heterosexual / straight","185","180","22170","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","Male","LGBO","40","40","22290","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Male","Unknown","45","40","22510","21300"
"In post","2022","Animal and Plant Health Agency","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","EO","Female","Heterosexual / straight","380","365","26270","25190"
"In post","2022","Animal and Plant Health Agency","EO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","EO","Female","Undeclared","35","30","26330","25320"
"In post","2022","Animal and Plant Health Agency","EO","Female","Unknown","45","40","26220","25980"
"In post","2022","Animal and Plant Health Agency","EO","Male","Heterosexual / straight","230","225","26570","25600"
"In post","2022","Animal and Plant Health Agency","EO","Male","LGBO","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","EO","Male","Undeclared","45","40","26610","25730"
"In post","2022","Animal and Plant Health Agency","EO","Male","Unknown","40","40","26460","26520"
"In post","2022","Animal and Plant Health Agency","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","Female","Heterosexual / straight","90","85","53290","52290"
"In post","2022","Animal and Plant Health Agency","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","Male","Heterosexual / straight","80","75","55040","53980"
"In post","2022","Animal and Plant Health Agency","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","Female","Heterosexual / straight","405","380","34710","34500"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","Female","Undeclared","80","75","36100","35900"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","Female","Unknown","45","40","38300","36970"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","Male","Heterosexual / straight","305","295","35630","35900"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","Male","Undeclared","65","60","36150","35900"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","Male","Unknown","40","40","36980","36750"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","Female","Heterosexual / straight","185","165","21830","21050"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","Female","Unknown","55","55","21680","21170"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","Male","Heterosexual / straight","115","110","21860","21050"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","Male","Unknown","50","45","21860","21170"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","EO","Female","Heterosexual / straight","390","370","26580","27500"
"In post","2022","Cabinet Office (excl. agencies)","EO","Female","LGBO","40","40","26000","26350"
"In post","2022","Cabinet Office (excl. agencies)","EO","Female","Undeclared","35","35","27030","27500"
"In post","2022","Cabinet Office (excl. agencies)","EO","Female","Unknown","95","90","27050","27500"
"In post","2022","Cabinet Office (excl. agencies)","EO","Male","Heterosexual / straight","205","200","26790","27500"
"In post","2022","Cabinet Office (excl. agencies)","EO","Male","LGBO","30","30","26560","27500"
"In post","2022","Cabinet Office (excl. agencies)","EO","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","EO","Male","Unknown","100","100","26500","27500"
"In post","2022","Cabinet Office (excl. agencies)","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","Female","Heterosexual / straight","930","900","58030","54700"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","Female","LGBO","90","85","56250","54700"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","Female","Undeclared","95","90","57640","54700"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","Female","Unknown","720","705","62360","61710"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","Male","Heterosexual / straight","825","820","58610","56340"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","Male","LGBO","120","120","57890","54700"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","Male","Undeclared","115","115","58730","56760"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","Male","Unknown","760","755","64000","62130"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SCS level","Female","Heterosexual / straight","180","175","92250","80160"
"In post","2022","Cabinet Office (excl. agencies)","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SCS level","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SCS level","Female","Unknown","105","105","99550","95870"
"In post","2022","Cabinet Office (excl. agencies)","SCS level","Male","Heterosexual / straight","225","225","101220","93000"
"In post","2022","Cabinet Office (excl. agencies)","SCS level","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SCS level","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SCS level","Male","Unknown","155","150","114320","113620"
"In post","2022","Cabinet Office (excl. agencies)","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","Female","Heterosexual / straight","940","910","36470","35590"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","Female","LGBO","80","80","36040","34590"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","Female","Undeclared","85","85","37120","37300"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","Female","Unknown","1260","1255","31250","29250"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","Male","Heterosexual / straight","680","675","36470","35590"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","Male","LGBO","110","110","36150","34640"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","Male","Undeclared","100","100","36640","35590"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","Male","Unknown","915","910","31570","30610"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","Heterosexual / straight","35","30","25250","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","Unknown","50","45","25210","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","Unknown","30","30","25310","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","Unknown","20","15","[c]","[c]"
