"Status","Year","Organisation","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Male","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Female","Heterosexual / straight","80","75","42300","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Male","Heterosexual / straight","60","55","47000","43820"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Female","Heterosexual / straight","70","60","29380","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Male","Heterosexual / straight","30","30","32070","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Female","Heterosexual / straight","60","55","30670","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Female","Undeclared","10","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Male","Heterosexual / straight","45","40","32420","31720"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Female","Heterosexual / straight","40","35","30970","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Male","Heterosexual / straight","35","30","34110","31170"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Female","Heterosexual / straight","45","40","30210","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Female","Heterosexual / straight","35","30","32500","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Female","Heterosexual / straight","40","40","31010","28140"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Female","Heterosexual / straight","65","60","30230","29180"
"In post","2022","Animal and Plant Health Agency","East of England","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Male","Heterosexual / straight","55","50","32830","30970"
"In post","2022","Animal and Plant Health Agency","East of England","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Female","Heterosexual / straight","40","35","34620","31690"
"In post","2022","Animal and Plant Health Agency","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Female","Undeclared","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Male","Heterosexual / straight","40","40","33820","31800"
"In post","2022","Animal and Plant Health Agency","London","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Female","Heterosexual / straight","155","140","27070","24920"
"In post","2022","Animal and Plant Health Agency","North West (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Male","Heterosexual / straight","65","65","27900","24920"
"In post","2022","Animal and Plant Health Agency","North West (England)","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Female","Heterosexual / straight","70","70","31450","26390"
"In post","2022","Animal and Plant Health Agency","Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Male","Heterosexual / straight","35","35","32790","29180"
"In post","2022","Animal and Plant Health Agency","Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Female","Heterosexual / straight","340","325","32360","28550"
"In post","2022","Animal and Plant Health Agency","South East (England)","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Female","Undeclared","50","50","36900","32560"
"In post","2022","Animal and Plant Health Agency","South East (England)","Female","Unknown","45","40","28300","24370"
"In post","2022","Animal and Plant Health Agency","South East (England)","Male","Heterosexual / straight","205","200","33730","29920"
"In post","2022","Animal and Plant Health Agency","South East (England)","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Male","Undeclared","40","40","39770","33890"
"In post","2022","Animal and Plant Health Agency","South East (England)","Male","Unknown","45","40","34290","28310"
"In post","2022","Animal and Plant Health Agency","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Female","Heterosexual / straight","190","180","27770","24920"
"In post","2022","Animal and Plant Health Agency","South West (England)","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Male","Heterosexual / straight","130","125","31200","25730"
"In post","2022","Animal and Plant Health Agency","South West (England)","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","Female","Heterosexual / straight","170","155","27220","24920"
"In post","2022","Animal and Plant Health Agency","Wales","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","Female","Unknown","30","25","26670","21300"
"In post","2022","Animal and Plant Health Agency","Wales","Male","Heterosexual / straight","75","70","30780","29180"
"In post","2022","Animal and Plant Health Agency","Wales","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","Male","Unknown","20","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Female","Heterosexual / straight","125","115","28180","25190"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Male","Heterosexual / straight","75","70","32350","30140"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Male","Unknown","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Female","Heterosexual / straight","75","70","27440","24920"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Male","Heterosexual / straight","80","80","30200","25560"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Male","Undeclared","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","London","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Office","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","London","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Attorney General's Office","London","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","London","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
