"Status","Year","Disability","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Analysis","Government Actuary's Department","London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Health and Safety Executive","Outside London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","London","30","30","47010","43430"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","50","45","42950","40350"
"In post","2022","Declared disabled","Analysis","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","London","40","35","45050","41750"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","Outside London","170","160","37630","36840"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Commercial Service","Outside London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Equipment and Support","Outside London","35","35","42880","41180"
"In post","2022","Declared disabled","Commercial","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Science and Technology Laboratory","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Outside London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Met Office","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","Outside London","80","80","37720","40000"
"In post","2022","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Prison Service","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Submarine Delivery Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The National Archives","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Export Finance","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Health Security Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Statistics Authority","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Cabinet Office (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Education (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for International Trade","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Work and Pensions (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department for Work and Pensions (excl. agencies)","Outside London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department of Health and Social Care (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department of Health and Social Care (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Driver and Vehicle Licensing Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Driver and Vehicle Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Revenue and Customs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Revenue and Customs (excl. agencies)","Outside London","295","275","30120","26820"
"In post","2022","Declared disabled","Communications","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
