"Status","Year","Age","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Undeclared","Female","3055","2775","34440","30820"
"In post","2022","40-49","Undeclared","Male","3390","3345","36540","33000"
"In post","2022","40-49","Unknown","Female","9575","8780","38240","33080"
"In post","2022","40-49","Unknown","Male","8730","8610","40350","35000"
"In post","2022","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Female","11835","10670","31560","27570"
"In post","2022","50-59","Declared disabled","Male","7565","7300","34430","30330"
"In post","2022","50-59","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Female","53125","48430","33560","27650"
"In post","2022","50-59","Declared non-disabled","Male","42535","41580","38510","33300"
"In post","2022","50-59","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Female","4260","3925","32010","27570"
"In post","2022","50-59","Undeclared","Male","5530","5355","35890","32040"
"In post","2022","50-59","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Female","8505","7785","36430","30420"
"In post","2022","50-59","Unknown","Male","9680","9375","39500","35000"
"In post","2022","60-64","Declared disabled","Female","3640","2875","28430","27300"
"In post","2022","60-64","Declared disabled","Male","2485","2110","32330","27720"
"In post","2022","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Female","14645","11685","29840","27570"
"In post","2022","60-64","Declared non-disabled","Male","12285","10675","35590","30980"
"In post","2022","60-64","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Female","1205","990","28990","26780"
"In post","2022","60-64","Undeclared","Male","1580","1305","33650","31650"
"In post","2022","60-64","Unknown","Female","2125","1725","31290","26350"
"In post","2022","60-64","Unknown","Male","2595","2255","36640","33370"
"In post","2022","65+","Declared disabled","Female","995","735","27650","26120"
"In post","2022","65+","Declared disabled","Male","875","685","30910","27570"
"In post","2022","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Female","3980","2960","28180","25630"
"In post","2022","65+","Declared non-disabled","Male","4390","3500","33960","28750"
"In post","2022","65+","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Female","310","230","27550","25550"
"In post","2022","65+","Undeclared","Male","535","425","31900","27800"
"In post","2022","65+","Unknown","Female","615","470","33110","26710"
"In post","2022","65+","Unknown","Male","880","690","35010","29420"
"In post","2022","Unknown","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Female","15","10","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Female","55","[c]","21720","21260"
"Leaver CS","2022","16-19","Declared non-disabled","Male","35","[c]","20950","21160"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Male","50","[c]","19340","18310"
"Leaver CS","2022","20-29","Declared disabled","Female","450","[c]","26140","25000"
"Leaver CS","2022","20-29","Declared disabled","Male","300","[c]","25790","22350"
"Leaver CS","2022","20-29","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Female","3105","[c]","26610","25110"
"Leaver CS","2022","20-29","Declared non-disabled","Male","2680","[c]","26990","25120"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Female","160","[c]","27910","27570"
"Leaver CS","2022","20-29","Undeclared","Male","165","[c]","27560","26700"
"Leaver CS","2022","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Female","2045","[c]","25630","23720"
"Leaver CS","2022","20-29","Unknown","Male","1780","[c]","27070","24880"
"Leaver CS","2022","30-39","Declared disabled","Female","340","[c]","29460","27570"
"Leaver CS","2022","30-39","Declared disabled","Male","270","[c]","31360","27570"
"Leaver CS","2022","30-39","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Female","2450","[c]","33220","29290"
"Leaver CS","2022","30-39","Declared non-disabled","Male","2280","[c]","35350","31060"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Female","175","[c]","33170","27570"
"Leaver CS","2022","30-39","Undeclared","Male","165","[c]","34770","31060"
"Leaver CS","2022","30-39","Unknown","Female","1170","[c]","34230","30990"
"Leaver CS","2022","30-39","Unknown","Male","1220","[c]","35780","31060"
"Leaver CS","2022","40-49","Declared disabled","Female","310","[c]","31660","27570"
"Leaver CS","2022","40-49","Declared disabled","Male","205","[c]","32810","27570"
"Leaver CS","2022","40-49","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Female","2050","[c]","36570","29290"
"Leaver CS","2022","40-49","Declared non-disabled","Male","1480","[c]","39500","32040"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Female","130","[c]","33820","28650"
"Leaver CS","2022","40-49","Undeclared","Male","140","[c]","36970","30730"
"Leaver CS","2022","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Female","850","[c]","39190","32700"
"Leaver CS","2022","40-49","Unknown","Male","750","[c]","40300","34530"
"Leaver CS","2022","50-59","Declared disabled","Female","565","[c]","30750","27570"
"Leaver CS","2022","50-59","Declared disabled","Male","415","[c]","36000","29290"
"Leaver CS","2022","50-59","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Female","2805","[c]","34700","27570"
"Leaver CS","2022","50-59","Declared non-disabled","Male","2175","[c]","37920","31060"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Female","235","[c]","32000","27570"
"Leaver CS","2022","50-59","Undeclared","Male","280","[c]","36960","33430"
"Leaver CS","2022","50-59","Unknown","Female","845","[c]","40530","30320"
"Leaver CS","2022","50-59","Unknown","Male","880","[c]","40320","35000"
"Leaver CS","2022","60-64","Declared disabled","Female","465","[c]","31460","27570"
"Leaver CS","2022","60-64","Declared disabled","Male","375","[c]","34060","27570"
"Leaver CS","2022","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Female","2150","[c]","32630","27570"
"Leaver CS","2022","60-64","Declared non-disabled","Male","1855","[c]","40390","34290"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Female","180","[c]","32670","27420"
"Leaver CS","2022","60-64","Undeclared","Male","250","[c]","35020","33350"
"Leaver CS","2022","60-64","Unknown","Female","410","[c]","35970","29200"
"Leaver CS","2022","60-64","Unknown","Male","565","[c]","40840","35380"
"Leaver CS","2022","65+","Declared disabled","Female","405","[c]","26570","25630"
"Leaver CS","2022","65+","Declared disabled","Male","355","[c]","29340","26120"
"Leaver CS","2022","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Female","1605","[c]","27440","25110"
"Leaver CS","2022","65+","Declared non-disabled","Male","1500","[c]","33580","28060"
"Leaver CS","2022","65+","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Female","130","[c]","26770","21840"
"Leaver CS","2022","65+","Undeclared","Male","215","[c]","30460","26930"
"Leaver CS","2022","65+","Unknown","Female","255","[c]","35560","26670"
"Leaver CS","2022","65+","Unknown","Male","375","[c]","35910","30450"
"Leaver CS","2022","Unknown","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Female","320","[c]","29890","28100"
"Leaver Dept.","2022","20-29","Declared disabled","Male","185","[c]","30150","27850"
"Leaver Dept.","2022","20-29","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Female","2630","[c]","30300","28420"
"Leaver Dept.","2022","20-29","Declared non-disabled","Male","1645","[c]","30650","28160"
"Leaver Dept.","2022","20-29","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Female","135","[c]","31250","29540"
"Leaver Dept.","2022","20-29","Undeclared","Male","110","[c]","31500","30200"
"Leaver Dept.","2022","20-29","Unknown","Female","1190","[c]","30930","31610"
"Leaver Dept.","2022","20-29","Unknown","Male","950","[c]","32510","32000"
"Leaver Dept.","2022","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Female","290","[c]","37050","33250"
"Leaver Dept.","2022","30-39","Declared disabled","Male","240","[c]","34860","30820"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Female","2500","[c]","37730","33930"
"Leaver Dept.","2022","30-39","Declared non-disabled","Male","1875","[c]","38330","34080"
"Leaver Dept.","2022","30-39","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Female","145","[c]","36760","32960"
"Leaver Dept.","2022","30-39","Undeclared","Male","135","[c]","37290","36050"
"Leaver Dept.","2022","30-39","Unknown","Female","885","[c]","38820","35300"
"Leaver Dept.","2022","30-39","Unknown","Male","730","[c]","39050","35050"
"Leaver Dept.","2022","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Female","270","[c]","38240","33250"
"Leaver Dept.","2022","40-49","Declared disabled","Male","145","[c]","38510","33970"
"Leaver Dept.","2022","40-49","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Female","1975","[c]","41650","36330"
"Leaver Dept.","2022","40-49","Declared non-disabled","Male","1255","[c]","44940","40070"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Female","90","[c]","37290","32370"
"Leaver Dept.","2022","40-49","Undeclared","Male","95","[c]","40730","36840"
"Leaver Dept.","2022","40-49","Unknown","Female","815","[c]","45600","41000"
"Leaver Dept.","2022","40-49","Unknown","Male","540","[c]","48770","43680"
"Leaver Dept.","2022","50-59","Declared disabled","Female","200","[c]","37730","32060"
"Leaver Dept.","2022","50-59","Declared disabled","Male","140","[c]","41270","31990"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Female","1285","[c]","41310","34290"
"Leaver Dept.","2022","50-59","Declared non-disabled","Male","800","[c]","46760","40060"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Female","70","[c]","37080","33150"
"Leaver Dept.","2022","50-59","Undeclared","Male","65","[c]","39300","37370"
"Leaver Dept.","2022","50-59","Unknown","Female","625","[c]","50180","42040"
"Leaver Dept.","2022","50-59","Unknown","Male","425","[c]","55400","50420"
"Leaver Dept.","2022","60-64","Declared disabled","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","Female","195","[c]","44790","35610"
"Leaver Dept.","2022","60-64","Declared non-disabled","Male","125","[c]","54070","48860"
"Leaver Dept.","2022","60-64","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Female","155","[c]","48100","36330"
"Leaver Dept.","2022","60-64","Unknown","Male","100","[c]","66270","58770"
"Leaver Dept.","2022","65+","Declared disabled","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Female","55","[c]","42420","31620"
"Leaver Dept.","2022","65+","Declared non-disabled","Male","60","[c]","51720","45480"
"Leaver Dept.","2022","65+","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Female","60","[c]","44960","32410"
"Leaver Dept.","2022","65+","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Female","285","[c]","22250","21260"
"New entrant CS","2022","16-19","Declared non-disabled","Male","235","[c]","21810","21260"
"New entrant CS","2022","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Female","200","[c]","22170","21260"
"New entrant CS","2022","16-19","Unknown","Male","250","[c]","20880","21200"
"New entrant CS","2022","20-29","Declared disabled","Female","1130","[c]","26480","25120"
"New entrant CS","2022","20-29","Declared disabled","Male","705","[c]","26180","25000"
"New entrant CS","2022","20-29","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared non-disabled","Female","8755","[c]","26480","25050"
"New entrant CS","2022","20-29","Declared non-disabled","Male","6130","[c]","26910","26030"
"New entrant CS","2022","20-29","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Female","355","[c]","27050","26250"
"New entrant CS","2022","20-29","Undeclared","Male","330","[c]","28450","27570"
"New entrant CS","2022","20-29","Unknown","Female","6050","[c]","26470","25000"
"New entrant CS","2022","20-29","Unknown","Male","4520","[c]","26920","25630"
"New entrant CS","2022","30-39","Declared disabled","Female","665","[c]","29400","27570"
"New entrant CS","2022","30-39","Declared disabled","Male","455","[c]","29750","27570"
"New entrant CS","2022","30-39","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Declared non-disabled","Female","5135","[c]","30550","27570"
"New entrant CS","2022","30-39","Declared non-disabled","Male","4125","[c]","31620","27570"
"New entrant CS","2022","30-39","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Female","250","[c]","31090","27570"
"New entrant CS","2022","30-39","Undeclared","Male","220","[c]","30910","27570"
"New entrant CS","2022","30-39","Unknown","Female","3425","[c]","30810","27230"
"New entrant CS","2022","30-39","Unknown","Male","2800","[c]","31440","27230"
"New entrant CS","2022","40-49","Declared disabled","Female","615","[c]","32040","28560"
"New entrant CS","2022","40-49","Declared disabled","Male","345","[c]","31710","27570"
"New entrant CS","2022","40-49","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Female","3720","[c]","32180","27570"
"New entrant CS","2022","40-49","Declared non-disabled","Male","2550","[c]","34600","29000"
"New entrant CS","2022","40-49","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Female","185","[c]","31980","27570"
"New entrant CS","2022","40-49","Undeclared","Male","135","[c]","35020","30750"
"New entrant CS","2022","40-49","Unknown","Female","2210","[c]","32460","27570"
"New entrant CS","2022","40-49","Unknown","Male","1685","[c]","36300","29360"
"New entrant CS","2022","50-59","Declared disabled","Female","605","[c]","30110","27570"
"New entrant CS","2022","50-59","Declared disabled","Male","335","[c]","32020","27570"
"New entrant CS","2022","50-59","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared non-disabled","Female","2645","[c]","30500","27430"
"New entrant CS","2022","50-59","Declared non-disabled","Male","2110","[c]","34320","28310"
"New entrant CS","2022","50-59","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Female","180","[c]","28680","27320"
"New entrant CS","2022","50-59","Undeclared","Male","115","[c]","31580","28310"
"New entrant CS","2022","50-59","Unknown","Female","1680","[c]","31560","27230"
"New entrant CS","2022","50-59","Unknown","Male","1620","[c]","34200","28870"
"New entrant CS","2022","60-64","Declared disabled","Female","150","[c]","28110","27570"
"New entrant CS","2022","60-64","Declared disabled","Male","105","[c]","31540","28200"
"New entrant CS","2022","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Declared non-disabled","Female","520","[c]","28360","24800"
"New entrant CS","2022","60-64","Declared non-disabled","Male","445","[c]","32730","27870"
"New entrant CS","2022","60-64","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Female","35","[c]","29620","28730"
"New entrant CS","2022","60-64","Undeclared","Male","35","[c]","29880","28090"
"New entrant CS","2022","60-64","Unknown","Female","340","[c]","29120","27060"
"New entrant CS","2022","60-64","Unknown","Male","385","[c]","32910","28760"
"New entrant CS","2022","65+","Declared disabled","Female","35","[c]","35450","28690"
"New entrant CS","2022","65+","Declared disabled","Male","40","[c]","29740","28200"
"New entrant CS","2022","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Declared non-disabled","Female","125","[c]","29480","26310"
"New entrant CS","2022","65+","Declared non-disabled","Male","135","[c]","33270","28200"
"New entrant CS","2022","65+","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Female","85","[c]","30810","26990"
"New entrant CS","2022","65+","Unknown","Male","135","[c]","30460","28200"
"New entrant CS","2022","Unknown","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
