"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for International Trade","London","AA/AO","25","25","25260","25140"
"In post","2022","Department for International Trade","London","EO","250","250","27770","26510"
"In post","2022","Department for International Trade","London","G6/G7","975","960","56720","53600"
"In post","2022","Department for International Trade","London","SCS level","140","140","87490","77270"
"In post","2022","Department for International Trade","London","SEO/HEO","1110","1105","36520","38160"
"In post","2022","Department for International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Outside London","EO","20","20","24580","23720"
"In post","2022","Department for International Trade","Outside London","G6/G7","90","90","52830","49610"
"In post","2022","Department for International Trade","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Outside London","SEO/HEO","85","80","33250","34430"
"In post","2022","Department for International Trade","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Overseas","G6/G7","100","100","56980","54700"
"In post","2022","Department for International Trade","Overseas","SCS level","25","25","83630","75290"
"In post","2022","Department for International Trade","Overseas","SEO/HEO","50","50","37560","38300"
"In post","2022","Department for Levelling Up, Housing and Communities","London","AA/AO","30","30","26560","26870"
"In post","2022","Department for Levelling Up, Housing and Communities","London","EO","235","230","28920","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","London","G6/G7","1010","985","57820","54120"
"In post","2022","Department for Levelling Up, Housing and Communities","London","SCS level","155","150","85260","77020"
"In post","2022","Department for Levelling Up, Housing and Communities","London","SEO/HEO","845","835","37100","37600"
"In post","2022","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","185","170","21930","22560"
"In post","2022","Department for Levelling Up, Housing and Communities","Outside London","EO","205","195","26220","26050"
"In post","2022","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","720","670","54500","51000"
"In post","2022","Department for Levelling Up, Housing and Communities","Outside London","SCS level","30","25","90590","81600"
"In post","2022","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","725","700","34650","34860"
"In post","2022","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","London","AA/AO","145","125","30440","31930"
"In post","2022","Department for Transport","London","EO","540","525","30600","30540"
"In post","2022","Department for Transport","London","G6/G7","1230","1200","59030","54760"
"In post","2022","Department for Transport","London","SCS level","220","210","87300","79000"
"In post","2022","Department for Transport","London","SEO/HEO","1260","1240","39090","37660"
"In post","2022","Department for Transport","Outside London","AA/AO","5575","4855","21790","21840"
"In post","2022","Department for Transport","Outside London","EO","3725","3490","27460","26780"
"In post","2022","Department for Transport","Outside London","G6/G7","815","790","61380","56370"
"In post","2022","Department for Transport","Outside London","SCS level","40","35","93090","90790"
"In post","2022","Department for Transport","Outside London","SEO/HEO","2835","2755","36950","35380"
"In post","2022","Department for Transport","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Department for Transport","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","London","AA/AO","1525","1340","24540","25110"
"In post","2022","Department for Work and Pensions","London","EO","6110","5730","31090","31060"
"In post","2022","Department for Work and Pensions","London","G6/G7","715","685","60290","57230"
"In post","2022","Department for Work and Pensions","London","SCS level","125","120","91340","82100"
"In post","2022","Department for Work and Pensions","London","SEO/HEO","1635","1585","38920","38120"
"In post","2022","Department for Work and Pensions","Outside London","AA/AO","27685","23845","21230","21260"
"In post","2022","Department for Work and Pensions","Outside London","EO","41940","37715","27670","27570"
"In post","2022","Department for Work and Pensions","Outside London","G6/G7","3340","3230","56710","53430"
"In post","2022","Department for Work and Pensions","Outside London","SCS level","170","170","85270","77900"
"In post","2022","Department for Work and Pensions","Outside London","SEO/HEO","10305","9685","35620","34290"
"In post","2022","Department for Work and Pensions","Unknown","AA/AO","115","100","23010","23050"
"In post","2022","Department for Work and Pensions","Unknown","EO","340","315","28740","27570"
"In post","2022","Department for Work and Pensions","Unknown","G6/G7","35","35","56940","54070"
"In post","2022","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","SEO/HEO","105","100","36890","35720"
"In post","2022","Department of Health and Social Care","London","AA/AO","250","210","23730","23780"
"In post","2022","Department of Health and Social Care","London","EO","860","810","27750","27270"
"In post","2022","Department of Health and Social Care","London","G6/G7","2205","2130","59260","54700"
"In post","2022","Department of Health and Social Care","London","SCS level","515","490","93730","85930"
"In post","2022","Department of Health and Social Care","London","SEO/HEO","2475","2410","37270","38330"
"In post","2022","Department of Health and Social Care","Outside London","AA/AO","575","510","20740","19880"
"In post","2022","Department of Health and Social Care","Outside London","EO","690","650","24970","24100"
"In post","2022","Department of Health and Social Care","Outside London","G6/G7","1610","1540","56490","52630"
"In post","2022","Department of Health and Social Care","Outside London","SCS level","295","270","101290","100770"
"In post","2022","Department of Health and Social Care","Outside London","SEO/HEO","2285","2130","35130","36330"
"In post","2022","Department of Health and Social Care","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","EO","10","10","26550","27270"
"In post","2022","Department of Health and Social Care","Unknown","G6/G7","15","15","59090","61860"
"In post","2022","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","SEO/HEO","15","15","35460","32790"
"In post","2022","Estyn","Outside London","AA/AO","10","10","24460","24630"
"In post","2022","Estyn","Outside London","EO","25","20","28700","29430"
"In post","2022","Estyn","Outside London","G6/G7","70","65","73860","75480"
"In post","2022","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","London","EO","30","30","28960","29090"
"In post","2022","Food Standards Agency","London","G6/G7","70","70","58680","56130"
"In post","2022","Food Standards Agency","London","SCS level","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","London","SEO/HEO","135","130","37760","40350"
"In post","2022","Food Standards Agency","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Outside London","EO","405","385","27050","26750"
"In post","2022","Food Standards Agency","Outside London","G6/G7","190","185","54850","52070"
"In post","2022","Food Standards Agency","Outside London","SCS level","20","15","85430","79230"
"In post","2022","Food Standards Agency","Outside London","SEO/HEO","595","585","35260","37350"
"In post","2022","Foreign, Commonwealth and Development Office","London","AA/AO","220","215","28330","28250"
"In post","2022","Foreign, Commonwealth and Development Office","London","EO","435","425","31700","30760"
"In post","2022","Foreign, Commonwealth and Development Office","London","G6/G7","1710","1660","60880","59470"
"In post","2022","Foreign, Commonwealth and Development Office","London","SCS level","270","265","86850","78020"
"In post","2022","Foreign, Commonwealth and Development Office","London","SEO/HEO","1420","1400","39320","38600"
"In post","2022","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","AA/AO","280","270","24020","24120"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","EO","350","330","27390","26560"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","G6/G7","475","450","57200","55620"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","SCS level","25","25","88790","77650"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","785","755","38270","37340"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","Unknown","65","65","21200","21600"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","AA/AO","20","20","23360","23250"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","EO","75","75","27330","27470"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","G6/G7","1040","1035","58690","56800"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","SCS level","250","250","85340","76370"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","825","820","35700","34260"
"In post","2022","HM Land Registry","London","AA/AO","60","55","25920","25850"
"In post","2022","HM Land Registry","London","EO","110","105","30810","30600"
"In post","2022","HM Land Registry","London","G6/G7","55","50","68030","68660"
"In post","2022","HM Land Registry","London","SCS level","10","10","100030","93410"
"In post","2022","HM Land Registry","London","SEO/HEO","170","165","41030","37290"
"In post","2022","HM Land Registry","Outside London","AA/AO","1690","1585","22580","22600"
"In post","2022","HM Land Registry","Outside London","EO","2255","2000","27300","27130"
"In post","2022","HM Land Registry","Outside London","G6/G7","250","235","60800","60520"
"In post","2022","HM Land Registry","Outside London","SCS level","15","15","84060","81000"
"In post","2022","HM Land Registry","Outside London","SEO/HEO","2025","1820","37010","33840"
"In post","2022","HM Revenue and Customs","London","AA/AO","895","800","25810","25860"
"In post","2022","HM Revenue and Customs","London","EO","1995","1890","31480","31020"
"In post","2022","HM Revenue and Customs","London","G6/G7","2425","2335","65990","62120"
"In post","2022","HM Revenue and Customs","London","SCS level","245","235","88940","82340"
"In post","2022","HM Revenue and Customs","London","SEO/HEO","4180","4040","40480","38020"
"In post","2022","HM Revenue and Customs","Outside London","AA/AO","19405","16920","21520","21250"
"In post","2022","HM Revenue and Customs","Outside London","EO","14760","13745","26870","26820"
"In post","2022","HM Revenue and Customs","Outside London","G6/G7","6315","6110","57610","55210"
"In post","2022","HM Revenue and Customs","Outside London","SCS level","270","265","82990","76200"
"In post","2022","HM Revenue and Customs","Outside London","SEO/HEO","20875","19985","35760","33370"
"In post","2022","HM Treasury","London","AA/AO","45","45","23150","22750"
"In post","2022","HM Treasury","London","EO","200","195","27390","26780"
"In post","2022","HM Treasury","London","G6/G7","1035","1010","59260","57000"
"In post","2022","HM Treasury","London","SCS level","175","170","87760","78000"
"In post","2022","HM Treasury","London","SEO/HEO","860","845","35840","33610"
"In post","2022","HM Treasury","Outside London","AA/AO","15","15","21100","20750"
"In post","2022","HM Treasury","Outside London","EO","50","45","25060","24000"
"In post","2022","HM Treasury","Outside London","G6/G7","150","145","55220","52500"
"In post","2022","HM Treasury","Outside London","SCS level","15","15","86810","76620"
"In post","2022","HM Treasury","Outside London","SEO/HEO","220","205","36950","39200"
"In post","2022","HM Treasury","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","London","AA/AO","1610","1440","25060","25630"
"In post","2022","Home Office","London","EO","4015","3735","29410","28990"
"In post","2022","Home Office","London","G6/G7","2780","2720","62250","57740"
"In post","2022","Home Office","London","SCS level","260","255","90170","82930"
"In post","2022","Home Office","London","SEO/HEO","4815","4690","39150","38070"
"In post","2022","Home Office","London","Unknown","35","30","[c]","[c]"
"In post","2022","Home Office","Outside London","AA/AO","5750","5115","21400","21680"
"In post","2022","Home Office","Outside London","EO","10800","9975","25990","25040"
"In post","2022","Home Office","Outside London","G6/G7","1100","1080","56040","52280"
"In post","2022","Home Office","Outside London","SCS level","45","45","88760","80000"
"In post","2022","Home Office","Outside London","SEO/HEO","5005","4835","33830","31280"
"In post","2022","Home Office","Outside London","Unknown","25","20","[c]","[c]"
"In post","2022","Home Office","Overseas","AA/AO","10","10","21340","21680"
"In post","2022","Home Office","Overseas","EO","105","100","27130","27370"
"In post","2022","Home Office","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","SEO/HEO","15","15","36100","35050"
"In post","2022","Home Office","Overseas","Unknown","165","165","[c]","[c]"
"In post","2022","Ministry of Defence","London","AA/AO","755","735","25190","24140"
"In post","2022","Ministry of Defence","London","EO","645","625","28830","29540"
"In post","2022","Ministry of Defence","London","G6/G7","725","710","62670","59730"
"In post","2022","Ministry of Defence","London","SCS level","175","170","90180","80650"
"In post","2022","Ministry of Defence","London","SEO/HEO","1720","1690","41450","42200"
"In post","2022","Ministry of Defence","London","Unknown","40","40","32230","33950"
"In post","2022","Ministry of Defence","Outside London","AA/AO","14480","13885","23090","21170"
"In post","2022","Ministry of Defence","Outside London","EO","9315","8990","26980","26670"
"In post","2022","Ministry of Defence","Outside London","G6/G7","5915","5685","57200","54540"
"In post","2022","Ministry of Defence","Outside London","SCS level","290","275","95660","89860"
"In post","2022","Ministry of Defence","Outside London","SEO/HEO","19015","18405","36630","35730"
"In post","2022","Ministry of Defence","Outside London","Unknown","1975","1925","41020","39100"
"In post","2022","Ministry of Defence","Overseas","AA/AO","30","30","21580","21170"
"In post","2022","Ministry of Defence","Overseas","EO","105","105","28090","26670"
"In post","2022","Ministry of Defence","Overseas","G6/G7","120","120","65180","63500"
"In post","2022","Ministry of Defence","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Overseas","SEO/HEO","485","485","40320","40580"
"In post","2022","Ministry of Defence","Overseas","Unknown","35","35","40510","32790"
"In post","2022","Ministry of Defence","Unknown","AA/AO","30","30","21560","21170"
"In post","2022","Ministry of Defence","Unknown","EO","35","30","27310","26670"
"In post","2022","Ministry of Defence","Unknown","G6/G7","15","10","65890","63860"
"In post","2022","Ministry of Defence","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Unknown","SEO/HEO","75","75","38820","39030"
"In post","2022","Ministry of Defence","Unknown","Unknown","1835","1835","37100","33570"
"In post","2022","Ministry of Justice","London","AA/AO","5215","4940","27390","24690"
"In post","2022","Ministry of Justice","London","EO","2110","2050","30510","28350"
"In post","2022","Ministry of Justice","London","G6/G7","1815","1760","62370","60340"
"In post","2022","Ministry of Justice","London","SCS level","215","210","87430","82870"
"In post","2022","Ministry of Justice","London","SEO/HEO","3865","3770","40640","41750"
"In post","2022","Ministry of Justice","London","Unknown","2335","2230","34670","33700"
"In post","2022","Ministry of Justice","Outside London","AA/AO","34445","31850","24540","23140"
"In post","2022","Ministry of Justice","Outside London","EO","8630","8200","28790","27380"
"In post","2022","Ministry of Justice","Outside London","G6/G7","1555","1525","62070","59000"
"In post","2022","Ministry of Justice","Outside London","SCS level","115","110","91870","92750"
"In post","2022","Ministry of Justice","Outside London","SEO/HEO","9625","9180","38270","36720"
"In post","2022","Ministry of Justice","Outside London","Unknown","16855","15550","29490","28200"
"In post","2022","Ministry of Justice","Unknown","AA/AO","45","45","21630","20970"
"In post","2022","Ministry of Justice","Unknown","EO","10","10","25930","25120"
"In post","2022","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Ministry of Justice","Unknown","Unknown","50","40","31700","28200"
"In post","2022","National Crime Agency","London","AA/AO","90","85","26070","24470"
"In post","2022","National Crime Agency","London","EO","615","605","36250","36200"
"In post","2022","National Crime Agency","London","G6/G7","190","185","66880","66260"
"In post","2022","National Crime Agency","London","SCS level","30","30","104940","95000"
"In post","2022","National Crime Agency","London","SEO/HEO","695","680","46000","47130"
"In post","2022","National Crime Agency","Outside London","AA/AO","180","165","23020","21050"
"In post","2022","National Crime Agency","Outside London","EO","1865","1815","33580","33100"
"In post","2022","National Crime Agency","Outside London","G6/G7","175","170","61910","60990"
"In post","2022","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Outside London","SEO/HEO","1530","1490","42570","43710"
"In post","2022","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","G6/G7","15","15","81080","76970"
"In post","2022","National Crime Agency","Overseas","SEO/HEO","110","110","60820","59940"
"In post","2022","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","SEO/HEO","40","40","45580","47130"
"In post","2022","Northern Ireland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","London","EO","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","London","G6/G7","30","30","57410","54850"
"In post","2022","Northern Ireland Office","London","SCS level","10","10","90890","79850"
"In post","2022","Northern Ireland Office","London","SEO/HEO","30","30","39930","41750"
"In post","2022","Northern Ireland Office","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Outside London","G6/G7","20","20","54050","52030"
"In post","2022","Northern Ireland Office","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Outside London","SEO/HEO","55","55","35850","36720"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","EO","35","30","28630","28880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","G6/G7","85","85","70360","73550"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","SCS level","10","10","112880","104500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","135","130","42610","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","195","175","21290","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","EO","165","160","25870","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","540","530","73230","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","20","20","104760","92490"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","635","615","43580","46360"
"In post","2022","Office of Gas and Electricity Markets","London","AA/AO","25","25","21160","19750"
"In post","2022","Office of Gas and Electricity Markets","London","EO","155","155","27950","26750"
"In post","2022","Office of Gas and Electricity Markets","London","G6/G7","295","290","61270","60000"
"In post","2022","Office of Gas and Electricity Markets","London","SCS level","50","45","99850","91560"
"In post","2022","Office of Gas and Electricity Markets","London","SEO/HEO","215","215","37770","37000"
"In post","2022","Office of Gas and Electricity Markets","Outside London","AA/AO","35","30","19150","18280"
"In post","2022","Office of Gas and Electricity Markets","Outside London","EO","190","190","24520","23700"
"In post","2022","Office of Gas and Electricity Markets","Outside London","G6/G7","175","170","55410","53830"
"In post","2022","Office of Gas and Electricity Markets","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Outside London","SEO/HEO","200","195","34300","32740"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","EO","25","25","23790","23250"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","110","105","53040","48680"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","SCS level","20","20","95740","85720"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","135","125","35970","38000"
"In post","2022","Office of Rail and Road","London","AA/AO","15","15","24090","23510"
