"Status","Year","Age","Disability","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Debt","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Debt","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Debt","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Debt","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Debt","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Grants Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Grants Management","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Grants Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Grants Management","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Grants Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Grants Management","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","Inner London - West","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Inner London - West","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Devon","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
