"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Asian","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Welsh Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Home Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Home Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Welsh Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Home Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Home Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Welsh Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Home Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Home Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Welsh Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Welsh Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","AA","30","25","18310","18310"
"In post","2022","16-19","Unknown","Department for Transport","AO","15","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","EO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","AO","100","95","21420","21250"
"In post","2022","16-19","Unknown","HM Revenue and Customs","EO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","AO","25","20","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","EO","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","EO","40","40","17460","17140"
"In post","2022","16-19","Unknown","Ministry of Defence","Unknown","40","40","17790","16720"
"In post","2022","16-19","Unknown","Ministry of Justice","AA","35","35","20990","20890"
"In post","2022","16-19","Unknown","Ministry of Justice","AO","50","50","23850","23140"
"In post","2022","16-19","Unknown","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
