"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Attorney General's Departments","Outside London","Female","580","575","27620","25480"
"In post","2022","20-29","Attorney General's Departments","Outside London","Male","185","185","27760","25480"
"In post","2022","20-29","Cabinet Office","London","Female","1390","1385","35400","32000"
"In post","2022","20-29","Cabinet Office","London","Male","1040","1040","36720","32000"
"In post","2022","20-29","Cabinet Office","Outside London","Female","505","500","30130","29250"
"In post","2022","20-29","Cabinet Office","Outside London","Male","355","355","30390","29250"
"In post","2022","20-29","Cabinet Office","Unknown","Female","150","150","31540","29250"
"In post","2022","20-29","Cabinet Office","Unknown","Male","130","130","31320","29250"
"In post","2022","20-29","Chancellor's other departments","London","Female","25","25","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","London","Male","45","45","38380","35840"
"In post","2022","20-29","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Outside London","Male","5","5","[c]","[c]"
"In post","2022","20-29","Charity Commission","London","Female","10","10","[c]","[c]"
"In post","2022","20-29","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Outside London","Female","40","35","24170","24440"
"In post","2022","20-29","Charity Commission","Outside London","Male","20","20","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","London","Female","80","80","37960","33120"
"In post","2022","20-29","Competition and Markets Authority","London","Male","60","60","38910","33610"
"In post","2022","20-29","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","London","Female","1005","1005","40870","40050"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","London","Male","950","950","42200","40050"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Female","635","625","27500","24570"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Male","570","570","28630","26000"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Overseas","Female","15","15","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","London","Female","375","375","38630","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","London","Male","300","300","39870","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","Female","50","50","34640","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","Male","40","40","36320","34060"
"In post","2022","20-29","Department for Education","London","Female","420","415","40400","40230"
"In post","2022","20-29","Department for Education","London","Male","200","200","40580","40230"
"In post","2022","20-29","Department for Education","Outside London","Female","705","700","32640","29360"
"In post","2022","20-29","Department for Education","Outside London","Male","465","465","32400","29730"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","London","Female","515","510","36720","33120"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","London","Male","420","415","35910","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","Female","950","935","27150","24920"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","Male","645","635","26950","24920"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","London","Female","490","490","38000","34820"
"In post","2022","20-29","Department for International Trade","London","Male","465","460","38400","38160"
"In post","2022","20-29","Department for International Trade","Outside London","Female","25","25","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Outside London","Male","15","15","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Overseas","Female","15","15","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Overseas","Male","15","15","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","London","Female","385","385","39030","34550"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","London","Male","365","360","39560","34550"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","Female","150","150","31440","30190"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","Male","135","135","30630","30190"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport","London","Female","410","410","40070","34710"
"In post","2022","20-29","Department for Transport","London","Male","410","405","40400","35060"
"In post","2022","20-29","Department for Transport","Outside London","Female","715","680","24290","21840"
"In post","2022","20-29","Department for Transport","Outside London","Male","720","715","26270","26130"
"In post","2022","20-29","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Work and Pensions","London","Female","1125","1105","31930","31060"
"In post","2022","20-29","Department for Work and Pensions","London","Male","670","670","33390","31060"
"In post","2022","20-29","Department for Work and Pensions","Outside London","Female","5145","4990","25880","27570"
"In post","2022","20-29","Department for Work and Pensions","Outside London","Male","4015","3995","25870","27570"
"In post","2022","20-29","Department for Work and Pensions","Unknown","Female","50","45","29480","27570"
"In post","2022","20-29","Department for Work and Pensions","Unknown","Male","35","35","28250","27570"
"In post","2022","20-29","Department of Health and Social Care","London","Female","1210","1180","36580","32790"
"In post","2022","20-29","Department of Health and Social Care","London","Male","595","585","37120","32790"
"In post","2022","20-29","Department of Health and Social Care","Outside London","Female","680","650","28780","28590"
"In post","2022","20-29","Department of Health and Social Care","Outside London","Male","370","360","29920","28590"
"In post","2022","20-29","Department of Health and Social Care","Unknown","Female","10","10","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care","Unknown","Male","5","5","[c]","[c]"
"In post","2022","20-29","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","London","Female","25","25","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","London","Male","15","15","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","Outside London","Female","70","70","31570","30350"
"In post","2022","20-29","Food Standards Agency","Outside London","Male","25","25","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","London","Female","450","445","37170","37380"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","London","Male","300","300","36340","35700"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Outside London","Female","145","145","28500","26120"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Outside London","Male","165","165","28210","26120"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Overseas","Female","115","115","34790","33080"
"In post","2022","20-29","Foreign, Commonwealth and Development Office","Overseas","Male","90","90","35540","33230"
"In post","2022","20-29","HM Land Registry","London","Female","35","30","33090","30600"
"In post","2022","20-29","HM Land Registry","London","Male","35","35","32860","30600"
"In post","2022","20-29","HM Land Registry","Outside London","Female","615","600","25480","22600"
"In post","2022","20-29","HM Land Registry","Outside London","Male","440","440","26000","22600"
"In post","2022","20-29","HM Revenue and Customs","London","Female","725","720","38720","37610"
"In post","2022","20-29","HM Revenue and Customs","London","Male","790","790","39520","37610"
"In post","2022","20-29","HM Revenue and Customs","Outside London","Female","5220","5070","27190","26590"
"In post","2022","20-29","HM Revenue and Customs","Outside London","Male","5420","5350","27470","26590"
"In post","2022","20-29","HM Treasury","London","Female","475","465","38290","32320"
"In post","2022","20-29","HM Treasury","London","Male","525","520","39320","34090"
"In post","2022","20-29","HM Treasury","Outside London","Female","40","40","33320","29320"
"In post","2022","20-29","HM Treasury","Outside London","Male","20","20","[c]","[c]"
"In post","2022","20-29","Home Office","London","Female","1200","1190","36680","35050"
"In post","2022","20-29","Home Office","London","Male","915","915","36610","35050"
"In post","2022","20-29","Home Office","Outside London","Female","1820","1770","24920","24880"
"In post","2022","20-29","Home Office","Outside London","Male","1590","1565","24880","24880"
"In post","2022","20-29","Home Office","Overseas","Female","10","10","[c]","[c]"
"In post","2022","20-29","Home Office","Overseas","Male","5","5","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","London","Female","350","345","38400","37000"
"In post","2022","20-29","Ministry of Defence","London","Male","400","400","37750","37000"
"In post","2022","20-29","Ministry of Defence","Outside London","Female","2580","2550","27930","26670"
"In post","2022","20-29","Ministry of Defence","Outside London","Male","3915","3910","28110","27540"
"In post","2022","20-29","Ministry of Defence","Overseas","Female","25","25","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Overseas","Male","25","25","[c]","[c]"
"In post","2022","20-29","Ministry of Defence","Unknown","Female","70","70","26090","26670"
"In post","2022","20-29","Ministry of Defence","Unknown","Male","320","320","28700","28980"
"In post","2022","20-29","Ministry of Justice","London","Female","2040","2020","31970","30520"
"In post","2022","20-29","Ministry of Justice","London","Male","990","985","32910","31850"
"In post","2022","20-29","Ministry of Justice","Outside London","Female","7980","7805","24890","24090"
"In post","2022","20-29","Ministry of Justice","Outside London","Male","4705","4675","25530","25120"
"In post","2022","20-29","Ministry of Justice","Unknown","Female","15","15","[c]","[c]"
"In post","2022","20-29","Ministry of Justice","Unknown","Male","10","10","[c]","[c]"
"In post","2022","20-29","National Crime Agency","London","Female","180","180","36140","36200"
"In post","2022","20-29","National Crime Agency","London","Male","130","130","36680","36200"
"In post","2022","20-29","National Crime Agency","Outside London","Female","365","360","31920","32770"
"In post","2022","20-29","National Crime Agency","Outside London","Male","195","195","32300","32770"
"In post","2022","20-29","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","Female","10","10","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","Male","15","15","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Outside London","Female","10","10","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","London","Female","25","25","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","London","Male","10","10","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","Female","60","60","27800","25620"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","Male","35","35","27180","25620"
"In post","2022","20-29","Office of Gas and Electricity Markets","London","Female","95","95","32720","33400"
"In post","2022","20-29","Office of Gas and Electricity Markets","London","Male","110","110","31700","30000"
"In post","2022","20-29","Office of Gas and Electricity Markets","Outside London","Female","90","90","28490","24410"
"In post","2022","20-29","Office of Gas and Electricity Markets","Outside London","Male","80","80","28800","26230"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","Outside London","Female","20","20","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","Outside London","Male","15","15","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","London","Female","10","10","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","London","Male","15","15","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","Outside London","Female","5","5","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","Outside London","Male","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","London","Female","10","10","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","London","Male","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","Outside London","Female","20","20","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","London","Male","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Outside London","Female","10","10","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government","Outside London","Female","2615","2560","28530","27230"
"In post","2022","20-29","Scottish Government","Outside London","Male","1740","1725","28710","27230"
"In post","2022","20-29","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The National Archives","London","Female","55","55","26870","26180"
"In post","2022","20-29","The National Archives","London","Male","40","35","26160","22990"
"In post","2022","20-29","UK Export Finance","London","Female","60","60","35550","33000"
"In post","2022","20-29","UK Export Finance","London","Male","50","50","38080","34190"
"In post","2022","20-29","UK Statistics Authority","London","Female","90","90","34750","33710"
"In post","2022","20-29","UK Statistics Authority","London","Male","65","65","37790","33710"
"In post","2022","20-29","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","Outside London","Female","640","625","30650","30710"
"In post","2022","20-29","UK Statistics Authority","Outside London","Male","485","470","29580","30210"
"In post","2022","20-29","UK Statistics Authority","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","London","Female","10","10","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","London","Female","10","10","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","London","Male","10","10","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Outside London","Female","15","15","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Outside London","Male","10","10","[c]","[c]"
"In post","2022","20-29","Welsh Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government","Outside London","Female","315","310","28290","25860"
"In post","2022","20-29","Welsh Government","Outside London","Male","240","240","28760","25860"
"In post","2022","30-39","Attorney General's Departments","London","Female","785","735","48890","51250"
"In post","2022","30-39","Attorney General's Departments","London","Male","425","420","48390","51250"
"In post","2022","30-39","Attorney General's Departments","Outside London","Female","660","600","39170","40000"
"In post","2022","30-39","Attorney General's Departments","Outside London","Male","295","295","41370","48080"
"In post","2022","30-39","Cabinet Office","London","Female","945","920","51960","54700"
"In post","2022","30-39","Cabinet Office","London","Male","830","825","54060","54700"
"In post","2022","30-39","Cabinet Office","Outside London","Female","540","515","39930","37300"
"In post","2022","30-39","Cabinet Office","Outside London","Male","425","425","41990","37300"
"In post","2022","30-39","Cabinet Office","Unknown","Female","50","50","44410","37150"
"In post","2022","30-39","Cabinet Office","Unknown","Male","50","50","39890","34640"
"In post","2022","30-39","Chancellor's other departments","London","Female","50","45","52850","48600"
"In post","2022","30-39","Chancellor's other departments","London","Male","50","50","59590","57250"
"In post","2022","30-39","Chancellor's other departments","Outside London","Female","5","5","[c]","[c]"
"In post","2022","30-39","Chancellor's other departments","Outside London","Male","10","10","[c]","[c]"
"In post","2022","30-39","Charity Commission","London","Female","15","15","[c]","[c]"
"In post","2022","30-39","Charity Commission","London","Male","10","10","[c]","[c]"
"In post","2022","30-39","Charity Commission","Outside London","Female","45","45","31320","29160"
"In post","2022","30-39","Charity Commission","Outside London","Male","45","45","31870","29160"
"In post","2022","30-39","Competition and Markets Authority","London","Female","140","130","57750","56360"
"In post","2022","30-39","Competition and Markets Authority","London","Male","135","135","62820","59870"
"In post","2022","30-39","Competition and Markets Authority","Outside London","Female","15","15","[c]","[c]"
"In post","2022","30-39","Competition and Markets Authority","Outside London","Male","10","10","[c]","[c]"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","London","Female","860","820","51330","53380"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","London","Male","845","835","51600","53380"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","Outside London","Female","1000","935","33830","31040"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","Outside London","Male","985","975","36310","36160"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","London","Female","360","350","50850","51730"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","London","Male","280","275","51890","51730"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","Outside London","Female","40","35","42730","35960"
"In post","2022","30-39","Department for Digital, Culture, Media and Sport","Outside London","Male","40","40","40620","34960"
"In post","2022","30-39","Department for Education","London","Female","445","420","52130","53420"
"In post","2022","30-39","Department for Education","London","Male","245","245","52190","53420"
"In post","2022","30-39","Department for Education","Outside London","Female","995","940","40430","36780"
"In post","2022","30-39","Department for Education","Outside London","Male","715","710","40150","36500"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","London","Female","425","405","46420","42810"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","London","Male","300","295","46810","52290"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","Outside London","Female","1275","1170","32670","29720"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","Outside London","Male","895","885","33730","30320"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Department for International Trade","London","Female","345","335","49560","51710"
"In post","2022","30-39","Department for International Trade","London","Male","360","360","51260","51970"
"In post","2022","30-39","Department for International Trade","Outside London","Female","25","25","[c]","[c]"
"In post","2022","30-39","Department for International Trade","Outside London","Male","25","25","[c]","[c]"
"In post","2022","30-39","Department for International Trade","Overseas","Female","20","20","[c]","[c]"
"In post","2022","30-39","Department for International Trade","Overseas","Male","50","50","50590","52400"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","London","Female","325","315","51690","53130"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","London","Male","330","325","51520","53130"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","Outside London","Female","240","225","38350","36340"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","Outside London","Male","205","200","40880","39100"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Department for Transport","London","Female","370","360","50440","54110"
"In post","2022","30-39","Department for Transport","London","Male","490","490","50910","54110"
"In post","2022","30-39","Department for Transport","Outside London","Female","1465","1270","26430","21840"
"In post","2022","30-39","Department for Transport","Outside London","Male","1445","1430","30650","26700"
"In post","2022","30-39","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Department for Transport","Overseas","Male","5","5","[c]","[c]"
"In post","2022","30-39","Department for Work and Pensions","London","Female","1005","935","34420","31060"
"In post","2022","30-39","Department for Work and Pensions","London","Male","745","745","35790","31060"
