"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Geography","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","AO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Geography","HEO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Geography","SEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","HEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","SEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","G7","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","HEO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","HEO","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","SEO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","SEO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","HEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","SEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","SEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Medicine","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Medicine","G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Medicine","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","AO","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","AO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","EO","Female","135","115","25800","24870"
"In post","2022","Analysis","Operational Delivery","EO","Male","105","100","25620","24920"
"In post","2022","Analysis","Operational Delivery","G6","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","G6","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","G7","Female","60","55","52950","51210"
"In post","2022","Analysis","Operational Delivery","G7","Male","45","45","53290","52080"
"In post","2022","Analysis","Operational Delivery","HEO","Female","110","105","31710","30810"
"In post","2022","Analysis","Operational Delivery","HEO","Male","125","125","31490","30710"
"In post","2022","Analysis","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","SEO","Female","95","90","38380","37660"
"In post","2022","Analysis","Operational Delivery","SEO","Male","115","110","38770","37230"
"In post","2022","Analysis","Operational Research","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","AO","Female","20","15","[c]","[c]"
"In post","2022","Analysis","Operational Research","AO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","EO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Operational Research","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","G6","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","G6","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Operational Research","G7","Female","75","65","56040","57510"
"In post","2022","Analysis","Operational Research","G7","Male","185","180","53300","53870"
"In post","2022","Analysis","Operational Research","HEO","Female","80","75","33530","33370"
"In post","2022","Analysis","Operational Research","HEO","Male","100","100","32820","33080"
"In post","2022","Analysis","Operational Research","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","SEO","Female","60","55","41610","40350"
"In post","2022","Analysis","Operational Research","SEO","Male","110","105","41610","40520"
"In post","2022","Analysis","Other","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","AO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Other","EO","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Other","EO","Male","30","30","28180","28230"
"In post","2022","Analysis","Other","G6","Female","50","40","82450","78140"
"In post","2022","Analysis","Other","G6","Male","65","60","93900","89720"
"In post","2022","Analysis","Other","G7","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Other","G7","Male","45","45","56330","57250"
"In post","2022","Analysis","Other","HEO","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Other","HEO","Male","55","55","35480","34710"
"In post","2022","Analysis","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Other","SEO","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Other","SEO","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Policy","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","EO","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Policy","EO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Policy","G6","Female","50","45","66310","66230"
"In post","2022","Analysis","Policy","G6","Male","40","35","69000","66370"
"In post","2022","Analysis","Policy","G7","Female","105","95","54190","53360"
"In post","2022","Analysis","Policy","G7","Male","100","100","54810","53360"
"In post","2022","Analysis","Policy","HEO","Female","50","50","34970","34980"
"In post","2022","Analysis","Policy","HEO","Male","50","50","34940","35470"
"In post","2022","Analysis","Policy","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Policy","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Policy","SEO","Female","65","55","41380","41990"
"In post","2022","Analysis","Policy","SEO","Male","50","45","41180","40650"
"In post","2022","Analysis","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","AO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","AO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","EO","Female","60","55","25210","25010"
"In post","2022","Analysis","Science and Engineering","EO","Male","45","45","25390","25010"
"In post","2022","Analysis","Science and Engineering","G6","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","G6","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","G7","Female","35","30","50090","47820"
"In post","2022","Analysis","Science and Engineering","G7","Male","95","90","51270","48080"
"In post","2022","Analysis","Science and Engineering","HEO","Female","95","90","30130","29750"
"In post","2022","Analysis","Science and Engineering","HEO","Male","105","105","30270","29520"
"In post","2022","Analysis","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","SEO","Female","80","75","38020","37280"
"In post","2022","Analysis","Science and Engineering","SEO","Male","105","105","38350","38070"
"In post","2022","Analysis","Security","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Security","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","AO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","G6","Female","35","35","65890","65460"
"In post","2022","Analysis","Social Research","G6","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Social Research","G7","Female","160","150","54390","53210"
"In post","2022","Analysis","Social Research","G7","Male","80","80","54890","54210"
"In post","2022","Analysis","Social Research","HEO","Female","300","290","32450","30760"
"In post","2022","Analysis","Social Research","HEO","Male","125","120","32500","31000"
"In post","2022","Analysis","Social Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Social Research","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","SEO","Female","235","220","39910","38340"
"In post","2022","Analysis","Social Research","SEO","Male","95","95","39650","38850"
"In post","2022","Analysis","Statistics","AO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Statistics","AO","Male","15","10","[c]","[c]"
"In post","2022","Analysis","Statistics","EO","Female","80","75","27850","27850"
"In post","2022","Analysis","Statistics","EO","Male","115","115","27700","27850"
"In post","2022","Analysis","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","G6","Female","70","65","66860","66470"
"In post","2022","Analysis","Statistics","G6","Male","80","75","66850","66370"
"In post","2022","Analysis","Statistics","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","G7","Female","255","240","55050","53630"
"In post","2022","Analysis","Statistics","G7","Male","255","250","56090","55210"
"In post","2022","Analysis","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","HEO","Female","250","235","33330","33080"
"In post","2022","Analysis","Statistics","HEO","Male","330","325","34120","33370"
"In post","2022","Analysis","Statistics","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Statistics","SCS level","Male","30","30","86970","77960"
"In post","2022","Analysis","Statistics","SEO","Female","250","240","40490","40160"
"In post","2022","Analysis","Statistics","SEO","Male","295","290","41030","40520"
"In post","2022","Analysis","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","AO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Unknown","AO","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","G6","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Unknown","G7","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Unknown","G7","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Unknown","HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Unknown","HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","SEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Unknown","SEO","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Commercial","AA","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Commercial","AA","Male","25","20","[c]","[c]"
"In post","2022","Commercial","Commercial","AO","Female","105","95","22820","22080"
"In post","2022","Commercial","Commercial","AO","Male","90","85","22530","21840"
"In post","2022","Commercial","Commercial","EO","Female","375","355","26540","26350"
"In post","2022","Commercial","Commercial","EO","Male","240","235","26800","26620"
"In post","2022","Commercial","Commercial","G6","Female","95","90","65570","64500"
"In post","2022","Commercial","Commercial","G6","Male","145","145","67280","66610"
"In post","2022","Commercial","Commercial","G7","Female","285","270","52130","53000"
"In post","2022","Commercial","Commercial","G7","Male","265","260","52530","53360"
"In post","2022","Commercial","Commercial","HEO","Female","545","520","32740","33000"
"In post","2022","Commercial","Commercial","HEO","Male","395","390","32890","33000"
"In post","2022","Commercial","Commercial","SCS level","Female","30","30","84490","76170"
"In post","2022","Commercial","Commercial","SCS level","Male","45","40","85350","79350"
"In post","2022","Commercial","Commercial","SEO","Female","695","665","40050","40060"
"In post","2022","Commercial","Commercial","SEO","Male","570","560","40810","40650"
"In post","2022","Commercial","Commercial","Unknown","Female","75","75","37500","37280"
"In post","2022","Commercial","Commercial","Unknown","Male","90","90","42140","39860"
"In post","2022","Commercial","Communications","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","HEO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Finance","HEO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","SEO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Finance","SEO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","SEO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","AA","Female","[c]","[c]","[c]","[c]"
