"Status","Year","Ethnicity","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","South East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","South West (England)","5","5","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","London","325","315","43340","38210"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Overseas","95","95","46280","39230"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Scotland","15","15","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","South East (England)","55","55","33640","28990"
"In post","2022","Asian","HM Land Registry","East Midlands (England)","90","85","28540","27130"
"In post","2022","Asian","HM Land Registry","East of England","10","10","[c]","[c]"
"In post","2022","Asian","HM Land Registry","London","50","45","38130","30600"
"In post","2022","Asian","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","North West (England)","15","15","[c]","[c]"
"In post","2022","Asian","HM Land Registry","South West (England)","20","15","[c]","[c]"
"In post","2022","Asian","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","West Midlands (England)","35","30","31290","27130"
"In post","2022","Asian","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","East Midlands (England)","510","485","31350","26820"
"In post","2022","Asian","HM Revenue and Customs","East of England","40","35","33870","33080"
"In post","2022","Asian","HM Revenue and Customs","London","1620","1540","40830","37930"
"In post","2022","Asian","HM Revenue and Customs","North East (England)","205","195","28610","26590"
"In post","2022","Asian","HM Revenue and Customs","North West (England)","1100","1035","29450","26820"
"In post","2022","Asian","HM Revenue and Customs","Northern Ireland","10","5","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","Scotland","145","135","26860","26590"
"In post","2022","Asian","HM Revenue and Customs","South East (England)","80","75","32830","31020"
"In post","2022","Asian","HM Revenue and Customs","South West (England)","60","60","34660","33080"
"In post","2022","Asian","HM Revenue and Customs","Wales","150","145","28400","26820"
"In post","2022","Asian","HM Revenue and Customs","West Midlands (England)","990","955","31160","28310"
"In post","2022","Asian","HM Revenue and Customs","Yorkshire and The Humber","940","880","28010","26590"
"In post","2022","Asian","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","London","295","290","46000","41900"
"In post","2022","Asian","HM Treasury","North East (England)","5","5","[c]","[c]"
"In post","2022","Asian","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Asian","Home Office","East Midlands (England)","30","30","25770","25210"
"In post","2022","Asian","Home Office","East of England","245","210","24340","21680"
"In post","2022","Asian","Home Office","London","3065","2870","34520","29370"
"In post","2022","Asian","Home Office","North East (England)","35","30","23800","24880"
"In post","2022","Asian","Home Office","North West (England)","230","220","27490","24940"
"In post","2022","Asian","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Home Office","Overseas","40","40","[c]","[c]"
"In post","2022","Asian","Home Office","Scotland","40","40","26150","24890"
"In post","2022","Asian","Home Office","South East (England)","115","105","27370","26300"
"In post","2022","Asian","Home Office","South West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Home Office","Wales","20","20","[c]","[c]"
"In post","2022","Asian","Home Office","West Midlands (England)","285","265","26690","24970"
"In post","2022","Asian","Home Office","Yorkshire and The Humber","370","345","26000","24880"
"In post","2022","Asian","Ministry of Defence","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","East of England","125","120","40160","37000"
"In post","2022","Asian","Ministry of Defence","London","375","365","35920","32690"
"In post","2022","Asian","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","North West (England)","40","35","28710","25500"
"In post","2022","Asian","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Overseas","20","20","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Scotland","25","25","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","South East (England)","265","255","30270","26670"
"In post","2022","Asian","Ministry of Defence","South West (England)","475","460","36820","33340"
"In post","2022","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","Wales","5","5","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","West Midlands (England)","80","75","33250","33000"
"In post","2022","Asian","Ministry of Defence","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","East Midlands (England)","450","400","26170","22510"
"In post","2022","Asian","Ministry of Justice","East of England","205","190","28440","25830"
"In post","2022","Asian","Ministry of Justice","London","1705","1625","34590","31390"
"In post","2022","Asian","Ministry of Justice","North East (England)","45","40","30700","28370"
"In post","2022","Asian","Ministry of Justice","North West (England)","290","265","29050","25120"
"In post","2022","Asian","Ministry of Justice","Scotland","10","10","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","South East (England)","275","255","29110","27700"
"In post","2022","Asian","Ministry of Justice","South West (England)","60","55","28610","25210"
"In post","2022","Asian","Ministry of Justice","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","Wales","40","35","27740","27380"
"In post","2022","Asian","Ministry of Justice","West Midlands (England)","1085","1010","25560","21490"
"In post","2022","Asian","Ministry of Justice","Yorkshire and The Humber","270","245","29780","28200"
"In post","2022","Asian","National Crime Agency","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Asian","National Crime Agency","East of England","5","5","[c]","[c]"
"In post","2022","Asian","National Crime Agency","London","150","150","39660","37860"
"In post","2022","Asian","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","North West (England)","20","20","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","South East (England)","20","20","[c]","[c]"
"In post","2022","Asian","National Crime Agency","South West (England)","5","5","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","West Midlands (England)","55","50","34210","36580"
"In post","2022","Asian","National Crime Agency","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","40","35","42970","42850"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","North West (England)","30","30","31920","28790"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","London","120","115","42930","38500"
"In post","2022","Asian","Office of Gas and Electricity Markets","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Scotland","25","25","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","West Midlands (England)","30","25","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","25","20","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","Scotland","300","285","35730","31540"
"In post","2022","Asian","Scottish Government","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","London","50","45","33970","32980"
"In post","2022","Asian","The National Archives","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","London","90","90","50050","44080"
"In post","2022","Asian","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","London","25","25","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","South East (England)","80","70","27820","23880"
"In post","2022","Asian","UK Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Wales","80","75","34880","30710"
"In post","2022","Asian","UK Supreme Court","London","5","5","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","5","5","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Asian","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","South West (England)","[c]","[c]","[c]","[c]"
