"Status","Year","Disability","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","EO","Female","3270","2970","28020","27570"
"In post","2022","Undeclared","EO","Male","3595","3450","29110","27570"
"In post","2022","Undeclared","G6","Female","330","315","67990","66350"
"In post","2022","Undeclared","G6","Male","495","480","70030","68410"
"In post","2022","Undeclared","G7","Female","890","855","55190","54540"
"In post","2022","Undeclared","G7","Male","1255","1235","56430","55210"
"In post","2022","Undeclared","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HEO","Female","2000","1890","33730","33370"
"In post","2022","Undeclared","HEO","Male","2515","2440","34760","33680"
"In post","2022","Undeclared","SCS level","Female","105","105","82090","78290"
"In post","2022","Undeclared","SCS level","Male","150","145","89260","82340"
"In post","2022","Undeclared","SEO","Female","1325","1260","42150","40600"
"In post","2022","Undeclared","SEO","Male","1860","1815","43340","41630"
"In post","2022","Undeclared","Unknown","Female","575","535","31460","30200"
"In post","2022","Undeclared","Unknown","Male","335","320","35330","32760"
"In post","2022","Unknown","AA","Female","2060","1785","20880","20950"
"In post","2022","Unknown","AA","Male","2155","2045","20890","20890"
"In post","2022","Unknown","AO","Female","11430","10250","22680","21810"
"In post","2022","Unknown","AO","Male","10100","9775","24130","22080"
"In post","2022","Unknown","EO","Female","10515","9935","28160","27230"
"In post","2022","Unknown","EO","Male","10380","10085","28880","27460"
"In post","2022","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6","Female","1780","1690","69330","67110"
"In post","2022","Unknown","G6","Male","1860","1830","70330","67910"
"In post","2022","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G7","Female","4890","4680","54980","54070"
"In post","2022","Unknown","G7","Male","4855","4795","55980","54700"
"In post","2022","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HEO","Female","8230","7930","33500","33080"
"In post","2022","Unknown","HEO","Male","8110","7975","34370","33370"
"In post","2022","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Female","680","655","94070","84360"
"In post","2022","Unknown","SCS level","Male","710","695","99570","93000"
"In post","2022","Unknown","SEO","Female","4815","4610","41450","40600"
"In post","2022","Unknown","SEO","Male","5025","4930","42090","40650"
"In post","2022","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","2790","2540","27900","25480"
"In post","2022","Unknown","Unknown","Male","2890","2785","34880","32550"
"Leaver CS","2022","Declared disabled","AA","Female","145","[c]","19330","19200"
"Leaver CS","2022","Declared disabled","AA","Male","140","[c]","19530","19300"
"Leaver CS","2022","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","AO","Female","865","[c]","21710","21260"
"Leaver CS","2022","Declared disabled","AO","Male","650","[c]","22130","21260"
"Leaver CS","2022","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","EO","Female","755","[c]","27650","27570"
"Leaver CS","2022","Declared disabled","EO","Male","520","[c]","27870","27570"
"Leaver CS","2022","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","G7","Female","95","[c]","55210","54540"
"Leaver CS","2022","Declared disabled","G7","Male","125","[c]","57200","56330"
"Leaver CS","2022","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HEO","Female","275","[c]","33720","33300"
"Leaver CS","2022","Declared disabled","HEO","Male","215","[c]","34920","34290"
"Leaver CS","2022","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","SEO","Female","170","[c]","41860","40580"
"Leaver CS","2022","Declared disabled","SEO","Male","150","[c]","42740","41140"
"Leaver CS","2022","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","190","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Male","70","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AA","Female","730","[c]","19430","19200"
"Leaver CS","2022","Declared non-disabled","AA","Male","730","[c]","19590","19100"
"Leaver CS","2022","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","AO","Female","4800","[c]","21610","21260"
"Leaver CS","2022","Declared non-disabled","AO","Male","3760","[c]","22600","21260"
"Leaver CS","2022","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","EO","Female","3810","[c]","27600","27570"
"Leaver CS","2022","Declared non-disabled","EO","Male","2790","[c]","27940","27570"
"Leaver CS","2022","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G6","Female","345","[c]","69370","67770"
"Leaver CS","2022","Declared non-disabled","G6","Male","450","[c]","70700","68720"
"Leaver CS","2022","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","G7","Female","920","[c]","55270","54110"
"Leaver CS","2022","Declared non-disabled","G7","Male","970","[c]","56830","55610"
"Leaver CS","2022","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HEO","Female","1490","[c]","33300","33300"
"Leaver CS","2022","Declared non-disabled","HEO","Male","1525","[c]","33860","33370"
"Leaver CS","2022","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SCS level","Female","220","[c]","94510","92500"
"Leaver CS","2022","Declared non-disabled","SCS level","Male","245","[c]","97420","93370"
"Leaver CS","2022","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","SEO","Female","1175","[c]","41460","40560"
"Leaver CS","2022","Declared non-disabled","SEO","Male","1225","[c]","42570","41030"
"Leaver CS","2022","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","740","[c]","38660","31520"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","315","[c]","37130","39000"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA","Female","90","[c]","18890","19180"
"Leaver CS","2022","Undeclared","AA","Male","110","[c]","19790","19410"
"Leaver CS","2022","Undeclared","AO","Female","355","[c]","21580","21260"
"Leaver CS","2022","Undeclared","AO","Male","430","[c]","23500","21260"
"Leaver CS","2022","Undeclared","EO","Female","240","[c]","27510","27570"
"Leaver CS","2022","Undeclared","EO","Male","260","[c]","27960","27570"
"Leaver CS","2022","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G7","Female","50","[c]","54900","54350"
"Leaver CS","2022","Undeclared","G7","Male","80","[c]","56200","54700"
"Leaver CS","2022","Undeclared","HEO","Female","115","[c]","33640","33330"
"Leaver CS","2022","Undeclared","HEO","Male","150","[c]","34250","33590"
"Leaver CS","2022","Undeclared","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO","Female","85","[c]","41410","40960"
"Leaver CS","2022","Undeclared","SEO","Male","115","[c]","42450","40990"
"Leaver CS","2022","Undeclared","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA","Female","395","[c]","19810","19200"
"Leaver CS","2022","Unknown","AA","Male","430","[c]","20510","19810"
"Leaver CS","2022","Unknown","AO","Female","1960","[c]","21840","21260"
"Leaver CS","2022","Unknown","AO","Male","1805","[c]","23400","21550"
"Leaver CS","2022","Unknown","EO","Female","1110","[c]","27510","27570"
"Leaver CS","2022","Unknown","EO","Male","1110","[c]","27980","27570"
"Leaver CS","2022","Unknown","G6","Female","160","[c]","70660","67810"
"Leaver CS","2022","Unknown","G6","Male","180","[c]","71960","69700"
"Leaver CS","2022","Unknown","G7","Female","370","[c]","55180","53830"
"Leaver CS","2022","Unknown","G7","Male","425","[c]","55760","54540"
"Leaver CS","2022","Unknown","HEO","Female","610","[c]","33530","33060"
"Leaver CS","2022","Unknown","HEO","Male","700","[c]","34430","33570"
"Leaver CS","2022","Unknown","SCS level","Female","95","[c]","106830","96400"
"Leaver CS","2022","Unknown","SCS level","Male","110","[c]","102890","95060"
"Leaver CS","2022","Unknown","SEO","Female","420","[c]","41410","40600"
"Leaver CS","2022","Unknown","SEO","Male","465","[c]","42030","41000"
"Leaver CS","2022","Unknown","Unknown","Female","520","[c]","34730","32550"
"Leaver CS","2022","Unknown","Unknown","Male","415","[c]","36710","33570"
"Leaver Dept.","2022","Declared disabled","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","AO","Female","155","[c]","21480","21260"
"Leaver Dept.","2022","Declared disabled","AO","Male","105","[c]","21430","21260"
"Leaver Dept.","2022","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","EO","Female","305","[c]","27320","27570"
"Leaver Dept.","2022","Declared disabled","EO","Male","200","[c]","27100","27570"
"Leaver Dept.","2022","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6","Female","45","[c]","67060","65660"
"Leaver Dept.","2022","Declared disabled","G6","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","G7","Female","135","[c]","53550","53380"
"Leaver Dept.","2022","Declared disabled","G7","Male","85","[c]","55670","54700"
"Leaver Dept.","2022","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HEO","Female","270","[c]","32600","32330"
"Leaver Dept.","2022","Declared disabled","HEO","Male","170","[c]","32640","32000"
"Leaver Dept.","2022","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","SEO","Female","160","[c]","39660","40050"
"Leaver Dept.","2022","Declared disabled","SEO","Male","100","[c]","40140","40050"
"Leaver Dept.","2022","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AA","Female","100","[c]","20150","19510"
"Leaver Dept.","2022","Declared non-disabled","AA","Male","65","[c]","20140","19200"
"Leaver Dept.","2022","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","AO","Female","1225","[c]","21510","21260"
"Leaver Dept.","2022","Declared non-disabled","AO","Male","760","[c]","21700","21260"
"Leaver Dept.","2022","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","EO","Female","2185","[c]","26930","27570"
"Leaver Dept.","2022","Declared non-disabled","EO","Male","1390","[c]","27030","27570"
"Leaver Dept.","2022","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","G6","Female","410","[c]","68970","66480"
"Leaver Dept.","2022","Declared non-disabled","G6","Male","350","[c]","68670","66330"
"Leaver Dept.","2022","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","G7","Female","1150","[c]","53730","53380"
"Leaver Dept.","2022","Declared non-disabled","G7","Male","885","[c]","54110","53840"
"Leaver Dept.","2022","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HEO","Female","1820","[c]","32270","32330"
"Leaver Dept.","2022","Declared non-disabled","HEO","Male","1180","[c]","32780","32650"
"Leaver Dept.","2022","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SCS level","Female","265","[c]","94840","94090"
"Leaver Dept.","2022","Declared non-disabled","SCS level","Male","230","[c]","95190","92500"
"Leaver Dept.","2022","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","SEO","Female","1400","[c]","39980","40070"
"Leaver Dept.","2022","Declared non-disabled","SEO","Male","860","[c]","40410","40230"
"Leaver Dept.","2022","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Female","85","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AO","Female","65","[c]","21970","21260"
"Leaver Dept.","2022","Undeclared","AO","Male","55","[c]","21480","21260"
"Leaver Dept.","2022","Undeclared","EO","Female","120","[c]","27230","27570"
"Leaver Dept.","2022","Undeclared","EO","Male","85","[c]","27260","27570"
"Leaver Dept.","2022","Undeclared","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G7","Female","45","[c]","53160","53380"
"Leaver Dept.","2022","Undeclared","G7","Male","55","[c]","54220","53600"
"Leaver Dept.","2022","Undeclared","HEO","Female","110","[c]","32750","32640"
"Leaver Dept.","2022","Undeclared","HEO","Male","100","[c]","32920","33120"
"Leaver Dept.","2022","Undeclared","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO","Female","80","[c]","40540","40220"
"Leaver Dept.","2022","Undeclared","SEO","Male","80","[c]","40760","40580"
"Leaver Dept.","2022","Undeclared","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA","Female","55","[c]","19770","19520"
"Leaver Dept.","2022","Unknown","AA","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AO","Female","425","[c]","22010","21840"
"Leaver Dept.","2022","Unknown","AO","Male","275","[c]","21870","21210"
"Leaver Dept.","2022","Unknown","EO","Female","615","[c]","27310","27570"
"Leaver Dept.","2022","Unknown","EO","Male","350","[c]","27410","27570"
"Leaver Dept.","2022","Unknown","G6","Female","255","[c]","68580","66530"
"Leaver Dept.","2022","Unknown","G6","Male","230","[c]","70500","68430"
"Leaver Dept.","2022","Unknown","G7","Female","595","[c]","53370","53120"
"Leaver Dept.","2022","Unknown","G7","Male","495","[c]","54190","53600"
"Leaver Dept.","2022","Unknown","HEO","Female","970","[c]","32450","32000"
"Leaver Dept.","2022","Unknown","HEO","Male","775","[c]","32740","32000"
"Leaver Dept.","2022","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS level","Female","155","[c]","107510","107720"
"Leaver Dept.","2022","Unknown","SCS level","Male","150","[c]","107830","102340"
"Leaver Dept.","2022","Unknown","SEO","Female","575","[c]","40370","40450"
"Leaver Dept.","2022","Unknown","SEO","Male","410","[c]","40870","40570"
"Leaver Dept.","2022","Unknown","Unknown","Female","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","70","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AA","Female","110","[c]","20630","20890"
"New entrant CS","2022","Declared disabled","AA","Male","95","[c]","20550","20890"
"New entrant CS","2022","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","AO","Female","795","[c]","21880","21260"
"New entrant CS","2022","Declared disabled","AO","Male","610","[c]","21950","21260"
"New entrant CS","2022","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","EO","Female","710","[c]","27270","27570"
"New entrant CS","2022","Declared disabled","EO","Male","480","[c]","27210","27570"
"New entrant CS","2022","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","G7","Female","120","[c]","52860","52570"
"New entrant CS","2022","Declared disabled","G7","Male","85","[c]","53100","52290"
"New entrant CS","2022","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HEO","Female","385","[c]","32240","32390"
"New entrant CS","2022","Declared disabled","HEO","Male","285","[c]","32490","32670"
"New entrant CS","2022","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","SEO","Female","180","[c]","39590","39600"
"New entrant CS","2022","Declared disabled","SEO","Male","110","[c]","39470","39600"
"New entrant CS","2022","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Female","875","[c]","29040","26400"
"New entrant CS","2022","Declared disabled","Unknown","Male","310","[c]","30830","28200"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","AA","Female","1020","[c]","20490","20890"
"New entrant CS","2022","Declared non-disabled","AA","Male","755","[c]","20720","20890"
"New entrant CS","2022","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","AO","Female","6560","[c]","22040","21260"
"New entrant CS","2022","Declared non-disabled","AO","Male","4965","[c]","22570","21260"
"New entrant CS","2022","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","EO","Female","4930","[c]","27160","27570"
"New entrant CS","2022","Declared non-disabled","EO","Male","3715","[c]","27050","27230"
"New entrant CS","2022","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6","Female","190","[c]","67120","65280"
"New entrant CS","2022","Declared non-disabled","G6","Male","240","[c]","67760","65410"
"New entrant CS","2022","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G7","Female","1060","[c]","52990","52080"
"New entrant CS","2022","Declared non-disabled","G7","Male","1030","[c]","53890","53000"
"New entrant CS","2022","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HEO","Female","2775","[c]","32390","32330"
"New entrant CS","2022","Declared non-disabled","HEO","Male","2460","[c]","32340","33000"
"New entrant CS","2022","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS level","Female","80","[c]","90400","85860"
"New entrant CS","2022","Declared non-disabled","SCS level","Male","95","[c]","99120","90000"
"New entrant CS","2022","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SEO","Female","1525","[c]","40220","39960"
"New entrant CS","2022","Declared non-disabled","SEO","Male","1310","[c]","40560","40000"
"New entrant CS","2022","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Female","3045","[c]","28090","24800"
"New entrant CS","2022","Declared non-disabled","Unknown","Male","1150","[c]","31100","27860"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA","Female","40","[c]","19950","19810"
"New entrant CS","2022","Undeclared","AA","Male","35","[c]","21100","20890"
"New entrant CS","2022","Undeclared","AO","Female","265","[c]","21760","21260"
"New entrant CS","2022","Undeclared","AO","Male","220","[c]","22240","21260"
"New entrant CS","2022","Undeclared","EO","Female","220","[c]","27280","27570"
"New entrant CS","2022","Undeclared","EO","Male","210","[c]","27080","27570"
"New entrant CS","2022","Undeclared","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G7","Female","55","[c]","52180","52080"
"New entrant CS","2022","Undeclared","G7","Male","50","[c]","53830","54090"
"New entrant CS","2022","Undeclared","HEO","Female","145","[c]","32140","32000"
"New entrant CS","2022","Undeclared","HEO","Male","150","[c]","32300","32410"
"New entrant CS","2022","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO","Female","75","[c]","40000","40060"
"New entrant CS","2022","Undeclared","SEO","Male","90","[c]","40580","39660"
"New entrant CS","2022","Undeclared","Unknown","Female","210","[c]","29290","27980"
"New entrant CS","2022","Undeclared","Unknown","Male","85","[c]","32760","28820"
"New entrant CS","2022","Unknown","AA","Female","900","[c]","20640","20890"
"New entrant CS","2022","Unknown","AA","Male","785","[c]","20990","20890"
"New entrant CS","2022","Unknown","AO","Female","3865","[c]","22240","21260"
"New entrant CS","2022","Unknown","AO","Male","3110","[c]","22650","21640"
"New entrant CS","2022","Unknown","EO","Female","3085","[c]","27010","27130"
"New entrant CS","2022","Unknown","EO","Male","2870","[c]","27200","26590"
"New entrant CS","2022","Unknown","G6","Female","195","[c]","68470","65440"
"New entrant CS","2022","Unknown","G6","Male","200","[c]","70270","66310"
