"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO","30","30","43870","43070"
"In post","2022","Declared disabled","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AO","195","180","22810","22200"
"In post","2022","Declared disabled","Legal","EO","240","220","28300","28430"
"In post","2022","Declared disabled","Legal","G6","100","90","71070","71130"
"In post","2022","Declared disabled","Legal","G7","420","390","56730","55610"
"In post","2022","Declared disabled","Legal","HEO","140","135","35460","34480"
"In post","2022","Declared disabled","Legal","SCS level","35","35","82940","80410"
"In post","2022","Declared disabled","Legal","SEO","80","75","45610","41750"
"In post","2022","Declared disabled","No function","AA","1280","1105","20650","20890"
"In post","2022","Declared disabled","No function","AO","10005","8715","22690","21260"
"In post","2022","Declared disabled","No function","EO","10935","9825","28180","27570"
"In post","2022","Declared disabled","No function","G6","470","450","67360","65440"
"In post","2022","Declared disabled","No function","G7","1405","1365","54800","54160"
"In post","2022","Declared disabled","No function","HEO","3455","3270","33900","33370"
"In post","2022","Declared disabled","No function","SCS level","205","200","89560","78420"
"In post","2022","Declared disabled","No function","SEO","1910","1835","42320","40520"
"In post","2022","Declared disabled","No function","Unknown","3290","3065","30760","28290"
"In post","2022","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","AO","115","95","22240","21300"
"In post","2022","Declared disabled","Project Delivery","EO","405","375","25310","26120"
"In post","2022","Declared disabled","Project Delivery","G6","165","160","68250","67910"
"In post","2022","Declared disabled","Project Delivery","G7","415","405","54040","54540"
"In post","2022","Declared disabled","Project Delivery","HEO","665","640","32610","33080"
"In post","2022","Declared disabled","Project Delivery","SCS level","30","30","88260","79060"
"In post","2022","Declared disabled","Project Delivery","SEO","655","620","40470","40520"
"In post","2022","Declared disabled","Project Delivery","Unknown","165","160","39430","36550"
"In post","2022","Declared disabled","Property","AA","35","35","18510","17480"
"In post","2022","Declared disabled","Property","AO","115","100","22830","22010"
"In post","2022","Declared disabled","Property","EO","160","155","26630","26670"
"In post","2022","Declared disabled","Property","G6","40","40","65640","64780"
"In post","2022","Declared disabled","Property","G7","105","100","54840","54280"
"In post","2022","Declared disabled","Property","HEO","185","175","33570","33300"
"In post","2022","Declared disabled","Property","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Property","SEO","125","120","41820","40590"
"In post","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","AA","135","125","20440","19810"
"In post","2022","Declared disabled","Security","AO","220","215","30320","27680"
"In post","2022","Declared disabled","Security","EO","165","160","30590","27570"
"In post","2022","Declared disabled","Security","G6","15","15","[c]","[c]"
"In post","2022","Declared disabled","Security","G7","35","35","55830","55030"
"In post","2022","Declared disabled","Security","HEO","180","175","34870","33370"
"In post","2022","Declared disabled","Security","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","SEO","85","85","44430","43300"
"In post","2022","Declared disabled","Security","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","480","440","20490","19810"
"In post","2022","Declared disabled","Unknown","AO","1380","1260","22610","21680"
"In post","2022","Declared disabled","Unknown","EO","1895","1775","27610","27230"
"In post","2022","Declared disabled","Unknown","G6","220","210","72040","70480"
"In post","2022","Declared disabled","Unknown","G7","525","505","57020","57430"
"In post","2022","Declared disabled","Unknown","HEO","1210","1155","34320","33900"
"In post","2022","Declared disabled","Unknown","SCS level","75","75","89360","83230"
"In post","2022","Declared disabled","Unknown","SEO","795","775","42610","41970"
"In post","2022","Declared disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","AA","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","AO","175","170","21890","21510"
"In post","2022","Declared non-disabled","Analysis","EO","575","550","26910","26520"
"In post","2022","Declared non-disabled","Analysis","G6","480","450","72620","68100"
"In post","2022","Declared non-disabled","Analysis","G7","1520","1455","54850","54230"
"In post","2022","Declared non-disabled","Analysis","HEO","1605","1570","33370","33080"
"In post","2022","Declared non-disabled","Analysis","SCS level","145","140","88530","79600"
"In post","2022","Declared non-disabled","Analysis","SEO","1175","1125","40630","40060"
"In post","2022","Declared non-disabled","Commercial","AA","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","AO","145","135","21980","21840"
"In post","2022","Declared non-disabled","Commercial","EO","480","460","26590","26490"
"In post","2022","Declared non-disabled","Commercial","G6","295","290","68720","66800"
"In post","2022","Declared non-disabled","Commercial","G7","525","510","53250","53360"
"In post","2022","Declared non-disabled","Commercial","HEO","760","740","32920","33000"
"In post","2022","Declared non-disabled","Commercial","SCS level","155","155","111550","100150"
"In post","2022","Declared non-disabled","Commercial","SEO","1000","975","40730","40580"
"In post","2022","Declared non-disabled","Commercial","Unknown","120","120","40230","37450"
"In post","2022","Declared non-disabled","Communications","AA","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","AO","260","235","21930","21290"
"In post","2022","Declared non-disabled","Communications","EO","1745","1685","26950","26820"
"In post","2022","Declared non-disabled","Communications","G6","215","210","67670","66440"
"In post","2022","Declared non-disabled","Communications","G7","520","500","54990","54760"
"In post","2022","Declared non-disabled","Communications","HEO","1280","1245","33670","33370"
"In post","2022","Declared non-disabled","Communications","SCS level","90","90","92320","84240"
"In post","2022","Declared non-disabled","Communications","SEO","875","845","41190","40520"
"In post","2022","Declared non-disabled","Communications","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","AA","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","AO","1880","1625","22350","21260"
"In post","2022","Declared non-disabled","Counter Fraud","EO","4785","4380","28160","27570"
"In post","2022","Declared non-disabled","Counter Fraud","G6","220","215","69270","67910"
"In post","2022","Declared non-disabled","Counter Fraud","G7","670","645","56550","55210"
"In post","2022","Declared non-disabled","Counter Fraud","HEO","2620","2490","34300","33370"
"In post","2022","Declared non-disabled","Counter Fraud","SCS level","35","35","80860","79530"
"In post","2022","Declared non-disabled","Counter Fraud","SEO","1135","1090","41030","40520"
"In post","2022","Declared non-disabled","Debt","AA","30","25","20440","20480"
"In post","2022","Declared non-disabled","Debt","AO","3105","2705","21640","21260"
"In post","2022","Declared non-disabled","Debt","EO","805","725","27730","27570"
"In post","2022","Declared non-disabled","Debt","G6","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","HEO","210","190","33290","33370"
"In post","2022","Declared non-disabled","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","SEO","70","65","39910","40520"
"In post","2022","Declared non-disabled","Digital, Data & Technology","AA","55","55","18960","18750"
"In post","2022","Declared non-disabled","Digital, Data & Technology","AO","545","525","22110","21430"
"In post","2022","Declared non-disabled","Digital, Data & Technology","EO","2385","2270","27540","27270"
"In post","2022","Declared non-disabled","Digital, Data & Technology","G6","995","975","67460","66520"
"In post","2022","Declared non-disabled","Digital, Data & Technology","G7","3170","3100","54600","54540"
"In post","2022","Declared non-disabled","Digital, Data & Technology","HEO","3515","3400","33590","33300"
"In post","2022","Declared non-disabled","Digital, Data & Technology","SCS level","235","230","91090","85000"
"In post","2022","Declared non-disabled","Digital, Data & Technology","SEO","3720","3615","40960","40520"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","45","45","34090","31360"
"In post","2022","Declared non-disabled","Finance","AA","45","35","20580","21250"
"In post","2022","Declared non-disabled","Finance","AO","995","850","21800","21260"
"In post","2022","Declared non-disabled","Finance","EO","1400","1320","26900","26820"
"In post","2022","Declared non-disabled","Finance","G6","590","575","67390","67090"
"In post","2022","Declared non-disabled","Finance","G7","1415","1375","54680","54340"
"In post","2022","Declared non-disabled","Finance","HEO","1795","1720","33570","33180"
"In post","2022","Declared non-disabled","Finance","SCS level","215","210","86810","79890"
"In post","2022","Declared non-disabled","Finance","SEO","1945","1880","40780","40520"
"In post","2022","Declared non-disabled","Finance","Unknown","45","45","49710","41340"
"In post","2022","Declared non-disabled","Grants Management","AO","1170","1070","21280","21300"
"In post","2022","Declared non-disabled","Grants Management","EO","540","495","25420","25190"
"In post","2022","Declared non-disabled","Grants Management","G6","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","G7","45","40","49200","48680"
"In post","2022","Declared non-disabled","Grants Management","HEO","215","200","30340","30230"
"In post","2022","Declared non-disabled","Grants Management","SCS level","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","SEO","100","95","37290","36840"
"In post","2022","Declared non-disabled","Human Resources","AA","30","30","19980","19810"
"In post","2022","Declared non-disabled","Human Resources","AO","1000","905","21750","21260"
"In post","2022","Declared non-disabled","Human Resources","EO","1675","1565","27170","27230"
"In post","2022","Declared non-disabled","Human Resources","G6","460","450","66780","66610"
"In post","2022","Declared non-disabled","Human Resources","G7","1225","1180","54270","54540"
"In post","2022","Declared non-disabled","Human Resources","HEO","1920","1825","33120","33080"
"In post","2022","Declared non-disabled","Human Resources","SCS level","185","180","87230","79580"
"In post","2022","Declared non-disabled","Human Resources","SEO","1335","1275","40570","40520"
"In post","2022","Declared non-disabled","Human Resources","Unknown","30","30","43440","43470"
"In post","2022","Declared non-disabled","Internal Audit","AO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","EO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","G6","50","50","66130","64220"
"In post","2022","Declared non-disabled","Internal Audit","G7","100","100","53860","54130"
"In post","2022","Declared non-disabled","Internal Audit","HEO","105","105","33990","33300"
"In post","2022","Declared non-disabled","Internal Audit","SCS level","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","SEO","235","220","43980","43280"
"In post","2022","Declared non-disabled","Legal","AA","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","AO","965","875","22670","22200"
"In post","2022","Declared non-disabled","Legal","EO","1435","1345","28080","27870"
"In post","2022","Declared non-disabled","Legal","G6","1080","1005","69720","67910"
"In post","2022","Declared non-disabled","Legal","G7","3135","2880","56140","55210"
"In post","2022","Declared non-disabled","Legal","HEO","845","810","34970","33370"
"In post","2022","Declared non-disabled","Legal","SCS level","355","340","87910","82720"
"In post","2022","Declared non-disabled","Legal","SEO","680","650","46000","41750"
"In post","2022","Declared non-disabled","No function","AA","6360","5630","20690","20890"
"In post","2022","Declared non-disabled","No function","AO","52475","46960","23270","21260"
"In post","2022","Declared non-disabled","No function","EO","50925","46785","28110","27570"
"In post","2022","Declared non-disabled","No function","G6","4705","4515","68050","66230"
"In post","2022","Declared non-disabled","No function","G7","12535","12150","55020","54160"
"In post","2022","Declared non-disabled","No function","HEO","22560","21605","33800","33370"
"In post","2022","Declared non-disabled","No function","SCS level","2295","2205","88180","80000"
"In post","2022","Declared non-disabled","No function","SEO","14030","13470","42350","40520"
"In post","2022","Declared non-disabled","No function","Unknown","11715","10910","30540","28200"
"In post","2022","Declared non-disabled","Project Delivery","AA","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","AO","400","345","21910","21260"
"In post","2022","Declared non-disabled","Project Delivery","EO","2350","2230","24840","25750"
"In post","2022","Declared non-disabled","Project Delivery","G6","1505","1460","68290","67910"
"In post","2022","Declared non-disabled","Project Delivery","G7","3615","3515","53790","54540"
"In post","2022","Declared non-disabled","Project Delivery","HEO","4420","4230","32250","33000"
"In post","2022","Declared non-disabled","Project Delivery","SCS level","465","455","92650","84220"
"In post","2022","Declared non-disabled","Project Delivery","SEO","4840","4675","40600","40520"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","1145","1120","41100","39760"
"In post","2022","Declared non-disabled","Property","AA","295","290","18260","17480"
"In post","2022","Declared non-disabled","Property","AO","645","585","22360","22010"
"In post","2022","Declared non-disabled","Property","EO","1210","1140","26740","26880"
"In post","2022","Declared non-disabled","Property","G6","385","380","66700","65370"
"In post","2022","Declared non-disabled","Property","G7","890","865","55100","54540"
"In post","2022","Declared non-disabled","Property","HEO","1460","1415","33410","33300"
"In post","2022","Declared non-disabled","Property","SCS level","80","80","90130","82120"
"In post","2022","Declared non-disabled","Property","SEO","1275","1220","42490","42170"
"In post","2022","Declared non-disabled","Property","Unknown","40","40","22810","24080"
"In post","2022","Declared non-disabled","Security","AA","1625","1590","20610","19810"
"In post","2022","Declared non-disabled","Security","AO","1765","1720","31190","28890"
"In post","2022","Declared non-disabled","Security","EO","960","930","31730","28670"
"In post","2022","Declared non-disabled","Security","G6","100","95","68510","67840"
"In post","2022","Declared non-disabled","Security","G7","310","305","56650","55210"
"In post","2022","Declared non-disabled","Security","HEO","1140","1110","35910","33860"
"In post","2022","Declared non-disabled","Security","SCS level","40","40","91290","83880"
"In post","2022","Declared non-disabled","Security","SEO","635","625","44170","42470"
"In post","2022","Declared non-disabled","Security","Unknown","130","130","32850","28610"
"In post","2022","Declared non-disabled","Unknown","AA","2445","2275","20340","19810"
"In post","2022","Declared non-disabled","Unknown","AO","10400","9545","22650","21680"
"In post","2022","Declared non-disabled","Unknown","EO","15930","14885","27470","27230"
"In post","2022","Declared non-disabled","Unknown","G6","2150","2055","71660","69800"
"In post","2022","Declared non-disabled","Unknown","G7","4750","4590","57810","57460"
"In post","2022","Declared non-disabled","Unknown","HEO","9730","9365","34370","33900"
"In post","2022","Declared non-disabled","Unknown","SCS level","760","735","88770","82810"
"In post","2022","Declared non-disabled","Unknown","SEO","7190","6960","42980","41980"
"In post","2022","Declared non-disabled","Unknown","Unknown","50","50","39530","35200"
"In post","2022","Undeclared","Analysis","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Analysis","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Analysis","G7","75","70","57580","57230"
"In post","2022","Undeclared","Analysis","HEO","80","80","33760","33370"
"In post","2022","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","SEO","65","65","41130","40720"
"In post","2022","Undeclared","Commercial","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","EO","40","40","27190","26670"
"In post","2022","Undeclared","Commercial","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Commercial","G7","40","40","54940","54620"
"In post","2022","Undeclared","Commercial","HEO","55","55","33310","33300"
"In post","2022","Undeclared","Commercial","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","SEO","85","85","41630","41500"
"In post","2022","Undeclared","Commercial","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","AO","30","25","[c]","[c]"
"In post","2022","Undeclared","Communications","EO","105","105","27090","26820"
"In post","2022","Undeclared","Communications","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Communications","G7","30","30","[c]","[c]"
"In post","2022","Undeclared","Communications","HEO","85","80","34240","33370"
"In post","2022","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","SEO","50","50","40860","40520"
"In post","2022","Undeclared","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","AO","130","110","22380","21610"
"In post","2022","Undeclared","Counter Fraud","EO","360","325","28280","27570"
"In post","2022","Undeclared","Counter Fraud","G6","25","20","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","G7","90","85","56300","55210"
"In post","2022","Undeclared","Counter Fraud","HEO","235","230","34120","33370"
"In post","2022","Undeclared","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","SEO","115","110","41020","40520"
"In post","2022","Undeclared","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","AO","250","220","21790","21260"
"In post","2022","Undeclared","Debt","EO","60","55","28110","27570"
"In post","2022","Undeclared","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","AO","60","60","21930","21380"
"In post","2022","Undeclared","Digital, Data & Technology","EO","220","215","27920","26930"
"In post","2022","Undeclared","Digital, Data & Technology","G6","60","60","68910","67910"
"In post","2022","Undeclared","Digital, Data & Technology","G7","205","205","55810","54700"
"In post","2022","Undeclared","Digital, Data & Technology","HEO","305","300","34090","33370"
"In post","2022","Undeclared","Digital, Data & Technology","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","SEO","325","320","41600","40580"
"In post","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","AA","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","AO","70","60","21860","21840"
"In post","2022","Undeclared","Finance","EO","120","110","27310","26900"
"In post","2022","Undeclared","Finance","G6","35","35","68350","67730"
"In post","2022","Undeclared","Finance","G7","95","95","55810","54400"
"In post","2022","Undeclared","Finance","HEO","140","135","33680","33370"
"In post","2022","Undeclared","Finance","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","SEO","150","145","41540","40520"
"In post","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Grants Management","EO","20","15","[c]","[c]"
"In post","2022","Undeclared","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Grants Management","SEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AA","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AO","95","85","21710","21380"
"In post","2022","Undeclared","Human Resources","EO","130","120","27520","27570"
"In post","2022","Undeclared","Human Resources","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G7","75","75","54890","54830"
"In post","2022","Undeclared","Human Resources","HEO","165","160","33500","33300"
"In post","2022","Undeclared","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SEO","120","115","41880","41100"
"In post","2022","Undeclared","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G7","15","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Legal","EO","35","30","28210","27580"
"In post","2022","Undeclared","Legal","G6","70","65","70650","68860"
"In post","2022","Undeclared","Legal","G7","90","80","57580","55630"
"In post","2022","Undeclared","Legal","HEO","45","40","34700","33840"
"In post","2022","Undeclared","Legal","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Legal","SEO","35","30","48740","46250"
"In post","2022","Undeclared","No function","AA","1090","950","21680","21250"
"In post","2022","Undeclared","No function","AO","5535","4930","25720","23720"
"In post","2022","Undeclared","No function","EO","4285","4000","28990","27570"
"In post","2022","Undeclared","No function","G6","320","315","68120","66230"
"In post","2022","Undeclared","No function","G7","810","790","55520","54290"
"In post","2022","Undeclared","No function","HEO","2045","1955","34560","33840"
"In post","2022","Undeclared","No function","SCS level","125","120","84750","79510"
"In post","2022","Undeclared","No function","SEO","1095","1060","44070","41750"
"In post","2022","Undeclared","No function","Unknown","765","710","31030","28690"
"In post","2022","Undeclared","Project Delivery","AO","30","30","22360","21300"
"In post","2022","Undeclared","Project Delivery","EO","150","140","25360","26280"
"In post","2022","Undeclared","Project Delivery","G6","80","80","68780","67530"
"In post","2022","Undeclared","Project Delivery","G7","240","235","54150","54540"
"In post","2022","Undeclared","Project Delivery","HEO","335","315","32570","33140"
"In post","2022","Undeclared","Project Delivery","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","SEO","425","410","40920","40580"
"In post","2022","Undeclared","Project Delivery","Unknown","110","110","44020","41650"
"In post","2022","Undeclared","Property","AA","30","30","17840","17480"
"In post","2022","Undeclared","Property","AO","70","60","22640","22040"
"In post","2022","Undeclared","Property","EO","140","135","26930","26950"
"In post","2022","Undeclared","Property","G6","30","30","66060","65370"
"In post","2022","Undeclared","Property","G7","75","70","56700","56170"
"In post","2022","Undeclared","Property","HEO","150","140","33950","33370"
"In post","2022","Undeclared","Property","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Property","SEO","140","135","43480","43870"
"In post","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","AA","190","180","20500","19810"
"In post","2022","Undeclared","Security","AO","230","225","34100","39070"
"In post","2022","Undeclared","Security","EO","125","125","35460","33240"
"In post","2022","Undeclared","Security","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","G7","35","35","57520","55230"
"In post","2022","Undeclared","Security","HEO","165","160","37190","34770"
"In post","2022","Undeclared","Security","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","SEO","100","95","47440","44640"
"In post","2022","Undeclared","Security","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","AA","210","200","19800","19050"
