"Status","Year","Age","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Psychology","Female","285","260","44760","46020"
"In post","2022","40-49","Psychology","Male","50","50","43560","39500"
"In post","2022","40-49","Science and Engineering","Female","1120","1010","43390","40560"
"In post","2022","40-49","Science and Engineering","Male","1855","1825","44480","43000"
"In post","2022","40-49","Security","Female","500","480","35610","33300"
"In post","2022","40-49","Security","Male","1435","1430","34460","35310"
"In post","2022","40-49","Social Research","Female","155","135","50040","50210"
"In post","2022","40-49","Social Research","Male","80","75","47420","42590"
"In post","2022","40-49","Statistics","Female","235","210","51950","52150"
"In post","2022","40-49","Statistics","Male","270","265","50400","51210"
"In post","2022","40-49","Tax","Female","1815","1690","35870","33370"
"In post","2022","40-49","Tax","Male","2005","1980","37540","33370"
"In post","2022","40-49","Unknown","Female","3975","3715","46590","40810"
"In post","2022","40-49","Unknown","Male","3380","3355","49210","43890"
"In post","2022","40-49","Veterinarian","Female","85","85","44800","45370"
"In post","2022","40-49","Veterinarian","Male","70","70","43080","38080"
"In post","2022","50-59","Commercial","Female","875","840","40210","37380"
"In post","2022","50-59","Commercial","Male","780","770","46360","42180"
"In post","2022","50-59","Communications","Female","410","390","44000","40420"
"In post","2022","50-59","Communications","Male","355","355","42040","37580"
"In post","2022","50-59","Corporate Finance","Female","25","20","[c]","[c]"
"In post","2022","50-59","Corporate Finance","Male","15","15","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Female","1465","1315","28500","27570"
"In post","2022","50-59","Counter Fraud","Male","1025","995","31420","27570"
"In post","2022","50-59","Digital, Data and Technology","Female","1870","1790","42460","38730"
"In post","2022","50-59","Digital, Data and Technology","Male","3585","3550","44850","40580"
"In post","2022","50-59","Economics","Female","40","35","56220","59160"
"In post","2022","50-59","Economics","Male","85","85","73950","69670"
"In post","2022","50-59","Finance","Female","2180","2090","39540","35310"
"In post","2022","50-59","Finance","Male","1670","1650","45420","40670"
"In post","2022","50-59","Geography","Female","40","40","33460","33290"
"In post","2022","50-59","Geography","Male","75","70","33740","33290"
"In post","2022","50-59","Human Resources","Female","1965","1860","40460","36570"
"In post","2022","50-59","Human Resources","Male","885","870","42210","38100"
"In post","2022","50-59","Inspector of Education and Training","Female","305","295","64100","64500"
"In post","2022","50-59","Inspector of Education and Training","Male","110","105","73450","75500"
"In post","2022","50-59","Intelligence Analysis","Female","365","350","31760","28730"
"In post","2022","50-59","Intelligence Analysis","Male","515","510","35720","32670"
"In post","2022","50-59","Internal Audit","Female","150","145","48530","44590"
"In post","2022","50-59","Internal Audit","Male","160","155","51170","48820"
"In post","2022","50-59","International Trade","Female","110","105","52890","48220"
"In post","2022","50-59","International Trade","Male","155","155","51450","47980"
"In post","2022","50-59","Knowledge and Information Management","Female","425","405","35050","31990"
"In post","2022","50-59","Knowledge and Information Management","Male","350","345","37790","34290"
"In post","2022","50-59","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Female","1990","1805","51970","53100"
"In post","2022","50-59","Legal","Male","1625","1600","52050","52360"
"In post","2022","50-59","Medicine","Female","505","450","57980","45840"
"In post","2022","50-59","Medicine","Male","225","210","70060","71240"
"In post","2022","50-59","Operational Delivery","Female","45330","40305","28480","27370"
"In post","2022","50-59","Operational Delivery","Male","30870","29635","31760","28300"
"In post","2022","50-59","Operational Research","Female","55","50","47110","47010"
"In post","2022","50-59","Operational Research","Male","125","120","52260","48770"
"In post","2022","50-59","Other","Female","5390","5025","28940","26350"
"In post","2022","50-59","Other","Male","4885","4820","33140","28920"
"In post","2022","50-59","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning","Female","25","25","[c]","[c]"
"In post","2022","50-59","Planning","Male","30","25","[c]","[c]"
"In post","2022","50-59","Planning Inspectors","Female","60","55","56480","58810"
"In post","2022","50-59","Planning Inspectors","Male","65","60","58670","58810"
"In post","2022","50-59","Policy","Female","3085","2950","47830","43230"
"In post","2022","50-59","Policy","Male","2915","2885","53150","52290"
"In post","2022","50-59","Project Delivery","Female","2390","2275","43690","40520"
"In post","2022","50-59","Project Delivery","Male","2355","2325","49350","45990"
"In post","2022","50-59","Property","Female","1080","1020","36960","33300"
"In post","2022","50-59","Property","Male","1635","1620","42220","40370"
"In post","2022","50-59","Psychology","Female","115","105","41660","34870"
"In post","2022","50-59","Psychology","Male","45","40","37460","31180"
"In post","2022","50-59","Science and Engineering","Female","795","735","44290","41140"
"In post","2022","50-59","Science and Engineering","Male","2655","2615","43590","42170"
"In post","2022","50-59","Security","Female","700","675","33890","31990"
"In post","2022","50-59","Security","Male","2625","2610","33470","33300"
"In post","2022","50-59","Social Research","Female","65","60","52200","55210"
"In post","2022","50-59","Social Research","Male","35","35","54810","55930"
"In post","2022","50-59","Statistics","Female","105","100","51140","51210"
"In post","2022","50-59","Statistics","Male","195","190","50770","47710"
"In post","2022","50-59","Tax","Female","2380","2230","37640","33440"
"In post","2022","50-59","Tax","Male","2170","2125","40870","37930"
"In post","2022","50-59","Unknown","Female","3375","3225","45900","39710"
"In post","2022","50-59","Unknown","Male","3045","3005","50410","43470"
"In post","2022","50-59","Veterinarian","Female","50","45","49160","49870"
"In post","2022","50-59","Veterinarian","Male","50","50","48910","51920"
"In post","2022","60-64","Commercial","Female","175","155","38030","36640"
"In post","2022","60-64","Commercial","Male","170","155","42980","40720"
"In post","2022","60-64","Communications","Female","70","65","39190","36150"
"In post","2022","60-64","Communications","Male","80","75","42030","34610"
"In post","2022","60-64","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","Male","5","5","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Female","480","350","27690","27570"
"In post","2022","60-64","Counter Fraud","Male","350","280","30380","27570"
"In post","2022","60-64","Digital, Data and Technology","Female","350","300","38790","35310"
"In post","2022","60-64","Digital, Data and Technology","Male","775","695","42180","38450"
"In post","2022","60-64","Economics","Female","10","5","[c]","[c]"
"In post","2022","60-64","Economics","Male","10","10","[c]","[c]"
"In post","2022","60-64","Finance","Female","455","395","35000","32640"
"In post","2022","60-64","Finance","Male","430","395","42190","38880"
"In post","2022","60-64","Geography","Female","10","10","[c]","[c]"
"In post","2022","60-64","Geography","Male","25","20","[c]","[c]"
"In post","2022","60-64","Human Resources","Female","420","355","36210","33300"
"In post","2022","60-64","Human Resources","Male","200","175","37780","34290"
"In post","2022","60-64","Inspector of Education and Training","Female","65","60","68080","64500"
"In post","2022","60-64","Inspector of Education and Training","Male","30","30","75830","75500"
"In post","2022","60-64","Intelligence Analysis","Female","60","45","30630","28780"
"In post","2022","60-64","Intelligence Analysis","Male","115","95","35940","32670"
"In post","2022","60-64","Internal Audit","Female","30","25","41810","41990"
"In post","2022","60-64","Internal Audit","Male","40","35","46130","44270"
"In post","2022","60-64","International Trade","Female","15","15","[c]","[c]"
"In post","2022","60-64","International Trade","Male","35","30","54380","56400"
"In post","2022","60-64","Knowledge and Information Management","Female","120","105","32270","29310"
"In post","2022","60-64","Knowledge and Information Management","Male","100","100","36230","32300"
"In post","2022","60-64","Legal","Female","355","285","51860","54580"
"In post","2022","60-64","Legal","Male","365","305","52130","53870"
"In post","2022","60-64","Medicine","Female","120","100","54590","39030"
"In post","2022","60-64","Medicine","Male","90","85","80500","81410"
"In post","2022","60-64","Operational Delivery","Female","14405","11175","26520","25190"
"In post","2022","60-64","Operational Delivery","Male","9300","7680","29870","27570"
"In post","2022","60-64","Operational Research","Female","10","5","[c]","[c]"
"In post","2022","60-64","Operational Research","Male","30","25","51420","51760"
"In post","2022","60-64","Other","Female","1625","1400","26930","22580"
"In post","2022","60-64","Other","Male","1855","1750","31030","27230"
"In post","2022","60-64","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Female","10","10","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Male","30","25","[c]","[c]"
"In post","2022","60-64","Policy","Female","565","515","45130","40050"
"In post","2022","60-64","Policy","Male","550","500","54110","49530"
"In post","2022","60-64","Project Delivery","Female","460","380","38820","35720"
"In post","2022","60-64","Project Delivery","Male","585","510","46410","42580"
"In post","2022","60-64","Property","Female","285","245","33670","30600"
"In post","2022","60-64","Property","Male","605","550","39690","36460"
"In post","2022","60-64","Psychology","Female","15","15","[c]","[c]"
"In post","2022","60-64","Psychology","Male","5","5","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Female","150","125","41400","38160"
"In post","2022","60-64","Science and Engineering","Male","940","855","40460","39650"
"In post","2022","60-64","Security","Female","120","105","30380","26740"
"In post","2022","60-64","Security","Male","750","680","28550","22460"
"In post","2022","60-64","Social Research","Female","10","10","[c]","[c]"
"In post","2022","60-64","Social Research","Male","10","10","[c]","[c]"
"In post","2022","60-64","Statistics","Female","15","10","[c]","[c]"
"In post","2022","60-64","Statistics","Male","35","35","49480","43810"
"In post","2022","60-64","Tax","Female","615","475","35980","33370"
"In post","2022","60-64","Tax","Male","660","530","41580","35980"
"In post","2022","60-64","Unknown","Female","590","510","38990","31540"
"In post","2022","60-64","Unknown","Male","745","690","46080","36390"
"In post","2022","60-64","Veterinarian","Female","10","10","[c]","[c]"
"In post","2022","60-64","Veterinarian","Male","20","15","[c]","[c]"
"In post","2022","65+","Commercial","Female","35","30","38800","36780"
"In post","2022","65+","Commercial","Male","50","40","38710","37650"
"In post","2022","65+","Communications","Female","20","20","[c]","[c]"
"In post","2022","65+","Communications","Male","25","25","[c]","[c]"
"In post","2022","65+","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Female","155","110","27200","26120"
"In post","2022","65+","Counter Fraud","Male","145","100","30310","27570"
"In post","2022","65+","Digital, Data and Technology","Female","95","80","35290","32440"
"In post","2022","65+","Digital, Data and Technology","Male","230","195","40210","36510"
"In post","2022","65+","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","Male","5","5","[c]","[c]"
"In post","2022","65+","Finance","Female","125","105","32640","29340"
"In post","2022","65+","Finance","Male","150","135","39370","35480"
"In post","2022","65+","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Geography","Male","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","Female","80","60","33810","28990"
"In post","2022","65+","Human Resources","Male","65","55","36570","32640"
"In post","2022","65+","Inspector of Education and Training","Female","15","10","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","Male","10","5","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","Female","15","15","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","Male","50","35","33680","30530"
"In post","2022","65+","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Male","10","10","[c]","[c]"
"In post","2022","65+","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","Male","10","10","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Female","30","25","29980","26670"
"In post","2022","65+","Knowledge and Information Management","Male","30","25","[c]","[c]"
"In post","2022","65+","Legal","Female","95","65","49900","53430"
"In post","2022","65+","Legal","Male","160","115","53090","55610"
"In post","2022","65+","Medicine","Female","40","35","63440","39780"
"In post","2022","65+","Medicine","Male","30","25","86880","89050"
"In post","2022","65+","Operational Delivery","Female","4000","2885","25830","24310"
"In post","2022","65+","Operational Delivery","Male","3340","2530","28480","26780"
"In post","2022","65+","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","Male","15","10","[c]","[c]"
"In post","2022","65+","Other","Female","475","390","25960","21830"
"In post","2022","65+","Other","Male","645","580","29190","26350"
"In post","2022","65+","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectors","Female","10","5","[c]","[c]"
"In post","2022","65+","Planning Inspectors","Male","35","25","65160","65270"
"In post","2022","65+","Policy","Female","160","130","39110","33350"
"In post","2022","65+","Policy","Male","165","135","50750","46980"
"In post","2022","65+","Project Delivery","Female","95","65","35970","34290"
"In post","2022","65+","Project Delivery","Male","155","130","45540","41270"
"In post","2022","65+","Property","Female","80","60","29450","27000"
"In post","2022","65+","Property","Male","245","215","35360","33300"
"In post","2022","65+","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Science and Engineering","Female","50","35","42710","38160"
"In post","2022","65+","Science and Engineering","Male","370","305","39800","36670"
"In post","2022","65+","Security","Female","30","25","25960","22400"
"In post","2022","65+","Security","Male","250","220","27870","22740"
"In post","2022","65+","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Statistics","Female","5","5","[c]","[c]"
"In post","2022","65+","Statistics","Male","15","10","[c]","[c]"
