"Status","Year","Disability","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Counter Fraud","West Midlands (England)","Outside London","85","75","28120","27570"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","Outside London","85","70","28260","27570"
"In post","2022","Declared disabled","Digital, Data and Technology","East Midlands (England)","Outside London","40","40","33810","31450"
"In post","2022","Declared disabled","Digital, Data and Technology","East of England","Outside London","60","55","35370","33300"
"In post","2022","Declared disabled","Digital, Data and Technology","London","London","305","295","48460","42900"
"In post","2022","Declared disabled","Digital, Data and Technology","North East (England)","Outside London","185","175","39420","36050"
"In post","2022","Declared disabled","Digital, Data and Technology","North West (England)","Outside London","290","275","40560","35900"
"In post","2022","Declared disabled","Digital, Data and Technology","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Scotland","Outside London","70","65","35740","33220"
"In post","2022","Declared disabled","Digital, Data and Technology","South East (England)","Outside London","120","115","36070","33300"
"In post","2022","Declared disabled","Digital, Data and Technology","South West (England)","Outside London","290","275","36410","35630"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Wales","Outside London","135","130","39370","36840"
"In post","2022","Declared disabled","Digital, Data and Technology","West Midlands (England)","Outside London","105","95","39840","36050"
"In post","2022","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","Outside London","145","140","39710","36500"
"In post","2022","Declared disabled","Economics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","London","90","90","48800","46220"
"In post","2022","Declared disabled","Economics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Economics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Midlands (England)","Outside London","45","45","33550","33150"
"In post","2022","Declared disabled","Finance","East of England","Outside London","45","45","34510","31880"
"In post","2022","Declared disabled","Finance","London","London","230","225","47150","43700"
"In post","2022","Declared disabled","Finance","North East (England)","Outside London","45","45","37170","31990"
"In post","2022","Declared disabled","Finance","North West (England)","Outside London","155","140","33420","32250"
"In post","2022","Declared disabled","Finance","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","Outside London","30","30","34260","33080"
"In post","2022","Declared disabled","Finance","South East (England)","Outside London","140","135","36260","33370"
"In post","2022","Declared disabled","Finance","South West (England)","Outside London","175","165","36580","33300"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Wales","Outside London","50","45","38790","33300"
"In post","2022","Declared disabled","Finance","West Midlands (England)","Outside London","75","70","39830","36340"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","Outside London","105","100","37340","32110"
"In post","2022","Declared disabled","Geography","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South West (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Geography","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East Midlands (England)","Outside London","70","65","35500","33370"
"In post","2022","Declared disabled","Human Resources","East of England","Outside London","40","35","41820","36330"
"In post","2022","Declared disabled","Human Resources","London","London","370","360","47100","42170"
"In post","2022","Declared disabled","Human Resources","North East (England)","Outside London","40","40","39510","34140"
"In post","2022","Declared disabled","Human Resources","North West (England)","Outside London","170","160","36800","33180"
"In post","2022","Declared disabled","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Scotland","Outside London","80","75","29680","22340"
"In post","2022","Declared disabled","Human Resources","South East (England)","Outside London","80","75","37180","32000"
"In post","2022","Declared disabled","Human Resources","South West (England)","Outside London","135","125","36610","33300"
"In post","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Wales","Outside London","95","90","35840","32550"
"In post","2022","Declared disabled","Human Resources","West Midlands (England)","Outside London","50","50","37970","33370"
"In post","2022","Declared disabled","Human Resources","Yorkshire and The Humber","Outside London","120","110","39710","35860"
"In post","2022","Declared disabled","Inspector of Education and Training","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","East of England","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","London","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","East of England","Outside London","40","40","30770","32190"
"In post","2022","Declared disabled","Intelligence Analysis","London","London","120","110","38240","35850"
"In post","2022","Declared disabled","Intelligence Analysis","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","North West (England)","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","South East (England)","Outside London","35","30","28550","27370"
"In post","2022","Declared disabled","Intelligence Analysis","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Yorkshire and The Humber","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","London","95","95","47620","41060"
"In post","2022","Declared disabled","International Trade","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","East of England","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","London","90","90","41380","37760"
"In post","2022","Declared disabled","Knowledge and Information Management","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","North West (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","South East (England)","Outside London","35","35","31870","30220"
"In post","2022","Declared disabled","Knowledge and Information Management","South West (England)","Outside London","55","50","34370","29230"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Wales","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","West Midlands (England)","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Yorkshire and The Humber","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Legal","East Midlands (England)","Outside London","65","55","43940","42870"
"In post","2022","Declared disabled","Legal","East of England","Outside London","70","60","41950","40260"
"In post","2022","Declared disabled","Legal","London","London","370","345","56330","58360"
"In post","2022","Declared disabled","Legal","North East (England)","Outside London","45","40","41910","41140"
"In post","2022","Declared disabled","Legal","North West (England)","Outside London","115","105","45540","47590"
"In post","2022","Declared disabled","Legal","Northern Ireland","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Scotland","Outside London","65","65","47210","41750"
"In post","2022","Declared disabled","Legal","South East (England)","Outside London","65","60","50330","53050"
"In post","2022","Declared disabled","Legal","South West (England)","Outside London","55","50","47530","46710"
"In post","2022","Declared disabled","Legal","Wales","Outside London","50","45","44960","43690"
"In post","2022","Declared disabled","Legal","West Midlands (England)","Outside London","75","70","47780","48080"
"In post","2022","Declared disabled","Legal","Yorkshire and The Humber","Outside London","60","55","45250","44350"
"In post","2022","Declared disabled","Medicine","East Midlands (England)","Outside London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","East of England","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","South East (England)","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Medicine","South West (England)","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Wales","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Medicine","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","East Midlands (England)","Outside London","2090","1895","27230","27130"
"In post","2022","Declared disabled","Operational Delivery","East of England","Outside London","1825","1650","28290","27570"
"In post","2022","Declared disabled","Operational Delivery","London","London","3785","3535","33230","31060"
"In post","2022","Declared disabled","Operational Delivery","North East (England)","Outside London","2700","2345","25760","23170"
"In post","2022","Declared disabled","Operational Delivery","North West (England)","Outside London","5355","4775","26540","25880"
"In post","2022","Declared disabled","Operational Delivery","Northern Ireland","Outside London","150","135","27170","26590"
"In post","2022","Declared disabled","Operational Delivery","Overseas","Overseas","20","20","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Scotland","Outside London","2395","2110","27160","26900"
"In post","2022","Declared disabled","Operational Delivery","South East (England)","Outside London","2900","2615","28430","27570"
"In post","2022","Declared disabled","Operational Delivery","South West (England)","Outside London","2045","1825","27740","27570"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Unknown","75","65","27550","27570"
"In post","2022","Declared disabled","Operational Delivery","Wales","Outside London","2535","2230","26050","24030"
"In post","2022","Declared disabled","Operational Delivery","West Midlands (England)","Outside London","2805","2525","27650","27570"
"In post","2022","Declared disabled","Operational Delivery","Yorkshire and The Humber","Outside London","2655","2360","27650","27380"
"In post","2022","Declared disabled","Operational Research","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","London","London","30","30","50980","51280"
"In post","2022","Declared disabled","Operational Research","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","South East (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other","East Midlands (England)","Outside London","155","140","24350","21260"
"In post","2022","Declared disabled","Other","East of England","Outside London","185","175","25690","24900"
"In post","2022","Declared disabled","Other","London","London","400","385","36600","31060"
"In post","2022","Declared disabled","Other","North East (England)","Outside London","160","140","24490","21260"
"In post","2022","Declared disabled","Other","North West (England)","Outside London","325","295","25940","26870"
"In post","2022","Declared disabled","Other","Northern Ireland","Outside London","30","30","22350","21340"
"In post","2022","Declared disabled","Other","Overseas","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other","Scotland","Outside London","310","285","27730","26900"
"In post","2022","Declared disabled","Other","South East (England)","Outside London","365","345","27530","26670"
"In post","2022","Declared disabled","Other","South West (England)","Outside London","635","595","29590","26930"
"In post","2022","Declared disabled","Other","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Other","Wales","Outside London","165","150","29510","27570"
"In post","2022","Declared disabled","Other","West Midlands (England)","Outside London","290","255","26090","26670"
"In post","2022","Declared disabled","Other","Yorkshire and The Humber","Outside London","270","240","25530","21850"
"In post","2022","Declared disabled","Planning","London","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Planning","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Planning","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Planning","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","East Midlands (England)","Outside London","40","40","35440","33540"
"In post","2022","Declared disabled","Policy","East of England","Outside London","30","30","45980","40260"
"In post","2022","Declared disabled","Policy","London","London","1995","1940","47560","42470"
"In post","2022","Declared disabled","Policy","North East (England)","Outside London","70","65","41310","36500"
"In post","2022","Declared disabled","Policy","North West (England)","Outside London","170","165","40180","36740"
"In post","2022","Declared disabled","Policy","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Policy","Overseas","Overseas","130","130","48620","43840"
"In post","2022","Declared disabled","Policy","Scotland","Outside London","40","40","40010","37300"
"In post","2022","Declared disabled","Policy","South East (England)","Outside London","40","40","37150","33000"
"In post","2022","Declared disabled","Policy","South West (England)","Outside London","100","95","37910","35900"
"In post","2022","Declared disabled","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Policy","Wales","Outside London","135","125","39770","38160"
"In post","2022","Declared disabled","Policy","West Midlands (England)","Outside London","105","100","38550","34690"
"In post","2022","Declared disabled","Policy","Yorkshire and The Humber","Outside London","230","215","39950","36500"
"In post","2022","Declared disabled","Project Delivery","East Midlands (England)","Outside London","30","30","39930","35640"
"In post","2022","Declared disabled","Project Delivery","East of England","Outside London","55","55","38590","37890"
"In post","2022","Declared disabled","Project Delivery","London","London","335","320","46150","41970"
"In post","2022","Declared disabled","Project Delivery","North East (England)","Outside London","100","90","40100","39120"
"In post","2022","Declared disabled","Project Delivery","North West (England)","Outside London","200","185","37980","35370"
"In post","2022","Declared disabled","Project Delivery","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Overseas","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Scotland","Outside London","60","55","40550","38600"
"In post","2022","Declared disabled","Project Delivery","South East (England)","Outside London","150","140","35240","33300"
"In post","2022","Declared disabled","Project Delivery","South West (England)","Outside London","360","345","40470","39970"
"In post","2022","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Wales","Outside London","55","50","39150","36390"
"In post","2022","Declared disabled","Project Delivery","West Midlands (England)","Outside London","60","60","38890","39280"
"In post","2022","Declared disabled","Project Delivery","Yorkshire and The Humber","Outside London","85","80","41230","36520"
"In post","2022","Declared disabled","Property","East Midlands (England)","Outside London","40","40","37600","33400"
"In post","2022","Declared disabled","Property","East of England","Outside London","55","50","34490","33300"
"In post","2022","Declared disabled","Property","London","London","95","90","45370","40650"
"In post","2022","Declared disabled","Property","North East (England)","Outside London","35","30","34190","32030"
"In post","2022","Declared disabled","Property","North West (England)","Outside London","60","55","35150","30930"
"In post","2022","Declared disabled","Property","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","Scotland","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Property","South East (England)","Outside London","80","75","36130","33300"
"In post","2022","Declared disabled","Property","South West (England)","Outside London","60","55","34730","33150"
"In post","2022","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Wales","Outside London","40","35","33590","29780"
"In post","2022","Declared disabled","Property","West Midlands (England)","Outside London","45","45","36350","33300"
"In post","2022","Declared disabled","Property","Yorkshire and The Humber","Outside London","65","60","39100","34000"
"In post","2022","Declared disabled","Psychology","East Midlands (England)","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Psychology","East of England","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Psychology","London","London","5","5","[c]","[c]"
