"Status","Year","Disability","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Merseyside","25","25","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northumberland, and Tyne and Wear","10","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Outer London - South","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","South Yorkshire","35","30","34650","33170"
"In post","2022","Declared disabled","Commercial","Southern Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","West Central Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","West Midlands","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","West Yorkshire","40","35","38170","32130"
"In post","2022","Declared disabled","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Dorset and Somerset","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","East Anglia","10","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","East Wales","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Greater Manchester","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","Hampshire and Isle of Wight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Inner London - East","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","Inner London - West","105","105","43480","40500"
"In post","2022","Declared disabled","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Merseyside","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Midlands","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Derbyshire and Nottinghamshire","30","25","27930","27570"
"In post","2022","Declared disabled","Counter Fraud","Devon","20","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Dorset and Somerset","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East Anglia","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East Wales","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East Yorkshire and Northern Lincolnshire","10","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Eastern Scotland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Essex","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","30","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Greater Manchester","40","35","29120","27570"
"In post","2022","Declared disabled","Counter Fraud","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Inner London - East","25","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Inner London - West","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Kent","50","45","28690","29290"
"In post","2022","Declared disabled","Counter Fraud","Lancashire","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Leicestershire, Rutland and Northamptonshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Merseyside","45","40","27730","27570"
"In post","2022","Declared disabled","Counter Fraud","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","North Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Northumberland, and Tyne and Wear","40","40","28470","27570"
"In post","2022","Declared disabled","Counter Fraud","Outer London - East and North East","70","65","28760","25110"
"In post","2022","Declared disabled","Counter Fraud","Outer London - South","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Outer London - West and North West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Shropshire and Staffordshire","20","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","South Yorkshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Southern Scotland","30","25","23350","21260"
"In post","2022","Declared disabled","Counter Fraud","Surrey, East and West Sussex","30","30","29350","27820"
"In post","2022","Declared disabled","Counter Fraud","Tees Valley and Durham","50","40","26220","27570"
"In post","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","West Central Scotland","50","40","27090","27570"
"In post","2022","Declared disabled","Counter Fraud","West Midlands","55","50","28730","27570"
"In post","2022","Declared disabled","Counter Fraud","West Wales and The Valleys","55","50","27230","27570"
"In post","2022","Declared disabled","Counter Fraud","West Yorkshire","40","35","28280","27570"
"In post","2022","Declared disabled","Digital, Data and Technology","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","30","30","36270","34130"
"In post","2022","Declared disabled","Digital, Data and Technology","Cheshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Devon","80","70","34490","36160"
"In post","2022","Declared disabled","Digital, Data and Technology","Dorset and Somerset","40","35","37500","33290"
"In post","2022","Declared disabled","Digital, Data and Technology","East Anglia","30","30","32390","29270"
"In post","2022","Declared disabled","Digital, Data and Technology","East Wales","80","75","40430","37300"
"In post","2022","Declared disabled","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Eastern Scotland","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Essex","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","175","165","37090","35790"
"In post","2022","Declared disabled","Digital, Data and Technology","Greater Manchester","110","105","43640","37450"
"In post","2022","Declared disabled","Digital, Data and Technology","Hampshire and Isle of Wight","65","60","35470","33300"
"In post","2022","Declared disabled","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Inner London - East","50","50","47420","41750"
"In post","2022","Declared disabled","Digital, Data and Technology","Inner London - West","185","180","47580","42000"
"In post","2022","Declared disabled","Digital, Data and Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Lancashire","100","95","40220","35310"
"In post","2022","Declared disabled","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Lincolnshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Merseyside","55","55","35440","31660"
"In post","2022","Declared disabled","Digital, Data and Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","North Yorkshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Northumberland, and Tyne and Wear","165","155","39840","36240"
"In post","2022","Declared disabled","Digital, Data and Technology","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Outer London - South","45","40","56920","57430"
"In post","2022","Declared disabled","Digital, Data and Technology","Outer London - West and North West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Shropshire and Staffordshire","40","35","40450","35980"
"In post","2022","Declared disabled","Digital, Data and Technology","South Yorkshire","65","60","42240","37900"
"In post","2022","Declared disabled","Digital, Data and Technology","Southern Scotland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Surrey, East and West Sussex","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","West Central Scotland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","West Midlands","50","50","40850","36640"
"In post","2022","Declared disabled","Digital, Data and Technology","West Wales and The Valleys","55","55","37900","33790"
"In post","2022","Declared disabled","Digital, Data and Technology","West Yorkshire","55","55","38970","35310"
"In post","2022","Declared disabled","Economics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Economics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Inner London - East","20","15","[c]","[c]"
"In post","2022","Declared disabled","Economics","Inner London - West","75","70","49510","51500"
"In post","2022","Declared disabled","Economics","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","45","45","41310","35300"
"In post","2022","Declared disabled","Finance","Cheshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","Devon","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Anglia","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Wales","30","30","41530","33300"
"In post","2022","Declared disabled","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Eastern Scotland","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Essex","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","36770","33300"
"In post","2022","Declared disabled","Finance","Greater Manchester","40","40","36050","34980"
"In post","2022","Declared disabled","Finance","Hampshire and Isle of Wight","65","60","33870","33300"
"In post","2022","Declared disabled","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Inner London - East","35","35","47900","43810"
"In post","2022","Declared disabled","Finance","Inner London - West","165","160","48210","44370"
"In post","2022","Declared disabled","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Lancashire","60","55","32510","31990"
"In post","2022","Declared disabled","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Lincolnshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Merseyside","40","40","33150","28970"
"In post","2022","Declared disabled","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","North Yorkshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northumberland, and Tyne and Wear","35","30","35550","31990"
"In post","2022","Declared disabled","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Outer London - South","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Shropshire and Staffordshire","30","30","38990","33300"
"In post","2022","Declared disabled","Finance","South Yorkshire","40","40","35090","31990"
"In post","2022","Declared disabled","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Surrey, East and West Sussex","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Central Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Midlands","40","35","40590","36800"
"In post","2022","Declared disabled","Finance","West Wales and The Valleys","20","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Yorkshire","45","45","38720","34190"
"In post","2022","Declared disabled","Geography","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Dorset and Somerset","25","25","[c]","[c]"
"In post","2022","Declared disabled","Geography","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Cheshire","25","20","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Derbyshire and Nottinghamshire","55","50","36410","33370"
"In post","2022","Declared disabled","Human Resources","Devon","25","20","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Dorset and Somerset","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East Anglia","25","25","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East Wales","65","60","36450","33160"
"In post","2022","Declared disabled","Human Resources","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Eastern Scotland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","100","95","36620","33300"
"In post","2022","Declared disabled","Human Resources","Greater Manchester","50","50","38750","33600"
"In post","2022","Declared disabled","Human Resources","Hampshire and Isle of Wight","35","35","34650","32000"
"In post","2022","Declared disabled","Human Resources","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Inner London - East","40","40","48950","45070"
"In post","2022","Declared disabled","Human Resources","Inner London - West","270","260","47320","41970"
"In post","2022","Declared disabled","Human Resources","Kent","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Lancashire","55","50","33410","28410"
"In post","2022","Declared disabled","Human Resources","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Lincolnshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Merseyside","40","40","40560","36330"
"In post","2022","Declared disabled","Human Resources","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","North Yorkshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Northumberland, and Tyne and Wear","35","30","40650","34290"
"In post","2022","Declared disabled","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Outer London - South","50","45","47430","42550"
"In post","2022","Declared disabled","Human Resources","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","South Yorkshire","25","25","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Southern Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","West Central Scotland","50","45","25070","21830"
"In post","2022","Declared disabled","Human Resources","West Midlands","25","25","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","West Wales and The Valleys","30","25","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","West Yorkshire","65","60","40870","38380"
