"Status","Year","Disability","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","G7","Heterosexual / straight","70","70","56770","55210"
"In post","2022","Declared disabled","East of England","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","East of England","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","HEO","Heterosexual / straight","255","240","34070","33300"
"In post","2022","Declared disabled","East of England","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","East of England","HEO","Undeclared","35","35","34530","33300"
"In post","2022","Declared disabled","East of England","HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","East of England","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","SEO","Heterosexual / straight","160","155","43240","41440"
"In post","2022","Declared disabled","East of England","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","East of England","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","East of England","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","East of England","Unknown","Heterosexual / straight","220","200","29110","28200"
"In post","2022","Declared disabled","East of England","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","East of England","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","London","AA","Heterosexual / straight","135","120","22830","22460"
"In post","2022","Declared disabled","London","AA","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","London","AA","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","London","AA","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","AO","Heterosexual / straight","860","785","25740","25110"
"In post","2022","Declared disabled","London","AO","LGBO","80","75","26950","25110"
"In post","2022","Declared disabled","London","AO","Undeclared","115","100","25410","25110"
"In post","2022","Declared disabled","London","AO","Unknown","100","90","25790","25110"
"In post","2022","Declared disabled","London","EO","Heterosexual / straight","1775","1665","30340","30750"
"In post","2022","Declared disabled","London","EO","LGBO","235","230","30020","30460"
"In post","2022","Declared disabled","London","EO","Undeclared","280","255","30230","30500"
"In post","2022","Declared disabled","London","EO","Unknown","185","165","30760","31060"
"In post","2022","Declared disabled","London","G6","Heterosexual / straight","505","485","68890","68040"
"In post","2022","Declared disabled","London","G6","LGBO","75","75","67660","66230"
"In post","2022","Declared disabled","London","G6","Undeclared","70","65","69430","68710"
"In post","2022","Declared disabled","London","G6","Unknown","30","30","69590","68630"
"In post","2022","Declared disabled","London","G7","Heterosexual / straight","1140","1100","56890","55470"
"In post","2022","Declared disabled","London","G7","LGBO","240","235","55900","54700"
"In post","2022","Declared disabled","London","G7","Undeclared","145","145","57430","57430"
"In post","2022","Declared disabled","London","G7","Unknown","65","60","58280","58940"
"In post","2022","Declared disabled","London","HEO","Heterosexual / straight","1315","1275","35950","35210"
"In post","2022","Declared disabled","London","HEO","LGBO","265","260","35140","34550"
"In post","2022","Declared disabled","London","HEO","Undeclared","185","180","35920","35680"
"In post","2022","Declared disabled","London","HEO","Unknown","85","80","36620","37290"
"In post","2022","Declared disabled","London","SCS level","Heterosexual / straight","220","210","91130","82350"
"In post","2022","Declared disabled","London","SCS level","LGBO","45","45","87540","77450"
"In post","2022","Declared disabled","London","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","SEO","Heterosexual / straight","955","925","43440","42410"
"In post","2022","Declared disabled","London","SEO","LGBO","170","165","42350","41750"
"In post","2022","Declared disabled","London","SEO","Undeclared","130","125","43400","42110"
"In post","2022","Declared disabled","London","SEO","Unknown","45","45","43060","42780"
"In post","2022","Declared disabled","London","Unknown","Heterosexual / straight","330","315","34770","34100"
"In post","2022","Declared disabled","London","Unknown","LGBO","35","35","36700","34100"
"In post","2022","Declared disabled","London","Unknown","Undeclared","45","45","36780","33700"
"In post","2022","Declared disabled","London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","AA","Heterosexual / straight","80","65","20090","20810"
"In post","2022","Declared disabled","North East (England)","AA","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","AA","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","AO","Heterosexual / straight","1110","935","21790","21260"
"In post","2022","Declared disabled","North East (England)","AO","LGBO","85","80","21650","21260"
"In post","2022","Declared disabled","North East (England)","AO","Undeclared","135","115","21900","21260"
"In post","2022","Declared disabled","North East (England)","AO","Unknown","145","120","22020","21260"
"In post","2022","Declared disabled","North East (England)","EO","Heterosexual / straight","880","775","27280","27570"
"In post","2022","Declared disabled","North East (England)","EO","LGBO","70","70","27160","27570"
"In post","2022","Declared disabled","North East (England)","EO","Undeclared","75","65","27120","27570"
"In post","2022","Declared disabled","North East (England)","EO","Unknown","75","65","27280","27570"
"In post","2022","Declared disabled","North East (England)","G6","Heterosexual / straight","30","30","65480","64050"
"In post","2022","Declared disabled","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","G6","Undeclared","10","5","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","G7","Heterosexual / straight","140","135","52730","52310"
"In post","2022","Declared disabled","North East (England)","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","HEO","Heterosexual / straight","355","335","32510","32820"
"In post","2022","Declared disabled","North East (England)","HEO","LGBO","40","35","32280","33080"
"In post","2022","Declared disabled","North East (England)","HEO","Undeclared","40","35","32710","33270"
"In post","2022","Declared disabled","North East (England)","HEO","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SEO","Heterosexual / straight","200","195","39590","40180"
"In post","2022","Declared disabled","North East (England)","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SEO","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Unknown","Heterosexual / straight","180","170","30370","28200"
"In post","2022","Declared disabled","North East (England)","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Unknown","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","AA","Heterosexual / straight","160","140","19900","19810"
"In post","2022","Declared disabled","North West (England)","AA","LGBO","15","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","AA","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","AA","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","AO","Heterosexual / straight","1780","1545","21740","21260"
"In post","2022","Declared disabled","North West (England)","AO","LGBO","190","180","22170","21260"
"In post","2022","Declared disabled","North West (England)","AO","Undeclared","245","210","21820","21260"
"In post","2022","Declared disabled","North West (England)","AO","Unknown","245","205","21670","21260"
"In post","2022","Declared disabled","North West (England)","EO","Heterosexual / straight","1815","1625","27190","27570"
"In post","2022","Declared disabled","North West (England)","EO","LGBO","180","175","27010","27570"
"In post","2022","Declared disabled","North West (England)","EO","Undeclared","255","225","27220","27570"
"In post","2022","Declared disabled","North West (England)","EO","Unknown","190","165","27470","27570"
"In post","2022","Declared disabled","North West (England)","G6","Heterosexual / straight","85","85","67720","66610"
"In post","2022","Declared disabled","North West (England)","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","G7","Heterosexual / straight","315","300","53890","54160"
"In post","2022","Declared disabled","North West (England)","G7","LGBO","35","30","52780","52280"
"In post","2022","Declared disabled","North West (England)","G7","Undeclared","35","35","52580","52280"
"In post","2022","Declared disabled","North West (England)","G7","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","HEO","Heterosexual / straight","720","675","32780","33080"
"In post","2022","Declared disabled","North West (England)","HEO","LGBO","100","95","32780","33080"
"In post","2022","Declared disabled","North West (England)","HEO","Undeclared","90","85","33360","33080"
"In post","2022","Declared disabled","North West (England)","HEO","Unknown","50","50","33460","33370"
"In post","2022","Declared disabled","North West (England)","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","SEO","Heterosexual / straight","455","430","40170","40180"
"In post","2022","Declared disabled","North West (England)","SEO","LGBO","45","45","38600","37460"
"In post","2022","Declared disabled","North West (England)","SEO","Undeclared","45","45","39480","38270"
"In post","2022","Declared disabled","North West (England)","SEO","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","Unknown","Heterosexual / straight","400","375","30740","28200"
"In post","2022","Declared disabled","North West (England)","Unknown","LGBO","50","45","29100","28200"
"In post","2022","Declared disabled","North West (England)","Unknown","Undeclared","40","40","31720","31360"
"In post","2022","Declared disabled","North West (England)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AA","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AO","Heterosexual / straight","75","70","22230","21680"
"In post","2022","Declared disabled","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","EO","Heterosexual / straight","70","60","27080","26820"
"In post","2022","Declared disabled","Northern Ireland","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","HEO","Heterosexual / straight","60","60","33250","33370"
"In post","2022","Declared disabled","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G6","Heterosexual / straight","30","30","67410","65470"
"In post","2022","Declared disabled","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G7","Heterosexual / straight","40","40","55430","54500"
"In post","2022","Declared disabled","Overseas","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","HEO","Heterosexual / straight","55","55","34150","33820"
"In post","2022","Declared disabled","Overseas","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","AA","Heterosexual / straight","165","150","21480","21050"
"In post","2022","Declared disabled","Scotland","AA","LGBO","35","35","21870","21640"
"In post","2022","Declared disabled","Scotland","AA","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Scotland","AA","Unknown","35","35","22360","23230"
"In post","2022","Declared disabled","Scotland","AO","Heterosexual / straight","955","830","22250","21260"
"In post","2022","Declared disabled","Scotland","AO","LGBO","140","135","22090","21260"
"In post","2022","Declared disabled","Scotland","AO","Undeclared","135","120","22060","21260"
"In post","2022","Declared disabled","Scotland","AO","Unknown","175","150","23680","22080"
"In post","2022","Declared disabled","Scotland","EO","Heterosexual / straight","1130","1025","28110","27570"
"In post","2022","Declared disabled","Scotland","EO","LGBO","140","135","27590","27570"
"In post","2022","Declared disabled","Scotland","EO","Undeclared","125","110","28020","27570"
"In post","2022","Declared disabled","Scotland","EO","Unknown","200","180","31290","31060"
"In post","2022","Declared disabled","Scotland","G6","Heterosexual / straight","70","70","71670","73320"
"In post","2022","Declared disabled","Scotland","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Scotland","G6","Undeclared","10","5","[c]","[c]"
"In post","2022","Declared disabled","Scotland","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Scotland","G7","Heterosexual / straight","200","190","56060","55210"
"In post","2022","Declared disabled","Scotland","G7","LGBO","35","35","55590","54700"
"In post","2022","Declared disabled","Scotland","G7","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Scotland","G7","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Scotland","HEO","Heterosexual / straight","490","470","34060","33300"
"In post","2022","Declared disabled","Scotland","HEO","LGBO","105","105","33800","33370"
"In post","2022","Declared disabled","Scotland","HEO","Undeclared","50","45","33560","33080"
"In post","2022","Declared disabled","Scotland","HEO","Unknown","60","55","36710","36130"
"In post","2022","Declared disabled","Scotland","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","SEO","Heterosexual / straight","360","345","44050","42810"
"In post","2022","Declared disabled","Scotland","SEO","LGBO","45","40","42040","39960"
"In post","2022","Declared disabled","Scotland","SEO","Undeclared","35","30","44740","43660"
"In post","2022","Declared disabled","Scotland","SEO","Unknown","35","30","45650","45960"
"In post","2022","Declared disabled","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","AA","Heterosexual / straight","205","175","20820","19850"
"In post","2022","Declared disabled","South East (England)","AA","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","AA","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","AA","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","AO","Heterosexual / straight","900","810","24110","21960"
"In post","2022","Declared disabled","South East (England)","AO","LGBO","120","110","25500","24140"
"In post","2022","Declared disabled","South East (England)","AO","Undeclared","130","115","23700","21490"
"In post","2022","Declared disabled","South East (England)","AO","Unknown","100","80","23460","22080"
"In post","2022","Declared disabled","South East (England)","EO","Heterosexual / straight","1135","1045","28240","27570"
"In post","2022","Declared disabled","South East (England)","EO","LGBO","115","110","28600","27570"
"In post","2022","Declared disabled","South East (England)","EO","Undeclared","170","155","28440","27570"
"In post","2022","Declared disabled","South East (England)","EO","Unknown","80","70","28970","27570"
"In post","2022","Declared disabled","South East (England)","G6","Heterosexual / straight","30","30","68270","65660"
"In post","2022","Declared disabled","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","G7","Heterosexual / straight","165","160","54800","54000"
"In post","2022","Declared disabled","South East (England)","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","G7","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","HEO","Heterosexual / straight","475","450","33870","33300"
"In post","2022","Declared disabled","South East (England)","HEO","LGBO","70","65","33420","33270"
"In post","2022","Declared disabled","South East (England)","HEO","Undeclared","75","70","33890","33300"
"In post","2022","Declared disabled","South East (England)","HEO","Unknown","35","30","33640","33680"
"In post","2022","Declared disabled","South East (England)","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","SEO","Heterosexual / straight","305","290","42280","40580"
"In post","2022","Declared disabled","South East (England)","SEO","LGBO","30","25","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","SEO","Undeclared","40","40","43140","41500"
"In post","2022","Declared disabled","South East (England)","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","Unknown","Heterosexual / straight","305","280","30380","28200"
"In post","2022","Declared disabled","South East (England)","Unknown","LGBO","40","40","29500","25190"
