"Status","Year","Function_of_post","Parent_department","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","East Midlands (England)","Outside London","10","10","41670","41990"
"In post","2022","Analysis","Department for Education","London","London","70","65","49030","45940"
"In post","2022","Analysis","Department for Education","North East (England)","Outside London","10","10","44680","46220"
"In post","2022","Analysis","Department for Education","North West (England)","Outside London","25","25","38800","37590"
"In post","2022","Analysis","Department for Education","South West (England)","Outside London","20","20","37340","39240"
"In post","2022","Analysis","Department for Education","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Yorkshire and The Humber","Outside London","60","55","45510","46170"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East of England","Outside London","325","310","34700","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","20","20","32170","29690"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","145","140","33380","29750"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","15","15","27190","25460"
"In post","2022","Analysis","Department for International Trade","London","London","250","250","44110","40270"
"In post","2022","Analysis","Department for International Trade","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","London","200","195","48100","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","Outside London","20","15","35990","30190"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","London","London","320","310","48090","54110"
"In post","2022","Analysis","Department for Transport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South East (England)","Outside London","15","10","39770","33350"
"In post","2022","Analysis","Department for Transport","South West (England)","Outside London","20","15","32240","31380"
"In post","2022","Analysis","Department for Transport","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands (England)","Outside London","10","10","32530","28990"
"In post","2022","Analysis","Department for Transport","Yorkshire and The Humber","Outside London","20","20","31500","28780"
"In post","2022","Analysis","Department for Work and Pensions","East Midlands (England)","Outside London","20","20","42990","37190"
"In post","2022","Analysis","Department for Work and Pensions","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","London","London","250","240","46140","40270"
"In post","2022","Analysis","Department for Work and Pensions","North East (England)","Outside London","110","105","39900","36320"
"In post","2022","Analysis","Department for Work and Pensions","North West (England)","Outside London","65","65","36610","31990"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Yorkshire and The Humber","Outside London","220","205","42740","37340"
"In post","2022","Analysis","Department of Health and Social Care","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","London","London","355","340","51900","53360"
"In post","2022","Analysis","Department of Health and Social Care","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Yorkshire and The Humber","Outside London","85","85","46320","49530"
"In post","2022","Analysis","Estyn","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","London","20","20","38130","40350"
"In post","2022","Analysis","Food Standards Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","London","55","55","59450","61400"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","London","15","15","50690","50590"
"In post","2022","Analysis","HM Land Registry","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East of England","Outside London","25","20","47990","40520"
"In post","2022","Analysis","HM Revenue and Customs","London","London","400","390","49890","43810"
"In post","2022","Analysis","HM Revenue and Customs","North East (England)","Outside London","30","30","44230","40180"
"In post","2022","Analysis","HM Revenue and Customs","North West (England)","Outside London","305","295","40930","40180"
"In post","2022","Analysis","HM Revenue and Customs","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","South West (England)","Outside London","10","10","41340","40340"
"In post","2022","Analysis","HM Revenue and Customs","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Yorkshire and The Humber","Outside London","10","10","48450","46300"
"In post","2022","Analysis","HM Treasury","London","London","60","55","62400","54640"
"In post","2022","Analysis","HM Treasury","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East of England","Outside London","20","20","34650","33460"
"In post","2022","Analysis","Ministry of Defence","London","London","100","100","45330","45030"
"In post","2022","Analysis","Ministry of Defence","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","South East (England)","Outside London","440","420","40840","38110"
"In post","2022","Analysis","Ministry of Defence","South West (England)","Outside London","210","200","38230","38070"
"In post","2022","Analysis","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","West Midlands (England)","Outside London","15","15","33380","33000"
"In post","2022","Analysis","Ministry of Defence","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","London","London","460","445","48520","43810"
"In post","2022","Analysis","Ministry of Justice","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","North West (England)","Outside London","15","10","43170","39020"
"In post","2022","Analysis","Ministry of Justice","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Yorkshire and The Humber","Outside London","55","55","35870","32530"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","London","25","25","46900","42850"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","North West (England)","Outside London","10","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","South West (England)","Outside London","80","75","39930","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","London","120","115","46210","39080"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Scotland","Outside London","55","55","39680","35000"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","London","25","25","56150","55430"
"In post","2022","Analysis","Office of Rail and Road","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Scotland","Outside London","30","30","38790","37710"
"In post","2022","Analysis","UK Export Finance","London","London","30","30","49920","44750"
"In post","2022","Analysis","UK Statistics Authority","London","London","210","210","43700","39840"
"In post","2022","Analysis","UK Statistics Authority","North East (England)","Outside London","15","15","31410","30710"
"In post","2022","Analysis","UK Statistics Authority","Scotland","Outside London","15","10","44510","41590"
"In post","2022","Analysis","UK Statistics Authority","South East (England)","Outside London","520","495","38000","36840"
"In post","2022","Analysis","UK Statistics Authority","Wales","Outside London","1215","1165","37230","36840"
"In post","2022","Analysis","Water Services Regulation Authority","London","London","30","30","62630","54800"
"In post","2022","Analysis","Water Services Regulation Authority","West Midlands (England)","Outside London","15","10","55030","51630"
"In post","2022","Analysis","Welsh Government","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","London","London","10","10","38800","34500"
"In post","2022","Commercial","Attorney General's Departments","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Yorkshire and The Humber","Outside London","15","15","37940","38180"
"In post","2022","Commercial","Cabinet Office","East Midlands (England)","Outside London","15","15","75670","70000"
"In post","2022","Commercial","Cabinet Office","East of England","Outside London","135","125","47640","39360"
"In post","2022","Commercial","Cabinet Office","London","London","845","835","72590","65000"
"In post","2022","Commercial","Cabinet Office","North East (England)","Outside London","25","25","65660","65250"
"In post","2022","Commercial","Cabinet Office","North West (England)","Outside London","385","380","50130","43260"
"In post","2022","Commercial","Cabinet Office","Scotland","Outside London","55","55","65250","63550"
"In post","2022","Commercial","Cabinet Office","South East (England)","Outside London","75","70","71080","68400"
"In post","2022","Commercial","Cabinet Office","South West (England)","Outside London","100","100","74510","66730"
"In post","2022","Commercial","Cabinet Office","Unknown","Unknown","65","60","53190","53110"
"In post","2022","Commercial","Cabinet Office","Wales","Outside London","80","80","39370","33510"
"In post","2022","Commercial","Cabinet Office","West Midlands (England)","Outside London","80","80","69270","65250"
"In post","2022","Commercial","Cabinet Office","Yorkshire and The Humber","Outside London","160","160","61870","61710"
"In post","2022","Commercial","Chancellor's other departments","London","London","15","15","57880","49700"
"In post","2022","Commercial","Chancellor's other departments","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","London","London","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","London","London","45","40","46330","40680"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","190","180","44640","45270"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Wales","Outside London","15","15","41100","41290"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","10","10","42140","42700"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","London","London","25","25","43940","39020"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education","East Midlands (England)","Outside London","15","15","43700","44090"
"In post","2022","Commercial","Department for Education","London","London","15","15","53450","54170"
"In post","2022","Commercial","Department for Education","North East (England)","Outside London","60","60","36690","36500"
"In post","2022","Commercial","Department for Education","North West (England)","Outside London","60","60","39200","36500"
"In post","2022","Commercial","Department for Education","West Midlands (England)","Outside London","30","30","39620","36780"
"In post","2022","Commercial","Department for Education","Yorkshire and The Humber","Outside London","85","85","35430","36500"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","20","20","26960","24920"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","East of England","Outside London","25","25","39750","36860"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","London","London","15","15","35470","36910"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","10","10","34990","35900"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","40","40","37130","34890"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","45","40","37600","36240"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Wales","Outside London","15","15","36660","35900"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","20","20","32720","33780"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","20","20","38070","36970"
"In post","2022","Commercial","Department for International Trade","London","London","30","30","37490","38160"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","London","London","25","25","42800","40620"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Transport","East Midlands (England)","Outside London","25","25","34190","32460"
"In post","2022","Commercial","Department for Transport","London","London","125","120","50700","45200"
"In post","2022","Commercial","Department for Transport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Transport","South East (England)","Outside London","30","25","40370","39040"
"In post","2022","Commercial","Department for Transport","South West (England)","Outside London","20","20","36910","34040"
"In post","2022","Commercial","Department for Transport","Wales","Outside London","180","165","32630","30730"
"In post","2022","Commercial","Department for Transport","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Transport","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","East Midlands (England)","Outside London","25","25","43760","44500"
"In post","2022","Commercial","Department for Work and Pensions","North West (England)","Outside London","20","20","34040","31710"
"In post","2022","Commercial","Department for Work and Pensions","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","London","London","280","275","50380","53360"
"In post","2022","Commercial","Department of Health and Social Care","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","North West (England)","Outside London","10","10","42260","38670"
"In post","2022","Commercial","Department of Health and Social Care","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","South West (England)","Outside London","20","20","42880","41770"
"In post","2022","Commercial","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Yorkshire and The Humber","Outside London","105","100","46870","42100"
"In post","2022","Commercial","Estyn","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Yorkshire and The Humber","Outside London","10","10","38160","37350"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","London","15","15","67230","63000"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Scotland","Outside London","50","50","38520","39410"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","South East (England)","Outside London","90","85","40120","34520"
"In post","2022","Commercial","HM Land Registry","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","London","5","5","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","South West (England)","Outside London","10","10","40040","38550"
"In post","2022","Commercial","HM Revenue and Customs","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","London","London","10","5","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","North West (England)","Outside London","105","100","36720","33370"
"In post","2022","Commercial","HM Revenue and Customs","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","West Midlands (England)","Outside London","35","35","40280","40520"
"In post","2022","Commercial","HM Treasury","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","London","London","10","10","59220","39430"
"In post","2022","Commercial","HM Treasury","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","East of England","Outside London","50","50","34680","33300"
"In post","2022","Commercial","Ministry of Defence","London","London","50","50","39870","37000"
"In post","2022","Commercial","Ministry of Defence","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","North West (England)","Outside London","20","20","41410","39410"
"In post","2022","Commercial","Ministry of Defence","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Overseas","Overseas","35","35","48640","42170"
"In post","2022","Commercial","Ministry of Defence","Scotland","Outside London","155","155","35280","33300"
"In post","2022","Commercial","Ministry of Defence","South East (England)","Outside London","265","255","34620","34800"
"In post","2022","Commercial","Ministry of Defence","South West (England)","Outside London","1040","1000","40130","38240"
"In post","2022","Commercial","Ministry of Defence","Wales","Outside London","30","30","31580","31180"
"In post","2022","Commercial","Ministry of Defence","West Midlands (England)","Outside London","50","50","33070","33150"
"In post","2022","Commercial","Ministry of Defence","Yorkshire and The Humber","Outside London","15","15","33950","36460"
"In post","2022","Commercial","Ministry of Justice","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","London","London","95","95","41170","41750"
"In post","2022","Commercial","Ministry of Justice","North West (England)","Outside London","20","20","35000","36050"
"In post","2022","Commercial","Ministry of Justice","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","West Midlands (England)","Outside London","60","60","26490","25120"
"In post","2022","Commercial","Ministry of Justice","Yorkshire and The Humber","Outside London","70","70","34090","36050"
"In post","2022","Commercial","National Crime Agency","London","London","5","5","[c]","[c]"
