"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","East of England","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Cambridgeshire CC","Outside London","50","50","37320","34800"
"In post","2022","Commercial","East of England","Central Bedfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","East of England","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Hertfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","East of England","Norwich and East Norfolk","Outside London","115","110","44100","38980"
"In post","2022","Commercial","East of England","Peterborough","Outside London","20","20","51140","37790"
"In post","2022","Commercial","East of England","Suffolk CC","Outside London","15","15","41920","37280"
"In post","2022","Commercial","London","Barnet","London","15","15","45210","40470"
"In post","2022","Commercial","London","Brent","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Camden and City of London","London","15","15","67050","39430"
"In post","2022","Commercial","London","Croydon","London","25","25","65210","66270"
"In post","2022","Commercial","London","Hackney and Newham","London","10","5","[c]","[c]"
"In post","2022","Commercial","London","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Hounslow and Richmond upon Thames","London","40","35","30070","24150"
"In post","2022","Commercial","London","Lambeth","London","40","40","50810","53120"
"In post","2022","Commercial","London","Lewisham and Southwark","London","10","10","[c]","[c]"
"In post","2022","Commercial","London","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Tower Hamlets","London","150","145","48970","46730"
"In post","2022","Commercial","London","Westminster","London","1555","1530","60930","54700"
"In post","2022","Commercial","North East (England)","Darlington","Outside London","55","50","43260","36500"
"In post","2022","Commercial","North East (England)","Durham","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Tyneside","Outside London","45","45","43870","37960"
"In post","2022","Commercial","North West (England)","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Blackpool","Outside London","35","35","57460","61710"
"In post","2022","Commercial","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","East Merseyside","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","North West (England)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Greater Manchester South West","Outside London","165","160","46220","40520"
"In post","2022","Commercial","North West (England)","Liverpool","Outside London","230","230","42570","38980"
"In post","2022","Commercial","North West (England)","Manchester","Outside London","145","140","45110","37880"
"In post","2022","Commercial","North West (England)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Sefton","Outside London","30","25","39010","33170"
"In post","2022","Commercial","North West (England)","Warrington","Outside London","20","20","44420","38940"
"In post","2022","Commercial","North West (England)","West Cumbria","Outside London","15","15","42830","38240"
"In post","2022","Commercial","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Lisburn and Castlereagh","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Overseas","40","40","48970","42750"
"In post","2022","Commercial","Scotland","Aberdeen City and Aberdeenshire","Outside London","10","5","[c]","[c]"
"In post","2022","Commercial","Scotland","City of Edinburgh","Outside London","60","55","38650","36360"
"In post","2022","Commercial","Scotland","Clackmannanshire and Fife","Outside London","20","20","36540","36620"
"In post","2022","Commercial","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","10","10","34680","32420"
"In post","2022","Commercial","Scotland","Falkirk","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Scotland","Glasgow City","Outside London","175","175","40410","34500"
"In post","2022","Commercial","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Scotland","Perth and Kinross, and Stirling","Outside London","15","10","29420","26900"
"In post","2022","Commercial","Scotland","South Lanarkshire","Outside London","65","60","43890","40100"
"In post","2022","Commercial","Scotland","West Lothian","Outside London","10","10","35850","40290"
"In post","2022","Commercial","South East (England)","Berkshire","Outside London","20","20","44620","40920"
"In post","2022","Commercial","South East (England)","Buckinghamshire","Outside London","65","65","40020","40000"
"In post","2022","Commercial","South East (England)","Central Hampshire","Outside London","175","170","41760","38070"
"In post","2022","Commercial","South East (England)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Milton Keynes","Outside London","70","70","46750","43210"
"In post","2022","Commercial","South East (England)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Oxfordshire CC","Outside London","25","25","36960","29160"
"In post","2022","Commercial","South East (England)","Portsmouth","Outside London","50","45","37370","34500"
"In post","2022","Commercial","South East (England)","South Hampshire","Outside London","20","20","48880","49700"
"In post","2022","Commercial","South East (England)","Southampton","Outside London","25","25","40440","39040"
"In post","2022","Commercial","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","West Surrey","Outside London","30","30","45020","36970"
"In post","2022","Commercial","South East (England)","West Sussex (North East)","Outside London","25","20","30390","27320"
"In post","2022","Commercial","South East (England)","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","770","745","42760","40000"
"In post","2022","Commercial","South West (England)","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Bristol, City of","Outside London","75","75","46890","39390"
"In post","2022","Commercial","South West (England)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Devon CC","Outside London","200","190","44240","45150"
"In post","2022","Commercial","South West (England)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Gloucestershire CC","Outside London","10","5","[c]","[c]"
"In post","2022","Commercial","South West (England)","Plymouth","Outside London","20","20","38520","36100"
"In post","2022","Commercial","South West (England)","Somerset CC","Outside London","90","90","42350","42510"
"In post","2022","Commercial","South West (England)","Swindon","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","South West (England)","Wiltshire","Outside London","255","245","42180","38070"
"In post","2022","Commercial","Unknown","Unknown","Unknown","65","65","52900","49700"
"In post","2022","Commercial","Wales","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Cardiff and Vale of Glamorgan","Outside London","25","25","43300","41150"
"In post","2022","Commercial","Wales","Flintshire and Wrexham","Outside London","25","25","32770","32230"
"In post","2022","Commercial","Wales","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Monmouthshire and Newport","Outside London","110","105","38770","33510"
"In post","2022","Commercial","Wales","Powys","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Wales","South West Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Wales","Swansea","Outside London","190","175","33010","30730"
"In post","2022","Commercial","West Midlands (England)","Birmingham","Outside London","70","70","51410","40800"
"In post","2022","Commercial","West Midlands (England)","Coventry","Outside London","45","40","47870","44220"
"In post","2022","Commercial","West Midlands (England)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Shropshire","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Solihull","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Staffordshire CC","Outside London","100","100","31150","26350"
"In post","2022","Commercial","West Midlands (England)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Telford and Wrekin","Outside London","60","55","50280","40900"
"In post","2022","Commercial","West Midlands (England)","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Wolverhampton","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Worcestershire CC","Outside London","20","20","33730","31660"
"In post","2022","Commercial","Yorkshire and The Humber","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Leeds","Outside London","285","280","48170","42480"
"In post","2022","Commercial","Yorkshire and The Humber","North Yorkshire CC","Outside London","20","20","39890","40290"
"In post","2022","Commercial","Yorkshire and The Humber","Sheffield","Outside London","125","120","43740","36780"
"In post","2022","Commercial","Yorkshire and The Humber","Wakefield","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","York","Outside London","60","60","43550","37410"
"In post","2022","Communications","East Midlands (England)","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Lincolnshire CC","Outside London","15","15","31070","31510"
"In post","2022","Communications","East Midlands (England)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Nottingham","Outside London","635","620","30040","26820"
"In post","2022","Communications","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Cambridgeshire CC","Outside London","15","15","32990","33300"
"In post","2022","Communications","East of England","Central Bedfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","East of England","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Hertfordshire CC","Outside London","10","10","[c]","[c]"
"In post","2022","Communications","East of England","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Peterborough","Outside London","15","10","35340","31270"
"In post","2022","Communications","East of England","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Suffolk CC","Outside London","15","15","31310","30200"
"In post","2022","Communications","London","Barnet","London","20","20","34850","34640"
"In post","2022","Communications","London","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Camden and City of London","London","20","20","49730","42340"
"In post","2022","Communications","London","Croydon","London","40","40","45110","42100"
"In post","2022","Communications","London","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Hackney and Newham","London","30","30","48290","43810"
"In post","2022","Communications","London","Hounslow and Richmond upon Thames","London","20","15","33960","29780"
"In post","2022","Communications","London","Lambeth","London","60","60","48850","44310"
"In post","2022","Communications","London","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Tower Hamlets","London","145","140","47160","40930"
"In post","2022","Communications","London","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Westminster","London","2080","2040","47450","43330"
"In post","2022","Communications","North East (England)","Darlington","Outside London","25","25","30750","27840"
"In post","2022","Communications","North East (England)","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Tyneside","Outside London","1485","1405","29670","26820"
"In post","2022","Communications","North West (England)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","East Cumbria","Outside London","10","10","35540","31890"
"In post","2022","Communications","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Greater Manchester South West","Outside London","355","350","29580","26820"
"In post","2022","Communications","North West (England)","Lancaster and Wyre","Outside London","15","15","31330","33000"
"In post","2022","Communications","North West (England)","Liverpool","Outside London","25","25","43410","39930"
"In post","2022","Communications","North West (England)","Manchester","Outside London","290","285","30500","26820"
"In post","2022","Communications","North West (England)","Mid Lancashire","Outside London","10","10","40740","38750"
"In post","2022","Communications","North West (England)","Sefton","Outside London","55","50","40220","37910"
"In post","2022","Communications","North West (England)","Warrington","Outside London","10","10","[c]","[c]"
"In post","2022","Communications","North West (England)","West Cumbria","Outside London","15","15","32630","29180"
"In post","2022","Communications","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Belfast","Outside London","25","25","43830","38270"
"In post","2022","Communications","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","Communications","Scotland","City of Edinburgh","Outside London","50","50","38990","37710"
"In post","2022","Communications","Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Glasgow City","Outside London","25","25","34860","33300"
"In post","2022","Communications","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","South Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Berkshire","Outside London","25","25","33540","34270"
"In post","2022","Communications","South East (England)","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Buckinghamshire","Outside London","30","25","36150","35000"
"In post","2022","Communications","South East (England)","Central Hampshire","Outside London","75","70","32610","30390"
"In post","2022","Communications","South East (England)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
