"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","North West (England)","20","20","32170","29690"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","South West (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","East of England","320","305","34670","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","South West (England)","140","135","33550","29750"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Economics","London","145","145","44230","40330"
"In post","2022","Analysis","Department for International Trade","Operational Research","London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Other","London","15","15","39710","32120"
"In post","2022","Analysis","Department for International Trade","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Policy","London","10","10","50460","47870"
"In post","2022","Analysis","Department for International Trade","Social Research","London","20","20","43020","32430"
"In post","2022","Analysis","Department for International Trade","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Statistics","London","50","50","44730","41530"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Economics","London","60","55","48610","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","London","30","30","50660","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","London","110","110","47460","42980"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","South West (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","West Midlands (England)","15","15","36710","30190"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Economics","London","145","145","48530","54110"
"In post","2022","Analysis","Department for Transport","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","London","15","15","48980","54110"
"In post","2022","Analysis","Department for Transport","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","South East (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","South West (England)","20","15","32240","31380"
"In post","2022","Analysis","Department for Transport","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Operational Research","Yorkshire and The Humber","10","10","24990","21840"
"In post","2022","Analysis","Department for Transport","Other","London","40","35","50720","54110"
"In post","2022","Analysis","Department for Transport","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Social Research","London","45","45","48980","46710"
"In post","2022","Analysis","Department for Transport","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Statistics","London","70","70","44730","42470"
"In post","2022","Analysis","Department for Transport","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Statistics","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","London","25","25","42850","37380"
"In post","2022","Analysis","Department for Work and Pensions","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","North West (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","East Midlands (England)","10","10","38070","31680"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","North West (England)","10","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Research","London","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Research","North East (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Policy","London","110","105","48740","41240"
"In post","2022","Analysis","Department for Work and Pensions","Policy","North East (England)","15","15","37900","35940"
"In post","2022","Analysis","Department for Work and Pensions","Policy","North West (England)","15","15","37630","33790"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Yorkshire and The Humber","90","80","46600","45820"
"In post","2022","Analysis","Department for Work and Pensions","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Social Research","London","25","25","36150","35000"
"In post","2022","Analysis","Department for Work and Pensions","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Social Research","Yorkshire and The Humber","10","10","32960","31000"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","London","45","40","51670","45050"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","North East (England)","70","70","42960","36780"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","North West (England)","20","20","41880","35590"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Yorkshire and The Humber","60","60","44310","36860"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","London","20","20","37540","25110"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","North East (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","North West (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Yorkshire and The Humber","30","30","34360","21260"
"In post","2022","Analysis","Department of Health and Social Care","Commercial","London","10","10","50110","53360"
"In post","2022","Analysis","Department of Health and Social Care","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Economics","London","70","70","48360","53360"
"In post","2022","Analysis","Department of Health and Social Care","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Economics","Yorkshire and The Humber","15","15","45260","49530"
"In post","2022","Analysis","Department of Health and Social Care","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Medicine","London","10","10","53280","53360"
"In post","2022","Analysis","Department of Health and Social Care","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Operational Delivery","London","20","20","45900","53100"
"In post","2022","Analysis","Department of Health and Social Care","Operational Delivery","Yorkshire and The Humber","15","15","49650","51480"
"In post","2022","Analysis","Department of Health and Social Care","Other","London","35","35","50150","53620"
"In post","2022","Analysis","Department of Health and Social Care","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Policy","London","140","135","53940","53360"
"In post","2022","Analysis","Department of Health and Social Care","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Policy","Yorkshire and The Humber","20","20","46820","49530"
"In post","2022","Analysis","Department of Health and Social Care","Science and Engineering","London","25","25","62090","66230"
"In post","2022","Analysis","Department of Health and Social Care","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Statistics","London","20","20","48930","53360"
"In post","2022","Analysis","Department of Health and Social Care","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Statistics","Yorkshire and The Humber","25","20","47110","49530"
"In post","2022","Analysis","Estyn","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","London","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","London","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Operational Research","London","55","55","59450","61400"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","London","15","15","50690","50590"
"In post","2022","Analysis","HM Land Registry","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","North West (England)","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Economics","London","75","75","51540","43430"
"In post","2022","Analysis","HM Revenue and Customs","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Economics","North West (England)","40","40","38650","33370"
"In post","2022","Analysis","HM Revenue and Customs","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Delivery","London","15","15","38950","33440"
"In post","2022","Analysis","HM Revenue and Customs","Operational Delivery","North West (England)","10","10","36040","33680"
"In post","2022","Analysis","HM Revenue and Customs","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Research","London","40","40","48220","43430"
"In post","2022","Analysis","HM Revenue and Customs","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
