"Status","Year","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Operational Delivery","London","Female","19900","18440","33770","31060"
"In post","2022","Operational Delivery","London","Male","13900","13520","36190","31760"
"In post","2022","Operational Delivery","Outside London","Female","129775","114185","27030","25770"
"In post","2022","Operational Delivery","Outside London","Male","90570","86450","28780","27130"
"In post","2022","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Overseas","Female","100","95","39600","29080"
"In post","2022","Operational Delivery","Overseas","Male","200","195","49990","55550"
"In post","2022","Operational Delivery","Unknown","Female","330","300","28790","27570"
"In post","2022","Operational Delivery","Unknown","Male","220","210","31330","27570"
"In post","2022","Operational Research","London","Female","155","145","49880","47880"
"In post","2022","Operational Research","London","Male","205","200","50860","48840"
"In post","2022","Operational Research","Outside London","Female","280","265","40110","38070"
"In post","2022","Operational Research","Outside London","Male","490","475","43910","47010"
"In post","2022","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other","London","Female","2525","2415","38920","31170"
"In post","2022","Other","London","Male","1835","1810","42970","33400"
"In post","2022","Other","Outside London","Female","12940","11795","27150","24740"
"In post","2022","Other","Outside London","Male","10585","10315","29450","26900"
"In post","2022","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Overseas","Female","305","300","47860","46600"
"In post","2022","Other","Overseas","Male","250","250","50660","46600"
"In post","2022","Other","Unknown","Female","305","290","30780","28980"
"In post","2022","Other","Unknown","Male","1640","1635","37780","34460"
"In post","2022","Planning","London","Female","40","40","46650","42980"
"In post","2022","Planning","London","Male","50","50","47290","42980"
"In post","2022","Planning","Outside London","Female","65","60","43060","39100"
"In post","2022","Planning","Outside London","Male","70","65","43090","39100"
"In post","2022","Planning Inspectors","London","Female","5","5","[c]","[c]"
"In post","2022","Planning Inspectors","London","Male","20","15","[c]","[c]"
"In post","2022","Planning Inspectors","Outside London","Female","130","115","55260","58810"
"In post","2022","Planning Inspectors","Outside London","Male","220","200","56780","58810"
"In post","2022","Policy","London","Female","11365","10940","48830","45910"
"In post","2022","Policy","London","Male","9900","9795","50650","52500"
"In post","2022","Policy","Outside London","Female","5790","5470","40330","36960"
"In post","2022","Policy","Outside London","Male","4165","4085","42990","38160"
"In post","2022","Policy","Overseas","Female","750","745","51800","52570"
"In post","2022","Policy","Overseas","Male","950","945","52970","53900"
"In post","2022","Policy","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Policy","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","London","Female","1955","1875","47980","42650"
"In post","2022","Project Delivery","London","Male","1685","1655","52310","51730"
"In post","2022","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outside London","Female","6130","5750","39470","37460"
"In post","2022","Project Delivery","Outside London","Male","5975","5845","43470","40520"
"In post","2022","Project Delivery","Overseas","Female","50","50","51010","55060"
"In post","2022","Project Delivery","Overseas","Male","80","75","49730","50580"
"In post","2022","Project Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Property","London","Female","535","505","42380","37820"
"In post","2022","Property","London","Male","745","730","47030","42460"
"In post","2022","Property","Outside London","Female","2545","2370","34600","32890"
"In post","2022","Property","Outside London","Male","3560","3460","37740","33430"
"In post","2022","Property","Overseas","Female","20","20","[c]","[c]"
"In post","2022","Property","Overseas","Male","160","160","40290","40000"
"In post","2022","Property","Unknown","Female","20","15","[c]","[c]"
"In post","2022","Property","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Psychology","London","Female","75","75","40410","33120"
"In post","2022","Psychology","London","Male","10","10","[c]","[c]"
"In post","2022","Psychology","Outside London","Female","1255","1200","35370","30800"
"In post","2022","Psychology","Outside London","Male","180","175","36580","31180"
"In post","2022","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Female","685","660","45510","40810"
"In post","2022","Science and Engineering","London","Male","445","435","48980","44950"
"In post","2022","Science and Engineering","Outside London","Female","3645","3390","37310","35910"
"In post","2022","Science and Engineering","Outside London","Male","9020","8790","39010","38070"
"In post","2022","Science and Engineering","Overseas","Female","30","30","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Male","110","110","42980","40700"
"In post","2022","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Security","London","Female","525","505","40220","36650"
"In post","2022","Security","London","Male","900","895","39760","37640"
"In post","2022","Security","Outside London","Female","1610","1555","30840","27700"
"In post","2022","Security","Outside London","Male","6095","5975","31090","27680"
"In post","2022","Security","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Security","Overseas","Male","80","80","36640","34220"
"In post","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Male","60","60","28600","27370"
"In post","2022","Social Research","London","Female","365","355","46290","42710"
"In post","2022","Social Research","London","Male","140","140","49360","45080"
"In post","2022","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Outside London","Female","560","525","39380","38340"
"In post","2022","Social Research","Outside London","Male","255","250","39880","38340"
"In post","2022","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","London","Female","445","425","47240","43810"
"In post","2022","Statistics","London","Male","575","565","46350","42850"
"In post","2022","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Outside London","Female","655","610","41310","38340"
"In post","2022","Statistics","Outside London","Male","715","700","41620","38340"
"In post","2022","Statistics","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Tax","London","Female","1130","1065","42410","37930"
"In post","2022","Tax","London","Male","1390","1335","46340","40910"
"In post","2022","Tax","Outside London","Female","8165","7575","32890","33080"
"In post","2022","Tax","Outside London","Male","8920","8650","34630","33080"
"In post","2022","Tax","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Female","4530","4430","47450","40600"
"In post","2022","Unknown","London","Male","3960","3935","52380","51440"
"In post","2022","Unknown","Outside London","Female","12470","11795","38510","33080"
"In post","2022","Unknown","Outside London","Male","10750","10575","39650","33370"
"In post","2022","Unknown","Overseas","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","255","250","37120","32000"
"In post","2022","Unknown","Unknown","Male","240","240","38390","32000"
"In post","2022","Veterinarian","London","Female","5","5","[c]","[c]"
"In post","2022","Veterinarian","London","Male","5","5","[c]","[c]"
"In post","2022","Veterinarian","Outside London","Female","225","210","43470","38000"
"In post","2022","Veterinarian","Outside London","Male","175","170","44640","45170"
"In post","2022","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Outside London","Female","150","[c]","35840","33650"
"Leaver CS","2022","Commercial","Outside London","Male","165","[c]","40750","37330"
"Leaver CS","2022","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","Female","135","[c]","40980","37740"
"Leaver CS","2022","Communications","London","Male","90","[c]","42190","38020"
"Leaver CS","2022","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Female","85","[c]","37080","33350"
"Leaver CS","2022","Communications","Outside London","Male","50","[c]","35710","33570"
"Leaver CS","2022","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Outside London","Female","125","[c]","26520","27460"
"Leaver CS","2022","Counter Fraud","Outside London","Male","100","[c]","28430","27570"
"Leaver CS","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","London","Female","125","[c]","48080","43640"
"Leaver CS","2022","Digital, Data and Technology","London","Male","210","[c]","48540","43620"
"Leaver CS","2022","Digital, Data and Technology","Outside London","Female","280","[c]","36690","34020"
"Leaver CS","2022","Digital, Data and Technology","Outside London","Male","710","[c]","40590","38070"
"Leaver CS","2022","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Male","40","[c]","41050","39280"
"Leaver CS","2022","Economics","London","Female","55","[c]","39490","34970"
"Leaver CS","2022","Economics","London","Male","80","[c]","38600","34240"
"Leaver CS","2022","Economics","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","Female","85","[c]","43080","37850"
"Leaver CS","2022","Finance","London","Male","80","[c]","51010","42920"
"Leaver CS","2022","Finance","Outside London","Female","235","[c]","34960","32110"
"Leaver CS","2022","Finance","Outside London","Male","240","[c]","38840","33630"
"Leaver CS","2022","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Female","145","[c]","42900","38200"
"Leaver CS","2022","Human Resources","London","Male","80","[c]","45300","38990"
"Leaver CS","2022","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Female","255","[c]","32910","29230"
"Leaver CS","2022","Human Resources","Outside London","Male","105","[c]","35190","33300"
"Leaver CS","2022","Human Resources","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Female","75","[c]","63000","51360"
"Leaver CS","2022","Inspector of Education and Training","Outside London","Male","35","[c]","72270","75500"
"Leaver CS","2022","Intelligence Analysis","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","London","Male","40","[c]","33570","30500"
"Leaver CS","2022","Intelligence Analysis","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Outside London","Male","45","[c]","31130","27860"
"Leaver CS","2022","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","London","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","London","Female","70","[c]","42540","38150"
"Leaver CS","2022","Knowledge and Information Management","London","Male","45","[c]","46180","43490"
"Leaver CS","2022","Knowledge and Information Management","Outside London","Female","225","[c]","31570","28530"
"Leaver CS","2022","Knowledge and Information Management","Outside London","Male","105","[c]","34300","31780"
"Leaver CS","2022","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Female","155","[c]","57490","55000"
"Leaver CS","2022","Legal","London","Male","110","[c]","59620","55000"
"Leaver CS","2022","Legal","Outside London","Female","135","[c]","52890","55000"
"Leaver CS","2022","Legal","Outside London","Male","110","[c]","54280","55610"
"Leaver CS","2022","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","London","Female","55","[c]","78260","85900"
"Leaver CS","2022","Medicine","London","Male","40","[c]","81440","86640"
"Leaver CS","2022","Medicine","Outside London","Female","235","[c]","48470","39030"
"Leaver CS","2022","Medicine","Outside London","Male","90","[c]","64100","44560"
"Leaver CS","2022","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","London","Female","2290","[c]","34680","31060"
"Leaver CS","2022","Operational Delivery","London","Male","1525","[c]","36340","31060"
"Leaver CS","2022","Operational Delivery","Outside London","Female","9495","[c]","26170","24880"
"Leaver CS","2022","Operational Delivery","Outside London","Male","7735","[c]","27400","26130"
"Leaver CS","2022","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Female","345","[c]","21980","21840"
"Leaver CS","2022","Operational Delivery","Unknown","Male","170","[c]","23930","21840"
"Leaver CS","2022","Operational Research","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","Female","290","[c]","36440","31060"
"Leaver CS","2022","Other","London","Male","220","[c]","42410","31520"
"Leaver CS","2022","Other","Outside London","Female","975","[c]","25040","21380"
"Leaver CS","2022","Other","Outside London","Male","1070","[c]","27050","22330"
"Leaver CS","2022","Other","Overseas","Female","35","[c]","42290","41600"
"Leaver CS","2022","Other","Overseas","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Female","35","[c]","29120","27570"
"Leaver CS","2022","Other","Unknown","Male","225","[c]","36290","33570"
"Leaver CS","2022","Planning","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","Female","575","[c]","44370","40050"
"Leaver CS","2022","Policy","London","Male","555","[c]","50550","52080"
"Leaver CS","2022","Policy","Outside London","Female","260","[c]","40300","34750"
"Leaver CS","2022","Policy","Outside London","Male","185","[c]","45490","38650"
"Leaver CS","2022","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Female","85","[c]","48140","41610"
"Leaver CS","2022","Project Delivery","London","Male","80","[c]","52600","48900"
"Leaver CS","2022","Project Delivery","Outside London","Female","230","[c]","37140","35310"
"Leaver CS","2022","Project Delivery","Outside London","Male","345","[c]","40390","39000"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Female","135","[c]","31320","27000"
"Leaver CS","2022","Property","Outside London","Male","230","[c]","34740","33300"
"Leaver CS","2022","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Female","80","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Female","185","[c]","40460","40060"
"Leaver CS","2022","Science and Engineering","London","Male","80","[c]","49990","40560"
"Leaver CS","2022","Science and Engineering","Outside London","Female","400","[c]","37510","36330"
"Leaver CS","2022","Science and Engineering","Outside London","Male","770","[c]","35870","33000"
"Leaver CS","2022","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
