"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Commercial","Female","100","100","38370","36640"
"In post","2022","Asian","Commercial","Commercial","Male","80","80","40060","37800"
"In post","2022","Asian","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2022","Asian","Commercial","Operational Delivery","Male","30","30","47600","34850"
"In post","2022","Asian","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Tax","Male","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Communications","Female","85","85","40290","37930"
"In post","2022","Asian","Communications","Communications","Male","55","55","40680","40430"
"In post","2022","Asian","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Operational Delivery","Female","90","90","30400","26820"
"In post","2022","Asian","Communications","Operational Delivery","Male","130","130","29720","26820"
"In post","2022","Asian","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Tax","Female","110","105","29220","26820"
"In post","2022","Asian","Communications","Tax","Male","185","180","28460","26820"
"In post","2022","Asian","Communications","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Female","30","25","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Counter Fraud","Female","360","310","27310","27570"
"In post","2022","Asian","Counter Fraud","Counter Fraud","Male","245","235","29520","27570"
"In post","2022","Asian","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Legal","Female","75","70","33630","31680"
"In post","2022","Asian","Counter Fraud","Legal","Male","105","105","33350","33080"
"In post","2022","Asian","Counter Fraud","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Operational Delivery","Female","165","145","28910","26820"
"In post","2022","Asian","Counter Fraud","Operational Delivery","Male","130","125","30350","28920"
"In post","2022","Asian","Counter Fraud","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Other","Female","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Other","Male","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Tax","Female","75","70","37660","37930"
"In post","2022","Asian","Counter Fraud","Tax","Male","90","85","37950","33440"
"In post","2022","Asian","Counter Fraud","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Male","40","40","32540","30750"
"In post","2022","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Operational Delivery","Female","210","175","24460","25330"
"In post","2022","Asian","Debt","Operational Delivery","Male","135","125","24860","21250"
"In post","2022","Asian","Debt","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Other","Female","190","145","22980","21260"
"In post","2022","Asian","Debt","Other","Male","125","115","22430","21260"
"In post","2022","Asian","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Tax","Female","45","45","21860","21250"
"In post","2022","Asian","Debt","Tax","Male","45","45","22020","21250"
"In post","2022","Asian","Debt","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","Female","10","5","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","Female","410","400","41480","37290"
"In post","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","Male","670","665","42050","38270"
"In post","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","Female","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Medicine","Female","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Operational Delivery","Male","25","25","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Policy","Female","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Policy","Male","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","Female","60","60","46660","47980"
"In post","2022","Asian","Digital, Data & Technology","Unknown","Male","95","95","47940","52080"
"In post","2022","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Commercial","Female","30","25","[c]","[c]"
"In post","2022","Asian","Finance","Commercial","Male","25","25","[c]","[c]"
"In post","2022","Asian","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Corporate Finance","Male","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Digital, Data and Technology","Female","20","15","[c]","[c]"
"In post","2022","Asian","Finance","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Finance","Female","395","380","39080","36460"
"In post","2022","Asian","Finance","Finance","Male","405","400","41600","38150"
"In post","2022","Asian","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Operational Delivery","Female","60","50","26030","22080"
"In post","2022","Asian","Finance","Operational Delivery","Male","65","65","28760","24230"
"In post","2022","Asian","Finance","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Policy","Female","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Property","Female","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Security","Female","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Security","Male","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
