"Status","Year","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","South West (England)","Undeclared","200","190","41200","38240"
"In post","2022","Commercial","South West (England)","Unknown","190","185","37100","35000"
"In post","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Heterosexual / straight","265","250","35740","31930"
"In post","2022","Commercial","Wales","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Wales","Undeclared","60","55","32410","31410"
"In post","2022","Commercial","Wales","Unknown","35","35","37260","33250"
"In post","2022","Commercial","West Midlands (England)","Heterosexual / straight","190","185","38530","36500"
"In post","2022","Commercial","West Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Unknown","55","50","37620","36500"
"In post","2022","Commercial","Yorkshire and The Humber","Heterosexual / straight","445","425","38930","36500"
"In post","2022","Commercial","Yorkshire and The Humber","LGBO","40","35","36800","35740"
"In post","2022","Commercial","Yorkshire and The Humber","Undeclared","70","65","39320","36820"
"In post","2022","Commercial","Yorkshire and The Humber","Unknown","80","75","38230","36270"
"In post","2022","Communications","East Midlands (England)","Heterosexual / straight","70","65","39960","38640"
"In post","2022","Communications","East Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","East of England","Heterosexual / straight","60","55","36000","33300"
"In post","2022","Communications","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","East of England","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","London","Heterosexual / straight","1350","1315","47540","43800"
"In post","2022","Communications","London","LGBO","155","150","44800","42710"
"In post","2022","Communications","London","Undeclared","270","265","45640","40750"
"In post","2022","Communications","London","Unknown","435","430","45520","42200"
"In post","2022","Communications","North East (England)","Heterosexual / straight","75","70","36260","33370"
"In post","2022","Communications","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","North East (England)","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","North West (England)","Heterosexual / straight","170","160","37820","36850"
"In post","2022","Communications","North West (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","North West (England)","Undeclared","20","20","[c]","[c]"
"In post","2022","Communications","North West (England)","Unknown","35","30","37720","34880"
"In post","2022","Communications","Northern Ireland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Heterosexual / straight","55","50","38590","37710"
"In post","2022","Communications","Scotland","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","South East (England)","Heterosexual / straight","210","200","34470","33000"
"In post","2022","Communications","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","South East (England)","Undeclared","25","25","[c]","[c]"
"In post","2022","Communications","South East (England)","Unknown","30","30","37120","33790"
"In post","2022","Communications","South West (England)","Heterosexual / straight","225","210","36530","35340"
"In post","2022","Communications","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","South West (England)","Undeclared","30","30","35190","33300"
"In post","2022","Communications","South West (England)","Unknown","45","40","36540","30530"
"In post","2022","Communications","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Heterosexual / straight","275","255","37520","34740"
"In post","2022","Communications","Wales","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","Wales","Undeclared","45","40","39210","38160"
"In post","2022","Communications","Wales","Unknown","50","45","37750","35790"
"In post","2022","Communications","West Midlands (England)","Heterosexual / straight","120","120","38750","36480"
"In post","2022","Communications","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Heterosexual / straight","115","110","43700","40840"
"In post","2022","Communications","Yorkshire and The Humber","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Undeclared","20","15","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Unknown","25","25","[c]","[c]"
"In post","2022","Corporate Finance","London","Heterosexual / straight","40","40","59280","59840"
"In post","2022","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","Unknown","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","Unknown","10","10","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Unknown","25","20","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Unknown","20","20","[c]","[c]"
"In post","2022","Corporate Finance","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Heterosexual / straight","210","185","28180","27570"
"In post","2022","Counter Fraud","East Midlands (England)","LGBO","15","10","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Undeclared","35","30","28460","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Unknown","60","55","28370","27570"
"In post","2022","Counter Fraud","East of England","Heterosexual / straight","210","195","30160","29290"
"In post","2022","Counter Fraud","East of England","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Undeclared","35","35","27320","28100"
"In post","2022","Counter Fraud","East of England","Unknown","75","65","31030","29530"
"In post","2022","Counter Fraud","London","Heterosexual / straight","780","730","34430","31060"
"In post","2022","Counter Fraud","London","LGBO","40","40","33330","31060"
"In post","2022","Counter Fraud","London","Undeclared","110","100","33780","31060"
"In post","2022","Counter Fraud","London","Unknown","325","290","33630","31170"
"In post","2022","Counter Fraud","North East (England)","Heterosexual / straight","400","365","27580","27570"
"In post","2022","Counter Fraud","North East (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Undeclared","50","40","24540","25480"
"In post","2022","Counter Fraud","North East (England)","Unknown","85","70","26700","27570"
"In post","2022","Counter Fraud","North West (England)","Heterosexual / straight","460","425","29400","27570"
"In post","2022","Counter Fraud","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Undeclared","60","55","29420","27570"
"In post","2022","Counter Fraud","North West (England)","Unknown","170","155","28900","27570"
"In post","2022","Counter Fraud","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Heterosexual / straight","555","500","26060","27570"
"In post","2022","Counter Fraud","Scotland","LGBO","25","20","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Undeclared","65","60","25870","27570"
"In post","2022","Counter Fraud","Scotland","Unknown","100","85","26480","27570"
"In post","2022","Counter Fraud","South East (England)","Heterosexual / straight","435","390","28410","27570"
"In post","2022","Counter Fraud","South East (England)","LGBO","35","35","28530","27570"
"In post","2022","Counter Fraud","South East (England)","Undeclared","60","55","28010","27570"
"In post","2022","Counter Fraud","South East (England)","Unknown","120","105","28550","27570"
"In post","2022","Counter Fraud","South West (England)","Heterosexual / straight","240","215","28090","27570"
"In post","2022","Counter Fraud","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","South West (England)","Undeclared","25","20","[c]","[c]"
"In post","2022","Counter Fraud","South West (England)","Unknown","80","65","28210","27570"
"In post","2022","Counter Fraud","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Heterosexual / straight","390","355","26840","27570"
"In post","2022","Counter Fraud","Wales","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Wales","Undeclared","60","50","26980","27570"
"In post","2022","Counter Fraud","Wales","Unknown","115","105","26810","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Heterosexual / straight","355","320","28740","27570"
"In post","2022","Counter Fraud","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","West Midlands (England)","Undeclared","50","40","28250","27570"
"In post","2022","Counter Fraud","West Midlands (England)","Unknown","130","115","28380","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","320","285","29590","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","LGBO","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Undeclared","50","45","28320","27570"
"In post","2022","Counter Fraud","Yorkshire and The Humber","Unknown","120","105","28980","27570"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Heterosexual / straight","250","245","37650","34110"
"In post","2022","Digital, Data and Technology","East Midlands (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Undeclared","55","50","36350","33370"
"In post","2022","Digital, Data and Technology","East Midlands (England)","Unknown","70","70","36140","33080"
"In post","2022","Digital, Data and Technology","East of England","Heterosexual / straight","440","420","37060","34700"
"In post","2022","Digital, Data and Technology","East of England","LGBO","20","20","[c]","[c]"
"In post","2022","Digital, Data and Technology","East of England","Undeclared","85","85","35860","35620"
"In post","2022","Digital, Data and Technology","East of England","Unknown","125","120","35220","33370"
"In post","2022","Digital, Data and Technology","London","Heterosexual / straight","2570","2525","49630","45020"
"In post","2022","Digital, Data and Technology","London","LGBO","215","210","50220","48060"
"In post","2022","Digital, Data and Technology","London","Undeclared","370","360","50100","47000"
"In post","2022","Digital, Data and Technology","London","Unknown","905","895","48110","43810"
"In post","2022","Digital, Data and Technology","North East (England)","Heterosexual / straight","1460","1405","42230","38700"
"In post","2022","Digital, Data and Technology","North East (England)","LGBO","80","80","40170","35310"
"In post","2022","Digital, Data and Technology","North East (England)","Undeclared","175","170","43950","40520"
"In post","2022","Digital, Data and Technology","North East (England)","Unknown","460","450","40340","36640"
"In post","2022","Digital, Data and Technology","North West (England)","Heterosexual / straight","2015","1960","41860","37450"
"In post","2022","Digital, Data and Technology","North West (England)","LGBO","140","135","39540","36080"
"In post","2022","Digital, Data and Technology","North West (England)","Undeclared","245","235","41210","36690"
"In post","2022","Digital, Data and Technology","North West (England)","Unknown","550","535","41310","36500"
"In post","2022","Digital, Data and Technology","Northern Ireland","Heterosexual / straight","35","35","37360","33370"
"In post","2022","Digital, Data and Technology","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","Heterosexual / straight","35","35","32610","33230"
"In post","2022","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Scotland","Heterosexual / straight","450","440","38780","36050"
"In post","2022","Digital, Data and Technology","Scotland","LGBO","30","30","37710","33080"
"In post","2022","Digital, Data and Technology","Scotland","Undeclared","50","50","38610","33980"
"In post","2022","Digital, Data and Technology","Scotland","Unknown","270","265","39290","35520"
"In post","2022","Digital, Data and Technology","South East (England)","Heterosexual / straight","760","740","38830","35000"
"In post","2022","Digital, Data and Technology","South East (England)","LGBO","45","40","34580","33080"
"In post","2022","Digital, Data and Technology","South East (England)","Undeclared","115","110","38620","35050"
"In post","2022","Digital, Data and Technology","South East (England)","Unknown","160","155","41500","36840"
"In post","2022","Digital, Data and Technology","South West (England)","Heterosexual / straight","1875","1805","38770","36740"
"In post","2022","Digital, Data and Technology","South West (England)","LGBO","105","100","33180","31860"
"In post","2022","Digital, Data and Technology","South West (England)","Undeclared","370","360","38310","37330"
"In post","2022","Digital, Data and Technology","South West (England)","Unknown","440","425","38830","38070"
"In post","2022","Digital, Data and Technology","Unknown","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wales","Heterosexual / straight","1470","1435","40780","38250"
"In post","2022","Digital, Data and Technology","Wales","LGBO","75","75","36420","33310"
"In post","2022","Digital, Data and Technology","Wales","Undeclared","280","275","40380","39280"
"In post","2022","Digital, Data and Technology","Wales","Unknown","390","380","39740","36840"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Heterosexual / straight","810","790","40030","36340"
"In post","2022","Digital, Data and Technology","West Midlands (England)","LGBO","50","45","38310","33700"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Undeclared","90","90","41340","36500"
"In post","2022","Digital, Data and Technology","West Midlands (England)","Unknown","255","250","40420","37100"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","Heterosexual / straight","1045","1010","42980","40160"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","LGBO","75","70","40520","36500"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","Undeclared","140","135","41430","39060"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","Unknown","320","310","43320","40180"
"In post","2022","Economics","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","Heterosexual / straight","1120","1095","50040","51970"
"In post","2022","Economics","London","LGBO","110","110","46560","41970"
"In post","2022","Economics","London","Undeclared","150","145","49050","52500"
"In post","2022","Economics","London","Unknown","265","260","46280","37970"
"In post","2022","Economics","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Economics","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","North West (England)","Heterosexual / straight","45","45","40730","38650"
"In post","2022","Economics","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Economics","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","Unknown","10","10","[c]","[c]"
"In post","2022","Economics","Scotland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Economics","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Scotland","Unknown","10","10","[c]","[c]"
"In post","2022","Economics","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Economics","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Economics","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Economics","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Wales","Heterosexual / straight","125","120","37830","30710"
"In post","2022","Economics","Wales","LGBO","15","15","[c]","[c]"
"In post","2022","Economics","Wales","Undeclared","15","15","[c]","[c]"
"In post","2022","Economics","Wales","Unknown","30","30","39700","33000"
"In post","2022","Economics","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Economics","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","Heterosexual / straight","30","30","43910","38810"
"In post","2022","Economics","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Heterosexual / straight","255","250","34900","33000"
"In post","2022","Finance","East Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Undeclared","30","30","35370","33330"
"In post","2022","Finance","East Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2022","Finance","East of England","Heterosexual / straight","385","370","37260","33300"
"In post","2022","Finance","East of England","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","East of England","Undeclared","55","50","36500","33370"
"In post","2022","Finance","East of England","Unknown","55","50","33530","26930"
"In post","2022","Finance","London","Heterosexual / straight","2045","2000","49150","44500"
"In post","2022","Finance","London","LGBO","115","115","49730","45150"
"In post","2022","Finance","London","Undeclared","355","350","47820","44520"
"In post","2022","Finance","London","Unknown","390","380","48710","43430"
"In post","2022","Finance","North East (England)","Heterosexual / straight","455","430","40160","36460"
"In post","2022","Finance","North East (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","North East (England)","Undeclared","45","40","39160","31990"
"In post","2022","Finance","North East (England)","Unknown","95","90","39180","35970"
"In post","2022","Finance","North West (England)","Heterosexual / straight","920","875","37570","35310"
"In post","2022","Finance","North West (England)","LGBO","50","45","37790","34340"
"In post","2022","Finance","North West (England)","Undeclared","95","90","34070","32010"
"In post","2022","Finance","North West (England)","Unknown","185","175","34910","32170"
"In post","2022","Finance","Northern Ireland","Heterosexual / straight","55","55","36680","34050"
"In post","2022","Finance","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Overseas","Heterosexual / straight","55","55","38060","33300"
"In post","2022","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Scotland","Heterosexual / straight","305","290","34810","33190"
"In post","2022","Finance","Scotland","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Scotland","Undeclared","35","35","35200","30510"
"In post","2022","Finance","Scotland","Unknown","160","145","32290","26900"
"In post","2022","Finance","South East (England)","Heterosexual / straight","1110","1070","37380","33300"
"In post","2022","Finance","South East (England)","LGBO","35","35","33930","33300"
"In post","2022","Finance","South East (England)","Undeclared","185","175","36860","33300"
"In post","2022","Finance","South East (England)","Unknown","120","115","36330","33330"
"In post","2022","Finance","South West (England)","Heterosexual / straight","1440","1385","38860","33300"
"In post","2022","Finance","South West (England)","LGBO","50","50","35610","31600"
"In post","2022","Finance","South West (England)","Undeclared","180","170","39530","33630"
"In post","2022","Finance","South West (England)","Unknown","125","115","35270","32780"
"In post","2022","Finance","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Wales","Heterosexual / straight","605","565","38730","33540"
"In post","2022","Finance","Wales","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Wales","Undeclared","95","90","37460","33350"
"In post","2022","Finance","Wales","Unknown","80","80","34910","29780"
"In post","2022","Finance","West Midlands (England)","Heterosexual / straight","600","580","39330","36500"
"In post","2022","Finance","West Midlands (England)","LGBO","25","25","[c]","[c]"
"In post","2022","Finance","West Midlands (England)","Undeclared","60","55","38450","33300"
"In post","2022","Finance","West Midlands (England)","Unknown","125","120","39380","36500"
"In post","2022","Finance","Yorkshire and The Humber","Heterosexual / straight","850","810","38690","35310"
"In post","2022","Finance","Yorkshire and The Humber","LGBO","50","50","39950","35310"
"In post","2022","Finance","Yorkshire and The Humber","Undeclared","150","145","40200","36820"
"In post","2022","Finance","Yorkshire and The Humber","Unknown","150","140","37790","35310"
"In post","2022","Geography","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Geography","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","London","LGBO","[c]","[c]","[c]","[c]"
